visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Kōtō-ku Tōyō,total_area_visitors,total_genre_visitors
2016-01-05,air_90bd5de52c166767,0,0,0,0,0,1,0,-0.5156940546902835,-0.4481474212237886,0.0,0.6996736708565565,-0.8190822170691008,1,31.0,1,1,-1.397418809073223,-1.397418809073223
2016-01-06,air_90bd5de52c166767,0,0,0,0,0,0,1,-0.7981728102574205,-1.0208835446135267,0.0,-1.2986409410307462,-0.5439740933268437,1,29.0,1,1,-1.3340980788867303,-1.3340980788867303
2016-01-07,air_90bd5de52c166767,0,0,0,0,1,0,0,-0.7724929233876808,-0.7345154829186575,0.0,0.08114771955810579,-0.8669271081547107,1,29.0,1,1,-1.2657717573811473,-1.2657717573811473
2016-01-08,air_90bd5de52c166767,1,0,0,0,0,0,0,-1.0292917920850781,-1.0339002746905661,0.0,0.48556853386863114,-1.1181127863541631,1,49.0,1,1,-0.9356530098871402,-0.9356530098871403
2016-01-09,air_90bd5de52c166767,0,0,1,0,0,0,0,-0.9137323011712494,-0.9297664340742501,0.0,0.889989348179157,-0.9506556675545282,1,9.0,1,1,-0.6808684117454427,-0.6808684117454428
2016-01-12,air_90bd5de52c166767,0,0,0,0,0,1,0,-1.4658498688706538,-1.5936196680032648,0.0,-1.3224304006960712,-1.1779189002111754,1,35.0,1,1,-1.3731416911756347,-1.373141691175635
2016-01-13,air_90bd5de52c166767,0,0,0,0,0,0,1,-1.3117705476522152,-1.0989839250757638,0.0,0.7710420498525318,-1.5965616972102625,1,23.0,1,1,-1.1719169201482036,-1.1719169201482038
2016-01-14,air_90bd5de52c166767,0,0,0,0,1,0,0,-1.042131735519948,-0.9167497039972107,0.0,0.9375682675098068,-1.4530270239534324,1,35.0,1,1,-1.0805648785748052,-1.0805648785748052
2016-01-15,air_90bd5de52c166767,1,0,0,0,0,0,0,-1.1833711133035165,-1.0859671949987242,0.0,0.5807263725299313,-1.0702678952685531,1,45.0,1,1,-0.8082607108162915,-0.8082607108162916
2016-01-16,air_90bd5de52c166767,0,0,1,0,0,0,0,-1.1063314526942973,-0.8776995137660922,0.0,0.9137788078444818,-1.046345449725748,1,33.0,1,1,-0.6628482829967175,-0.6628482829967176
2016-01-18,air_90bd5de52c166767,0,1,0,0,0,0,0,-1.440169982000914,-1.3463017965395143,0.0,-1.2272725620347709,-1.3214535734680053,1,13.0,1,1,-1.536574247743934,-1.536574247743934
2016-01-19,air_90bd5de52c166767,0,0,0,0,0,1,0,-1.1063314526942973,-1.2291512258461588,0.0,0.9375682675098068,-1.0822291180399555,1,13.0,1,1,-1.3035639718402792,-1.3035639718402794
2016-01-20,air_90bd5de52c166767,0,0,0,0,0,0,1,-1.3246104910870853,-1.3202683363854353,0.0,0.9375682675098068,-1.2138025685253828,1,30.0,1,1,-1.1804264253906571,-1.1804264253906573
2016-01-21,air_90bd5de52c166767,0,0,0,0,1,0,0,-1.1705311698686467,-1.2682014160772774,0.0,0.20009501788473094,-1.1300740091255654,1,25.0,1,1,-1.0602922337324894,-1.0602922337324894
2016-01-22,air_90bd5de52c166767,1,0,0,0,0,0,0,-1.1576912264337769,-1.1380341153068823,0.0,0.8424104288485066,-0.9985005586401382,1,51.0,1,1,-0.756703120229661,-0.7567031202296611
2016-01-23,air_90bd5de52c166767,0,0,1,0,0,0,0,-1.453009925435784,-1.6977535086195807,0.0,-1.3224304006960712,-1.0822291180399555,1,7.0,1,1,-0.6846226052347604,-0.6846226052347605
2016-01-24,air_90bd5de52c166767,0,0,0,1,0,0,0,-1.453009925435784,-1.2291512258461588,0.0,0.6045158321952563,-1.4171433556392252,1,5.0,1,1,-1.3706388955160895,-1.3706388955160898
2016-01-25,air_90bd5de52c166767,0,1,0,0,0,0,0,-1.440169982000914,-1.2551846860002376,0.0,1.032726106171107,-1.464988246724835,1,38.0,1,1,-1.3949160134136778,-1.3949160134136778
2016-01-26,air_90bd5de52c166767,0,0,0,0,0,1,0,-1.350290377956825,-1.2161344957691194,0.0,0.6283052918605813,-1.4769494694962377,1,33.0,1,1,-1.2249761881305612,-1.2249761881305612
2016-01-27,air_90bd5de52c166767,0,0,0,0,0,0,1,-1.0292917920850781,-0.8907162438431317,0.0,1.008936646505782,-1.464988246724835,1,43.0,1,1,-1.0758095668216694,-1.0758095668216694
2016-01-28,air_90bd5de52c166767,0,0,0,0,1,0,0,-0.8880524143015097,-0.6824485626104998,0.0,1.032726106171107,-1.0822291180399555,1,40.0,1,1,-1.0813157172726686,-1.0813157172726688
2016-01-29,air_90bd5de52c166767,1,0,0,0,0,0,0,-1.2218909436081262,-1.3983687168476724,0.0,-1.3224304006960712,-1.1061515635827603,1,36.0,1,1,-0.9406586012062306,-0.9406586012062307
2016-01-30,air_90bd5de52c166767,0,0,1,0,0,0,0,-1.5043696991752633,-1.8149040793129363,0.0,-1.3224304006960712,-1.2138025685253828,1,41.0,1,1,-0.6440773155501287,-0.6440773155501288
2016-02-01,air_90bd5de52c166767,0,1,0,0,0,0,0,-1.3246104910870853,-1.671720048465502,0.0,-1.3224304006960712,-0.9985005586401382,1,24.0,1,1,-1.440216614851445,-1.4402166148514453
2016-02-02,air_90bd5de52c166767,0,0,0,0,0,1,0,-1.1705311698686467,-1.1120006551528032,0.0,0.7234631305218815,-1.0343842269543455,1,27.0,1,1,-1.2945539074659167,-1.2945539074659167
2016-02-03,air_90bd5de52c166767,0,0,0,0,0,0,1,-1.2860906607824756,-1.2031177656920797,0.0,0.6996736708565565,-1.2018413457539803,1,18.0,1,1,-1.2209717150752888,-1.220971715075289
2016-02-04,air_90bd5de52c166767,0,0,0,0,1,0,0,-1.1962110567383866,-1.2161344957691194,0.0,0.271463396880706,-1.142035231896968,1,31.0,1,1,-1.1839303393140204,-1.1839303393140206
2016-02-05,air_90bd5de52c166767,1,0,0,0,0,0,0,-0.9394121880409891,-0.6303816423023417,0.0,0.9137788078444818,-1.2018413457539803,1,27.0,1,1,-0.8160193773608815,-0.8160193773608816
2016-02-08,air_90bd5de52c166767,0,1,0,0,0,0,0,-1.3374504345219551,-1.1250173852298426,0.0,0.03356880022745568,-1.2018413457539803,1,22.0,1,1,-1.3896601425286328,-1.389660142528633
2016-02-09,air_90bd5de52c166767,0,0,0,0,0,1,0,-1.0292917920850781,-0.7084820227645786,0.0,0.9375682675098068,-1.3453760190108102,1,27.0,1,1,-1.1754208340715668,-1.175420834071567
2016-02-10,air_90bd5de52c166767,0,0,0,0,0,0,1,-1.1191713961291672,-1.1640675754609613,0.0,1.1516734044977321,-1.0104617814115406,1,35.0,1,1,-0.8568149466114676,-0.8568149466114677
2016-02-12,air_90bd5de52c166767,1,0,0,0,0,0,0,-1.0164518486502083,-1.0599337348446451,0.0,-0.7752728283935955,-1.1300740091255654,1,34.0,1,1,-0.8735836775304202,-0.8735836775304203
2016-02-13,air_90bd5de52c166767,0,0,1,0,0,0,0,-0.29741501629749584,-0.2398797399911564,0.0,0.34283177587668107,-0.43632308838422124,1,10.0,1,1,-0.686875121328351,-0.6868751213283512
2016-02-15,air_90bd5de52c166767,0,1,0,0,0,0,0,-0.9137323011712494,-0.3570303106845122,0.0,-1.2986409410307462,-1.046345449725748,1,26.0,1,1,-1.393164056451996,-1.3931640564519963
2016-02-16,air_90bd5de52c166767,0,0,0,0,0,1,0,-1.1705311698686467,-1.1510508453839219,0.0,0.9851471868404568,-1.142035231896968,1,15.0,1,1,-1.2352376503346962,-1.2352376503346965
2016-02-17,air_90bd5de52c166767,0,0,0,0,0,0,1,-1.0934915092594275,-0.6954652926875392,0.0,0.4617790742033062,-1.3334147962394076,1,39.0,1,1,-1.0690520185408974,-1.0690520185408976
2016-02-18,air_90bd5de52c166767,0,0,0,0,1,0,0,-1.1063314526942973,-1.0469170047676057,0.0,0.29525285654603095,-1.3334147962394076,1,49.0,1,1,-1.078562642047169,-1.0785626420471692
2016-02-19,air_90bd5de52c166767,1,0,0,0,0,0,0,-0.6697733759087219,-0.3700470407615514,0.0,0.889989348179157,-0.9865393358687355,1,28.0,1,1,-0.7647120663402056,-0.7647120663402057
2016-02-20,air_90bd5de52c166767,0,0,1,0,0,0,0,-0.8495325839969,-0.9948500844594477,0.0,-1.1796936427041211,-0.5559353160982461,1,38.0,1,1,-0.7982495281781108,-0.7982495281781109
2016-02-21,air_90bd5de52c166767,0,0,0,1,0,0,0,-0.6184136021692426,-0.40909723099267004,0.0,-0.6801149897322952,-0.603780207183856,1,9.0,1,1,-1.160904619246205,-1.160904619246205
2016-02-22,air_90bd5de52c166767,0,1,0,0,0,0,0,-1.0678116223896879,-1.2421679559231982,0.0,-1.2034831023694461,-0.7592761032120884,1,17.0,1,1,-1.3803997985883156,-1.3803997985883159
2016-02-23,air_90bd5de52c166767,0,0,0,0,0,1,0,-1.042131735519948,-1.0078668145364873,0.0,-0.7039044493976203,-0.8190822170691008,1,18.0,1,1,-1.167662167526977,-1.167662167526977
2016-02-24,air_90bd5de52c166767,0,0,0,0,0,0,1,-1.1320113395640372,-1.4634523672328699,0.0,-1.274851481365421,-1.0583066724971506,1,44.0,1,1,-1.1243638026168454,-1.1243638026168457
2016-02-25,air_90bd5de52c166767,0,0,0,0,1,0,0,-1.3631303213916948,-1.2682014160772774,0.0,0.2238844775500559,-1.3214535734680053,1,21.0,1,1,-1.021749180575494,-1.021749180575494
2016-02-26,air_90bd5de52c166767,1,0,0,0,0,0,0,-1.0678116223896879,-1.0078668145364873,0.0,1.2468312431590325,-1.189880122982578,1,42.0,1,1,-0.6182985202568135,-0.6182985202568136
2016-02-27,air_90bd5de52c166767,0,0,1,0,0,0,0,-0.8752124708666399,-0.9037329739201712,0.0,0.9375682675098068,-0.9865393358687355,1,19.0,1,1,-0.45286372716087825,-0.45286372716087836
2016-02-28,air_90bd5de52c166767,0,0,0,1,0,0,0,-0.7724929233876808,-0.5913314520712231,0.0,1.008936646505782,-1.046345449725748,1,11.0,1,1,-1.0270050514605387,-1.0270050514605389
2016-02-29,air_90bd5de52c166767,0,1,0,0,0,0,0,-0.8880524143015097,-0.6954652926875392,0.0,-1.0131674250468459,-0.7951597715262958,1,22.0,1,1,-1.3333472401888666,-1.3333472401888669
2016-03-01,air_90bd5de52c166767,0,0,0,0,0,1,0,-1.260410773912736,-1.2551846860002376,0.0,1.2944101624896822,-1.094190340811358,1,40.0,1,1,-1.225977306394379,-1.2259773063943793
2016-03-02,air_90bd5de52c166767,0,0,0,0,0,0,1,-1.0164518486502083,-0.9297664340742501,0.0,1.223041783493707,-1.1181127863541631,1,22.0,1,1,-1.0980844481916212,-1.0980844481916214
2016-03-03,air_90bd5de52c166767,0,0,0,0,1,0,0,-0.7339730930830711,-0.46116415130082805,0.0,1.2706207028243575,-1.0822291180399555,1,33.0,1,1,-1.1146028995446193,-1.1146028995446196
2016-03-04,air_90bd5de52c166767,1,0,0,0,0,0,0,-0.6312535456041124,-0.4741808813778675,0.0,0.9375682675098068,-0.723392434897881,1,46.0,1,1,-0.747442776289344,-0.7474427762893441
2016-03-05,air_90bd5de52c166767,0,0,1,0,0,0,0,-0.5542138849948932,-0.3830637708385911,0.0,-0.5373782317403452,-0.43632308838422124,1,24.0,1,1,-0.5276973173812787,-0.5276973173812788
2016-03-07,air_90bd5de52c166767,0,1,0,0,0,0,0,-0.07913597790470792,-0.4741808813778675,0.0,-1.3224304006960712,0.1856604957287079,1,25.0,1,1,-1.4362121417961728,-1.4362121417961728
2016-03-08,air_90bd5de52c166767,0,0,0,0,0,1,0,-0.053456091034968276,-0.10971243922076136,0.0,-0.08537849809916948,0.13781560464309792,1,23.0,1,1,-1.1055928351702569,-1.1055928351702569
2016-03-09,air_90bd5de52c166767,0,0,0,0,0,0,1,-0.8110127536922905,-0.4221139610697097,0.0,-1.3224304006960712,-0.9267332220117233,1,26.0,1,1,-1.1513939957399333,-1.1513939957399335
2016-03-10,air_90bd5de52c166767,0,0,0,0,1,0,0,-1.1705311698686467,-1.4374189070787908,0.0,-1.3224304006960712,-0.9626168903259307,1,22.0,1,1,-1.0325112019115381,-1.0325112019115381
2016-03-11,air_90bd5de52c166767,1,0,0,0,0,0,0,-1.3246104910870853,-1.671720048465502,0.0,-1.3224304006960712,-1.0104617814115406,1,23.0,1,1,-0.6983879813622588,-0.6983879813622589
2016-03-12,air_90bd5de52c166767,0,0,1,0,0,0,0,-1.1705311698686467,-1.4374189070787908,0.0,-1.0607463443774956,-0.9745781130973331,1,35.0,1,1,-0.5109285864623261,-0.5109285864623262
2016-03-13,air_90bd5de52c166767,0,0,0,1,0,0,0,-1.042131735519948,-1.2812181461543168,0.0,-1.3224304006960712,-0.8071209942976983,1,1.0,1,1,-1.102839759944757,-1.1028397599447572
2016-03-14,air_90bd5de52c166767,0,1,0,0,0,0,0,-1.1962110567383866,-1.5545694777721464,0.0,-1.3224304006960712,-0.9147719992403207,1,16.0,1,1,-1.3288422080016853,-1.3288422080016855
2016-03-15,air_90bd5de52c166767,0,0,0,0,0,1,0,-0.8366926405620302,-0.7214987528416181,0.0,1.4133574608163075,-0.9147719992403207,1,46.0,1,1,-1.0575391585069898,-1.0575391585069898
2016-03-16,air_90bd5de52c166767,0,0,0,0,0,0,1,-0.759652979952811,-0.7084820227645786,0.0,-1.0369568847121708,-0.9028107764689183,1,39.0,1,1,-0.9694407512909999,-0.969440751291
2016-03-17,air_90bd5de52c166767,0,0,0,0,1,0,0,-0.3359348466021053,0.07252178185779148,0.0,1.3895680011509826,-0.5918189844124536,1,30.0,1,1,-0.9226384724575054,-0.9226384724575055
2016-03-18,air_90bd5de52c166767,1,0,0,0,0,0,0,-0.11765580820931762,-0.16177935952891964,0.0,0.5569369128646064,-0.1253312963277567,1,27.0,1,1,-0.5522247148448213,-0.5522247148448214
2016-03-19,air_90bd5de52c166767,0,0,1,0,0,0,0,-0.040616147600098455,-0.3049633903763539,0.0,-1.0607463443774956,0.209582941271513,1,21.0,1,1,-0.5349554247939596,-0.5349554247939597
2016-03-22,air_90bd5de52c166767,0,0,0,0,0,1,0,-0.49001416782054386,-0.46116415130082805,0.0,0.7472525901872065,-0.6516250982694661,1,31.0,1,1,-1.0535346854517174,-1.0535346854517176
2016-03-23,air_90bd5de52c166767,0,0,0,0,0,0,1,-0.4258144506461945,-0.12272916929780105,0.0,0.17630555821940577,-0.5559353160982461,1,39.0,1,1,-0.9536731386358654,-0.9536731386358656
2016-03-24,air_90bd5de52c166767,0,0,0,0,1,0,0,-1.1320113395640372,-1.2942348762313562,0.0,-1.0369568847121708,-0.9267332220117233,1,21.0,1,1,-1.0124888366351767,-1.0124888366351767
2016-03-25,air_90bd5de52c166767,1,0,0,0,0,0,0,-0.9137323011712494,-0.7605489430727367,0.0,0.889989348179157,-1.0822291180399555,1,32.0,1,1,-0.4158223513996099,-0.41582235139961
2016-03-26,air_90bd5de52c166767,0,0,1,0,0,0,0,-0.9779320183455987,-1.0469170047676057,0.0,-0.4422203930790449,-0.7831985487548934,1,31.0,1,1,-0.42157878141656374,-0.42157878141656385
2016-03-28,air_90bd5de52c166767,0,1,0,0,0,0,0,-0.5028541112554137,-0.5262478016860256,0.0,-0.8704306670548956,-0.3167108606701964,1,16.0,1,1,-1.0888241042513043,-1.0888241042513043
2016-03-29,air_90bd5de52c166767,0,0,0,0,0,1,0,-0.25889518599288613,-0.031612058758524623,0.0,1.008936646505782,-0.35259452898440397,1,26.0,1,1,-0.817270775190654,-0.8172707751906542
2016-03-30,air_90bd5de52c166767,0,0,0,0,0,0,1,-0.014936260730358579,-0.16177935952891964,0.0,-0.25190471575644474,-0.041602736927939366,1,30.0,1,1,-0.901614988917326,-0.9016149889173262
2016-03-31,air_90bd5de52c166767,0,0,0,0,1,0,0,-0.07913597790470792,-0.018595328681484936,0.0,1.008936646505782,-0.14925374187056156,1,30.0,1,1,-0.8663255701177393,-0.8663255701177394
2016-04-01,air_90bd5de52c166767,1,0,0,0,0,0,0,-0.31025495973236566,-0.20082954976003825,0.0,-0.29948363508709486,-0.38847819729861127,1,41.0,1,1,-0.6618471647328994,-0.6618471647328995
2016-04-02,air_90bd5de52c166767,0,0,1,0,0,0,0,-0.6055736587343725,-0.7865824032268156,0.0,-1.3224304006960712,-0.4722067566984288,1,22.0,1,1,-0.6788661752178065,-0.6788661752178066
2016-04-04,air_90bd5de52c166767,0,1,0,0,0,0,0,-0.040616147600098455,-0.005578598604445713,0.0,-1.1083252637081458,-0.18513741018476912,1,21.0,1,1,-1.3088198427253241,-1.3088198427253241
