visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Tōkyō-to Shinjuku-ku Kabukichō,total_area_visitors,total_genre_visitors
2016-07-01,air_1eeff462acb24fb7,1,0,0,0,0,0,0,1.0404123724646384,1.1191476560959541,0.0,-0.1554386609995392,0.9832145917366821,1,17.0,1,1,1.3472651934018038,1.3472651934018038
2016-07-02,air_1eeff462acb24fb7,0,0,1,0,0,0,0,1.2012595399547437,1.2570824284959399,0.0,0.5052068107707557,1.136908219391102,1,20.0,1,1,1.5100113143770793,1.5100113143770793
2016-07-04,air_1eeff462acb24fb7,0,1,0,0,0,0,0,1.293172207091947,1.486973715829249,0.0,0.5580584485123791,1.1588644519131621,1,9.0,1,1,-1.311570357172731,-1.311570357172731
2016-07-05,air_1eeff462acb24fb7,0,0,0,0,0,1,0,0.5923381201707727,0.5444194377626801,0.0,-1.3181746913152583,0.785608499038142,1,30.0,1,1,-0.6290489455228322,-0.6290489455228322
2016-07-06,air_1eeff462acb24fb7,0,0,0,0,0,0,1,0.7531852876608784,0.693848774529331,0.0,-0.23471611761197478,0.8185428478212321,1,21.0,1,1,-0.15872044280002676,-0.15872044280002676
2016-07-07,air_1eeff462acb24fb7,0,0,0,0,1,0,0,1.2472158735233452,1.8203160824625486,0.0,2.064330124148652,0.972236475475652,1,20.0,1,1,-0.22724512531593216,-0.22724512531593216
2016-07-08,air_1eeff462acb24fb7,1,0,0,0,0,0,0,1.005945122288187,1.0271911411626302,0.0,-0.7632324950282106,0.9941927079977122,1,26.0,1,1,1.1362403188357768,1.1362403188357768
2016-07-09,air_1eeff462acb24fb7,0,0,1,0,0,0,0,0.6727617039158253,0.4639574871960214,0.0,-1.3181746913152583,0.7965866152991722,1,12.0,1,1,1.4473268036665066,1.4473268036665066
2016-07-11,air_1eeff462acb24fb7,0,1,0,0,0,0,0,1.3161503738762477,1.452490022729253,0.0,1.9850526675362161,1.0161489405197721,1,13.0,1,1,-1.3633532138466824,-1.3633532138466824
2016-07-12,air_1eeff462acb24fb7,0,0,0,0,0,1,0,1.2127486233468943,1.2570824284959399,0.0,0.34665189754588477,1.2686456145234621,1,18.0,1,1,-0.6134751540419445,-0.6134751540419445
2016-07-13,air_1eeff462acb24fb7,0,0,0,0,0,0,1,0.9829669555038864,0.7743107250959897,0.0,-1.3181746913152583,1.147886335652132,1,13.0,1,1,-0.5383316101466619,-0.5383316101466619
2016-07-14,air_1eeff462acb24fb7,0,0,0,0,1,0,0,1.0748796226410893,1.3835226365292599,0.0,-0.2875677553535983,0.9063677779094722,1,19.0,1,1,-0.3140690128218805,-0.3140690128218805
2016-07-15,air_1eeff462acb24fb7,1,0,0,0,0,0,0,0.6497835371315247,0.3605064078960323,0.0,-1.3181746913152583,0.8734334291263821,1,22.0,1,1,0.9158711693812174,0.9158711693812174
2016-07-16,air_1eeff462acb24fb7,0,0,1,0,0,0,0,0.8680761215823823,0.7858052894626549,0.0,-0.8953615893822695,0.7746303827771123,1,21.0,1,1,1.3861996721040228,1.3861996721040228
2016-07-17,air_1eeff462acb24fb7,0,0,0,1,0,0,0,1.0748796226410893,0.9122454974959754,0.0,-1.2917488724444466,1.1588644519131621,1,20.0,1,1,0.42451804815921373,0.42451804815921373
2016-07-19,air_1eeff462acb24fb7,0,0,0,0,0,1,0,1.235726790131195,1.3145552503292668,0.0,0.3202260786750731,1.169842568174192,1,19.0,1,1,-0.9786805642687587,-0.9786805642687587
