visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,total_area_visitors,total_genre_visitors
2016-01-01,air_536043fcf1a4f8a4,1,0,0,0,0,0,0,-1.0019618941183996,-1.0072369555965968,1.0,0.8421678547648158,-0.9486129196948172,1,42.0,1,1,-1.963900031693938,-1.963900031693938
2016-01-02,air_536043fcf1a4f8a4,0,0,1,0,0,0,0,-0.9438039767654066,-0.8309255649013377,1.0,0.4309453776723942,-1.1216589056579855,1,41.0,1,1,-1.814087307597021,-1.814087307597021
2016-01-03,air_536043fcf1a4f8a4,0,0,0,1,0,0,0,-0.6181196395886456,-0.46728332159236585,1.0,0.4566467824906705,-0.6717393421537479,1,16.0,1,1,-1.677709565525716,-1.677709565525716
2016-01-06,air_536043fcf1a4f8a4,0,0,0,0,0,0,1,-0.7344354742946316,-0.7648087933906156,0.0,-0.7513192439683183,-0.6025209477684804,1,7.0,1,1,-1.2860671649677857,-1.2860671649677857
2016-01-07,air_536043fcf1a4f8a4,0,0,0,0,1,0,0,-0.8507513090006177,-0.9411201840858746,0.0,-0.9312290776962527,-0.6602029430895365,1,21.0,1,1,-1.2168643330245397,-1.2168643330245397
2016-01-08,air_536043fcf1a4f8a4,1,0,0,0,0,0,0,-0.9205408098242093,-1.0953926509442264,0.0,-0.9569304825145292,-0.8678581262453386,1,22.0,1,1,-0.8825107237456337,-0.8825107237456337
2016-01-09,air_536043fcf1a4f8a4,0,0,1,0,0,0,0,-1.0252250610595968,-1.0843731890257728,0.0,0.9706748788561976,-1.0870497084653519,1,41.0,1,1,-0.6244576727631269,-0.6244576727631269
2016-01-10,air_536043fcf1a4f8a4,0,0,0,1,0,0,0,-0.9438039767654066,-1.0623342651888652,0.0,0.713660830673434,-0.9716857178232395,1,48.0,1,1,-0.9101411584775524,-0.9101411584775524
2016-01-11,air_536043fcf1a4f8a4,0,1,0,0,0,0,0,-0.9670671437066037,-0.9851980317596895,1.0,-0.23729114760279119,-1.040904112208507,1,43.0,1,1,-1.2718717122614789,-1.2718717122614789
2016-01-12,air_536043fcf1a4f8a4,0,0,0,0,0,1,0,-1.048488228000794,-1.1284510366995872,0.0,0.17393132948963064,-1.0524405112727182,1,39.0,1,1,-1.3256116403639262,-1.3256116403639262
2016-01-13,air_536043fcf1a4f8a4,0,0,0,0,0,0,1,-1.2811198974127664,-1.216606732047217,0.0,-0.5971108150586601,-1.1678045019148304,1,24.0,1,1,-1.1218054979376635,-1.1218054979376635
2016-01-14,air_536043fcf1a4f8a4,0,0,0,0,1,0,0,-1.1531724792361815,-1.1615094224549485,0.0,0.04542430539824886,-1.190877300043253,1,27.0,1,1,-1.0292815651197706,-1.0292815651197706
2016-01-15,air_536043fcf1a4f8a4,1,0,0,0,0,0,0,-1.1648040627067802,-1.172528884373402,0.0,0.7393622354917103,-1.1562681028506194,1,29.0,1,1,-0.7534841982543803,-0.7534841982543803
2016-01-16,air_536043fcf1a4f8a4,0,0,1,0,0,0,0,-1.199698813118576,-1.10641211286268,0.0,0.4566467824906705,-1.202413699107464,1,44.0,1,1,-0.6062063764264467,-0.6062063764264467
2016-01-17,air_536043fcf1a4f8a4,0,0,0,1,0,0,0,-1.1648040627067802,-1.183548346291856,0.0,-0.442902386149002,-1.2716320934927317,1,24.0,1,1,-1.2082456653099962,-1.2082456653099962
2016-01-18,air_536043fcf1a4f8a4,0,1,0,0,0,0,0,-0.8972776428830121,-1.0182564175150504,0.0,-1.4195557692435035,-0.8678581262453386,1,30.0,1,1,-1.4911407585285401,-1.4911407585285401
2016-01-19,air_536043fcf1a4f8a4,0,0,0,0,0,1,0,-1.5370147337659357,-1.6573852087853647,0.0,-0.365798171694173,-1.3639232860064212,1,19.0,1,1,-1.2551413572861887,-1.2551413572861887
2016-01-20,air_536043fcf1a4f8a4,0,0,0,0,0,0,1,-1.432330482530548,-1.4810738180901055,0.0,-1.0597361017876346,-1.3639232860064212,1,11.0,1,1,-1.130424165652207,-1.130424165652207
2016-01-21,air_536043fcf1a4f8a4,0,0,0,0,1,0,0,-1.316014647824562,-1.3708791989055686,0.0,-0.442902386149002,-1.2716320934927317,1,40.0,1,1,-1.0087488567410052,-1.0087488567410052
2016-01-22,air_536043fcf1a4f8a4,1,0,0,0,0,0,0,-1.3043830643539636,-1.1945678082103097,0.0,0.3281397583992887,-1.1678045019148304,1,33.0,1,1,-0.7012652115133229,-0.7012652115133229
2016-01-23,air_536043fcf1a4f8a4,0,0,1,0,0,0,0,-1.3858041486481536,-1.5141322038454665,0.0,-1.3424515547886744,-1.2370228963000978,1,40.0,1,1,-0.6282600261666019,-0.6282600261666019
2016-01-24,air_536043fcf1a4f8a4,0,0,0,1,0,0,0,-1.8743306544132952,-1.9108328329097997,0.0,0.37954256803584147,-1.7330880560611805,1,21.0,1,1,-1.3230767380949429,-1.3230767380949429
2016-01-25,air_536043fcf1a4f8a4,0,1,0,0,0,0,0,-1.6649621519425202,-1.569229513437735,0.0,0.8678692595830921,-1.8599884457675042,1,26.0,1,1,-1.3476652901040815,-1.3476652901040815
2016-01-26,air_536043fcf1a4f8a4,0,0,0,0,0,1,0,-1.316014647824562,-1.3378208131502076,0.0,0.37954256803584147,-1.3754596850706327,1,23.0,1,1,-1.1755454260401108,-1.1755454260401108
2016-01-27,air_536043fcf1a4f8a4,0,0,0,0,0,0,1,-0.9438039767654066,-1.0513148032704116,0.0,0.40524397285411773,-0.7755669337316488,1,23.0,1,1,-1.0244652508087022,-1.0244652508087022
2016-01-28,air_536043fcf1a4f8a4,0,0,0,0,1,0,0,-0.9554355602360052,-0.9190812602489674,0.0,-0.5971108150586601,-1.1678045019148304,1,24.0,1,1,-1.0300420358004656,-1.0300420358004656
2016-01-29,air_536043fcf1a4f8a4,1,0,0,0,0,0,0,-1.0019618941183996,-1.2937429654763928,0.0,-1.4709585788800563,-0.683275741217959,1,21.0,1,1,-0.8875805282836003,-0.8875805282836003
2016-01-30,air_536043fcf1a4f8a4,0,0,1,0,0,0,0,-0.9554355602360052,-1.10641211286268,0.0,-1.1111389114241872,-0.7063485393463815,1,42.0,1,1,-0.5871946094090714,-0.5871946094090714
2016-01-31,air_536043fcf1a4f8a4,0,0,0,1,0,0,0,-0.9205408098242093,-0.9851980317596895,0.0,0.8935706644013683,-0.8909309243737611,1,32.0,1,1,-1.1400567942743438,-1.1400567942743438
2016-02-01,air_536043fcf1a4f8a4,0,1,0,0,0,0,0,-1.048488228000794,-1.216606732047217,0.0,-1.1368403162424636,-0.8447853281169162,1,33.0,1,1,-1.3935470211726804,-1.3935470211726804
2016-02-02,air_536043fcf1a4f8a4,0,0,0,0,0,1,0,-1.1764356461773788,-1.1504899605364949,0.0,0.09682711503480139,-1.0293677131442958,1,53.0,1,1,-1.2460157091178485,-1.2460157091178485
2016-02-03,air_536043fcf1a4f8a4,0,0,0,0,0,0,1,-1.3276462312951607,-1.216606732047217,0.0,-0.41720098133072575,-1.2716320934927317,1,33.0,1,1,-1.1714895824097376,-1.1714895824097376
2016-02-04,air_536043fcf1a4f8a4,0,0,0,0,1,0,0,-1.2229619800597733,-1.1394704986180413,0.0,0.6879594258551578,-1.410068882263266,1,23.0,1,1,-1.1339730288287837,-1.1339730288287837
2016-02-05,air_536043fcf1a4f8a4,1,0,0,0,0,0,0,-1.0950145618831884,-1.0623342651888652,0.0,0.8678692595830921,-1.1101225065937743,1,36.0,1,1,-0.7613423952882288,-0.7613423952882288
2016-02-06,air_536043fcf1a4f8a4,0,0,1,0,0,0,0,-1.1648040627067802,-1.1615094224549485,0.0,-0.18588833796623844,-1.098586107529563,1,25.0,1,1,-0.5390314662983875,-0.5390314662983875
2016-02-07,air_536043fcf1a4f8a4,0,0,0,1,0,0,0,-1.350909398236358,-1.3268013512317538,0.0,0.17393132948963064,-1.2254864972358865,1,41.0,1,1,-1.1474080108543956,-1.1474080108543956
2016-02-08,air_536043fcf1a4f8a4,0,1,0,0,0,0,0,-1.257856730471569,-1.0292758794335042,0.0,1.1762861174024086,-1.5138964738411673,1,29.0,1,1,-1.3423419953392164,-1.3423419953392164
2016-02-09,air_536043fcf1a4f8a4,0,0,0,0,0,1,0,-0.9438039767654066,-0.9962174936781432,0.0,-0.08308271869313291,-0.9255401215663949,1,14.0,1,1,-1.1253543611142403,-1.1253543611142403
2016-02-10,air_536043fcf1a4f8a4,0,0,0,0,0,0,1,-1.1764356461773788,-1.216606732047217,0.0,0.40524397285411773,-1.0062949150158733,1,30.0,1,1,-0.8026613022726576,-0.8026613022726576
2016-02-11,air_536043fcf1a4f8a4,0,0,0,0,1,0,0,-1.0717513949419912,-0.8199061029828841,1.0,1.150584712584132,-1.306241290685365,1,33.0,1,1,-0.8756664876193786,-0.8756664876193786
2016-02-12,air_536043fcf1a4f8a4,1,0,0,0,0,0,0,-0.6413828065298429,-0.4011665500816439,0.0,0.3281397583992887,-0.8217125299884938,1,28.0,1,1,-0.8196451474748462,-0.8196451474748462
2016-02-13,air_536043fcf1a4f8a4,0,0,1,0,0,0,0,-0.32733005282368033,-0.2689330070601993,0.0,-1.1368403162424636,-0.21028337958529875,1,29.0,1,1,-0.630541438208687,-0.630541438208687
2016-02-14,air_536043fcf1a4f8a4,0,0,0,1,0,0,0,-0.0830667999411096,-0.026504844854218158,0.0,-0.5457080054221074,-0.22181977864951014,1,32.0,1,1,-1.1648988365103807,-1.1648988365103807
2016-02-15,air_536043fcf1a4f8a4,0,1,0,0,0,0,0,-1.0601198114713928,-1.0733537271073188,0.0,-0.8541248632414237,-1.0178313140800848,1,30.0,1,1,-1.3458908585157932,-1.3458908585157932
2016-02-16,air_536043fcf1a4f8a4,0,0,0,0,0,1,0,-1.292751480883365,-1.3488402750686612,0.0,0.9963762836744738,-1.1678045019148304,1,11.0,1,1,-1.1859385253429426,-1.1859385253429426
2016-02-17,air_536043fcf1a4f8a4,0,0,0,0,0,0,1,-1.2229619800597733,-1.2055872701287633,0.0,-0.2115897427845147,-1.144731703786408,1,24.0,1,1,-1.0176210146824471,-1.0176210146824471
2016-02-18,air_536043fcf1a4f8a4,0,0,0,0,1,0,0,-1.1764356461773788,-0.9962174936781432,0.0,1.2276889270389613,-1.35238688694221,1,26.0,1,1,-1.027253643304584,-1.027253643304584
2016-02-19,air_536043fcf1a4f8a4,1,0,0,0,0,0,0,-0.757698641235829,-0.6656336361245324,0.0,0.6108552114003285,-1.0178313140800848,1,31.0,1,1,-0.7093768987740697,-0.7093768987740697
2016-02-20,air_536043fcf1a4f8a4,0,0,1,0,0,0,0,-0.8507513090006177,-1.1615094224549485,0.0,-1.4709585788800563,-0.5102297552547908,1,25.0,1,1,-0.7433445891784468,-0.7433445891784468
2016-02-21,air_536043fcf1a4f8a4,0,0,0,1,0,0,0,-0.9554355602360052,-0.9631591079227819,0.0,0.353841163217565,-0.8909309243737611,1,27.0,1,1,-1.1106519279541367,-1.1106519279541367
2016-02-22,air_536043fcf1a4f8a4,0,1,0,0,0,0,0,-1.1299093122949844,-1.2937429654763928,0.0,-1.2653473403338455,-1.098586107529563,1,32.0,1,1,-1.332962856943978,-1.332962856943978
2016-02-23,air_536043fcf1a4f8a4,0,0,0,0,0,1,0,-0.932172393294808,-1.183548346291856,0.0,-1.085437506605911,-0.7409577365390152,1,19.0,1,1,-1.1174961640803918,-1.1174961640803918
2016-02-24,air_536043fcf1a4f8a4,0,0,0,0,0,0,1,-1.2345935635303718,-1.2717040416394854,0.0,-0.2115897427845147,-1.1216589056579855,1,17.0,1,1,-1.0736423548269796,-1.0736423548269796
2016-02-25,air_536043fcf1a4f8a4,0,0,0,0,1,0,0,-1.3276462312951607,-1.2717040416394854,0.0,1.2019875222206848,-1.248559295364309,1,31.0,1,1,-0.9697113617986615,-0.9697113617986615
2016-02-26,air_536043fcf1a4f8a4,1,0,0,0,0,0,0,-1.2694883139421675,-1.2055872701287633,0.0,0.6365566162186048,-1.2716320934927317,1,31.0,1,1,-0.5610851160385427,-0.5610851160385427
2016-02-27,air_536043fcf1a4f8a4,0,0,1,0,0,0,0,-0.9554355602360052,-0.7317504076352545,0.0,0.09682711503480139,-1.202413699107464,1,44.0,1,1,-0.3935280760587422,-0.3935280760587422
2016-02-28,air_536043fcf1a4f8a4,0,0,0,1,0,0,0,-0.66464597347104,-0.5223806311846343,0.0,1.0734804981293031,-0.8101761309242825,1,30.0,1,1,-0.9750346565635265,-0.9750346565635265
