visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Other,Tōkyō-to Taitō-ku Higashiueno,total_area_visitors,total_genre_visitors
2016-01-04,air_8a906e5801eac81c,0,1,0,0,0,0,0,-0.7568312295136049,-0.5563011537362259,0.0,0.9224082736506126,-0.8491447108751031,1,8.0,1,1,-1.4766862886462344,-1.4766862886462344
2016-01-05,air_8a906e5801eac81c,0,0,0,0,0,1,0,-0.5423328117229347,-0.5312749408834483,0.0,0.7998279068092803,-0.7649602848727411,1,6.0,1,1,-1.3485018956254087,-1.3485018956254087
2016-01-06,air_8a906e5801eac81c,0,0,0,0,0,0,1,-0.7946838914766643,-1.0443123043653855,0.0,-1.2595222561251038,-0.524433353437421,1,7.0,1,1,-1.2852842515040268,-1.2852842515040268
2016-01-07,air_8a906e5801eac81c,0,0,0,0,1,0,0,-0.8199189994520374,-0.8441026015431661,0.0,-0.08275073444831303,-0.8371183643033372,1,14.0,1,1,-1.2170691651596108,-1.2170691651596108
2016-01-08,air_8a906e5801eac81c,1,0,0,0,0,0,0,-1.0596525252180802,-1.0943647300709405,0.0,0.8733761269140794,-1.0054872163080613,1,25.0,1,1,-0.887487850550509,-0.887487850550509
2016-01-09,air_8a906e5801eac81c,0,0,1,0,0,0,0,-0.9965647552796479,-1.0067729850862195,0.0,0.9224082736506126,-1.0415662560233592,1,22.0,1,1,-0.6331180413980712,-0.6331180413980712
2016-01-11,air_8a906e5801eac81c,0,1,0,0,0,0,0,-1.021799863255021,-1.1444171557764953,1.0,-0.4504918349723102,-0.9213027903056993,1,38.0,1,1,-1.2712914132795312,-1.2712914132795312
2016-01-12,air_8a906e5801eac81c,0,0,0,0,0,1,0,-1.4886493607994207,-1.6949938385375987,0.0,-1.2595222561251038,-1.2700668408869134,1,6.0,1,1,-1.3242643008436932,-1.3242643008436932
2016-01-13,air_8a906e5801eac81c,0,0,0,0,0,0,1,-1.3750913749102422,-1.244522007187605,0.0,0.8733761269140794,-1.4865410791787017,1,26.0,1,1,-1.1233671234777205,-1.1233671234777205
2016-01-14,air_8a906e5801eac81c,0,0,0,0,1,0,0,-1.160592957119572,-1.0317991979389969,0.0,0.9714404203871454,-1.3542512668892757,1,18.0,1,1,-1.0321638029073474,-1.0321638029073474
2016-01-15,air_8a906e5801eac81c,1,0,0,0,0,0,0,-1.211063173070318,-1.0943647300709405,0.0,0.7262796867044807,-1.1377770285974873,1,34.0,1,1,-0.7603029459742902,-0.7603029459742902
2016-01-16,air_8a906e5801eac81c,0,0,1,0,0,0,0,-1.0975051871811399,-0.9817467722334419,0.0,0.9714404203871454,-1.1618297217410194,1,29.0,1,1,-0.6151272493951483,-0.6151272493951483
2016-01-18,air_8a906e5801eac81c,0,1,0,0,0,0,0,-1.5643546847255394,-1.68248073211121,0.0,-0.9162972289693733,-1.3542512668892757,1,15.0,1,1,-1.487430789425758,-1.487430789425758
2016-01-19,air_8a906e5801eac81c,0,0,0,0,0,1,0,-1.2741509430087505,-1.3821661778778809,0.0,0.9714404203871454,-1.2700668408869134,1,5.0,1,1,-1.2547998539435186,-1.2547998539435186
2016-01-20,air_8a906e5801eac81c,0,0,0,0,0,0,1,-1.4003264828856152,-1.3196006457459373,0.0,0.9959564937554118,-1.4624883860351696,1,32.0,1,1,-1.1318627752568786,-1.1318627752568786
2016-01-21,air_8a906e5801eac81c,0,0,0,0,1,0,0,-1.236298281045691,-1.2695482200403825,0.0,0.5546671731266155,-1.2580404943151475,1,24.0,1,1,-1.011924161904059,-1.011924161904059
2016-01-22,air_8a906e5801eac81c,1,0,0,0,0,0,0,-1.185828065094945,-1.1694433686292727,0.0,0.7262796867044807,-1.0175135628798273,1,18.0,1,1,-0.7088292910770384,-0.7088292910770384
2016-01-23,air_8a906e5801eac81c,0,0,1,0,0,0,0,-1.4255615908609882,-1.6574545192584325,0.0,-1.210490109388571,-1.0656189491668913,1,39.0,1,1,-0.6368661230653467,-0.6368661230653467
2016-01-25,air_8a906e5801eac81c,0,1,0,0,0,0,0,-1.551737130737853,-1.4071923907306583,0.0,1.0940207872284777,-1.6909889708987238,1,26.0,1,1,-1.3460031745138916,-1.3460031745138916
2016-01-26,air_8a906e5801eac81c,0,0,0,0,0,1,0,-1.4381791448486747,-1.2570351136139937,0.0,0.8488600535458131,-1.5346464654657657,1,17.0,1,1,-1.1763400110418825,-1.1763400110418825
