visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Hyōgo-ken Kōbe-shi Kumoidōri,total_area_visitors,total_genre_visitors
2016-07-01,air_fdc02ec4a3d21ea4,1,0,0,0,0,0,0,0.9328121301182922,0.9355482624887344,0.0,0.967546838441723,0.8908000908823858,1,15.0,1,1,1.3606400006653303,1.3606400006653303
2016-07-02,air_fdc02ec4a3d21ea4,0,0,1,0,0,0,0,1.1062368835490797,0.9994514560401511,0.0,1.6037420198828554,1.1885891702551719,1,31.0,1,1,1.5134708582760636,1.5134708582760636
2016-07-03,air_fdc02ec4a3d21ea4,0,0,0,1,0,0,0,1.1604321189962008,1.1059567786258453,0.0,0.9940549710017701,1.1992244945184853,1,21.0,1,1,-0.39472111749048316,-0.39472111749048316
2016-07-05,air_fdc02ec4a3d21ea4,0,0,0,0,0,1,0,1.2905006840692912,1.3296179560558032,0.0,1.6037420198828554,1.2736717643616817,1,2.0,1,1,-0.49526773433964977,-0.49526773433964977
2016-07-06,air_fdc02ec4a3d21ea4,0,0,0,0,0,0,1,1.1821102131750492,1.0633546495915676,0.0,1.2856444291622893,1.2949424128883096,1,5.0,1,1,-0.05359386832585621,-0.05359386832585621
2016-07-07,air_fdc02ec4a3d21ea4,0,0,0,0,1,0,0,1.2037883073538975,1.2018115689529705,0.0,2.0013640082835633,1.2204951430451128,1,1.0,1,1,-0.11794370310932283,-0.11794370310932283
2016-07-08,air_fdc02ec4a3d21ea4,1,0,0,0,0,0,0,0.9978464126548376,0.903596665713026,0.0,-1.4977094896426664,0.9865180092522097,1,2.0,1,1,1.1624717594571548,1.1624717594571548
2016-07-09,air_fdc02ec4a3d21ea4,0,0,1,0,0,0,0,0.7160311883298079,0.5201775044045269,0.0,-0.9675468384417225,0.8269881453025029,1,12.0,1,1,1.4546053844116424,1.4546053844116424
2016-07-10,air_fdc02ec4a3d21ea4,0,0,0,1,0,0,0,1.0845587893702309,1.0420535850744286,0.0,0.3843679221206844,1.082235927622034,1,27.0,1,1,-0.2404277636346712,-0.2404277636346712
2016-07-12,air_fdc02ec4a3d21ea4,0,0,0,0,0,1,0,1.127914977727928,0.9568493270058732,0.0,-1.2856444291622888,1.2098598187817993,1,2.0,1,1,-0.4806427718888619,-0.4806427718888619
2016-07-13,air_fdc02ec4a3d21ea4,0,0,0,0,0,0,1,1.03036355392311,0.7544892140930543,0.0,-1.4977094896426664,1.1992244945184853,1,13.0,1,1,-0.4100773280638104,-0.4100773280638104
2016-07-14,air_fdc02ec4a3d21ea4,0,0,0,0,1,0,0,1.019524506833686,1.1272578431429843,0.0,0.2783353918804958,1.018423982042151,1,13.0,1,1,-0.19947786877246518,-0.19947786877246518
2016-07-15,air_fdc02ec4a3d21ea4,1,0,0,0,0,0,0,0.8786168946711711,0.8822956011958872,0.0,-1.1796118989221,0.9758826849888961,1,6.0,1,1,0.9555285407785065,0.9555285407785065
2016-07-16,air_fdc02ec4a3d21ea4,0,0,1,0,0,0,0,1.0086854597442616,0.9248977302301652,0.0,-0.7289736454012978,0.9546120364622682,1,24.0,1,1,1.3972024067923,1.3972024067923
2016-07-17,air_fdc02ec4a3d21ea4,0,0,0,1,0,0,0,1.1929492602644731,1.1166073108844146,0.0,-1.2326281640421946,1.177953845991858,1,21.0,1,1,0.49411097545614935,0.49411097545614935
2016-07-18,air_fdc02ec4a3d21ea4,0,1,0,0,0,0,0,1.1712711660856248,1.1059567786258453,1.0,0.835006175641487,1.177953845991858,1,5.0,1,1,-0.9947102020340554,-0.9947102020340554
2016-07-19,air_fdc02ec4a3d21ea4,0,0,0,0,0,1,0,1.2037883073538975,1.1698599721772618,0.0,1.9748558757235162,1.082235927622034,1,2.0,1,1,-0.8235981413598373,-0.8235981413598373
2016-07-20,air_fdc02ec4a3d21ea4,0,0,0,0,0,0,1,1.1821102131750492,1.2124621012115393,0.0,2.1073965385237523,1.0928712518853474,1,5.0,1,1,-0.35413684668954687,-0.35413684668954687
2016-07-21,air_fdc02ec4a3d21ea4,0,0,0,0,1,0,0,1.1495930719067764,1.2124621012115393,0.0,1.1796118989221003,1.1035065761486613,1,8.0,1,1,-0.13878427460169554,-0.13878427460169554
2016-07-22,air_fdc02ec4a3d21ea4,1,0,0,0,0,0,0,1.1821102131750492,1.2976663592800952,0.0,1.6037420198828554,1.082235927622034,1,11.0,1,1,1.0176846311943548,1.0176846311943548
2016-07-23,air_fdc02ec4a3d21ea4,0,0,1,0,0,0,0,1.073719742280807,1.1379083754015538,0.0,1.497709489642667,1.1035065761486613,1,16.0,1,1,1.325905714844709,1.325905714844709
2016-07-24,air_fdc02ec4a3d21ea4,0,0,0,1,0,0,0,0.9978464126548376,0.9355482624887344,0.0,-0.7289736454012978,1.0503299548320926,1,18.0,1,1,-0.4162929371053953,-0.4162929371053953
2016-07-25,air_fdc02ec4a3d21ea4,0,1,0,0,0,0,0,0.9870073655654132,0.7544892140930543,0.0,-1.4977094896426664,1.177953845991858,1,6.0,1,1,-1.0440694503054644,-1.0440694503054644
2016-07-26,air_fdc02ec4a3d21ea4,0,0,0,0,0,1,0,0.9111340359394439,0.6692849560244987,0.0,-1.444693224522572,1.0503299548320926,1,2.0,1,1,-0.33073690676828627,-0.33073690676828627
2016-07-28,air_fdc02ec4a3d21ea4,0,0,0,0,1,0,0,1.214627354443322,1.1272578431429843,0.0,1.365168826842431,1.2736717643616817,1,8.0,1,1,0.08753701932424668,0.08753701932424668
2016-07-29,air_fdc02ec4a3d21ea4,1,0,0,0,0,0,0,1.214627354443322,1.2231126334701088,0.0,1.126595633802006,1.2524011158350543,1,17.0,1,1,1.2582652635098153,1.2582652635098153
2016-07-30,air_fdc02ec4a3d21ea4,0,0,1,0,0,0,0,1.2254664015327459,1.361569552831512,0.0,1.5772338873228082,1.2736717643616817,1,59.0,1,1,1.3738024668710394,1.3738024668710394
2016-07-31,air_fdc02ec4a3d21ea4,0,0,0,1,0,0,0,1.2254664015327459,1.2337631657286785,0.0,1.0205631035618172,1.2204951430451128,1,21.0,1,1,-0.37241804975303167,-0.37241804975303167
2016-08-01,air_fdc02ec4a3d21ea4,0,1,0,0,0,0,0,1.333856872426988,1.414822214124359,0.0,0.8084980430814395,1.2736717643616817,1,3.0,1,1,-1.09745056325084,-1.09745056325084
2016-08-03,air_fdc02ec4a3d21ea4,0,0,0,0,0,0,1,1.323017825337564,1.3828706173486502,0.0,1.100087501241959,1.2630364400983682,1,9.0,1,1,-0.30953071121464387,-0.30953071121464387
2016-08-04,air_fdc02ec4a3d21ea4,0,0,0,0,1,0,0,1.3121787782481396,1.3722200850900808,0.0,1.4446932245225723,1.3374837099415646,1,2.0,1,1,-0.1848529063216773,-0.1848529063216773
2016-08-05,air_fdc02ec4a3d21ea4,1,0,0,0,0,0,0,1.2905006840692912,1.4254727463829278,0.0,1.4712013570826195,1.1885891702551719,1,8.0,1,1,0.8494975630102944,0.8494975630102944
2016-08-06,air_fdc02ec4a3d21ea4,0,0,1,0,0,0,0,1.3013397311587152,1.5426286012271917,0.0,0.967546838441723,1.3481190342048786,1,12.0,1,1,0.6111106750624522,0.6111106750624522
2016-08-07,air_fdc02ec4a3d21ea4,0,0,0,1,0,0,0,1.3555349666058363,1.478725407675775,0.0,1.6037420198828554,1.3800250069948197,1,23.0,1,1,-0.5665644262872406,-0.5665644262872406
2016-08-08,air_fdc02ec4a3d21ea4,0,1,0,0,0,0,0,1.4530863904106543,1.7343381818814418,0.0,1.391676959402478,1.2524011158350543,1,8.0,1,1,-1.0791693601873553,-1.0791693601873553
2016-08-09,air_fdc02ec4a3d21ea4,0,0,0,0,0,1,0,1.3988911549635332,1.563929665744331,0.0,0.2253191267604013,1.411930979784761,1,2.0,1,1,-0.2601714629432348,-0.2601714629432348
2016-08-10,air_fdc02ec4a3d21ea4,0,0,0,0,0,0,1,1.2796616369798668,1.4361232786414975,0.0,1.6832664175629972,1.1885891702551719,1,2.0,1,1,0.7281103746687552,0.7281103746687552
2016-08-11,air_fdc02ec4a3d21ea4,0,0,0,0,1,0,0,1.2688225898904428,1.2976663592800952,1.0,1.7362826826830913,1.124777224675289,1,25.0,1,1,0.4224486594472888,0.4224486594472888
2016-08-12,air_fdc02ec4a3d21ea4,1,0,0,0,0,0,0,1.2471444957115942,1.1698599721772618,0.0,1.8688233454833274,1.2630364400983682,1,8.0,1,1,-0.0035033719319077757,-0.0035033719319077757
2016-08-13,air_fdc02ec4a3d21ea4,0,0,1,0,0,0,0,1.2905006840692912,1.244413697987248,1.0,1.5772338873228082,1.3268483856782507,1,25.0,1,1,0.15993058345564662,0.15993058345564662
2016-08-14,air_fdc02ec4a3d21ea4,0,0,0,1,0,0,0,1.2905006840692912,1.2124621012115393,1.0,0.8615143082015341,1.422566304048075,1,11.0,1,1,-0.8605261715480766,-0.8605261715480766
2016-08-15,air_fdc02ec4a3d21ea4,0,1,0,0,0,0,0,1.3555349666058363,1.3189674237972335,1.0,0.14579472908025976,1.4970135738912713,1,15.0,1,1,-1.378249842305967,-1.378249842305967
2016-08-16,air_fdc02ec4a3d21ea4,0,0,0,0,0,1,0,1.3555349666058363,1.361569552831512,0.0,1.2591362966022421,1.422566304048075,1,5.0,1,1,-1.2623470148834732,-1.2623470148834732
2016-08-17,air_fdc02ec4a3d21ea4,0,0,0,0,0,0,1,1.333856872426988,1.2124621012115393,0.0,-0.8084980430814394,1.4012956555214475,1,2.0,1,1,-0.7676576599855738,-0.7676576599855738
