visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Ōgimachi,total_area_visitors,total_genre_visitors
2016-07-01,air_d4981cdde163b172,1,0,0,0,0,0,0,1.0056874720521596,1.0052132474623638,0.0,0.8609226348671561,0.9807459055757174,1,26.0,1,1,1.281374351703359,1.281374351703359
2016-07-02,air_d4981cdde163b172,0,0,1,0,0,0,0,1.216961869363913,1.234823576445842,0.0,1.6748459917207146,1.1279135367269053,1,44.0,1,1,1.4347423449994923,1.4347423449994923
2016-07-03,air_d4981cdde163b172,0,0,0,1,0,0,0,1.248653028960676,1.1649421719726092,0.0,1.3221458704175058,1.3066170888390616,1,38.0,1,1,-0.48015611675294784,-0.48015611675294784
2016-07-04,air_d4981cdde163b172,0,1,0,0,0,0,0,1.2803441885574387,1.2448066342277324,0.0,1.1050996419232237,1.2855931415317492,1,26.0,1,1,-1.2242477205916045,-1.2242477205916045
2016-07-06,air_d4981cdde163b172,0,0,0,0,0,0,1,1.18527070976715,1.1150268830631573,0.0,1.1593611990467942,1.1909853786488425,1,17.0,1,1,-0.13782994989818131,-0.13782994989818131
2016-07-07,air_d4981cdde163b172,0,0,0,0,1,0,0,1.248653028960676,1.2547896920096229,0.0,1.4849305417882175,1.2435452469171238,1,19.0,1,1,-0.2024059470755006,-0.2024059470755006
2016-07-08,air_d4981cdde163b172,1,0,0,0,0,0,0,0.9739963124553965,0.8155351496064469,0.0,-1.553716657131734,0.9281860373074361,1,10.0,1,1,1.0825096331232051,1.0825096331232051
2016-07-09,air_d4981cdde163b172,0,0,1,0,0,0,0,0.6887758760845296,0.49607730058595556,0.0,-1.255278092952096,0.7810184061562486,1,27.0,1,1,1.37566998394524,1.37566998394524
2016-07-10,air_d4981cdde163b172,0,0,0,1,0,0,0,1.090197230976861,1.0351624208080348,0.0,0.453960956440377,1.075353668458624,1,35.0,1,1,-0.32532048715733,-0.32532048715733
2016-07-11,air_d4981cdde163b172,0,1,0,0,0,0,0,1.1641432700359746,1.1549591141907194,0.0,-0.00726227910997289,1.212009325956155,1,19.0,1,1,-1.273046627549465,-1.273046627549465
2016-07-13,air_d4981cdde163b172,0,0,0,0,0,0,1,1.0796335111112731,0.7855859762607758,0.0,-1.5265858785699489,1.2225212996098114,1,17.0,1,1,-0.4955662978975354,-0.4955662978975354
2016-07-14,air_d4981cdde163b172,0,0,0,0,1,0,0,1.026814911783335,1.0551285363718157,0.0,0.12839161369895352,1.1174015630732488,1,27.0,1,1,-0.28422667077176317,-0.28422667077176317
2016-07-15,air_d4981cdde163b172,1,0,0,0,0,0,0,0.8155405144715816,0.5859248206229686,0.0,-1.4994551000081635,0.9807459055757174,1,22.0,1,1,0.8748390967461441,0.8748390967461441
2016-07-16,air_d4981cdde163b172,0,0,1,0,0,0,0,0.9634325925898087,0.9353318429891312,0.0,-0.3057008432896111,0.91767406365378,1,40.0,1,1,1.3180652591904722,1.3180652591904722
2016-07-17,air_d4981cdde163b172,0,0,0,1,0,0,0,1.1007609508424485,0.8953996118615699,0.0,-1.3366704286374518,1.1384255103805612,1,45.0,1,1,0.4117998442587751,0.4117998442587751
2016-07-18,air_d4981cdde163b172,0,1,0,0,0,0,0,1.1113246707080364,1.0451454785899252,1.0,1.2678843132939355,1.0858656421122799,1,26.0,1,1,-1.0822539086164762,-1.0822539086164762
2016-07-20,air_d4981cdde163b172,0,0,0,0,0,0,1,1.0690697912456855,1.2148574608820608,0.0,2.1089384487092793,0.9386980109610925,1,20.0,1,1,-0.43942920944225217,-0.43942920944225217
2016-07-21,air_d4981cdde163b172,0,0,0,0,1,0,0,1.0373786316489226,1.0551285363718157,0.0,0.8609226348671561,0.9492099846147486,1,41.0,1,1,-0.22331976434315515,-0.22331976434315515
2016-07-22,air_d4981cdde163b172,1,0,0,0,0,0,0,1.0690697912456855,1.2248405186639515,0.0,1.132230420485009,0.9492099846147486,1,15.0,1,1,0.9372136394742367,0.9372136394742367
2016-07-23,air_d4981cdde163b172,0,0,1,0,0,0,0,1.016251191917747,1.0651115941537055,0.0,1.1864919776085794,0.9912578792293738,1,21.0,1,1,1.2465179895906013,1.2465179895906013
2016-07-24,air_d4981cdde163b172,0,0,0,1,0,0,0,0.9634325925898087,0.9253487852072406,0.0,-0.25143928616604055,0.9807459055757174,1,31.0,1,1,-0.5018037521703447,-0.5018037521703447
