visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Tōkyō-to Shinjuku-ku Kabukichō,total_area_visitors,total_genre_visitors
2016-07-01,air_43b65e4b05bff2d3,1,0,0,0,0,0,0,1.0896070304715486,1.16493440378914,0.0,-0.19352424006329033,1.0356184634718704,1,56.0,1,1,1.4019332184050726,1.4019332184050726
2016-07-02,air_43b65e4b05bff2d3,0,0,1,0,0,0,0,1.2515203316711732,1.304296402617822,0.0,0.47370604278829215,1.1899405840470476,1,17.0,1,1,1.5552867670504424,1.5552867670504424
2016-07-03,air_43b65e4b05bff2d3,0,0,0,1,0,0,0,1.5059555192705831,1.7223823991038687,0.0,0.660530521986735,1.3222166873972,1,35.0,1,1,-0.3594313439069365,-0.3594313439069365
2016-07-04,air_43b65e4b05bff2d3,0,1,0,0,0,0,0,1.3440422180709588,1.5365664006656257,0.0,0.5270844654164185,1.2119866012720735,1,17.0,1,1,-1.1034528669997827,-1.1034528669997827
2016-07-05,air_43b65e4b05bff2d3,0,0,0,0,0,1,0,0.638562834272594,0.5842594086696303,0.0,-1.3678495378820756,0.837204308446642,1,21.0,1,1,-0.460321836436785,-0.460321836436785
2016-07-06,air_43b65e4b05bff2d3,0,0,0,0,0,0,1,0.8004761354722189,0.7352349074007025,0.0,-0.2735918740054804,0.8702733342841801,1,16.0,1,1,-0.017137418342032397,-0.017137418342032397
2016-07-07,air_43b65e4b05bff2d3,0,0,0,0,1,0,0,1.2977812748710658,1.8733578978349419,0.0,2.048369510318027,1.0245954548593574,1,37.0,1,1,-0.08170733356113542,-0.08170733356113542
2016-07-08,air_43b65e4b05bff2d3,1,0,0,0,0,0,0,1.054911323071629,1.0720264045700183,0.0,-0.8073761002867463,1.046641472084383,1,11.0,1,1,1.2030872294916986,1.2030872294916986
2016-07-09,air_43b65e4b05bff2d3,0,0,1,0,0,0,0,0.7195194848724062,0.5029649093528987,0.0,-1.3678495378820756,0.8482273170591549,1,56.0,1,1,1.4962199696056946,1.4962199696056946
2016-07-10,air_43b65e4b05bff2d3,0,0,0,1,0,0,0,1.0896070304715486,1.2462289031058713,0.0,1.7547881858633303,0.837204308446642,1,30.0,1,1,-0.20461029718840537,-0.20461029718840537
2016-07-11,air_43b65e4b05bff2d3,0,1,0,0,0,0,0,1.367172689670905,1.5017259009584554,0.0,1.9683018763758369,1.0686874893094085,1,15.0,1,1,-1.1522471779324004,-1.1522471779324004
2016-07-12,air_43b65e4b05bff2d3,0,0,0,0,0,1,0,1.2630855674711465,1.304296402617822,0.0,0.3135707749039122,1.3222166873972,1,20.0,1,1,-0.44564685570517065,-0.44564685570517065
2016-07-13,air_43b65e4b05bff2d3,0,0,0,0,0,0,1,1.0317808514716826,0.8165294067174342,0.0,-1.3678495378820756,1.2009635926595605,1,11.0,1,1,-0.3748400736751315,-0.3748400736751315
2016-07-14,air_43b65e4b05bff2d3,0,0,0,0,1,0,0,1.1243027378714678,1.4320449015441141,0.0,-0.32697029663360694,0.9584574031842816,1,26.0,1,1,-0.16352035113988528,-0.16352035113988528
2016-07-15,air_43b65e4b05bff2d3,1,0,0,0,0,0,0,0.69638901327246,0.39844341023138713,0.0,-1.3678495378820756,0.9253883773467435,1,38.0,1,1,0.9954362521393559,0.9954362521393559
2016-07-16,air_43b65e4b05bff2d3,0,0,1,0,0,0,0,0.9161284934719508,0.8281429066198241,0.0,-0.9408221568570628,0.8261812998341296,1,29.0,1,1,1.4386206702341084,1.4386206702341084
