visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Taitō-ku Higashiueno,total_area_visitors,total_genre_visitors
2016-01-09,air_6e06824d0934dd81,0,0,1,0,0,0,0,-1.0008260004491276,-1.022359665391502,0.0,0.8639368799310377,-1.0322345599831193,1,23.0,1,1,-0.8004053583299631,-0.8004053583299631
2016-01-10,air_6e06824d0934dd81,0,0,0,1,0,0,0,-0.924041662001638,-0.8568214769498476,0.0,0.9130165626041628,-1.080996944859167,1,27.0,1,1,-1.079178333436945,-1.079178333436945
2016-01-11,air_6e06824d0934dd81,0,1,0,0,0,0,0,-1.026420779931624,-1.1624304402267476,1.0,-0.5102942349164651,-0.9103285977929996,1,24.0,1,1,-1.4321588440648625,-1.4321588440648625
2016-01-13,air_6e06824d0934dd81,0,0,0,0,0,0,1,-1.3847476926865756,-1.264300094652381,0.0,0.8148571972579124,-1.483286620086562,1,11.0,1,1,-1.2857226406368827,-1.2857226406368827
2016-01-14,air_6e06824d0934dd81,0,0,0,0,1,0,0,-1.167192067085355,-1.04782707899791,0.0,0.9130165626041628,-1.3491900616774304,1,13.0,1,1,-1.1954368057530775,-1.1954368057530775
2016-01-15,air_6e06824d0934dd81,1,0,0,0,0,0,0,-1.218381626050348,-1.1114956130139308,0.0,0.6676181492385372,-1.1297593297352149,1,20.0,1,1,-0.9263108102638173,-0.9263108102638173
2016-01-16,air_6e06824d0934dd81,0,0,1,0,0,0,0,-1.1032051183791136,-0.9968922517850933,0.0,0.9130165626041628,-1.1541405221732388,1,24.0,1,1,-0.7825955498049385,-0.7825955498049385
2016-01-17,air_6e06824d0934dd81,0,0,0,1,0,0,0,-1.1927868465678517,-1.404370869487627,0.0,-0.5593739175895902,-1.0931875410781793,1,19.0,1,1,-1.3700718726790129,-1.3700718726790129
2016-01-20,air_6e06824d0934dd81,0,0,0,0,0,0,1,-1.410342472169072,-1.3407023354716059,0.0,0.9375564039407251,-1.4589054276485378,1,12.0,1,1,-1.2941328279959219,-1.2941328279959219
2016-01-21,air_6e06824d0934dd81,0,0,0,0,1,0,0,-1.2439764055328444,-1.2897675082587894,0.0,0.4958392598825995,-1.2516652919253346,1,12.0,1,1,-1.1754007711624248,-1.1754007711624248
2016-01-22,air_6e06824d0934dd81,1,0,0,0,0,0,0,-1.1927868465678517,-1.187897853833156,0.0,0.6676181492385372,-1.0078533675450954,1,16.0,1,1,-0.8753549692061081,-0.8753549692061081
2016-01-23,air_6e06824d0934dd81,0,0,1,0,0,0,0,-1.4359372516515685,-1.6845124191581184,0.0,-1.271029316349904,-1.0566157524211433,1,31.0,1,1,-0.8041157351060099,-0.8041157351060099
2016-01-24,air_6e06824d0934dd81,0,0,0,1,0,0,0,-1.512721590099058,-1.3279686286684018,0.0,0.8884767212676002,-1.5198584087435978,1,25.0,1,1,-1.4821252513156258,-1.4821252513156258
2016-01-27,air_6e06824d0934dd81,0,0,0,0,0,0,1,-1.1287998978616103,-0.7931529429338268,0.0,0.9866360866138505,-1.507667812524586,1,17.0,1,1,-1.1907369951700848,-1.1907369951700848
2016-01-28,air_6e06824d0934dd81,0,0,0,0,1,0,0,-0.9368390517428863,-0.7167507021146018,0.0,0.9866360866138505,-1.117568733516203,1,20.0,1,1,-1.1961788811082867,-1.1961788811082867
2016-01-29,air_6e06824d0934dd81,1,0,0,0,0,0,0,-1.2439764055328444,-1.50624052391326,0.0,-1.3201089990230293,-1.0566157524211433,1,11.0,1,1,-1.0571634312324005,-1.0571634312324005
2016-01-30,air_6e06824d0934dd81,0,0,1,0,0,0,0,-1.512721590099058,-1.8627843144029768,0.0,-1.3201089990230293,-1.1907123108302748,1,25.0,1,1,-0.7640436659247045,-0.7640436659247045
2016-01-31,air_6e06824d0934dd81,0,0,0,1,0,0,0,-1.1543946773441067,-1.0732944926043186,0.0,-0.06857709085833928,-1.2150935032682986,1,26.0,1,1,-1.3035324491619071,-1.3035324491619071
2016-02-03,air_6e06824d0934dd81,0,0,0,0,0,0,1,-1.2951659644978375,-1.3279686286684018,0.0,0.42221973587291173,-1.1907123108302748,1,20.0,1,1,-1.3342048971772273,-1.3342048971772273
2016-02-04,air_6e06824d0934dd81,0,0,0,0,1,0,0,-1.2823685747565894,-1.2897675082587894,0.0,0.12774163983416129,-1.2394746957063227,1,17.0,1,1,-1.2975958463202324,-1.2975958463202324
2016-02-05,air_6e06824d0934dd81,1,0,0,0,0,0,0,-0.9752312209666311,-0.805886649737031,0.0,0.8884767212676002,-1.3004276768013825,1,15.0,1,1,-0.9339789222676473,-0.9339789222676473
2016-02-06,air_6e06824d0934dd81,0,0,1,0,0,0,0,-1.077610338896617,-1.2388326810459727,0.0,-1.0747105856574037,-0.8371850204789277,1,29.0,1,1,-0.7170455600947786,-0.7170455600947786
2016-02-07,air_6e06824d0934dd81,0,0,0,1,0,0,0,-1.2951659644978375,-1.3025012150619935,0.0,0.8639368799310377,-1.1907123108302748,1,20.0,1,1,-1.3107058442622643,-1.3107058442622643
2016-02-10,air_6e06824d0934dd81,0,0,0,0,0,0,1,-1.167192067085355,-1.1242293198171351,0.0,1.1093352932966634,-1.1785217146112628,1,23.0,1,1,-0.9742983499006891,-0.9742983499006891
2016-02-11,air_6e06824d0934dd81,0,0,0,0,1,0,0,-1.167192067085355,-1.035093372194706,1.0,1.1093352932966634,-1.166331118392251,1,40.0,1,1,-1.0455375840007874,-1.0455375840007874
2016-02-12,air_6e06824d0934dd81,1,0,0,0,0,0,0,-1.0136233901903757,-0.9841585449818893,0.0,-0.7311528069455281,-1.1907123108302748,1,29.0,1,1,-0.9908713661670314,-0.9908713661670314
2016-02-13,air_6e06824d0934dd81,0,0,1,0,0,0,0,-0.1434008877854941,0.2764784285353232,0.0,-0.19127629754115202,-0.3617517679374611,1,30.0,1,1,-0.8063419611716379,-0.8063419611716379
2016-02-14,air_6e06824d0934dd81,0,0,0,1,0,0,0,0.43248165057067767,0.42928291017377307,0.0,-0.24035598021427695,0.46720877495535235,1,30.0,1,1,-1.3277735774320796,-1.3277735774320796
2016-02-17,air_6e06824d0934dd81,0,0,0,0,0,0,1,-1.1415972876028584,-0.7931529429338268,0.0,0.7657775145847875,-1.2150935032682986,1,18.0,1,1,-1.1840583169732006,-1.1840583169732006
2016-02-18,air_6e06824d0934dd81,0,0,0,0,1,0,0,-1.1415972876028584,-1.1369630266203394,0.0,0.3486002118632241,-1.2394746957063227,1,19.0,1,1,-1.1934579381391859,-1.1934579381391859
2016-02-19,air_6e06824d0934dd81,1,0,0,0,0,0,0,-0.6936886466591694,-0.3984080320344977,0.0,0.9620962452772881,-1.080996944859167,1,20.0,1,1,-0.8832704396616746,-0.8832704396616746
2016-02-20,air_6e06824d0934dd81,0,0,1,0,0,0,0,-0.9112442722603897,-1.0732944926043186,0.0,-1.172869951003654,-0.5811824998796765,1,15.0,1,1,-0.9164164721943592,-0.9164164721943592
2016-02-21,air_6e06824d0934dd81,0,0,0,1,0,0,0,-0.7192834261416658,-0.5002776864601312,0.0,-0.3875950282336524,-0.6177542885367124,1,24.0,1,1,-1.2748388687604788,-1.2748388687604788
2016-02-24,air_6e06824d0934dd81,0,0,0,0,0,0,1,-1.1927868465678517,-1.5189742307164644,0.0,-1.2955691576864667,-1.0688063486401551,1,15.0,1,1,-1.2387245348069567,-1.2387245348069567
2016-02-25,air_6e06824d0934dd81,0,0,0,0,1,0,0,-1.4487346413928168,-1.429838283094035,0.0,-0.8293121722917782,-1.3248088692394064,1,17.0,1,1,-1.1373075695950112,-1.1373075695950112
2016-02-26,air_6e06824d0934dd81,1,0,0,0,0,0,0,-1.1927868465678517,-1.04782707899791,0.0,1.2565743413160384,-1.3613806578964422,1,22.0,1,1,-0.73856574539585,-0.73856574539585
2016-02-27,air_6e06824d0934dd81,0,0,1,0,0,0,0,-0.9368390517428863,-0.9077563041626643,0.0,1.2565743413160384,-1.0444251562021312,1,25.0,1,1,-0.5750618087980549,-0.5750618087980549
