visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Ōsaka-fu Ōsaka-shi Ōgimachi,total_area_visitors,total_genre_visitors
2016-07-01,air_dc0e080ba0a5e5af,1,0,0,0,0,0,0,1.0436742983407705,1.0501214627969473,0.0,0.914084093688901,1.0146140677633075,1,11.0,1,1,1.4186380113564434,1.4186380113564434
2016-07-02,air_dc0e080ba0a5e5af,0,0,1,0,0,0,0,1.2567143422291696,1.2814977640239118,0.0,1.7294217391993179,1.1632495433337957,1,17.0,1,1,1.577018222532571,1.577018222532571
2016-07-03,air_dc0e080ba0a5e5af,0,0,0,1,0,0,0,1.2886703488124294,1.211078889737444,0.0,1.3761087594781372,1.3437354779551025,1,4.0,1,1,-0.40046101700860254,-0.40046101700860254
2016-07-04,air_dc0e080ba0a5e5af,0,1,0,0,0,0,0,1.320626355395689,1.291557603207693,0.0,1.1586853873420262,1.32250183858789,1,7.0,1,1,-1.168870271231538,-1.168870271231538
2016-07-05,air_dc0e080ba0a5e5af,0,0,0,0,0,1,0,1.320626355395689,1.462574869331971,0.0,1.6207100531312622,1.2588009204862523,1,5.0,1,1,-0.5046585243613182,-0.5046585243613182
2016-07-06,air_dc0e080ba0a5e5af,0,0,0,0,0,0,1,1.2247583356459095,1.1607796938185386,0.0,1.2130412303760538,1.2269504614354332,1,8.0,1,1,-0.0469472920628438,-0.0469472920628438
2016-07-07,air_dc0e080ba0a5e5af,0,0,0,0,1,0,0,1.2886703488124294,1.3016174423914744,0.0,1.5391762885802203,1.2800345598534646,1,7.0,1,1,-0.11363369676858179,-0.11363369676858179
2016-07-08,air_dc0e080ba0a5e5af,1,0,0,0,0,0,0,1.0117182917575107,0.8589845183051066,0.0,-1.504750921325336,0.961529969345276,1,11.0,1,1,1.2132741968649092,1.2132741968649092
2016-07-09,air_dc0e080ba0a5e5af,0,0,1,0,0,0,0,0.7241142325081723,0.5370696644241121,0.0,-1.205793784638183,0.8128944937747882,1,4.0,1,1,1.5160153182278902,1.5160153182278902
2016-07-10,air_dc0e080ba0a5e5af,0,0,0,1,0,0,0,1.1288903158961303,1.0803009803482904,0.0,0.5064152709336925,1.1101654449157643,1,11.0,1,1,-0.24056520572552625,-0.24056520572552625
2016-07-11,air_dc0e080ba0a5e5af,0,1,0,0,0,0,0,1.2034543312570698,1.2010190505536635,0.0,0.04439060514445621,1.2481841008026457,1,1.0,1,1,-1.2192639747875786,-1.2192639747875786
2016-07-12,air_dc0e080ba0a5e5af,0,0,0,0,0,1,0,1.15019432028497,0.9696427493266983,0.0,-1.2601496276722108,1.2588009204862523,1,8.0,1,1,-0.48950252329183225,-0.48950252329183225
2016-07-13,air_dc0e080ba0a5e5af,0,0,0,0,0,0,1,1.1182383137017102,0.8288050007537633,0.0,-1.4775729998083222,1.2588009204862523,1,8.0,1,1,-0.41637481813156274,-0.41637481813156274
2016-07-14,air_dc0e080ba0a5e5af,0,0,0,0,1,0,0,1.0649783027296105,1.1004206587158527,0.0,0.1802802127295257,1.1526327236501892,1,4.0,1,1,-0.1981284027309657,-0.1981284027309657
2016-07-15,air_dc0e080ba0a5e5af,1,0,0,0,0,0,0,0.8519382588412115,0.6276082170781417,0.0,-1.4503950782913082,1.0146140677633075,1,9.0,1,1,0.9988167817316838,0.9988167817316838
2016-07-16,air_dc0e080ba0a5e5af,0,0,1,0,0,0,0,1.0010662895630906,0.9797025885104794,0.0,-0.2545665315426968,0.95091314966167,1,19.0,1,1,1.456528014030158,1.456528014030158
2016-07-17,air_dc0e080ba0a5e5af,0,0,0,1,0,0,0,1.13954231809055,0.9394632317753553,0.0,-1.2873275491892249,1.1738663630174018,1,15.0,1,1,0.5206449479894034,0.5206449479894034
2016-07-18,air_dc0e080ba0a5e5af,0,1,0,0,0,0,0,1.15019432028497,1.0903608195320715,1.0,1.3217529164441095,1.1207822645993704,1,8.0,1,1,-1.022235960884262,-1.022235960884262
