visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Momochi,total_area_visitors,total_genre_visitors
2016-01-01,air_e483f5b3c4f310e0,1,0,0,0,0,0,0,-1.1465979543925737,-0.9544149645483687,1.0,0.38418310287975377,-1.230617695413981,1,1.0,1,1,-1.9497078578246554,-1.9497078578246554
2016-01-04,air_e483f5b3c4f310e0,0,1,0,0,0,0,0,-0.69268042218699,-0.49692272632599965,0.0,0.4091110141353104,-0.7148870854685805,1,6.0,1,1,-1.477486945279885,-1.477486945279885
2016-01-05,air_e483f5b3c4f310e0,0,0,0,0,0,1,0,-0.8276288777075689,-0.9778761049700285,0.0,-1.261059039986978,-0.6069434694334966,1,6.0,1,1,-1.3505218886051116,-1.3505218886051116
2016-01-06,air_e483f5b3c4f310e0,0,0,0,0,0,0,1,-0.8767010433514159,-1.0247983858133485,0.0,-1.261059039986978,-0.7388745556985991,1,4.0,1,1,-1.2879055935978647,-1.2879055935978647
2016-01-07,air_e483f5b3c4f310e0,0,0,0,0,1,0,0,-0.9257732089952627,-1.212487509186628,0.0,-1.1613473949647517,-0.5949497343184873,1,5.0,1,1,-1.220339393846962,-1.220339393846962
2016-01-08,air_e483f5b3c4f310e0,1,0,0,0,0,0,0,-1.1220618715706503,-1.4001766325599077,0.0,-1.261059039986978,-0.7988432312736456,1,9.0,1,1,-0.893893176002857,-0.893893176002857
2016-01-09,air_e483f5b3c4f310e0,0,0,1,0,0,0,0,-1.0729897059268034,-1.3649849219274177,0.0,-1.211203217475865,-0.7508682908136085,1,4.0,1,1,-0.6419430245507729,-0.6419430245507729
2016-01-12,air_e483f5b3c4f310e0,0,0,0,0,0,1,0,-1.1220618715706503,-1.3532543517165878,0.0,-1.1613473949647517,-1.002736728228804,1,7.0,1,1,-1.3265148505983806,-1.3265148505983806
2016-01-13,air_e483f5b3c4f310e0,0,0,0,0,0,0,1,-1.3306185755569995,-1.5761351857223571,0.0,-1.0117799274314125,-1.1706490198389343,1,12.0,1,1,-1.1275286799034143,-1.1275286799034143
2016-01-14,air_e483f5b3c4f310e0,0,0,0,0,1,0,0,-1.220206202858344,-1.4001766325599077,0.0,-0.8372845486425168,-1.0986866091488783,1,6.0,1,1,-1.0371929183316946,-1.0371929183316946
