visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Tōkyō-to Chūō-ku Tsukiji,total_area_visitors,total_genre_visitors
2016-01-06,air_73f316e6a18d8aa9,0,0,0,0,0,0,1,-0.763520920319235,-1.0217250172998056,0.0,-1.3195306468296448,-0.490366623887219,1,33.0,1,1,-1.4104421534197515,-1.4104421534197513
2016-01-07,air_73f316e6a18d8aa9,0,0,0,0,1,0,0,-0.7886407849472463,-0.8213472827965737,0.0,-0.1460826504781929,-0.8015962428036887,1,25.0,1,1,-1.3432033191130415,-1.343203319113041
2016-01-08,air_73f316e6a18d8aa9,1,0,0,0,0,0,0,-1.0272794989133527,-1.0718194509256136,0.0,0.8073438465573617,-0.9691814222202493,1,41.0,1,1,-1.0183387680121228,-1.0183387680121225
2016-01-09,air_73f316e6a18d8aa9,0,0,1,0,0,0,0,-0.9644798373433245,-0.9841541920804496,0.0,0.8562375130720058,-1.0050925320952266,1,16.0,1,1,-0.7676093419160386,-0.7676093419160382
2016-01-12,air_73f316e6a18d8aa9,0,0,0,0,0,1,0,-1.4543171975895426,-1.6729526544353095,0.0,-1.3195306468296448,-1.232529561303416,1,29.0,1,1,-1.4488643444521574,-1.4488643444521572
2016-01-13,air_73f316e6a18d8aa9,0,0,0,0,0,0,1,-1.3412778067634925,-1.2221027518030376,0.0,0.8073438465573617,-1.4479962205532797,1,35.0,1,1,-1.2508422829774504,-1.2508422829774501
2016-01-14,air_73f316e6a18d8aa9,0,0,0,0,1,0,0,-1.1277589574253972,-1.0092014088933536,0.0,0.9051311795866495,-1.3163221510116963,1,48.0,1,1,-1.1609442078054752,-1.1609442078054748
2016-01-15,air_73f316e6a18d8aa9,1,0,0,0,0,0,0,-1.1779986866814196,-1.0718194509256136,0.0,0.6606628470134303,-1.1008554917618325,1,43.0,1,1,-0.8929740549640808,-0.8929740549640803
2016-01-16,air_73f316e6a18d8aa9,0,0,1,0,0,0,0,-1.0649592958553693,-0.9591069752675455,0.0,0.9051311795866495,-1.124796231678484,1,30.0,1,1,-0.7498760229780052,-0.7498760229780048
2016-01-19,air_73f316e6a18d8aa9,0,0,0,0,0,1,0,-1.2407983482514477,-1.3598624442740095,0.0,0.9051311795866495,-1.232529561303416,1,28.0,1,1,-1.3803940296636394,-1.380394029663639
2016-01-20,air_73f316e6a18d8aa9,0,0,0,0,0,0,1,-1.3663976713915036,-1.2972444022417495,0.0,0.9295780128439712,-1.424055480636628,1,22.0,1,1,-1.2592163502537441,-1.2592163502537437
2016-01-21,air_73f316e6a18d8aa9,0,0,0,0,1,0,0,-1.203118551309431,-1.2471499686159415,0.0,0.48953501421217704,-1.2205591913450902,1,30.0,1,1,-1.1409942240001876,-1.1409942240001874
2016-01-22,air_73f316e6a18d8aa9,1,0,0,0,0,0,0,-1.1528788220534085,-1.1469611013643255,0.0,0.6606628470134303,-0.9811517921785751,1,28.0,1,1,-0.8422370591135961,-0.8422370591135957
2016-01-23,air_73f316e6a18d8aa9,0,0,1,0,0,0,0,-1.3915175360195147,-1.6353818292159534,0.0,-1.270636980315001,-1.0290332720118782,1,24.0,1,1,-0.7713037833614622,-0.7713037833614619
2016-01-26,air_73f316e6a18d8aa9,0,0,0,0,0,1,0,-1.4040774683335204,-1.2346263602094896,0.0,0.7828970133000398,-1.4958777003865826,1,28.0,1,1,-1.3030570554061045,-1.3030570554061043
2016-01-27,air_73f316e6a18d8aa9,0,0,0,0,0,0,1,-1.0900791604833806,-0.7587292407643137,0.0,0.9784716793586153,-1.471936960469931,1,25.0,1,1,-1.1562645819746054,-1.156264581974605
2016-01-28,air_73f316e6a18d8aa9,0,0,0,0,1,0,0,-0.9016801757732966,-0.6835875903256017,0.0,0.9784716793586153,-1.088885121803507,1,28.0,1,1,-1.16168309609456,-1.1616830960945597
2016-01-29,air_73f316e6a18d8aa9,1,0,0,0,0,0,0,-1.203118551309431,-1.4600513115256253,0.0,-1.3195306468296448,-1.0290332720118782,1,21.0,1,1,-1.0232646899393543,-1.023264689939354
2016-01-30,air_73f316e6a18d8aa9,0,0,1,0,0,0,0,-1.4668771299035483,-1.8107123469062814,0.0,-1.3195306468296448,-1.1607073415534614,1,22.0,1,1,-0.731403815750887,-0.7314038157508866
2016-02-02,air_73f316e6a18d8aa9,0,0,0,0,0,1,0,-1.1277589574253972,-1.0968666677385177,0.0,0.758450180042718,-1.0290332720118782,1,26.0,1,1,-1.3715273701946227,-1.3715273701946222
2016-02-03,air_73f316e6a18d8aa9,0,0,0,0,0,0,1,-1.2533582805654533,-1.2847207938352976,0.0,0.4161945144402111,-1.1607073415534614,1,34.0,1,1,-1.2991163178643192,-1.299116317864319
2016-02-04,air_73f316e6a18d8aa9,0,0,0,0,1,0,0,-1.2407983482514477,-1.2471499686159415,0.0,0.12283251535234828,-1.2085888213867644,1,28.0,1,1,-1.2626644956028061,-1.2626644956028057
2016-02-05,air_73f316e6a18d8aa9,1,0,0,0,0,0,0,-0.9393599727153134,-0.7712528491707656,0.0,0.8806843463293276,-1.2684406711783933,1,46.0,1,1,-0.9006092339512896,-0.9006092339512892
2016-02-06,air_73f316e6a18d8aa9,0,0,1,0,0,0,0,-1.039839431227358,-1.1970555349901335,0.0,-1.0750623142564257,-0.8135666127620144,1,15.0,1,1,-0.6846075574421876,-0.6846075574421872
2016-02-09,air_73f316e6a18d8aa9,0,0,0,0,0,1,0,-1.0523993635413638,-0.5959223314804378,0.0,0.7828970133000398,-1.2684406711783933,1,38.0,1,1,-1.2542904283265126,-1.2542904283265122
2016-02-10,air_73f316e6a18d8aa9,0,0,0,0,0,0,1,-1.1277589574253972,-1.0843430593320655,0.0,1.100705845645225,-1.1487369715951357,1,25.0,1,1,-0.9407554976582264,-0.9407554976582261
2016-02-11,air_73f316e6a18d8aa9,0,0,0,0,1,0,0,-1.1277589574253972,-0.9966778004869016,1.0,1.100705845645225,-1.1367666016368099,1,19.0,1,1,-1.0116887734103603,-1.01168877341036
2016-02-12,air_73f316e6a18d8aa9,1,0,0,0,0,0,0,-0.9770397696573302,-0.9465833668610936,0.0,-0.7328066486539189,-1.1607073415534614,1,35.0,1,1,-0.9572573361144521,-0.9572573361144516
2016-02-13,air_73f316e6a18d8aa9,0,0,1,0,0,0,0,-0.12296437230494978,0.293253865377654,0.0,-0.1949763169928368,-0.3467221843873098,1,32.0,1,1,-0.7735204482287165,-0.7735204482287161
2016-02-16,air_73f316e6a18d8aa9,0,0,0,0,0,1,0,-1.1779986866814196,-1.1845319265836816,0.0,0.9784716793586153,-1.1966184514284388,1,36.0,1,1,-1.3131551953569292,-1.3131551953569287
2016-02-17,air_73f316e6a18d8aa9,0,0,0,0,0,0,1,-1.102639092797386,-0.7587292407643137,0.0,0.758450180042718,-1.1846480814701128,1,24.0,1,1,-1.1496145873728427,-1.1496145873728425
2016-02-18,air_73f316e6a18d8aa9,0,0,0,0,1,0,0,-1.102639092797386,-1.0968666677385177,0.0,0.3428540146682454,-1.2085888213867644,1,36.0,1,1,-1.1589738390345827,-1.1589738390345823
2016-02-19,air_73f316e6a18d8aa9,1,0,0,0,0,0,0,-0.6630414618071904,-0.37049738016430184,0.0,0.9540248461012935,-1.0529740119285296,1,42.0,1,1,-0.8501185341971665,-0.8501185341971662
2016-02-20,air_73f316e6a18d8aa9,0,0,1,0,0,0,0,-0.8765603111452854,-1.0342486257062578,0.0,-1.1728496472857135,-0.5621888436371735,1,23.0,1,1,-0.8831222111096177,-0.8831222111096173
2016-02-23,air_73f316e6a18d8aa9,0,0,0,0,0,1,0,-1.039839431227358,-1.1845319265836816,0.0,-1.295083813572323,-0.7537147629703856,1,34.0,1,1,-1.2466552493393037,-1.2466552493393033
2016-02-24,air_73f316e6a18d8aa9,0,0,0,0,0,0,1,-1.1528788220534085,-1.4725749199320777,0.0,-1.295083813572323,-1.0410036419702038,1,34.0,1,1,-1.204046024668751,-1.2040460246687508
2016-02-25,air_73f316e6a18d8aa9,0,0,0,0,1,0,0,-1.4040774683335204,-1.3849096610869134,0.0,-0.8305939816832065,-1.2923814110950447,1,37.0,1,1,-1.103064625160505,-1.1030646251605045
2016-02-26,air_73f316e6a18d8aa9,1,0,0,0,0,0,0,-1.1528788220534085,-1.0092014088933536,0.0,1.2473868451891563,-1.328292520970022,1,48.0,1,1,-0.7060353178256447,-0.7060353178256443
2016-02-27,air_73f316e6a18d8aa9,0,0,1,0,0,0,0,-0.9016801757732966,-0.8714417164223817,0.0,1.2473868451891563,-1.0170629020535522,1,26.0,1,1,-0.543233598130643,-0.5432335981306426
2016-03-01,air_73f316e6a18d8aa9,0,0,0,0,0,1,0,-1.228238415937442,-1.1469611013643255,0.0,1.345174178218444,-1.088885121803507,1,41.0,1,1,-1.3040422397915508,-1.3040422397915505
2016-03-02,air_73f316e6a18d8aa9,0,0,0,0,0,0,1,-1.0900791604833806,-0.8839653248288336,0.0,0.8073438465573617,-1.2085888213867644,1,31.0,1,1,-1.1781849345507855,-1.1781849345507853
2016-03-03,air_73f316e6a18d8aa9,0,0,0,0,1,0,0,-0.7258411233772184,-0.383020988570754,0.0,1.3207273449611223,-1.0649443818868554,1,45.0,1,1,-1.1944404769106496,-1.1944404769106491
2016-03-04,air_73f316e6a18d8aa9,1,0,0,0,0,0,0,-0.5751219356091511,-0.44563903060301374,0.0,1.0518121791305808,-0.6699221732621053,1,42.0,1,1,-0.8331241035482178,-0.8331241035482174
2016-03-05,air_73f316e6a18d8aa9,0,0,1,0,0,0,0,-0.5374421386671344,-0.39554459697720573,0.0,-0.683912982139275,-0.4185444041372644,1,34.0,1,1,-0.6168761309427542,-0.6168761309427538
2016-03-08,air_73f316e6a18d8aa9,0,0,0,0,0,1,0,0.103114409347151,0.16801778131313408,0.0,0.6606628470134303,0.1799740937790234,1,45.0,1,1,-1.1855738174416328,-1.1855738174416326
2016-03-09,air_73f316e6a18d8aa9,0,0,0,0,0,0,1,-0.7886407849472463,-0.5708751146675337,0.0,-1.3195306468296448,-0.885388832511969,1,23.0,1,1,-1.2306460030758013,-1.2306460030758009
2016-03-10,air_73f316e6a18d8aa9,0,0,0,0,1,0,0,-1.1151990251113917,-1.3723860526804614,0.0,-1.3195306468296448,-0.9093295724286206,1,32.0,1,1,-1.1136553573040526,-1.1136553573040524
2016-03-11,air_73f316e6a18d8aa9,1,0,0,0,0,0,0,-1.3035980098214757,-1.6729526544353095,0.0,-1.3195306468296448,-0.9811517921785751,1,30.0,1,1,-0.784850068661349,-0.7848500686613485
2016-03-12,air_73f316e6a18d8aa9,0,0,1,0,0,0,0,-1.1528788220534085,-1.3849096610869134,0.0,-0.9772749812271381,-0.9931221621369007,1,35.0,1,1,-0.6003742924865286,-0.6003742924865283
