visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Creative cuisine,Ōsaka-fu Ōsaka-shi Shinmachi,total_area_visitors,total_genre_visitors
2016-07-01,air_9dc9483f717d73ee,1,0,0,0,0,0,0,1.0005010588638907,1.0122844090562817,0.0,0.9048557874618867,0.9661532329807124,1,5.0,1,1,1.3400679006127745,1.3400679006127745
2016-07-02,air_9dc9483f717d73ee,0,0,1,0,0,0,0,1.2143346470775573,1.244513726495532,0.0,1.7108641976970698,1.1151687369245977,1,8.0,1,1,1.4975167793862525,1.4975167793862525
2016-07-03,air_9dc9483f717d73ee,0,0,0,1,0,0,0,1.2464096853096074,1.173835238579238,0.0,1.361593886595157,1.2961161345707437,1,6.0,1,1,-0.4683341735294915,-0.4683341735294915
2016-07-04,air_9dc9483f717d73ee,0,1,0,0,0,0,0,1.2784847235416572,1.2546106533407169,0.0,1.1466583105324417,1.274828205435903,1,4.0,1,1,-1.232224905952011,-1.232224905952011
2016-07-05,air_9dc9483f717d73ee,0,0,0,0,0,1,0,1.2784847235416572,1.426258409708858,0.0,1.603396409665712,1.2109644180313808,1,13.0,1,1,-0.5719189621962533,-0.5719189621962533
2016-07-07,air_9dc9483f717d73ee,0,0,0,0,1,0,0,1.2464096853096074,1.2647075801859018,0.0,1.5227955686421935,1.2322523471662215,1,14.0,1,1,-0.18319350072680554,-0.18319350072680554
2016-07-08,air_9dc9483f717d73ee,1,0,0,0,0,0,0,0.9684260206318407,0.8204427989977703,0.0,-1.4863024962358236,0.9129334101436106,1,6.0,1,1,1.1359116989495568,1.1359116989495568
2016-07-09,air_9dc9483f717d73ee,0,0,1,0,0,0,0,0.6797506765433908,0.49734113995185675,0.0,-1.1907660791495895,0.7639179061997258,1,8.0,1,1,1.4368725940213483,1.4368725940213483
2016-07-10,air_9dc9483f717d73ee,0,0,0,1,0,0,0,1.0860344941493576,1.0425751895918358,0.0,0.501851582344295,1.0619489140874958,1,5.0,1,1,-0.3093786069208608,-0.3093786069208608
2016-07-11,air_9dc9483f717d73ee,0,1,0,0,0,0,0,1.1608762500241407,1.1637383117340538,0.0,0.04511348321102453,1.2003204534639602,1,2.0,1,1,-1.2823222764708448,-1.2823222764708448
2016-07-12,air_9dc9483f717d73ee,0,0,0,0,0,1,0,1.1074178529707241,0.9315089942948029,0.0,-1.2444999731652686,1.2109644180313808,1,6.0,1,1,-0.5568520838447243,-0.5568520838447243
2016-07-14,air_9dc9483f717d73ee,0,0,0,0,1,0,0,1.0218844176852573,1.0627690432822057,0.0,0.17944821825022172,1.1045247723571772,1,11.0,1,1,-0.26719134753657964,-0.26719134753657964
2016-07-15,air_9dc9483f717d73ee,1,0,0,0,0,0,0,0.8080508294715908,0.5882134815585198,0.0,-1.4325686022201447,0.9661532329807124,1,4.0,1,1,0.9227153702754217,0.9227153702754217
2016-07-16,air_9dc9483f717d73ee,0,0,1,0,0,0,0,0.9577343412211572,0.9416059211399879,0.0,-0.2504229338752095,0.9022894455761905,1,6.0,1,1,1.377735096491597,1.377735096491597
2016-07-17,air_9dc9483f717d73ee,0,0,0,1,0,0,0,1.0967261735600407,0.9012182137592488,0.0,-1.2713669201731082,1.1258127014920178,1,16.0,1,1,0.44735535828468237,0.44735535828468237
2016-07-18,air_9dc9483f717d73ee,0,1,0,0,0,0,0,1.1074178529707241,1.0526721164370207,1.0,1.3078599925794783,1.072592878654916,1,10.0,1,1,-1.086452857900968,-1.086452857900968
2016-07-21,air_9dc9483f717d73ee,0,0,0,0,1,0,0,1.0325760970959408,1.0627690432822057,0.0,0.9048557874618867,0.9342213392784513,1,4.0,1,1,-0.20466380237773435,-0.20466380237773435
2016-07-22,air_9dc9483f717d73ee,1,0,0,0,0,0,0,1.0646511353279906,1.234416799650347,0.0,1.173525257540281,0.9342213392784513,1,7.0,1,1,0.98674960326942,0.98674960326942
2016-07-23,air_9dc9483f717d73ee,0,0,1,0,0,0,0,1.0111927382745738,1.07286597012739,0.0,1.2272591515559597,0.976797197548133,1,26.0,1,1,1.3042840645278932,1.3042840645278932
2016-07-24,air_9dc9483f717d73ee,0,0,0,1,0,0,0,0.9577343412211572,0.9315089942948029,0.0,-0.1966890398595305,0.9661532329807124,1,13.0,1,1,-0.4905578190979968,-0.4905578190979968
2016-07-25,air_9dc9483f717d73ee,0,1,0,0,0,0,0,0.9791177000425242,0.8507335795333248,0.0,-1.1638991321417502,1.1471006306268585,1,5.0,1,1,-1.1373035723373783,-1.1373035723373783
2016-07-26,air_9dc9483f717d73ee,0,0,0,0,0,1,0,0.8828925853463739,0.6992796768555528,0.0,-1.4863024962358236,1.0193730558178142,1,7.0,1,1,-0.40241658074155223,-0.40241658074155223
2016-07-28,air_9dc9483f717d73ee,0,0,0,0,1,0,0,1.1608762500241407,1.133447531198499,0.0,-0.2504229338752095,1.1471006306268585,1,8.0,1,1,0.028496140112176653,0.028496140112176653
2016-07-29,air_9dc9483f717d73ee,1,0,0,0,0,0,0,1.1501845706134572,1.143544458043684,0.0,0.7167871584070102,1.1045247723571772,1,4.0,1,1,1.2345997521520717,1.2345997521520717
2016-07-30,air_9dc9483f717d73ee,0,0,1,0,0,0,0,1.2357180058989239,1.375773775482934,0.0,1.737731144704909,1.2641842408684827,1,6.0,1,1,1.3536280911291507,1.3536280911291507
2016-07-31,air_9dc9483f717d73ee,0,0,0,1,0,0,0,1.2571013647202907,1.32528914125701,0.0,1.361593886595157,1.2641842408684827,1,9.0,1,1,-0.44535718404340985,-0.44535718404340985
