visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Tōkyō-to Chiyoda-ku Kudanminami,total_area_visitors,total_genre_visitors
2016-01-05,air_eb20a89bba7dd3d0,0,0,0,0,0,1,0,-0.5412910288038726,-0.5350443612004684,0.0,0.8006363227051537,-0.7627852442679892,1,4.0,1,1,-1.381862432818696,-1.381862432818696
2016-01-06,air_eb20a89bba7dd3d0,0,0,0,0,0,0,1,-0.7951167654746151,-1.0532615125211438,0.0,-1.266401796865419,-0.521104945468569,1,4.0,1,1,-1.3190867173115133,-1.3190867173115133
2016-01-07,air_eb20a89bba7dd3d0,0,0,0,0,1,0,0,-0.8204993391416895,-0.8510304290789289,0.0,-0.08523715711080611,-0.8352893339078151,1,5.0,1,1,-1.251348494649613,-1.251348494649613
2016-01-08,air_eb20a89bba7dd3d0,1,0,0,0,0,0,0,-1.061633788978895,-1.1038192833816973,0.0,0.8744591126898168,-1.0044655430674092,1,19.0,1,1,-0.9240711477959622,-0.9240711477959622
2016-01-09,air_eb20a89bba7dd3d0,0,0,1,0,0,0,0,-0.9981773548112092,-1.0153431843757286,0.0,0.9236743060129259,-1.0407175878873223,1,5.0,1,1,-0.671479533620817,-0.671479533620817
2016-01-14,air_eb20a89bba7dd3d0,0,0,0,0,1,0,0,-1.163164083647192,-1.0406220698060054,0.0,0.9728894993360346,-1.3549019763265686,1,14.0,1,1,-1.0677357299250476,-1.0677357299250476
2016-01-15,air_eb20a89bba7dd3d0,1,0,0,0,0,0,0,-1.2139292309813403,-1.1038192833816973,0.0,0.7268135327204902,-1.1373897074070902,1,19.0,1,1,-0.7977753407083896,-0.7977753407083896
2016-01-16,air_eb20a89bba7dd3d0,0,0,1,0,0,0,0,-1.0997076494795062,-0.9900642989454516,0.0,0.9728894993360346,-1.1615577372870323,1,5.0,1,1,-0.6536145078638322,-0.6536145078638322
2016-01-18,air_eb20a89bba7dd3d0,0,1,0,0,0,0,0,-1.56928526232038,-1.6978730909932036,0.0,-0.9218954436036569,-1.3549019763265686,1,2.0,1,1,-1.5198201317198556,-1.5198201317198556
2016-01-20,air_eb20a89bba7dd3d0,0,0,0,0,0,0,1,-1.4042985334843974,-1.331329252254189,0.0,0.997497095997589,-1.4636581107863074,1,14.0,1,1,-1.1667377476616714,-1.1667377476616714
2016-01-21,air_eb20a89bba7dd3d0,0,0,0,0,1,0,0,-1.2393118046484146,-1.2807714813936355,0.0,0.5545603560896094,-1.2582298568068004,1,8.0,1,1,-1.04763757594844,-1.04763757594844
2016-01-22,air_eb20a89bba7dd3d0,1,0,0,0,0,0,0,-1.1885466573142662,-1.179655939672528,0.0,0.7268135327204902,-1.0165495580073802,1,10.0,1,1,-0.7466615170147944,-0.7466615170147944
2016-01-23,air_eb20a89bba7dd3d0,0,0,1,0,0,0,0,-1.4296811071514715,-1.6725942055629266,0.0,-1.21718660354231,-1.0648856177672643,1,16.0,1,1,-0.6752014139868555,-0.6752014139868555
2016-01-25,air_eb20a89bba7dd3d0,0,1,0,0,0,0,0,-1.5565939754868428,-1.419805351260158,0.0,1.0959274826438068,-1.6932543946457566,1,15.0,1,1,-1.3793811792413369,-1.3793811792413369
2016-01-26,air_eb20a89bba7dd3d0,0,0,0,0,0,1,0,-1.4423723939850088,-1.268132038678497,0.0,0.8498515160282625,-1.5361622004261337,1,8.0,1,1,-1.2109040613386615,-1.2109040613386615
2016-01-27,air_eb20a89bba7dd3d0,0,0,0,0,0,0,1,-1.1250902231465805,-0.7878332155032368,0.0,1.0467122893206982,-1.5119941705461915,1,12.0,1,1,-1.0630213481280657,-1.0630213481280657
2016-01-28,air_eb20a89bba7dd3d0,0,0,0,0,1,0,0,-0.9347209206435235,-0.7119965592124063,0.0,1.0467122893206982,-1.1253056924671194,1,10.0,1,1,-1.0684801059982554,-1.0684801059982554
2016-01-29,air_eb20a89bba7dd3d0,1,0,0,0,0,0,0,-1.2393118046484146,-1.4956420075509886,0.0,-1.266401796865419,-1.0648856177672643,1,2.0,1,1,-0.9290336549506801,-0.9290336549506801
2016-01-30,air_eb20a89bba7dd3d0,0,0,1,0,0,0,0,-1.5058288281526944,-1.8495464035748646,0.0,-1.266401796865419,-1.1978097821069453,1,9.0,1,1,-0.6350051060336398,-0.6350051060336398
2016-02-01,air_eb20a89bba7dd3d0,0,1,0,0,0,0,0,-1.3281508124831742,-1.6346758774175114,0.0,-1.266401796865419,-1.0648856177672643,1,8.0,1,1,-1.4242918689915345,-1.4242918689915345
2016-02-02,air_eb20a89bba7dd3d0,0,0,0,0,0,1,0,-1.163164083647192,-1.1290981688119743,0.0,0.825243919366708,-1.0648856177672643,1,5.0,1,1,-1.2798829107892413,-1.2798829107892413
2016-02-03,air_eb20a89bba7dd3d0,0,0,0,0,0,0,1,-1.290076951982563,-1.3186898095390507,0.0,0.4807375661049459,-1.1978097821069453,1,19.0,1,1,-1.206934055614887,-1.206934055614887
2016-02-04,air_eb20a89bba7dd3d0,0,0,0,0,1,0,0,-1.277385665149026,-1.2807714813936355,0.0,0.18544640616629282,-1.2461458418668294,1,8.0,1,1,-1.170211502669974,-1.170211502669974
2016-02-05,air_eb20a89bba7dd3d0,1,0,0,0,0,0,0,-0.9727947811441349,-0.8004726582183752,0.0,0.9482819026744802,-1.3065659165666845,1,22.0,1,1,-0.8054672267982025,-0.8054672267982025
2016-02-06,air_eb20a89bba7dd3d0,0,0,1,0,0,0,0,-1.0743250758124319,-1.2302137105330817,0.0,-1.0203258302498746,-0.8473733488477861,1,29.0,1,1,-0.587861288063819,-0.587861288063819
2016-02-08,air_eb20a89bba7dd3d0,0,1,0,0,0,0,0,-1.3662246729837857,-1.306050366823912,0.0,0.087016019520075,-1.2219778119868874,1,4.0,1,1,-1.374170546728883,-1.374170546728883
2016-02-09,air_eb20a89bba7dd3d0,0,0,0,0,0,1,0,-1.087016362645969,-0.6235204602064375,0.0,0.8498515160282625,-1.3065659165666845,1,2.0,1,1,-1.1617752405069535,-1.1617752405069535
2016-02-10,air_eb20a89bba7dd3d0,0,0,0,0,0,0,1,-1.163164083647192,-1.1164587260968357,0.0,1.1697502726284703,-1.1857257671669743,1,18.0,1,1,-0.845911660109154,-0.845911660109154
2016-02-11,air_eb20a89bba7dd3d0,0,0,0,0,1,0,0,-1.163164083647192,-1.027982627090867,1.0,1.1697502726284703,-1.1736417522270035,1,5.0,1,1,-0.9173717631370929,-0.9173717631370929
2016-02-12,air_eb20a89bba7dd3d0,1,0,0,0,0,0,0,-1.0108686416447463,-0.9774248562303132,0.0,-0.6758194769881125,-1.1978097821069453,1,12.0,1,1,-0.8625360590774592,-0.8625360590774592
2016-02-13,air_eb20a89bba7dd3d0,0,0,1,0,0,0,0,-0.1478611369642217,0.2738799725683908,0.0,-0.134452350433915,-0.3760967661889168,1,22.0,1,1,-0.6774345422064786,-0.6774345422064786
2016-02-15,air_eb20a89bba7dd3d0,0,1,0,0,0,0,0,-0.8966470601429122,-0.52240491848533,0.0,-1.1679714102192011,-0.9923815281274383,1,2.0,1,1,-1.3776443017371856,-1.3776443017371856
2016-02-16,air_eb20a89bba7dd3d0,0,0,0,0,0,1,0,-1.2139292309813403,-1.2175742678179433,0.0,1.0467122893206982,-1.2340618269268584,1,11.0,1,1,-1.2210772010058333,-1.2210772010058333
2016-02-17,air_eb20a89bba7dd3d0,0,0,0,0,0,0,1,-1.1377815099801174,-0.7878332155032368,0.0,0.825243919366708,-1.2219778119868874,1,4.0,1,1,-1.0563219634691963,-1.0563219634691963
2016-02-18,air_eb20a89bba7dd3d0,0,0,0,0,1,0,0,-1.1377815099801174,-1.1290981688119743,0.0,0.4069147761202826,-1.2461458418668294,1,23.0,1,1,-1.0657507270631605,-1.0657507270631605
2016-02-19,air_eb20a89bba7dd3d0,1,0,0,0,0,0,0,-0.6935864708063182,-0.3960104913339457,0.0,1.0221046926591437,-1.0890536476472064,1,22.0,1,1,-0.7546015284623432,-0.7546015284623432
2016-02-20,air_eb20a89bba7dd3d0,0,0,1,0,0,0,0,-0.9093383469764493,-1.0659009552362824,0.0,-1.1187562168960925,-0.593609035108395,1,9.0,1,1,-0.7878503263989536,-0.7878503263989536
2016-02-22,air_eb20a89bba7dd3d0,0,1,0,0,0,0,0,-1.0743250758124319,-1.24285315324822,0.0,-1.1433638135576467,-0.786953274147931,1,3.0,1,1,-1.3649899084926547,-1.3649899084926547
2016-02-23,air_eb20a89bba7dd3d0,0,0,0,0,0,1,0,-1.0743250758124319,-1.2175742678179433,0.0,-1.2417942002038647,-0.786953274147931,1,16.0,1,1,-1.1540833544171405,-1.1540833544171405
2016-02-24,air_eb20a89bba7dd3d0,0,0,0,0,0,0,1,-1.1885466573142662,-1.508281450266127,0.0,-1.2417942002038647,-1.0769696327072353,1,3.0,1,1,-1.11115766752883,-1.11115766752883
