visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Tōkyō-to Minato-ku Shibakōen,total_area_visitors,total_genre_visitors
2016-01-05,air_64d4491ad8cdb1c6,0,0,0,0,0,1,0,-0.518084044376212,-0.5141782609812433,0.0,0.771528769756903,-0.7374183017024192,1,9.0,1,1,-1.3841701526036632,-1.3841701526036634
2016-01-06,air_64d4491ad8cdb1c6,0,0,0,0,0,0,1,-0.7694750363731081,-1.0261847024863253,0.0,-1.2994591887986182,-0.4978615087764921,1,15.0,1,1,-1.3204143468397413,-1.3204143468397413
2016-01-07,air_64d4491ad8cdb1c6,0,0,0,0,1,0,0,-0.7946141355727978,-0.8263773106794641,0.0,-0.1160374981954633,-0.8092853395801973,1,9.0,1,1,-1.25161855643045,-1.25161855643045
2016-01-08,air_64d4491ad8cdb1c6,1,0,0,0,0,0,0,-1.0334355779698492,-1.0761365504380407,0.0,0.8454926254195999,-0.9769750946283464,1,28.0,1,1,-0.9192315690683429,-0.919231569068343
2016-01-09,air_64d4491ad8cdb1c6,0,0,1,0,0,0,0,-0.9705878299706251,-0.9887208165225388,0.0,0.8948018625280649,-1.0129086135672354,1,7.0,1,1,-0.6626963506190442,-0.6626963506190443
2016-01-12,air_64d4491ad8cdb1c6,0,0,0,0,0,1,0,-1.4608002643645723,-1.6755587258586244,0.0,-1.2994591887986182,-1.2404875668468662,1,4.0,1,1,-1.3597262270736221,-1.3597262270736221
2016-01-13,air_64d4491ad8cdb1c6,0,0,0,0,0,0,1,-1.3476743179659694,-1.2259920942931866,0.0,0.8454926254195999,-1.4560886804802007,1,5.0,1,1,-1.157118844329775,-1.1571188443297753
2016-01-14,air_64d4491ad8cdb1c6,0,0,0,0,1,0,0,-1.1339919747686076,-1.0136967404983965,0.0,0.9441110996365296,-1.3243324443709408,1,21.0,1,1,-1.065139124551785,-1.065139124551785
2016-01-15,air_64d4491ad8cdb1c6,1,0,0,0,0,0,0,-1.1842701731679868,-1.0761365504380407,0.0,0.6975649140942056,-1.1087313307376063,1,20.0,1,1,-0.7909639598436935,-0.7909639598436936
2016-01-16,air_64d4491ad8cdb1c6,0,0,1,0,0,0,0,-1.0711442267693836,-0.963744892546681,0.0,0.9441110996365296,-1.132687010030199,1,22.0,1,1,-0.6445524058957146,-0.6445524058957147
2016-01-18,air_64d4491ad8cdb1c6,0,1,0,0,0,0,0,-1.5362175619636413,-1.6630707638706956,0.0,-0.9542945290393646,-1.3243324443709408,1,6.0,1,1,-1.5242817257449306,-1.5242817257449306
2016-01-19,air_64d4491ad8cdb1c6,0,0,0,0,0,1,0,-1.2471179211672108,-1.3633596761604037,0.0,0.9441110996365296,-1.2404875668468662,1,15.0,1,1,-1.2896704405029884,-1.2896704405029884
2016-01-20,air_64d4491ad8cdb1c6,0,0,0,0,0,0,1,-1.3728134171656587,-1.3009198662207595,0.0,0.9687657181907618,-1.432133001187608,1,13.0,1,1,-1.165686818226903,-1.1656868182269031
2016-01-21,air_64d4491ad8cdb1c6,0,0,0,0,1,0,0,-1.2094092723676764,-1.2509680182690441,0.0,0.5249825842145791,-1.2285097272005698,1,9.0,1,1,-1.0447271867380392,-1.0447271867380392
2016-01-22,air_64d4491ad8cdb1c6,1,0,0,0,0,0,0,-1.1591310739682972,-1.1510643223656136,0.0,0.6975649140942056,-0.9889529342746427,1,10.0,1,1,-0.7390521179963895,-0.7390521179963896
2016-01-23,air_64d4491ad8cdb1c6,0,0,1,0,0,0,0,-1.3979525163653483,-1.6380948398948378,0.0,-1.2501499516901533,-1.0368642928598282,1,26.0,1,1,-0.6664763391030711,-0.6664763391030712
2016-01-25,air_64d4491ad8cdb1c6,0,1,0,0,0,0,0,-1.5236480123637963,-1.3883356001362612,0.0,1.0673841924076914,-1.6597119544672387,1,10.0,1,1,-1.3816501602809785,-1.3816501602809788
