visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Shizuoka-ken Hamamatsu-shi Motoshirochō,total_area_visitors,total_genre_visitors
2016-07-01,air_89e7328af22efe74,1,0,0,0,0,0,0,0.9286233206238733,1.0797145980177214,0.0,1.4357273665042616,0.8978776429648514,1,37.0,1,1,1.2762777447041167,1.2762777447041167
2016-07-02,air_89e7328af22efe74,0,0,1,0,0,0,0,0.940239518590727,0.9298132401905185,0.0,0.5653912692158987,0.9089856487053987,1,62.0,1,1,1.4273719165784333,1.4273719165784333
2016-07-03,air_89e7328af22efe74,0,0,0,1,0,0,0,1.1493310819940878,1.068183724338706,0.0,0.7145917430367612,1.0756057348136046,1,69.0,1,1,-0.45913641598630006,-0.4591364159863
2016-07-04,air_89e7328af22efe74,0,1,0,0,0,0,0,1.404887437264862,1.598603913573425,0.0,1.4357273665042616,1.1422537692568866,1,36.0,1,1,-1.1921961780942287,-1.1921961780942285
2016-07-05,air_89e7328af22efe74,0,0,0,0,0,1,0,0.9170071226570202,0.7683810086842994,0.0,0.2918570672109847,0.9089856487053987,1,24.0,1,1,-0.5585404764299294,-0.5585404764299294
2016-07-07,air_89e7328af22efe74,0,0,0,0,1,0,0,1.2538768636957682,1.5640112925363785,0.0,1.7341283141459862,1.0644977290730573,1,17.0,1,1,-0.18550414778329122,-0.1855041477832912
2016-07-08,air_89e7328af22efe74,1,0,0,0,0,0,0,0.824077538922193,0.5723561561410336,0.0,-1.3493481448184996,1.0311737118514162,1,44.0,1,1,1.0803613783024908,1.0803613783024908
2016-07-09,air_89e7328af22efe74,0,0,1,0,0,0,0,0.522056391784005,0.307146061523674,0.0,-1.4736818730025514,0.5646374707484396,1,74.0,1,1,1.3691753575550722,1.3691753575550722
2016-07-10,air_89e7328af22efe74,0,0,0,1,0,0,0,0.8821585287564601,0.9989984822646121,0.0,0.49079103230546783,0.7423655625971928,1,61.0,1,1,-0.306596366869167,-0.30659636686916697
2016-07-11,air_89e7328af22efe74,0,1,0,0,0,0,0,1.1028662901266741,1.3679864399931123,0.0,1.6346613315987448,0.8756616314837574,1,22.0,1,1,-1.240271596417875,-1.2402715964178748
2016-07-12,air_89e7328af22efe74,0,0,0,0,0,1,0,0.9867043104581402,0.9298132401905185,0.0,-1.4239483817289307,1.008957700370322,1,31.0,1,1,-0.5440817040017651,-0.5440817040017651
2016-07-14,air_89e7328af22efe74,0,0,0,0,1,0,0,1.2074120718283547,1.391048187351144,0.0,1.385993875230641,1.1311457635163398,1,17.0,1,1,-0.26611180407030705,-0.266111804070307
2016-07-15,air_89e7328af22efe74,1,0,0,0,0,0,0,1.0796338941929675,1.068183724338706,0.0,0.9881259450416753,1.0200657061108693,1,39.0,1,1,0.8757697484439664,0.8757697484439664
2016-07-16,air_89e7328af22efe74,0,0,1,0,0,0,0,0.7892289450216329,0.6300105245361118,0.0,-0.7525462495350507,0.9200936544459455,1,56.0,1,1,1.3124246757745275,1.3124246757745275
