visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Fukuoka-ken Fukuoka-shi Daimyō,total_area_visitors,total_genre_visitors
2016-01-03,air_901925b628677c2e,0,0,0,1,0,0,0,-0.6413595198247923,-0.671927456668367,1.0,-0.9096876436665932,-0.6068983128411912,1,10.0,1,1,-1.7022227361294626,-1.7022227361294626
2016-01-04,air_901925b628677c2e,0,1,0,0,0,0,0,-0.714251768517295,-0.5205300240228178,0.0,0.3976721984532757,-0.7373640346547166,1,11.0,1,1,-1.5040201483521698,-1.5040201483521698
2016-01-05,air_901925b628677c2e,0,0,0,0,0,1,0,-0.8478875577868832,-0.9980142346741648,0.0,-1.255027979320898,-0.630619353170923,1,8.0,1,1,-1.3734964929866356,-1.3734964929866356
2016-01-06,air_901925b628677c2e,0,0,0,0,0,0,1,-0.8964823902485517,-1.0445980601035647,0.0,-1.255027979320898,-0.7610850749844484,1,1.0,1,1,-1.3091251775724442,-1.3091251775724442
2016-01-07,air_901925b628677c2e,0,0,0,0,1,0,0,-0.9450772227102201,-1.2309333618211635,0.0,-1.1563593119910967,-0.618758833006057,1,7.0,1,1,-1.2396652206235341,-1.2396652206235341
2016-01-08,air_901925b628677c2e,1,0,0,0,0,0,0,-1.1394565525568938,-1.4172686635387624,0.0,-1.255027979320898,-0.8203876758087782,1,13.0,1,1,-0.9040693114088366,-0.9040693114088366
2016-01-09,air_901925b628677c2e,0,0,1,0,0,0,0,-1.0908617200952253,-1.3823307944667127,0.0,-1.2056936456559975,-0.7729455951493145,1,27.0,1,1,-0.6450574572916555,-0.6450574572916555
2016-01-10,air_901925b628677c2e,0,0,0,1,0,0,0,-1.0908617200952253,-1.1727035800344139,0.0,-0.31767563968778467,-0.9745744379520355,1,15.0,1,1,-0.9318024077730535,-0.9318024077730535
2016-01-11,air_901925b628677c2e,0,1,0,0,0,0,0,-1.042266887633557,-1.0329521037462148,1.0,-1.0083563109963947,-1.0101559984466335,1,26.0,1,1,-1.2948769812752319,-1.2948769812752319
2016-01-12,air_901925b628677c2e,0,0,0,0,0,1,0,-1.1394565525568938,-1.3706848381093628,0.0,-1.1563593119910967,-1.0220165186114993,1,4.0,1,1,-1.34881658154325,-1.34881658154325
2016-01-13,air_901925b628677c2e,0,0,0,0,0,0,1,-1.3459845905189847,-1.5919580088990113,0.0,-1.0083563109963947,-1.1880638009196227,1,10.0,1,1,-1.1442531918475587,-1.1442531918475587
