visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Minato-ku Shibakōen,total_area_visitors,total_genre_visitors
2016-01-04,air_fd6aac1043520e83,0,1,0,0,0,0,0,-0.7291079948107193,-0.5350380149012782,0.0,0.9082807667607308,-0.821365017928142,1,28.0,1,1,-1.4858619076770896,-1.4858619076770898
2016-01-05,air_fd6aac1043520e83,0,0,0,0,0,1,0,-0.5171601600678758,-0.5102248723814569,0.0,0.7860037787906115,-0.7379551371451223,1,36.0,1,1,-1.3569418164854408,-1.3569418164854408
2016-01-06,air_fd6aac1043520e83,0,0,0,0,0,0,1,-0.7665105538829856,-1.0188942940377905,0.0,-1.2682496191073915,-0.49964119205078,1,12.0,1,1,-1.2933613426618789,-1.293361342661879
2016-01-07,air_fd6aac1043520e83,0,0,0,0,1,0,0,-0.7914455932644967,-0.8203891538792214,0.0,-0.0943905345942471,-0.8094493206734249,1,20.0,1,1,-1.2247547444253875,-1.2247547444253875
2016-01-08,air_fd6aac1043520e83,1,0,0,0,0,0,0,-1.028328467388851,-1.0685205790774328,0.0,0.8593699715726828,-0.9762690822394645,1,42.0,1,1,-0.8932818393926681,-0.8932818393926681
2016-01-09,air_fd6aac1043520e83,0,0,1,0,0,0,0,-0.9659908689350736,-0.981674580258059,0.0,0.9082807667607308,-1.012016174003616,1,16.0,1,1,-0.6374521067745422,-0.6374521067745421
2016-01-12,air_fd6aac1043520e83,0,0,0,0,0,1,0,-1.4522241368745377,-1.6640359995531406,0.0,-1.2682496191073915,-1.238414421843241,1,10.0,1,1,-1.3325651130827312,-1.3325651130827314
2016-01-13,air_fd6aac1043520e83,0,0,0,0,0,0,1,-1.3400164596577384,-1.2173994341963599,0.0,0.8593699715726828,-1.452896972428149,1,40.0,1,1,-1.130514911682954,-1.130514911682954
2016-01-14,air_fd6aac1043520e83,0,0,0,0,1,0,0,-1.128068624914895,-1.0064877227778801,0.0,0.9571915619487782,-1.3218243026262608,1,36.0,1,1,-1.0387881411469855,-1.0387881411469855
2016-01-15,air_fd6aac1043520e83,1,0,0,0,0,0,0,-1.177938703677917,-1.0685205790774328,0.0,0.7126375860085398,-1.1073417520413529,1,53.0,1,1,-0.7653669730836051,-0.7653669730836051
2016-01-16,air_fd6aac1043520e83,0,0,1,0,0,0,0,-1.0657310264611175,-0.9568614377382376,0.0,0.9571915619487782,-1.1311731465507868,1,32.0,1,1,-0.619358058887995,-0.6193580588879949
2016-01-18,air_fd6aac1043520e83,0,1,0,0,0,0,0,-1.5270292550190707,-1.6516294282932302,0.0,-0.9258740527910578,-1.3218243026262608,1,12.0,1,1,-1.4966680751648886,-1.4966680751648889
2016-01-19,air_fd6aac1043520e83,0,0,0,0,0,1,0,-1.2402763021316945,-1.3538717180553763,0.0,0.9571915619487782,-1.238414421843241,1,22.0,1,1,-1.2627019837430074,-1.2627019837430074
2016-01-20,air_fd6aac1043520e83,0,0,0,0,0,0,1,-1.3649514990392493,-1.2918388617558234,0.0,0.981646959542802,-1.4290655779187147,1,44.0,1,1,-1.1390593231849346,-1.1390593231849346
2016-01-21,air_fd6aac1043520e83,0,0,0,0,1,0,0,-1.2028737430594278,-1.2422125767161811,0.0,0.541449802850373,-1.226498724588524,1,32.0,1,1,-1.0184323372746198,-1.0184323372746198
2016-01-22,air_fd6aac1043520e83,1,0,0,0,0,0,0,-1.153003664296406,-1.1429600066368963,0.0,0.7126375860085398,-0.9881847794941816,1,57.0,1,1,-0.7135978916304284,-0.7135978916304283
2016-01-23,air_fd6aac1043520e83,0,0,1,0,0,0,0,-1.3898865384207602,-1.626816285773409,0.0,-1.219338823919344,-1.0358475685130502,1,8.0,1,1,-0.6412217000842395,-0.6412217000842395
2016-01-25,air_fd6aac1043520e83,0,1,0,0,0,0,0,-1.5145617353283152,-1.3786848605751973,0.0,1.0794685499188974,-1.65546382575834,1,28.0,1,1,-1.354428754278976,-1.354428754278976
2016-01-26,air_fd6aac1043520e83,0,0,0,0,0,1,0,-1.402354058111516,-1.2298060054562705,0.0,0.834914573978659,-1.5005597614470176,1,39.0,1,1,-1.1837918304600097,-1.1837918304600097
2016-01-27,air_fd6aac1043520e83,0,0,0,0,0,0,1,-1.0906660658426286,-0.7583562975796685,0.0,1.03055775473085,-1.4767283669375832,1,21.0,1,1,-1.0340133229547022,-1.0340133229547022
2016-01-28,air_fd6aac1043520e83,0,0,0,0,1,0,0,-0.9036532704812961,-0.6839168700202051,0.0,1.03055775473085,-1.0954260547866357,1,62.0,1,1,-1.039542059808925,-1.039542059808925
2016-01-29,air_fd6aac1043520e83,1,0,0,0,0,0,0,-1.2028737430594278,-1.4531242881346609,0.0,-1.2682496191073915,-1.0358475685130502,1,47.0,1,1,-0.898307963805598,-0.898307963805598
2016-01-30,air_fd6aac1043520e83,0,0,1,0,0,0,0,-1.4646916565652934,-1.800508283412157,0.0,-1.2682496191073915,-1.1669202383149384,1,12.0,1,1,-0.6005100923395083,-0.6005100923395083
2016-02-01,air_fd6aac1043520e83,0,1,0,0,0,0,0,-1.2901463808947162,-1.5895965719936773,0.0,-1.2682496191073915,-1.0358475685130502,1,26.0,1,1,-1.3999151802159904,-1.3999151802159904
2016-02-02,air_fd6aac1043520e83,0,0,0,0,0,1,0,-1.128068624914895,-1.0933337215972543,0.0,0.8104591763846353,-1.0358475685130502,1,17.0,1,1,-1.2536549597997337,-1.2536549597997337
2016-02-03,air_fd6aac1043520e83,0,0,0,0,0,0,1,-1.2527438218224498,-1.2794322904959128,0.0,0.46808361006830135,-1.1669202383149384,1,41.0,1,1,-1.1797709309296658,-1.1797709309296658
2016-02-04,air_fd6aac1043520e83,0,0,0,0,1,0,0,-1.2402763021316945,-1.2422125767161811,0.0,0.17461883894001534,-1.214583027333807,1,11.0,1,1,-1.1425776102739855,-1.1425776102739855
2016-02-05,air_fd6aac1043520e83,1,0,0,0,0,0,0,-0.9410558295535625,-0.770762868839579,0.0,0.9327361643547545,-1.2741615136073925,1,55.0,1,1,-0.7731574659236463,-0.7731574659236463
2016-02-06,air_fd6aac1043520e83,0,0,1,0,0,0,0,-1.0407959870796064,-1.1925862916765386,0.0,-1.0236956431671531,-0.821365017928142,1,41.0,1,1,-0.5527619104166753,-0.5527619104166752
2016-02-08,air_fd6aac1043520e83,0,1,0,0,0,0,0,-1.3275489399669829,-1.2670257192360022,0.0,0.07679724856391988,-1.1907516328243726,1,18.0,1,1,-1.3491513236453996,-1.3491513236453996
2016-02-09,air_fd6aac1043520e83,0,0,0,0,0,1,0,-1.053263506770362,-0.5970708712008311,0.0,0.834914573978659,-1.2741615136073925,1,27.0,1,1,-1.134033198772005,-1.134033198772005
2016-02-10,air_fd6aac1043520e83,0,0,0,0,0,0,1,-1.128068624914895,-1.0809271503373434,0.0,1.152834742700969,-1.1550045410602212,1,60.0,1,1,-0.8141203798890241,-0.8141203798890241
2016-02-12,air_fd6aac1043520e83,1,0,0,0,0,0,0,-0.978458388625829,-0.9444548664783271,0.0,-0.6813200768508194,-1.1669202383149384,1,60.0,1,1,-0.8309578966723389,-0.8309578966723388
2016-02-13,air_fd6aac1043520e83,0,0,1,0,0,0,0,-0.13066704965445552,0.2837956882528201,0.0,-0.14330132978229482,-0.3566528249941745,1,10.0,1,1,-0.643483456070058,-0.6434834560700579
2016-02-15,air_fd6aac1043520e83,0,1,0,0,0,0,0,-0.8662507114090297,-0.4978183011215464,0.0,-1.1704280287312963,-0.9643533849847473,1,10.0,1,1,-1.3526696107344505,-1.3526696107344505
