visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Tōkyō-to Toshima-ku Minamiikebukuro,total_area_visitors,total_genre_visitors
2016-07-01,air_75bd5d1b6dc6670d,1,0,0,0,0,0,0,1.1031792248504124,1.1820906760159888,0.0,-0.1854738235748191,1.0485521776237703,1,17.0,1,1,1.3692706613705776,1.3692706613705776
2016-07-02,air_75bd5d1b6dc6670d,0,0,1,0,0,0,0,1.2643222616866636,1.3206698828207344,0.0,0.4806563985083848,1.202547069844912,1,19.0,1,1,1.5216744653785559,1.5216744653785559
2016-07-03,air_75bd5d1b6dc6670d,0,0,0,1,0,0,0,1.517547033857916,1.7364075032349713,0.0,0.6671728606916818,1.3345426917487486,1,4.0,1,1,-0.38118547030957445,-0.38118547030957434
2016-07-04,air_75bd5d1b6dc6670d,0,1,0,0,0,0,0,1.3564039970216646,1.5516352274953102,0.0,0.5339468162750409,1.2245463401622185,1,7.0,1,1,-1.120599141429622,-1.120599141429622
2016-07-05,air_75bd5d1b6dc6670d,0,0,0,0,0,1,0,0.6542807650922831,0.6046773143295484,0.0,-1.3578630144412582,0.8505587447680162,1,5.0,1,1,-0.4814511308411391,-0.481451130841139
2016-07-06,air_75bd5d1b6dc6670d,0,0,0,0,0,0,1,0.8154238019285348,0.7548047883680226,0.0,-0.2654094502248038,0.8835576502439753,1,13.0,1,1,-0.04101142930612064,-0.041011429306120534
2016-07-07,air_75bd5d1b6dc6670d,0,0,0,0,1,0,0,1.310363129354164,1.8865349772734463,0.0,2.052723722624746,1.037552542465117,1,18.0,1,1,-0.10518145204632201,-0.1051814520463219
2016-07-08,air_75bd5d1b6dc6670d,1,0,0,0,0,0,0,1.068648574099787,1.0897045381461583,0.0,-0.7983136278913668,1.0595518127824235,1,30.0,1,1,1.171656159522912,1.171656159522912
2016-07-09,air_75bd5d1b6dc6670d,0,0,1,0,0,0,0,0.7348522835104088,0.5238394436934464,0.0,-1.3578630144412582,0.8615583799266693,1,27.0,1,1,1.462973478667349,1.462973478667349
2016-07-10,air_75bd5d1b6dc6670d,0,0,0,1,0,0,0,1.1031792248504124,1.2629285466520905,0.0,1.7596264249081361,0.8505587447680162,1,7.0,1,1,-0.22732325669386438,-0.22732325669386427
2016-07-11,air_75bd5d1b6dc6670d,0,1,0,0,0,0,0,1.3794244308554147,1.5169904257941242,0.0,1.9727880959747615,1.0815510830997295,1,8.0,1,1,-1.169091260886706,-1.169091260886706
2016-07-12,air_75bd5d1b6dc6670d,0,0,0,0,0,1,0,1.2758324786035389,1.3206698828207344,0.0,0.3207851452084157,1.3345426917487486,1,21.0,1,1,-0.46686703476382063,-0.46686703476382047
2016-07-13,air_75bd5d1b6dc6670d,0,0,0,0,0,0,1,1.0456281402660368,0.8356426590041246,0.0,-1.3578630144412582,1.2135467050035653,1,20.0,1,1,-0.3964987711907589,-0.39649877119075877
2016-07-14,air_75bd5d1b6dc6670d,0,0,0,0,1,0,0,1.1377098756010373,1.4477008223917511,0.0,-0.31869986799146,0.9715547315131994,1,7.0,1,1,-0.1864877876773726,-0.18648778767737248
2016-07-15,air_75bd5d1b6dc6670d,1,0,0,0,0,0,0,0.7118318496766586,0.41990503858988726,0.0,-1.3578630144412582,0.9385558260372403,1,19.0,1,1,0.9652912000288553,0.9652912000288554
2016-07-16,air_75bd5d1b6dc6670d,0,0,1,0,0,0,0,0.9305259710972859,0.8471909262378531,0.0,-0.9315396723080076,0.8395591096093634,1,29.0,1,1,1.4057309015638737,1.405730901563874
2016-07-19,air_75bd5d1b6dc6670d,0,0,0,0,0,1,0,1.2988529124372892,1.378411218989378,0.0,0.29413993632508767,1.2355459753208713,1,16.0,1,1,-0.8088640877769393,-0.8088640877769391
2016-07-20,air_75bd5d1b6dc6670d,0,0,0,0,0,0,1,1.1837507432685381,1.101252805379887,0.0,-0.13218340580816298,1.1915474346862593,1,12.0,1,1,-0.34071460369501566,-0.34071460369501555
2016-07-21,air_75bd5d1b6dc6670d,0,0,0,0,1,0,0,0.6657909820091583,0.45454984029107376,0.0,-1.3578630144412582,0.9275561908785871,1,21.0,1,1,-0.12596378895650084,-0.12596378895650076
2016-07-22,air_75bd5d1b6dc6670d,1,0,0,0,0,0,0,0.6197501143416577,0.26977756455141266,0.0,-1.3578630144412582,0.872558015085322,1,13.0,1,1,1.027273608357459,1.027273608357459
2016-07-23,air_75bd5d1b6dc6670d,0,0,1,0,0,0,0,0.7348522835104088,0.7779013228354805,0.0,-0.9848300900746639,0.8065602041334042,1,28.0,1,1,1.334633433186946,1.3346334331869463
2016-07-24,air_75bd5d1b6dc6670d,0,0,0,1,0,0,0,0.9075055372635353,0.9973184002763277,0.0,0.5872372340416974,0.7185631228641801,1,2.0,1,1,-0.40269701202361924,-0.4026970120236191
2016-07-25,air_75bd5d1b6dc6670d,0,1,0,0,0,0,0,0.9995872725985362,0.8702874607053107,0.0,-1.144701343374633,0.9495554611958934,1,3.0,1,1,-1.0287193361425155,-1.0287193361425153
2016-07-26,air_75bd5d1b6dc6670d,0,0,0,0,0,1,0,0.8959953203466604,0.8125461245366666,0.0,-1.33121780555793,0.9825543666718521,1,18.0,1,1,-0.3173800499713061,-0.317380049971306
2016-07-27,air_75bd5d1b6dc6670d,0,0,0,0,0,0,1,0.9765668387647861,0.800997857302938,0.0,-1.2779273877912738,1.0925507182583822,1,17.0,1,1,-0.11940094572170754,-0.11940094572170742
2016-07-28,air_75bd5d1b6dc6670d,0,0,0,0,1,0,0,1.2067711771022882,1.239832012184633,0.0,0.027687847491806108,1.1915474346862593,1,19.0,1,1,0.0997250978400028,0.09972509784000291
2016-07-29,air_75bd5d1b6dc6670d,1,0,0,0,0,0,0,1.287342695520414,1.389959486223107,0.0,1.70633600714148,1.1475488940516472,1,13.0,1,1,1.267181988829348,1.267181988829348
2016-07-30,air_75bd5d1b6dc6670d,0,0,1,0,0,0,0,1.287342695520414,1.4477008223917511,0.0,1.519819544958183,1.0595518127824235,1,30.0,1,1,1.3823963478401642,1.3823963478401642
2016-07-31,air_75bd5d1b6dc6670d,0,0,0,1,0,0,0,1.3218733462710393,1.2051872104834465,0.0,0.4806563985083848,1.3125434214314422,1,6.0,1,1,-0.35894472379166376,-0.35894472379166364
2016-08-01,air_75bd5d1b6dc6670d,0,1,0,0,0,0,0,1.310363129354164,1.286025081119548,0.0,-0.8516040456580232,1.3345426917487486,1,11.0,1,1,-1.081951286824728,-1.0819512868247279
2016-08-02,air_75bd5d1b6dc6670d,0,0,0,0,0,1,0,1.1377098756010373,1.0435114692112428,0.0,-0.9048944634246794,1.1035503534170352,1,23.0,1,1,-0.7355790049884138,-0.7355790049884137
2016-08-03,air_75bd5d1b6dc6670d,0,0,0,0,0,0,1,1.2413018278529135,1.343766417288192,0.0,-0.2654094502248038,1.202547069844912,1,20.0,1,1,-0.2962331106591943,-0.2962331106591941
2016-08-04,air_75bd5d1b6dc6670d,0,0,0,0,1,0,0,1.39093464777229,1.4592490896254802,0.0,0.9069797406416352,1.3125434214314422,1,11.0,1,1,-0.17190369160005411,-0.171903691600054
2016-08-05,air_75bd5d1b6dc6670d,1,0,0,0,0,0,0,1.4599959492735404,1.5054421585603952,0.0,1.519819544958183,1.3345426917487486,1,6.0,1,1,0.8595565034682963,0.8595565034682964
2016-08-06,air_75bd5d1b6dc6670d,0,0,1,0,0,0,0,1.506036816941041,1.5978282964302262,0.0,0.9869153672916199,1.4665383136525845,1,8.0,1,1,0.6218357374080048,0.6218357374080049
2016-08-07,air_75bd5d1b6dc6670d,0,0,0,1,0,0,0,1.4484857323566656,1.528538693027853,0.0,1.6264003804914953,1.3235430565900954,1,5.0,1,1,-0.5525485992180668,-0.5525485992180666
2016-08-08,air_75bd5d1b6dc6670d,0,1,0,0,0,0,0,1.4369755154397903,1.482345624092938,0.0,-0.13218340580816298,1.4115401378593195,1,18.0,1,1,-1.06372116672808,-1.0637211667280797
2016-08-09,air_75bd5d1b6dc6670d,0,0,0,0,0,1,0,1.8283228906135436,2.0020176496107345,0.0,0.8003989051083226,1.4555386784939315,1,12.0,1,1,-0.24701178639824434,-0.24701178639824423
2016-08-10,air_75bd5d1b6dc6670d,0,0,0,0,0,0,1,1.506036816941041,1.574731761962768,0.0,-0.05224777915817832,1.4885375839698904,1,18.0,1,1,0.7385085060265527,0.7385085060265528
2016-08-11,air_75bd5d1b6dc6670d,0,0,0,0,1,0,0,1.2988529124372892,1.355314684521921,1.0,-0.05224777915817832,1.4005405027006663,1,19.0,1,1,0.4337008980105963,0.43370089801059636
2016-08-12,air_75bd5d1b6dc6670d,1,0,0,0,0,0,0,1.2297916109360383,1.332218150054463,0.0,0.10762347414179053,1.2905441511141362,1,13.0,1,1,0.008939099758695194,0.0089390997586953
2016-08-13,air_75bd5d1b6dc6670d,0,0,1,0,0,0,0,1.2067711771022882,1.3206698828207344,1.0,0.5605920251583693,1.1915474346862593,1,24.0,1,1,0.17191637342272933,0.17191637342272945
2016-08-14,air_75bd5d1b6dc6670d,0,0,0,1,0,0,0,1.1492200925179126,1.158994141548531,1.0,-0.3453450768747882,1.2135467050035653,1,1.0,1,1,-0.8456889303721684,-0.8456889303721683
2016-08-17,air_75bd5d1b6dc6670d,0,0,0,0,0,0,1,1.4599959492735404,1.6093765636639543,0.0,1.3066578738915575,1.1585485292103004,1,16.0,1,1,-0.753079920281196,-0.7530799202811959
2016-08-18,air_75bd5d1b6dc6670d,0,0,0,0,1,0,0,1.2528120447697884,1.297573348353277,0.0,-1.0647657167246485,1.4005405027006663,1,19.0,1,1,-0.482544938046938,-0.4825449380469379
2016-08-19,air_75bd5d1b6dc6670d,1,0,0,0,0,0,0,1.3333835631879145,1.378411218989378,0.0,0.4806563985083848,1.3785412323833603,1,17.0,1,1,0.823460865676933,0.8234608656769331
