visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Tōkyō-to Shinjuku-ku Kabukichō,total_area_visitors,total_genre_visitors
2016-01-04,air_082908692355165e,0,1,0,0,0,0,0,-0.7373745753354696,-0.5414950475488317,0.0,0.912956958724626,-0.8295956350392885,1,47.0,1,1,-1.5225261294839008,-1.522526129483901
2016-01-05,air_082908692355165e,0,0,0,0,0,1,0,-0.5252910993214274,-0.5167207643276431,0.0,0.7902947953643116,-0.7461947972614026,1,46.0,1,1,-1.392065582659438,-1.3920655826594381
2016-01-06,air_082908692355165e,0,0,0,0,0,0,1,-0.7748010711026534,-1.0245935703620046,0.0,-1.270429549088971,-0.5079066893245857,1,49.0,1,1,-1.3277253909506872,-1.3277253909506874
2016-01-07,air_082908692355165e,0,0,0,0,1,0,0,-0.799752068280776,-0.8263993045924978,0.0,-0.09287278082995246,-0.8176812296424476,1,41.0,1,1,-1.2582990180791895,-1.2582990180791898
2016-01-08,air_082908692355165e,1,0,0,0,0,0,0,-1.036786541472941,-1.0741421368043813,0.0,0.8638920933805,-0.9844829051982196,1,68.0,1,1,-0.9228653703960189,-0.9228653703960191
2016-01-09,air_082908692355165e,0,0,1,0,0,0,0,-0.9744090485276342,-0.9874321455302222,0.0,0.912956958724626,-1.0202261213887422,1,13.0,1,1,-0.663978749212192,-0.6639787492121921
2016-01-10,air_082908692355165e,0,0,0,1,0,0,0,-0.8995560569932664,-0.8263993045924978,0.0,0.9620218240687516,-1.0678837429761054,1,4.0,1,1,-0.9505850577329905,-0.9505850577329907
2016-01-11,air_082908692355165e,0,1,0,0,0,0,0,-0.9993600457057569,-1.1236907032467582,1.0,-0.46085927091089574,-0.9010820674203336,1,9.0,1,1,-1.3134840836949953,-1.3134840836949957
2016-01-12,air_082908692355165e,0,0,0,0,0,1,0,-1.4609534935010249,-1.6687249341129022,0.0,-1.270429549088971,-1.2465998239287182,1,52.0,1,1,-1.3673976040201146,-1.3673976040201148
2016-01-13,air_082908692355165e,0,0,0,0,0,0,1,-1.3486740061994733,-1.2227878361315117,0.0,0.8638920933805,-1.4610591210718533,1,66.0,1,1,-1.1629331212776814,-1.1629331212776817
2016-01-14,air_082908692355165e,0,0,0,0,1,0,0,-1.136590530185431,-1.0122064287514105,0.0,0.9620218240687516,-1.3300006617066042,1,30.0,1,1,-1.070110315057547,-1.0701103150575473
2016-01-15,air_082908692355165e,1,0,0,0,0,0,0,-1.1864925245416764,-1.0741421368043813,0.0,0.7166974973481227,-1.1155413645634689,1,52.0,1,1,-0.7934220598041055,-0.7934220598041056
2016-01-16,air_082908692355165e,0,0,1,0,0,0,0,-1.0742130372401246,-0.9626578623090337,0.0,0.9620218240687516,-1.1393701753571503,1,42.0,1,1,-0.6456684970263026,-0.6456684970263027
2016-01-17,air_082908692355165e,0,0,0,1,0,0,0,-1.1615415273635539,-1.3590463938480477,0.0,-0.5099241362550214,-1.0797981483729464,1,6.0,1,1,-1.2496525101025193,-1.2496525101025195
2016-01-18,air_082908692355165e,0,1,0,0,0,0,0,-1.5358064850353927,-1.6563377925023082,0.0,-0.9269754916800905,-1.3300006617066042,1,54.0,1,1,-1.533461418983807,-1.5334614189838074
2016-01-19,air_082908692355165e,0,0,0,0,0,1,0,-1.248870017486983,-1.3590463938480477,0.0,0.9620218240687516,-1.2465998239287182,1,53.0,1,1,-1.29669968585793,-1.2966996858579303
2016-01-20,air_082908692355165e,0,0,0,0,0,0,1,-1.3736250033775959,-1.2971106857950767,0.0,0.9865542567408144,-1.4372303102781716,1,49.0,1,1,-1.1715796292543517,-1.1715796292543519
2016-01-21,air_082908692355165e,0,0,0,0,1,0,0,-1.2114435217197987,-1.2475621193527,0.0,0.5449704686436827,-1.2346854185318772,1,40.0,1,1,-1.0495112813484213,-1.0495112813484215
2016-01-22,air_082908692355165e,1,0,0,0,0,0,0,-1.1615415273635539,-1.1484649864679464,0.0,0.7166974973481227,-0.9963973105950603,1,21.0,1,1,-0.7410343938278104,-0.7410343938278106
2016-01-23,air_082908692355165e,0,0,1,0,0,0,0,-1.3985760005557184,-1.6315635092811196,0.0,-1.221364683744845,-1.0440549321824237,1,56.0,1,1,-0.6677933850842523,-0.6677933850842525
2016-01-25,air_082908692355165e,0,1,0,0,0,0,0,-1.5233309864463314,-1.383820677069236,0.0,1.0846839874290661,-1.6636040128181477,1,45.0,1,1,-1.3895224920780642,-1.3895224920780647
2016-01-26,air_082908692355165e,0,0,0,0,0,1,0,-1.4110514991447798,-1.235174977742106,0.0,0.8393596607084371,-1.508716742659217,1,56.0,1,1,-1.2168466416028005,-1.216846641602801
2016-01-27,air_082908692355165e,0,0,0,0,0,0,1,-1.0991640344182474,-0.7644635965395269,0.0,1.0356191220849404,-1.484887931865535,1,40.0,1,1,-1.0652784429529374,-1.0652784429529376
2016-01-28,air_082908692355165e,0,0,0,0,1,0,0,-0.9120315555823277,-0.6901407468759618,0.0,1.0356191220849404,-1.1036269591666281,1,56.0,1,1,-1.0708732422319591,-1.0708732422319593
2016-01-29,air_082908692355165e,1,0,0,0,0,0,0,-1.2114435217197987,-1.4581435267328011,0.0,-1.270429549088971,-1.0440549321824237,1,51.0,1,1,-0.927951551558766,-0.9279515515587662
2016-01-30,air_082908692355165e,0,0,1,0,0,0,0,-1.4734289920900863,-1.8049834918294383,0.0,-1.270429549088971,-1.175113391547673,1,30.0,1,1,-0.626595317666001,-0.6265953176660011
2016-01-31,air_082908692355165e,0,0,0,1,0,0,0,-1.1241150315963697,-1.036980711972599,0.0,-0.019275482813763845,-1.1989422023413547,1,4.0,1,1,-1.181243373463571,-1.1812433734635712
2016-02-01,air_082908692355165e,0,1,0,0,0,0,0,-1.2987720118432278,-1.5944020844493372,0.0,-1.270429549088971,-1.0440549321824237,1,19.0,1,1,-1.4355524316009254,-1.4355524316009258
2016-02-02,air_082908692355165e,0,0,0,0,0,1,0,-1.136590530185431,-1.0989164200255699,0.0,0.8148272280363744,-1.0440549321824237,1,80.0,1,1,-1.2875445597649853,-1.2875445597649855
2016-02-03,air_082908692355165e,0,0,0,0,0,0,1,-1.261345516076044,-1.2847235441844826,0.0,0.4713731706274939,-1.175113391547673,1,40.0,1,1,-1.212777696672603,-1.2127776966726032
2016-02-04,air_082908692355165e,0,0,0,0,1,0,0,-1.248870017486983,-1.2475621193527,0.0,0.17698397856273942,-1.2227710131350364,1,43.0,1,1,-1.1751399560682745,-1.1751399560682747
2016-02-05,air_082908692355165e,1,0,0,0,0,0,0,-0.9494580513495116,-0.776850738150121,0.0,0.9374893913966889,-1.2823430401192408,1,11.0,1,1,-0.8013056406063634,-0.8013056406063637
2016-02-06,air_082908692355165e,0,0,1,0,0,0,0,-1.0492620400620019,-1.1980135529103233,0.0,-1.0251052223683421,-0.8295956350392885,1,73.0,1,1,-0.5782765966199036,-0.5782765966199037
2016-02-08,air_082908692355165e,0,1,0,0,0,0,0,-1.336198507610412,-1.2723364025738884,0.0,0.07885424787448779,-1.1989422023413547,1,41.0,1,1,-1.38418200185718,-1.3841820018571802
2016-02-09,air_082908692355165e,0,0,0,0,0,1,0,-1.0617375386510632,-0.6034307556018026,0.0,0.8393596607084371,-1.2823430401192408,1,49.0,1,1,-1.1664934480916045,-1.1664934480916047
2016-02-10,air_082908692355165e,0,0,0,0,0,0,1,-1.136590530185431,-1.0865292784149756,0.0,1.1582812854452549,-1.1631989861508323,1,7.0,1,1,-0.8427580170827522,-0.8427580170827524
2016-02-11,air_082908692355165e,0,0,0,0,1,0,0,-1.136590530185431,-0.9998192871408164,1.0,1.1582812854452549,-1.1512845807539915,1,7.0,1,1,-0.9159990258263103,-0.9159990258263105
2016-02-12,air_082908692355165e,1,0,0,0,0,0,0,-0.9868845471166955,-0.9502707206984395,0.0,-0.6816511649594618,-1.175113391547673,1,52.0,1,1,-0.859796723977955,-0.8597967239779551
2016-02-13,air_082908692355165e,0,0,1,0,0,0,0,-0.13855064306052714,0.27605629875038457,0.0,-0.14193764617407828,-0.3649338245624954,1,14.0,1,1,-0.6700821666074885,-0.6700821666074886
2016-02-15,air_082908692355165e,0,1,0,0,0,0,0,-0.8746050598151438,-0.5043336227170491,0.0,-1.1722998184007194,-0.9725684998013785,1,55.0,1,1,-1.3877423286711028,-1.3877423286711033
2016-02-16,air_082908692355165e,0,0,0,0,0,1,0,-1.1864925245416764,-1.185626411299729,0.0,1.0356191220849404,-1.2108566077381957,1,47.0,1,1,-1.2272733129864322,-1.2272733129864324
2016-02-17,air_082908692355165e,0,0,0,0,0,0,1,-1.1116395330073083,-0.7644635965395269,0.0,0.8148272280363744,-1.1989422023413547,1,47.0,1,1,-1.0584120983832288,-1.058412098383229
2016-02-18,air_082908692355165e,0,0,0,0,1,0,0,-1.1116395330073083,-1.0989164200255699,0.0,0.39777587261130526,-1.2227710131350364,1,43.0,1,1,-1.0680758425924484,-1.0680758425924486
2016-02-19,air_082908692355165e,1,0,0,0,0,0,0,-0.6749970823901631,-0.38046220661110725,0.0,1.0110866894128776,-1.0678837429761054,1,42.0,1,1,-0.7491722836882058,-0.749172283688206
2016-02-20,air_082908692355165e,0,0,1,0,0,0,0,-0.8870805584042051,-1.036980711972599,0.0,-1.1232349530565937,-0.5793931217056307,1,31.0,1,1,-0.7832496974786113,-0.7832496974786114
2016-02-22,air_082908692355165e,0,1,0,0,0,0,0,-1.0492620400620019,-1.2104006945209174,0.0,-1.1477673857286566,-0.7700236080550842,1,46.0,1,1,-1.3747725667060977,-1.3747725667060982
2016-02-23,air_082908692355165e,0,0,0,0,0,1,0,-1.0492620400620019,-1.185626411299729,0.0,-1.2458971164169081,-0.7700236080550842,1,45.0,1,1,-1.1586098672893466,-1.1586098672893468
2016-02-24,air_082908692355165e,0,0,0,0,0,0,1,-1.1615415273635539,-1.4705306683433954,0.0,-1.2458971164169081,-1.0559693375792647,1,59.0,1,1,-1.114614400231584,-1.1146144002315843
2016-02-25,air_082908692355165e,0,0,0,0,1,0,0,-1.4110514991447798,-1.383820677069236,0.0,-0.7797808956477132,-1.3061718509129223,1,38.0,1,1,-1.0103476863952687,-1.010347686395269
2016-02-26,air_082908692355165e,1,0,0,0,0,0,0,-1.1615415273635539,-1.0122064287514105,0.0,1.3054758814776322,-1.341915067103445,1,52.0,1,1,-0.6004014846778535,-0.6004014846778536
