visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Hokkaidō Sapporo-shi Kotoni 2 Jō,total_area_visitors,total_genre_visitors
2016-07-01,air_cf22e368c1a71d53,1,0,0,0,0,0,0,1.1327283916220818,1.165427430705787,0.0,1.9082788513549043,1.0542993103061982,1,24.0,1,1,1.185497950629404,1.185497950629405
2016-07-02,air_cf22e368c1a71d53,0,0,1,0,0,0,0,0.9807383583306503,0.9036957706526096,0.0,-1.1582393846476142,1.0992621688002924,1,40.0,1,1,1.3600237450382442,1.3600237450382449
2016-07-05,air_cf22e368c1a71d53,0,0,0,0,0,1,0,0.7393424231030828,0.8614809867730648,0.0,1.4627163726194956,0.6496335838593513,1,28.0,1,1,-0.9338631317133504,-0.9338631317133501
2016-07-06,air_cf22e368c1a71d53,0,0,0,0,0,0,1,0.6588771113605605,0.6419641105994319,0.0,0.8861061060207315,0.757544444245177,1,34.0,1,1,-0.429491936388282,-0.42949193638828154
2016-07-07,air_cf22e368c1a71d53,0,0,0,0,1,0,0,0.8198077348456055,0.9796823816357901,0.0,2.2752126573723,0.7305667291487208,1,36.0,1,1,-0.5029764814025304,-0.5029764814025299
2016-07-08,air_cf22e368c1a71d53,1,0,0,0,0,0,0,0.9002730465881279,0.9205816842044274,0.0,2.013117081645589,0.7395593008475394,1,33.0,1,1,0.9591989540514347,0.9591989540514354
2016-07-09,air_cf22e368c1a71d53,0,0,1,0,0,0,0,1.0254413092987182,0.9712394248598814,0.0,0.5453818575760072,0.9104181631250973,1,46.0,1,1,1.2928020873831647,1.2928020873831654
2016-07-12,air_cf22e368c1a71d53,0,0,0,0,0,1,0,0.9092136367817417,0.9290246409803365,0.0,2.1441648695089444,0.9014255914262783,1,33.0,1,1,-0.9171620987555668,-0.9171620987555663
2016-07-13,air_cf22e368c1a71d53,0,0,0,0,0,0,1,1.105906621041241,1.2836288255685127,0.0,1.4889259301921667,1.0992621688002924,1,22.0,1,1,-0.8365796147342602,-0.8365796147342599
2016-07-14,air_cf22e368c1a71d53,0,0,0,0,1,0,0,1.0522630798795591,1.1232126468262422,0.0,0.6502200878666917,1.0812770254026547,1,29.0,1,1,-0.5960847401421746,-0.5960847401421742
2016-07-15,air_cf22e368c1a71d53,1,0,0,0,0,0,0,1.088025440654014,1.1569844739298782,0.0,1.1219921241747712,1.0992621688002924,1,26.0,1,1,0.722879337698795,0.7228793376987956
2016-07-19,air_cf22e368c1a71d53,0,0,0,0,0,1,0,0.9360354073625823,0.7010648080307945,0.0,-1.1320298270749432,1.0812770254026547,1,20.0,1,1,-1.3088013216155951,-1.3088013216155947
2016-07-20,air_cf22e368c1a71d53,0,0,0,0,0,0,1,1.016500719105105,1.005011251963517,0.0,0.8598965484480605,1.0542993103061982,1,23.0,1,1,-0.7726981636707375,-0.7726981636707371
2016-07-21,air_cf22e368c1a71d53,0,0,0,0,1,0,0,1.0522630798795591,1.22452812813715,0.0,0.755058318157376,1.018329023510923,1,28.0,1,1,-0.5267754533673722,-0.5267754533673717
2016-07-22,air_cf22e368c1a71d53,1,0,0,0,0,0,0,1.0075601289114913,1.0472260358430618,0.0,1.1219921241747712,1.027321595209742,1,28.0,1,1,0.7938587277693758,0.7938587277693765
2016-07-23,air_cf22e368c1a71d53,0,0,1,0,0,0,0,1.0075601289114913,1.165427430705787,0.0,2.222793542226958,0.96437359331801,1,40.0,1,1,1.145832997354668,1.1458329973546686
2016-07-26,air_cf22e368c1a71d53,0,0,0,0,0,1,0,1.1327283916220818,1.1569844739298782,0.0,1.4889259301921667,1.018329023510923,1,18.0,1,1,-0.7459765109382835,-0.7459765109382831
2016-07-27,air_cf22e368c1a71d53,0,0,0,0,0,0,1,0.9986195387178778,0.7179507215826126,0.0,-1.1582393846476142,1.1891878857884806,1,18.0,1,1,-0.5192599885363695,-0.519259988536369
2016-07-28,air_cf22e368c1a71d53,0,0,0,0,1,0,0,1.1953125229773771,1.0472260358430618,0.0,-1.079610711929601,1.2970987461743066,1,18.0,1,1,-0.26832696834566905,-0.26832696834566855
2016-07-29,air_cf22e368c1a71d53,1,0,0,0,0,0,0,1.2310748837518315,1.1316556036021514,0.0,-1.1582393846476142,1.3600467480660383,1,23.0,1,1,1.068590719924918,1.0685907199249187
2016-07-30,air_cf22e368c1a71d53,0,0,1,0,0,0,0,1.356243146462422,1.3005147391203304,0.0,-0.6602577907668633,1.476950180150683,1,38.0,1,1,1.2005288802914096,1.2005288802914102
2016-08-02,air_cf22e368c1a71d53,0,0,0,0,0,1,0,1.4009460974304901,1.3680583933276023,0.0,1.2530399120381268,1.4589650367530451,1,13.0,1,1,-1.224878631002732,-1.2248786310027315
2016-08-03,air_cf22e368c1a71d53,0,0,0,0,0,0,1,1.3920055072368764,1.4271590907589646,0.0,-0.29332398474946797,1.5129204669459582,1,18.0,1,1,-0.7217600131494971,-0.7217600131494968
2016-08-04,air_cf22e368c1a71d53,0,0,0,0,1,0,0,1.3830649170432627,1.3933872636553288,0.0,0.7288487605847049,1.431987321656589,1,14.0,1,1,-0.5793837071843909,-0.5793837071843905
2016-08-05,air_cf22e368c1a71d53,1,0,0,0,0,0,0,1.2578966543326724,1.173870387481696,0.0,0.8074774333027183,1.2341507442825748,1,30.0,1,1,0.6017968487548631,0.6017968487548636
2016-08-06,air_cf22e368c1a71d53,0,0,1,0,0,0,0,1.2310748837518315,1.410273177207147,0.0,2.1703744270816148,1.0812770254026547,1,40.0,1,1,0.3295700115429883,0.32957001154298887
2016-08-09,air_cf22e368c1a71d53,0,0,0,0,0,1,0,1.2131937033646043,1.1147696900503334,0.0,0.9909443363114158,1.216165600884937,1,26.0,1,1,-0.6653940269169771,-0.6653940269169767
2016-08-10,air_cf22e368c1a71d53,0,0,0,0,0,0,1,1.150609572009309,1.0641119493948796,0.0,1.6986023907735357,1.2431433159813936,1,19.0,1,1,0.4631782752052581,0.4631782752052587
2016-08-11,air_cf22e368c1a71d53,0,0,0,0,1,0,0,1.2489560641390587,1.3427295229998752,1.0,1.7510215059188776,1.0992621688002924,1,36.0,1,1,0.11412668638757825,0.11412668638757881
2016-08-16,air_cf22e368c1a71d53,0,0,0,0,0,1,0,1.3204807856879675,1.1823133442576053,0.0,-0.7913055786302188,1.3960170348613135,1,22.0,1,1,-1.8098323103491067,-1.8098323103491065
2016-08-17,air_cf22e368c1a71d53,0,0,0,0,0,0,1,1.1416689818156953,0.8614809867730648,0.0,-1.1582393846476142,1.324076461270763,1,15.0,1,1,-1.2449198705520723,-1.244919870552072
