visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Creative cuisine,Tōkyō-to Shinjuku-ku Kabukichō,total_area_visitors,total_genre_visitors
2016-07-01,air_90213bcae4afa274,1,0,0,0,0,0,0,1.1131896203968128,1.1981668431232817,0.0,-0.15964826366856383,1.0486471841007574,1,42.0,1,1,1.3255992692674925,1.3255992692674923
2016-07-02,air_90213bcae4afa274,0,0,1,0,0,0,0,1.2773950031656967,1.3399484192253979,0.0,0.5013559825932333,1.2042689458117373,1,30.0,1,1,1.4802011477718444,1.4802011477718442
2016-07-04,air_90213bcae4afa274,0,1,0,0,0,0,0,1.371226650462202,1.576251046062258,0.0,0.554236322294177,1.2265006260561633,1,12.0,1,1,-1.2001811812258552,-1.2001811812258547
2016-07-05,air_90213bcae4afa274,0,0,0,0,0,1,0,0.6557603398263496,0.6074102760311304,0.0,-1.323015737089327,0.8485620619009258,1,19.0,1,1,-0.5518149299863122,-0.5518149299863121
2016-07-06,air_90213bcae4afa274,0,0,0,0,0,0,1,0.8199657225952339,0.7610069834750894,0.0,-0.23896877321997967,0.8819095822675644,1,14.0,1,1,-0.10502289832780234,-0.10502289832780229
2016-07-07,air_90213bcae4afa274,0,0,0,0,1,0,0,1.324310826813949,1.9188898549757063,0.0,2.0613260037710748,1.0375313439785443,1,38.0,1,1,-0.1701184261191084,-0.17011842611910835
2016-07-08,air_90213bcae4afa274,1,0,0,0,0,0,0,1.078002752660623,1.1036457923885374,0.0,-0.7677721702294174,1.0597630242229703,1,37.0,1,1,1.1251346325465386,1.1251346325465383
2016-07-09,air_90213bcae4afa274,0,0,1,0,0,0,0,0.7378630312107916,0.5247043566382289,0.0,-1.323015737089327,0.8596779020231388,1,32.0,1,1,1.4206535342809337,1.4206535342809334
2016-07-11,air_90213bcae4afa274,0,1,0,0,0,0,0,1.3946845622863282,1.5408056520367293,0.0,1.982005494219659,1.0819947044673959,1,43.0,1,1,-1.2493726880226943,-1.249372688022694
2016-07-12,air_90213bcae4afa274,0,0,0,0,0,1,0,1.28912395907776,1.3399484192253979,0.0,0.3427149634904019,1.3376590272782918,1,69.0,1,1,-0.5370204918519245,-0.5370204918519244
2016-07-13,air_90213bcae4afa274,0,0,0,0,0,0,1,1.054544840836497,0.8437129028679909,0.0,-1.323015737089327,1.2153847859339502,1,69.0,1,1,-0.4656373278535036,-0.4656373278535035
2016-07-14,air_90213bcae4afa274,0,0,0,0,1,0,0,1.1483764881330019,1.469914863985671,0.0,-0.29184911292092336,0.9708363032452674,1,48.0,1,1,-0.2525974187183201,-0.25259741871832003
2016-07-15,air_90213bcae4afa274,1,0,0,0,0,0,0,0.7144051193866654,0.4183681745616419,0.0,-1.323015737089327,0.9374887828786287,1,44.0,1,1,0.915793332944952,0.9157933329449518
2016-07-16,air_90213bcae4afa274,0,0,1,0,0,0,0,0.9372552817158655,0.8555280342098337,0.0,-0.8999730194817768,0.8374462217787131,1,27.0,1,1,1.3625853646034618,1.3625853646034616
2016-07-17,air_90213bcae4afa274,0,0,0,1,0,0,0,1.1483764881330019,0.9854944789701071,0.0,-1.2965755672388553,1.2265006260561633,1,25.0,1,1,0.44902880980501864,0.4490288098050186
2016-07-19,air_90213bcae4afa274,0,0,0,0,0,1,0,1.3125818709018862,1.3990240759346126,0.0,0.3162747936399301,1.237616466178376,1,42.0,1,1,-0.8839500661033171,-0.8839500661033168
2016-07-20,air_90213bcae4afa274,0,0,0,0,0,0,1,1.1952923117812546,1.11546092373038,0.0,-0.10676792396762023,1.1931531056895246,1,42.0,1,1,-0.40904860198947046,-0.40904860198947035
2016-07-21,air_90213bcae4afa274,0,0,0,0,1,0,0,0.667489295738413,0.45381356858717103,0.0,-1.323015737089327,0.9263729427564157,1,52.0,1,1,-0.19120050046061096,-0.19120050046061088
2016-07-22,air_90213bcae4afa274,1,0,0,0,0,0,0,0.6205734720901601,0.26477146711768246,0.0,-1.323015737089327,0.8707937421453513,1,49.0,1,1,0.9786696950160999,0.9786696950160997
2016-07-23,air_90213bcae4afa274,0,0,1,0,0,0,0,0.7378630312107916,0.7846372461587758,0.0,-0.9528533591827205,0.8040987014120744,1,25.0,1,1,1.2904624786983216,1.2904624786983214
2016-07-25,air_90213bcae4afa274,0,1,0,0,0,0,0,1.007629017188244,0.8791582968935197,0.0,-1.111494378285552,0.9486046230008417,1,40.0,1,1,-1.1069762209792122,-1.106976220979212
2016-07-26,air_90213bcae4afa274,0,0,0,0,0,1,0,0.902068413979676,0.8200826401843045,0.0,-1.2965755672388553,0.9819521433674799,1,30.0,1,1,-0.3853775009744501,-0.38537750097445
2016-07-27,air_90213bcae4afa274,0,0,0,0,0,0,1,0.9841711053641179,0.8082675088424618,0.0,-1.2436952275379114,1.0931105445896085,1,28.0,1,1,-0.18454300330013648,-0.1845430033001364
2016-07-28,air_90213bcae4afa274,0,0,0,0,1,0,0,1.2187502236053809,1.2572424998324967,0.0,0.05187309513521123,1.1931531056895246,1,53.0,1,1,0.03774342966903938,0.03774342966903941
2016-07-29,air_90213bcae4afa274,1,0,0,0,0,0,0,1.300852914989823,1.4108392072764557,0.0,1.7176037957149402,1.1486897452006728,1,59.0,1,1,1.2220382023267782,1.2220382023267782
2016-08-01,air_90213bcae4afa274,0,1,0,0,0,0,0,1.324310826813949,1.3045030251998688,0.0,-0.8206525099303611,1.3376590272782918,1,45.0,1,1,-1.1609759201697276,-1.1609759201697274
2016-08-02,air_90213bcae4afa274,0,0,0,0,0,1,0,1.1483764881330019,1.056385267021165,0.0,-0.8735328496313048,1.1042263847118217,1,23.0,1,1,-0.8096080144780187,-0.8096080144780184
2016-08-03,air_90213bcae4afa274,0,0,0,0,0,0,1,1.2539370913415704,1.3635786819090838,0.0,-0.23896877321997967,1.2042689458117373,1,26.0,1,1,-0.36392556567958784,-0.3639255656795878
2016-08-04,air_90213bcae4afa274,0,0,0,0,1,0,0,1.4064135181983914,1.481729995327514,0.0,0.9243987002007835,1.3154273470338658,1,30.0,1,1,-0.23780298058393234,-0.23780298058393226
2016-08-05,air_90213bcae4afa274,1,0,0,0,0,0,0,1.47678725367077,1.528990520694886,0.0,1.532522606761637,1.3376590272782918,1,51.0,1,1,0.8085336564706408,0.8085336564706407
2016-08-06,air_90213bcae4afa274,0,0,1,0,0,0,0,1.523703077319023,1.6235115714296307,0.0,1.0037192097521994,1.471049108744846,1,13.0,1,1,0.5673843148801206,0.5673843148801205
2016-08-08,air_90213bcae4afa274,0,1,0,0,0,0,0,1.4533293418466438,1.5053602580112004,0.0,-0.10676792396762023,1.4154699081337818,1,17.0,1,1,-1.1424828725017429,-1.1424828725017426
2016-08-09,air_90213bcae4afa274,0,0,0,0,0,1,0,1.8521138428567907,2.0370411683941367,0.0,0.8186380207988958,1.4599332686226332,1,33.0,1,1,-0.31399433697602924,-0.31399433697602913
2016-08-10,air_90213bcae4afa274,0,0,0,0,0,0,1,1.523703077319023,1.5998813087459443,0.0,-0.02744741441620438,1.4932807889892719,1,49.0,1,1,0.6857398199552226,0.6857398199552225
