visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Hyōgo-ken Kōbe-shi Kumoidōri,total_area_visitors,total_genre_visitors
2016-07-01,air_3ac24136722e2291,1,0,0,0,0,0,0,0.9230450532676668,0.9264702836442977,0.0,0.9658236281213244,0.8820382977837249,1,31.0,1,1,1.3403388536987975,1.3403388536987975
2016-07-02,air_3ac24136722e2291,0,0,1,0,0,0,0,1.0976506199941616,0.9907926432951797,0.0,1.6052654784637181,1.1817331081767568,1,16.0,1,1,1.4957755898478795,1.4957755898478795
2016-07-03,air_3ac24136722e2291,0,0,0,1,0,0,0,1.1522148595961912,1.0979965760466492,0.0,0.9924670385522574,1.192436494262222,1,23.0,1,1,-0.4449524626929319,-0.4449524626929319
2016-07-04,air_3ac24136722e2291,0,1,0,0,0,0,0,1.2286047950390326,1.2909636549992947,0.0,0.8592499863975919,1.1710297220912913,1,3.0,1,1,-1.1990809337702963,-1.1990809337702963
2016-07-06,air_3ac24136722e2291,0,0,0,0,0,0,1,1.174040555437003,1.0551150029460612,0.0,1.2855445532925212,1.2887669690314112,1,25.0,1,1,-0.09800874301088994,-0.09800874301088994
2016-07-07,air_3ac24136722e2291,0,0,0,0,1,0,0,1.1958662512778147,1.194480115522972,0.0,2.0049166349277145,1.2138432664331529,1,11.0,1,1,-0.16345578981050343,-0.16345578981050343
2016-07-08,air_3ac24136722e2291,1,0,0,0,0,0,0,0.9885221407901025,0.8943091038188568,0.0,-1.5120135419554528,0.9783687725529135,1,23.0,1,1,1.1387916982136241,1.1387916982136241
2016-07-09,air_3ac24136722e2291,0,0,1,0,0,0,0,0.7047880948595485,0.5083749459135664,0.0,-0.9791453333367911,0.8178179812709322,1,19.0,1,1,1.4359064163550512,1.4359064163550512
2016-07-10,air_3ac24136722e2291,0,0,0,1,0,0,0,1.0758249241533495,1.0336742163957673,0.0,0.37966859864079616,1.0746992473221026,1,20.0,1,1,-0.28802829366204047,-0.28802829366204047
2016-07-11,air_3ac24136722e2291,0,1,0,0,0,0,0,1.1303891637553791,1.2266412953484127,0.0,0.1931647256242648,1.138919563834895,1,19.0,1,1,-1.2485380770904588,-1.2485380770904588
