visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Tōkyō-to Shibuya-ku Shibuya,total_area_visitors,total_genre_visitors
2016-07-01,air_e76a668009c5dabc,1,0,0,0,0,0,0,1.0765239018541655,1.1526792308478766,0.0,-0.18340552202025118,1.0233021489616065,1,14.0,1,1,1.353805033662519,1.353805033662519
2016-07-02,air_e76a668009c5dabc,0,0,1,0,0,0,0,1.237419986629678,1.291184146885928,0.0,0.48335758094181713,1.176729915048764,1,21.0,1,1,1.5136264747138277,1.5136264747138277
2016-07-04,air_e76a668009c5dabc,0,1,0,0,0,0,0,1.3293606065013999,1.522025673616013,0.0,0.5366986291787824,1.1986481673469296,1,2.0,1,1,-1.2572490834173573,-1.257249083417357
2016-07-05,air_e76a668009c5dabc,0,0,0,0,0,1,0,0.6283133799795222,0.575575414022663,0.0,-1.3569085832334915,0.8260378782781183,1,11.0,1,1,-0.586993135659117,-0.5869931356591169
2016-07-06,air_e76a668009c5dabc,0,0,0,0,0,0,1,0.7892094647550353,0.7256224063972182,0.0,-0.26341709437569955,0.8589152567253664,1,11.0,1,1,-0.12511681797973642,-0.1251168179797363
2016-07-07,air_e76a668009c5dabc,0,0,0,0,1,0,0,1.2833902965655388,1.8567458873746376,0.0,2.0569185039322986,1.0123430228125239,1,10.0,1,1,-0.19241005631712962,-0.1924100563171295
2016-07-08,air_e76a668009c5dabc,1,0,0,0,0,0,0,1.0420461694022698,1.0603426201558424,0.0,-0.7968275767453541,1.0342612751106894,1,13.0,1,1,1.1465724474189556,1.1465724474189558
2016-07-09,air_e76a668009c5dabc,0,0,1,0,0,0,0,0.7087614223672786,0.49478087966713274,0.0,-1.3569085832334915,0.836997004427201,1,21.0,1,1,1.4520684555529169,1.4520684555529169
2016-07-11,air_e76a668009c5dabc,0,1,0,0,0,0,0,1.3523457614693302,1.4873994446065004,0.0,1.9769069315768502,1.0561795274088548,1,7.0,1,1,-1.3081013601155012,-1.308101360115501
2016-07-13,air_e76a668009c5dabc,0,0,0,0,0,0,1,1.0190610144343395,0.8064169407527485,0.0,-1.3569085832334915,1.187689041197847,1,6.0,1,1,-0.49790606445109087,-0.4979060644510907
2016-07-14,air_e76a668009c5dabc,0,0,0,0,1,0,0,1.1110016343060607,1.4181469865874747,0.0,-0.31675814261266494,0.9465882659180279,1,10.0,1,1,-0.2776736480741676,-0.2776736480741675
2016-07-15,air_e76a668009c5dabc,1,0,0,0,0,0,0,0.6857762673993483,0.39090219263859444,0.0,-1.3569085832334915,0.9137108874707798,1,8.0,1,1,0.9301635104930207,0.9301635104930207
2016-07-16,air_e76a668009c5dabc,0,0,1,0,0,0,0,0.9041352395946873,0.8179590170892526,0.0,-0.9301801973377678,0.8150787521290358,1,8.0,1,1,1.3920398281724014,1.3920398281724014
2016-07-17,air_e76a668009c5dabc,0,0,0,1,0,0,0,1.1110016343060607,0.9449218567907997,0.0,-1.330238059115009,1.1986481673469296,1,11.0,1,1,0.4476404037783035,0.44764040377830355
2016-07-18,air_e76a668009c5dabc,0,1,0,0,0,0,0,1.4327938038570864,1.4873994446065004,1.0,0.6433807256527134,1.352075933434087,1,8.0,1,1,-1.109280428664112,-1.1092804286641118
2016-07-19,air_e76a668009c5dabc,0,0,0,0,0,1,0,1.271897719081574,1.3488945285684488,0.0,0.296663912112438,1.209607293496012,1,6.0,1,1,-0.930341590357862,-0.9303415903578618
2016-07-20,air_e76a668009c5dabc,0,0,0,0,0,0,1,1.1569719442419217,1.0718846964923465,0.0,-0.1300644737832859,1.1657707888996816,1,13.0,1,1,-0.4394068288509706,-0.4394068288509705
2016-07-21,air_e76a668009c5dabc,0,0,0,0,1,0,0,0.6398059574634876,0.42552842164810734,0.0,-1.3569085832334915,0.902751761321697,1,12.0,1,1,-0.21420388918776265,-0.21420388918776254
