visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Fukuoka-ken Fukuoka-shi Daimyō,total_area_visitors,total_genre_visitors
2016-07-01,air_4579cb0669fd411b,1,0,0,0,0,0,0,1.0709033124566445,1.196940044058651,0.0,0.593838076697272,0.9092989316894088,1,14.0,1,1,1.4256378073379863,1.4256378073379863
2016-07-02,air_4579cb0669fd411b,0,0,1,0,0,0,0,1.356924865211135,1.2521619226729979,0.0,0.03922518352363303,1.4406691811833583,1,29.0,1,1,1.5875195105382542,1.5875195105382542
2016-07-03,air_4579cb0669fd411b,0,0,0,1,0,0,0,1.322602278880596,1.2300731712272597,0.0,-0.14564578086758,1.4406691811833583,1,38.0,1,1,-0.4336781186536074,-0.4336781186536077
2016-07-04,air_4579cb0669fd411b,0,1,0,0,0,0,0,1.4026883136518533,1.4288719342389085,0.0,0.4617873878464055,1.3742478999966146,1,12.0,1,1,-1.219075472936247,-1.2190754729362474
2016-07-05,air_4579cb0669fd411b,0,0,0,0,0,1,0,1.3683657273213143,1.417827558516039,0.0,1.4125523475726438,1.241405337623127,1,19.0,1,1,-0.5401792391800995,-0.5401792391800998
2016-07-06,air_4579cb0669fd411b,0,0,0,0,0,0,1,1.2997205546602368,1.3184281770102144,0.0,1.7030638630445498,1.241405337623127,1,15.0,1,1,-0.0723488624673635,-0.07234886246736377
2016-07-07,air_4579cb0669fd411b,0,0,0,0,1,0,0,1.1052258987871835,1.0754519111070884,0.0,0.6466583522376186,1.1307032023118877,1,12.0,1,1,-0.1405095796043184,-0.14050957960431867
2016-07-08,air_4579cb0669fd411b,1,0,0,0,0,0,0,0.7391183112614352,0.567410627855096,0.0,-1.3869222560657246,0.8428776505026649,1,14.0,1,1,1.2157337807003183,1.2157337807003183
2016-07-09,air_4579cb0669fd411b,0,0,1,0,0,0,0,0.8878495186937704,0.8324756452039613,0.0,-0.0928255053272334,0.9203691452205328,1,25.0,1,1,1.525167945430017,1.525167945430017
2016-07-10,air_4579cb0669fd411b,0,0,0,1,0,0,0,0.9908172776853872,0.8876975238183082,0.0,-0.6210282607306993,1.1085627752496399,1,26.0,1,1,-0.27024730824568144,-0.2702473082456817
2016-07-11,air_4579cb0669fd411b,0,1,0,0,0,0,0,1.0022581397955665,0.7993425180353531,0.0,-1.3076918427552047,1.1417734158430117,1,7.0,1,1,-1.2705832875908776,-1.270583287590878
2016-07-12,air_4579cb0669fd411b,0,0,0,0,0,1,0,1.1281076230075426,1.2079844197815206,0.0,-0.594618122960526,1.1417734158430117,1,28.0,1,1,-0.5246881671035187,-0.5246881671035191
