visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Yakiniku/Korean food,Tōkyō-to Shibuya-ku Shibuya,total_area_visitors,total_genre_visitors
2016-07-01,air_08f994758a1e76d4,1,0,0,0,0,0,0,1.0766017135391686,1.1537799752810622,0.0,-0.1695184287162073,1.0203699400316883,1,37.0,1,1,1.4207661831833982,1.420766183183398
2016-07-02,air_08f994758a1e76d4,0,0,1,0,0,0,0,1.2384945069007347,1.2928320241707707,0.0,0.49785478732600585,1.1747022307289186,1,6.0,1,1,1.5815648235638398,1.5815648235638395
2016-07-03,air_08f994758a1e76d4,0,0,0,1,0,0,0,1.4928974678974816,1.7099881708398958,0.0,0.6847192878178253,1.306987051326545,1,10.0,1,1,-0.4261100667364572,-0.4261100667364576
2016-07-04,air_08f994758a1e76d4,0,1,0,0,0,0,0,1.3310046745359154,1.524585438986951,0.0,0.5512446446093827,1.1967497008285233,1,23.0,1,1,-1.2062527526013742,-1.2062527526013747
2016-07-05,air_08f994758a1e76d4,0,0,0,0,0,1,0,0.6256146463176621,0.5743964382406103,0.0,-1.3440952889505025,0.8219427091352492,1,18.0,1,1,-0.5318986459341161,-0.5318986459341165
2016-07-06,air_08f994758a1e76d4,0,0,0,0,0,0,1,0.7875074396792286,0.7250361578711274,0.0,-0.24960321464127305,0.8550139142846559,1,15.0,1,1,-0.06719826894949088,-0.0671982689494913
2016-07-07,air_08f994758a1e76d4,0,0,0,0,1,0,0,1.2847495907183248,1.8606278904704139,0.0,2.0728555771856287,1.009346204981886,1,24.0,1,1,-0.13490295963599255,-0.134902959635993
2016-07-08,air_08f994758a1e76d4,1,0,0,0,0,0,0,1.0419104006759756,1.0610786093545899,0.0,-0.7835017874750434,1.0313936750814907,1,55.0,1,1,1.212266510728376,1.2122665107283757
2016-07-09,air_08f994758a1e76d4,0,0,1,0,0,0,0,0.7065610429984451,0.4932827430549467,0.0,-1.3440952889505025,0.8329664441850516,1,16.0,1,1,1.5196304190153922,1.519630419015392
2016-07-10,air_08f994758a1e76d4,0,0,0,1,0,0,0,1.0766017135391686,1.2348936704667255,0.0,1.7792113621270547,0.8219427091352492,1,6.0,1,1,-0.2637726833858679,-0.26377268338586835
2016-07-11,air_08f994758a1e76d4,0,1,0,0,0,0,0,1.3541322164447105,1.4898224267645241,0.0,1.992770791260563,1.053441145181095,1,26.0,1,1,-1.2574159563587874,-1.257415956358788
2016-07-12,air_08f994758a1e76d4,0,0,0,0,0,1,0,1.2500582778551323,1.2928320241707707,0.0,0.33768521547587455,1.306987051326545,1,25.0,1,1,-0.5165112162326384,-0.5165112162326388
2016-07-13,air_08f994758a1e76d4,0,0,0,0,0,0,1,1.0187828587671806,0.8061498530567911,0.0,-1.3440952889505025,1.185725965778721,1,24.0,1,1,-0.4422668679230087,-0.4422668679230092
2016-07-14,air_08f994758a1e76d4,0,0,0,0,1,0,0,1.1112930264023608,1.4202964023196698,0.0,-0.30299307192465,0.9432037946830732,1,18.0,1,1,-0.22068788022173047,-0.22068788022173091
2016-07-15,air_08f994758a1e76d4,1,0,0,0,0,0,0,0.6834335010896501,0.3889937063876655,0.0,-1.3440952889505025,0.9101325895336667,1,30.0,1,1,0.9945343804524672,0.9945343804524669
2016-07-16,air_08f994758a1e76d4,0,0,1,0,0,0,0,0.9031451492232045,0.8177375237975999,0.0,-0.916976430683486,0.8109189740854473,1,14.0,1,1,1.4592347574370923,1.459234757437092
2016-07-17,air_08f994758a1e76d4,0,0,0,1,0,0,0,1.1112930264023608,0.9452019019464994,0.0,-1.317400360308814,1.1967497008285233,1,31.0,1,1,0.5090609733708472,0.5090609733708469
2016-07-18,air_08f994758a1e76d4,0,1,0,0,0,0,0,1.4350786131254936,1.4898224267645241,1.0,0.6580243591761369,1.3510819915257535,1,6.0,1,1,-1.057379370239578,-1.0573793702395784
2016-07-19,air_08f994758a1e76d4,0,0,0,0,0,1,0,1.2731858197639274,1.3507703778748155,0.0,0.3109902868341861,1.2077734358783252,1,51.0,1,1,-0.8773464427322893,-0.8773464427322899
2016-07-20,air_08f994758a1e76d4,0,0,0,0,0,0,1,1.1575481102199516,1.0726662800953985,0.0,-0.11612857143283042,1.1636784956791166,1,26.0,1,1,-0.38340994931485667,-0.3834099493148571
2016-07-21,air_08f994758a1e76d4,0,0,0,0,1,0,0,0.6371784172720598,0.4237567186100927,0.0,-1.3440952889505025,0.8991088544838644,1,24.0,1,1,-0.1568300469605982,-0.15683004696059866
2016-07-22,air_08f994758a1e76d4,1,0,0,0,0,0,0,0.5909233334544692,0.2383539867571479,0.0,-1.3440952889505025,0.8439901792348535,1,30.0,1,1,1.0599309566837471,1.059930956683747
2016-07-23,air_08f994758a1e76d4,0,0,1,0,0,0,0,0.7065610429984451,0.7482114993527459,0.0,-0.9703662879668631,0.7778477689360408,1,11.0,1,1,1.384221037642389,1.3842210376423885
2016-07-24,air_08f994758a1e76d4,0,0,0,1,0,0,0,0.880017607314409,0.9683772434281175,0.0,0.6046345018927598,0.6896578885376233,1,5.0,1,1,-0.4488065255461367,-0.44880652554613715
2016-07-25,air_08f994758a1e76d4,0,1,0,0,0,0,0,0.9725277749495899,0.8409128652792178,0.0,-1.1305358598169943,0.9211563245834691,1,14.0,1,1,-1.109311945482065,-1.1093119454820655
2016-07-26,air_08f994758a1e76d4,0,0,0,0,0,1,0,0.8684538363600117,0.7829745115751726,0.0,-1.317400360308814,0.9542275297328753,1,27.0,1,1,-0.35879006179249245,-0.3587900617924929
2016-07-27,air_08f994758a1e76d4,0,0,0,0,0,0,1,0.9494002330407948,0.7713868408343638,0.0,-1.264010503025437,1.064464880230897,1,7.0,1,1,-0.14990570359493327,-0.1499057035949337
2016-07-28,air_08f994758a1e76d4,0,0,0,0,1,0,0,1.1806756521287467,1.2117183289851075,0.0,0.04404100041730087,1.1636784956791166,1,27.0,1,1,0.08129042766976848,0.08129042766976807
2016-07-29,air_08f994758a1e76d4,1,0,0,0,0,0,0,1.2616220488095298,1.3623580486156246,0.0,1.7258215048436778,1.1195835554799078,1,73.0,1,1,1.3130541752730547,1.3130541752730545
2016-07-30,air_08f994758a1e76d4,0,0,1,0,0,0,0,1.2616220488095298,1.4202964023196698,0.0,1.5389570043518583,1.0313936750814907,1,8.0,1,1,1.434614869914728,1.4346148699147279
2016-07-31,air_08f994758a1e76d4,0,0,0,1,0,0,0,1.2963133616727225,1.1769553167626803,0.0,0.49785478732600585,1.2849395812269402,1,33.0,1,1,-0.4026442364417037,-0.40264423644170416
2016-08-01,air_08f994758a1e76d4,0,1,0,0,0,0,0,1.2847495907183248,1.2580690119483435,0.0,-0.8368916447584205,1.306987051326545,1,32.0,1,1,-1.1654760638924584,-1.165476063892459
