visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Hyōgo-ken Kōbe-shi Kumoidōri,total_area_visitors,total_genre_visitors
2016-07-01,air_56cebcbd6906e04c,1,0,0,0,0,0,0,0.8978521579722993,0.8993581024101369,0.0,0.9489069765226545,0.8584153650920173,1,64.0,1,1,1.363693657052287,1.363693657052287
2016-07-02,air_56cebcbd6906e04c,0,0,1,0,0,0,0,1.0714027869072724,0.9632162135751191,0.0,1.588588430540358,1.1570508309598728,1,24.0,1,1,1.5189461420696484,1.5189461420696484
2016-07-03,air_56cebcbd6906e04c,0,0,0,1,0,0,0,1.1256373584494515,1.0696463988500893,0.0,0.9755603704400587,1.167716383312296,1,78.0,1,1,-0.41948141607774053,-0.41948141607774053
2016-07-04,air_56cebcbd6906e04c,0,1,0,0,0,0,0,1.201565758608502,1.2612207323450355,0.0,0.8422934008530372,1.1463852786074493,1,12.0,1,1,-1.1727159606117326,-1.1727159606117326
2016-07-05,air_56cebcbd6906e04c,0,0,0,0,0,1,0,1.255800330150681,1.2931497879275262,0.0,1.588588430540358,1.24237524977926,1,20.0,1,1,-0.5216212088523203,-0.5216212088523203
2016-07-06,air_56cebcbd6906e04c,0,0,0,0,0,0,1,1.147331187066323,1.027074324740101,0.0,1.2687477035315062,1.263706354484107,1,9.0,1,1,-0.07294895550071165,-0.07294895550071165
2016-07-07,air_56cebcbd6906e04c,0,0,0,0,1,0,0,1.1690250156831945,1.1654335655975625,0.0,1.9883893393014227,1.1890474880171429,1,15.0,1,1,-0.13831842287644272,-0.13831842287644272
2016-07-08,air_56cebcbd6906e04c,1,0,0,0,0,0,0,0.9629336438229142,0.8674290468276459,0.0,-1.5298586577959479,0.954405336263828,1,20.0,1,1,1.162385410929297,1.162385410929297
2016-07-09,air_56cebcbd6906e04c,0,0,1,0,0,0,0,0.6809138718035831,0.4842803798377538,0.0,-0.9967907794478613,0.7944220509774768,1,9.0,1,1,1.4591479361179853,1.4591479361179853
2016-07-10,air_56cebcbd6906e04c,0,0,0,1,0,0,0,1.0497089582904005,1.005788287685107,0.0,0.36253231033975913,1.050395307435639,1,22.0,1,1,-0.2627432613472945,-0.2627432613472945
2016-07-11,air_56cebcbd6906e04c,0,1,0,0,0,0,0,1.1039435298325795,1.1973626211800532,0.0,0.17595855291792906,1.114388621550179,1,5.0,1,1,-1.222114478571802,-1.222114478571802
2016-07-12,air_56cebcbd6906e04c,0,0,0,0,0,1,0,1.093096615524144,0.9206441394651309,0.0,-1.3166315064567133,1.1783819356647196,1,5.0,1,1,-0.5067645117214724,-0.5067645117214724
2016-07-13,air_56cebcbd6906e04c,0,0,0,0,0,0,1,0.9954743867482214,0.7184267874426878,0.0,-1.5298586577959479,1.167716383312296,1,12.0,1,1,-0.4350809480651309,-0.4350809480651309
2016-07-14,air_56cebcbd6906e04c,0,0,0,0,1,0,0,0.9846274724397859,1.0909324359050832,0.0,0.255918734670142,0.9864019933210982,1,16.0,1,1,-0.22114450938092015,-0.22114450938092015
2016-07-15,air_56cebcbd6906e04c,1,0,0,0,0,0,0,0.8436175864301203,0.8461430097726519,0.0,-1.210017930787096,0.9437397839114047,1,22.0,1,1,0.9521631465277983,0.9521631465277983
2016-07-16,air_56cebcbd6906e04c,0,0,1,0,0,0,0,0.9737805581313499,0.8887150838826402,0.0,-0.7569102341912224,0.9224086792065576,1,34.0,1,1,1.400835399879407,1.400835399879407
2016-07-17,air_56cebcbd6906e04c,0,0,0,1,0,0,0,1.1581781013747585,1.080289417377586,0.0,-1.2633247186219045,1.1463852786074493,1,20.0,1,1,0.4834343520495448,0.4834343520495448
2016-07-18,air_56cebcbd6906e04c,0,1,0,0,0,0,0,1.136484272757887,1.0696463988500893,1.0,0.8156400069356329,1.1463852786074493,1,36.0,1,1,-1.0289774158707785,-1.0289774158707785
2016-07-20,air_56cebcbd6906e04c,0,0,0,0,0,0,1,1.147331187066323,1.1760765841250589,0.0,2.0950029149710403,1.061060859788062,1,7.0,1,1,-0.37825408153963747,-0.37825408153963747
2016-07-21,air_56cebcbd6906e04c,0,0,0,0,1,0,0,1.1147904441410155,1.1760765841250589,0.0,1.1621341278618889,1.0717264121404855,1,37.0,1,1,-0.15948921628790108,-0.15948921628790108
2016-07-22,air_56cebcbd6906e04c,1,0,0,0,0,0,0,1.147331187066323,1.2612207323450355,0.0,1.588588430540358,1.050395307435639,1,41.0,1,1,1.0153041093339021,1.0153041093339021
2016-07-23,air_56cebcbd6906e04c,0,0,1,0,0,0,0,1.038862043981965,1.1015754544325804,0.0,1.481974854870741,1.0717264121404855,1,16.0,1,1,1.328409001366523,1.328409001366523
2016-07-24,air_56cebcbd6906e04c,0,0,0,1,0,0,0,0.9629336438229142,0.8993581024101369,0.0,-0.7569102341912224,1.0183986503783684,1,7.0,1,1,-0.44139504434574134,-0.44139504434574134
2016-07-26,air_56cebcbd6906e04c,0,0,0,0,0,1,0,0.8761583293554277,0.6332826392227118,0.0,-1.476551869961139,1.0183986503783684,1,48.0,1,1,-0.3544833661302807,-0.3544833661302807
2016-07-27,air_56cebcbd6906e04c,0,0,0,0,0,0,1,1.0497089582904005,0.9419301765201252,0.0,0.5491060677615894,1.1250541739026025,1,10.0,1,1,-0.15280370257901948,-0.15280370257901948
2016-07-28,air_56cebcbd6906e04c,0,0,0,0,1,0,0,1.1798719299916305,1.0909324359050832,0.0,1.3487078852837193,1.24237524977926,1,2.0,1,1,0.07041817181197126,0.07041817181197126
2016-07-29,air_56cebcbd6906e04c,1,0,0,0,0,0,0,1.1798719299916305,1.1867196026525562,0.0,1.1088273400270805,1.2210441450744132,1,34.0,1,1,1.2596967771363512,1.2596967771363512
2016-07-30,air_56cebcbd6906e04c,0,0,1,0,0,0,0,1.190718844300066,1.3250788435100176,0.0,1.5619350366229536,1.24237524977926,1,41.0,1,1,1.3770646844700503,1.3770646844700503
2016-07-31,air_56cebcbd6906e04c,0,0,0,1,0,0,0,1.190718844300066,1.1973626211800532,0.0,1.002213764357463,1.1890474880171429,1,5.0,1,1,-0.3968249529531974,-0.3968249529531974
2016-08-01,air_56cebcbd6906e04c,0,1,0,0,0,0,0,1.299187987384424,1.3782939361475026,0.0,0.7889866130182283,1.24237524977926,1,12.0,1,1,-1.1333457132149856,-1.1333457132149856
2016-08-02,air_56cebcbd6906e04c,0,0,0,0,0,1,0,1.299187987384424,1.2931497879275262,0.0,0.6557196434312066,1.3383652209510708,1,13.0,1,1,-0.7804991563573462,-0.7804991563573462
2016-08-03,air_56cebcbd6906e04c,0,0,0,0,0,0,1,1.2883410730759886,1.3463648805650112,0.0,1.0821739461096762,1.2317096974268367,1,17.0,1,1,-0.3329411552905511,-0.3329411552905511
2016-08-04,air_56cebcbd6906e04c,0,0,0,0,1,0,0,1.2774941587675526,1.335721862037514,0.0,1.4286680670359322,1.3063685638938005,1,9.0,1,1,-0.2062878122500722,-0.2062878122500722
2016-08-05,air_56cebcbd6906e04c,1,0,0,0,0,0,0,1.255800330150681,1.388936954674999,0.0,1.4553214609533363,1.1570508309598728,1,51.0,1,1,0.8444520923291505,0.8444520923291505
2016-08-06,air_56cebcbd6906e04c,0,0,1,0,0,0,0,1.2666472444591166,1.5060101584774663,0.0,0.9489069765226545,1.317034116246224,1,11.0,1,1,0.6022879290963286,0.6022879290963286
2016-08-07,air_56cebcbd6906e04c,0,0,0,1,0,0,0,1.3208818160012956,1.442152047312484,0.0,1.588588430540358,1.349030773303494,1,2.0,1,1,-0.5940476073652042,-0.5940476073652042
2016-08-08,air_56cebcbd6906e04c,0,1,0,0,0,0,0,1.4185040447772181,1.697584491972413,0.0,1.3753612792011236,1.2210441450744132,1,14.0,1,1,-1.1147748418014256,-1.1147748418014256
2016-08-09,air_56cebcbd6906e04c,0,0,0,0,0,1,0,1.364269473235039,1.5272961955324607,0.0,0.20261194683533326,1.3810274303607644,1,13.0,1,1,-0.2827998024739392,-0.2827998024739392
2016-08-10,air_56cebcbd6906e04c,0,0,0,0,0,0,1,1.244953415842245,1.3995799732024963,0.0,1.668548612292571,1.1570508309598728,1,30.0,1,1,0.7211415061431123,0.7211415061431123
2016-08-11,air_56cebcbd6906e04c,0,0,0,0,1,0,0,1.2341065015338095,1.2612207323450355,1.0,1.7218554001273796,1.0930575168453323,1,16.0,1,1,0.4106365361083898,0.4106365361083898
2016-08-12,air_56cebcbd6906e04c,1,0,0,0,0,0,0,1.2124126729169376,1.1335045100150711,0.0,1.8551223697144013,1.2317096974268367,1,24.0,1,1,-0.022064767827557355,-0.022064767827557355
2016-08-13,air_56cebcbd6906e04c,0,0,1,0,0,0,0,1.255800330150681,1.2080056397075505,1.0,1.5619350366229536,1.295703011541377,1,7.0,1,1,0.14395882260966872,0.14395882260966872
2016-08-14,air_56cebcbd6906e04c,0,0,0,1,0,0,0,1.255800330150681,1.1760765841250589,1.0,0.8422934008530372,1.3916929827131879,1,19.0,1,1,-0.8926672196952484,-0.8926672196952484
2016-08-16,air_56cebcbd6906e04c,0,0,0,0,0,1,0,1.3208818160012956,1.3250788435100176,0.0,1.242094309614102,1.3916929827131879,1,10.0,1,1,-1.3008549733652963,-1.3008549733652963
2016-08-17,air_56cebcbd6906e04c,0,0,0,0,0,0,1,1.299187987384424,1.1760765841250589,0.0,-0.8368704159434354,1.370361878008341,1,23.0,1,1,-0.7983271929143638,-0.7983271929143638
2016-08-18,air_56cebcbd6906e04c,0,0,0,0,1,0,0,1.4293509590856537,1.5060101584774663,0.0,1.0288671582748672,1.2850374591889537,1,14.0,1,1,-0.522735461137134,-0.522735461137134
2016-08-19,air_56cebcbd6906e04c,1,0,0,0,0,0,0,1.4401978733940897,1.5805112881699457,0.0,0.9755603704400587,1.4556862968277282,1,35.0,1,1,0.8076817669303018,0.8076817669303018
2016-08-20,air_56cebcbd6906e04c,0,0,1,0,0,0,0,1.4618917020109612,1.6017973252249393,0.0,1.3220544913663148,1.3596963256559176,1,40.0,1,1,0.6903138595966029,0.6903138595966029
2016-08-21,air_56cebcbd6906e04c,0,0,0,1,0,0,0,1.5595139307868837,1.697584491972413,0.0,1.6152418244577627,1.4876829538849985,1,10.0,1,1,-0.7860704177814142,-0.7860704177814142
2016-08-22,air_56cebcbd6906e04c,0,1,0,0,0,0,0,1.4835855306278327,1.7401565660824008,0.0,0.8156400069356329,1.509014058589845,1,34.0,1,1,-1.972749101107896,-1.972749101107896
2016-08-23,air_56cebcbd6906e04c,0,0,0,0,0,1,0,1.4185040447772181,1.4953671399499693,0.0,0.49579927992678074,1.4343551921228814,1,20.0,1,1,-0.5873620936563226,-0.5873620936563226
2016-08-24,air_56cebcbd6906e04c,0,0,0,0,0,0,1,1.364269473235039,1.5485822325874543,0.0,0.6024128555963981,1.370361878008341,1,29.0,1,1,-0.3975677878097398,-0.3975677878097398
2016-08-25,air_56cebcbd6906e04c,0,0,0,0,1,0,0,1.31003490169286,1.3570078990925083,0.0,1.3753612792011236,1.3916929827131879,1,7.0,1,1,-0.2683145227713625,-0.2683145227713625
2016-08-26,air_56cebcbd6906e04c,1,0,0,0,0,0,0,1.2883410730759886,1.2931497879275262,0.0,1.002213764357463,1.114388621550179,1,27.0,1,1,1.1051871269755325,1.1051871269755325
2016-08-27,air_56cebcbd6906e04c,0,0,1,0,0,0,0,1.0605558725988364,1.1228614914875743,0.0,-0.4370695071823706,1.114388621550179,1,10.0,1,1,1.167956672353365,1.167956672353365
2016-08-28,air_56cebcbd6906e04c,0,0,0,1,0,0,0,1.0605558725988364,1.005788287685107,0.0,-0.5703364767693921,1.0397297550832152,1,28.0,1,1,-0.23711545879658172,-0.23711545879658172
2016-08-29,air_56cebcbd6906e04c,0,1,0,0,0,0,0,0.7676891862710696,0.6652116948052028,0.0,-1.5298586577959479,0.7410942892153597,1,6.0,1,1,-1.4037376009964186,-1.4037376009964186
2016-08-30,air_56cebcbd6906e04c,0,0,0,0,0,1,0,0.7676891862710696,0.6864977318601968,0.0,0.9222535826052498,0.7090976321580894,1,17.0,1,1,-0.6137327310635777,-0.6137327310635777
2016-08-31,air_56cebcbd6906e04c,0,0,0,0,0,0,1,0.9954743867482214,0.8887150838826402,0.0,1.7218554001273796,0.9757364409686746,1,24.0,1,1,-0.18548843626688502,-0.18548843626688502
2016-09-01,air_56cebcbd6906e04c,0,0,0,0,1,0,0,1.0063213010566574,1.059003380322592,0.0,1.2687477035315062,0.9117431268541344,1,14.0,1,1,-0.5777052405212715,-0.5777052405212715
2016-09-02,air_56cebcbd6906e04c,1,0,0,0,0,0,0,1.082249701215708,1.1441475285425682,0.0,1.588588430540358,0.9864019933210982,1,45.0,1,1,0.6223444702229733,0.6223444702229733
2016-09-03,air_56cebcbd6906e04c,0,0,1,0,0,0,0,1.2341065015338095,1.3676509176200056,0.0,-0.4370695071823706,1.1997130403695664,1,51.0,1,1,1.2024984931825866,1.2024984931825866
2016-09-04,air_56cebcbd6906e04c,0,0,0,1,0,0,0,1.201565758608502,1.2718637508725326,0.0,0.30922552250495067,1.167716383312296,1,9.0,1,1,-0.7192152806925983,-0.7192152806925983
2016-09-06,air_56cebcbd6906e04c,0,0,0,0,0,1,0,1.1039435298325795,1.2612207323450355,0.0,0.30922552250495067,1.1250541739026025,1,12.0,1,1,-0.6137327310635777,-0.6137327310635777
2016-09-07,air_56cebcbd6906e04c,0,0,0,0,0,0,1,1.201565758608502,1.3037928064550233,0.0,0.7356798251834198,1.1783819356647196,1,22.0,1,1,-0.5175356171413371,-0.5175356171413371
2016-09-08,air_56cebcbd6906e04c,0,0,0,0,1,0,0,0.9629336438229142,0.771641880080173,0.0,-1.3432849003741174,1.0397297550832152,1,5.0,1,1,-0.37082573297421345,-0.37082573297421345
2016-09-09,air_56cebcbd6906e04c,1,0,0,0,0,0,0,0.8653114150469918,0.856786028300149,0.0,0.2825721285875462,0.9224086792065576,1,10.0,1,1,0.9380492842534928,0.9380492842534928
2016-09-10,air_56cebcbd6906e04c,0,0,1,0,0,0,0,0.8978521579722993,0.878072065355143,0.0,1.481974854870741,0.7624253939202065,1,22.0,1,1,1.443919821558866,1.443919821558866
2016-09-11,air_56cebcbd6906e04c,0,0,0,1,0,0,0,1.0171682153650934,1.027074324740101,0.0,0.6024128555963981,0.9650708886162515,1,46.0,1,1,-0.28242838504566803,-0.28242838504566803
2016-09-12,air_56cebcbd6906e04c,0,1,0,0,0,0,0,1.093096615524144,1.080289417377586,0.0,-0.9967907794478613,0.9864019933210982,1,18.0,1,1,-1.2919409550867875,-1.2919409550867875
2016-09-13,air_56cebcbd6906e04c,0,0,0,0,0,1,0,0.9086990722807352,0.771641880080173,0.0,-1.5032052638785436,0.9757364409686746,1,20.0,1,1,-0.7771563995029055,-0.7771563995029055
2016-09-14,air_56cebcbd6906e04c,0,0,0,0,0,0,1,0.8761583293554277,0.6652116948052028,0.0,-1.1300577490348829,1.0183986503783684,1,16.0,1,1,-0.3845681778202478,-0.3845681778202478
2016-09-15,air_56cebcbd6906e04c,0,0,0,0,1,0,0,0.8653114150469918,0.7397128244976818,0.0,-1.2633247186219045,0.9010775745017109,1,14.0,1,1,-0.061806432652575675,-0.061806432652575675
2016-09-16,air_56cebcbd6906e04c,1,0,0,0,0,0,0,0.9412398152060424,0.9419301765201252,0.0,-0.35710932543015744,0.954405336263828,1,37.0,1,1,0.8704513123081344,0.8704513123081344
2016-09-17,air_56cebcbd6906e04c,0,0,1,0,0,0,0,1.0714027869072724,0.9312871579926281,0.0,-0.6502966585216051,1.2103785927219899,1,9.0,1,1,1.329894671079608,1.329894671079608
2016-09-18,air_56cebcbd6906e04c,0,0,0,1,0,0,0,0.8436175864301203,0.6439256577502089,0.0,-1.5298586577959479,0.9864019933210982,1,53.0,1,1,0.15918693716878787,0.15918693716878787
2016-09-19,air_56cebcbd6906e04c,0,1,0,0,0,0,0,0.7459953576541981,0.5694245280577299,1.0,-1.5298586577959479,0.7624253939202065,1,16.0,1,1,-1.2949122945129572,-1.2949122945129572
2016-09-21,air_56cebcbd6906e04c,0,0,0,0,0,0,1,0.583291643027661,0.5162094354202449,0.0,-1.476551869961139,0.6451043180435492,1,27.0,1,1,0.3656950272875747,0.3656950272875747
2016-09-22,air_56cebcbd6906e04c,0,0,0,0,1,0,0,0.6592200431867116,0.5481384910027356,1.0,-1.3432849003741174,0.8157531556823235,1,6.0,1,1,-0.2961708298917024,-0.2961708298917024
2016-09-23,air_56cebcbd6906e04c,1,0,0,0,0,0,0,0.6483731288782757,0.5374954724752389,0.0,-1.3166315064567133,0.77309094627263,1,72.0,1,1,0.18221481772160222,0.18221481772160222
2016-09-24,air_56cebcbd6906e04c,0,0,1,0,0,0,0,0.63752621456984,0.46299434278275986,0.0,-0.4637229010997748,0.6664354227483958,1,24.0,1,1,1.1048157095472613,1.1048157095472613
2016-09-25,air_56cebcbd6906e04c,0,0,0,1,0,0,0,0.8870052436638634,0.8461430097726519,0.0,-0.810217022026031,0.9010775745017109,1,25.0,1,1,-0.37899691639617983,-0.37899691639617983
2016-09-26,air_56cebcbd6906e04c,0,1,0,0,0,0,0,0.9195459865891709,0.9632162135751191,0.0,-0.3304559315127532,0.8690809174444405,1,7.0,1,1,-1.0650049064130849,-1.0650049064130849
2016-09-27,air_56cebcbd6906e04c,0,0,0,0,0,1,0,1.0714027869072724,1.059003380322592,0.0,-0.22384235584313583,0.9970675456735217,1,31.0,1,1,-0.4451092186284533,-0.4451092186284533
2016-09-28,air_56cebcbd6906e04c,0,0,0,0,0,0,1,0.9412398152060424,0.9206441394651309,0.0,-1.3166315064567133,1.0290642027307917,1,3.0,1,1,-0.33071265072092393,-0.33071265072092393
2016-09-29,air_56cebcbd6906e04c,0,0,0,0,1,0,0,0.6483731288782757,0.5268524539477417,0.0,-1.5298586577959479,0.6771009751008195,1,23.0,1,1,-0.21000198653278418,-0.21000198653278418
2016-09-30,air_56cebcbd6906e04c,1,0,0,0,0,0,0,0.583291643027661,0.5907105651127239,0.0,-0.5436830828519877,0.4957865851096212,1,30.0,1,1,1.1727850989208906,1.1727850989208906
2016-10-01,air_56cebcbd6906e04c,0,0,1,0,0,0,0,0.7243015290373263,0.5800675465852267,0.0,-1.4232450821263305,0.7837564986250536,1,89.0,1,1,1.2065840848935698,1.2065840848935698
2016-10-02,air_56cebcbd6906e04c,0,0,0,1,0,0,0,0.9520867295144784,0.878072065355143,0.0,-0.0905753862561142,0.9864019933210982,1,8.0,1,1,-0.43470953063685974,-0.43470953063685974
2016-10-03,air_56cebcbd6906e04c,0,1,0,0,0,0,0,0.7785361005795053,0.7184267874426878,0.0,-1.5298586577959479,0.7517598415677833,1,18.0,1,1,-1.5095915680537104,-1.5095915680537104
2016-10-04,air_56cebcbd6906e04c,0,0,0,0,0,1,0,0.7026077004204547,0.729069805970185,0.0,-1.1034043551174788,0.7410942892153597,1,16.0,1,1,-0.6727881021586984,-0.6727881021586984
2016-10-05,air_56cebcbd6906e04c,0,0,0,0,0,0,1,0.8002299291963771,0.7184267874426878,0.0,-1.5032052638785436,0.7197631845105129,1,4.0,1,1,-0.841411614593823,-0.841411614593823
2016-10-06,air_56cebcbd6906e04c,0,0,0,0,1,0,0,0.6700669574951472,0.7397128244976818,0.0,0.9755603704400587,0.6131076609862789,1,28.0,1,1,-0.37305423754384065,-0.37305423754384065
2016-10-07,air_56cebcbd6906e04c,1,0,0,0,0,0,0,0.5615978144107892,0.6652116948052028,0.0,0.6290662495138024,0.34646885217569356,1,42.0,1,1,0.7928250697994538,0.7928250697994538
2016-10-08,air_56cebcbd6906e04c,0,0,1,0,0,0,0,0.8653114150469918,0.8354999912451552,0.0,-0.7835636281086268,0.8370842603871707,1,10.0,1,1,1.0424175815976997,1.0424175815976997
2016-10-09,air_56cebcbd6906e04c,0,0,0,1,0,0,0,0.4314348427095595,0.5374954724752389,0.0,-0.35710932543015744,0.3571344045281171,1,33.0,1,1,0.3311532064583531,0.3311532064583531
2016-10-10,air_56cebcbd6906e04c,0,1,0,0,0,0,0,0.14941507069022872,0.1862758610678375,1.0,0.7090264312660155,0.2398133286514595,1,10.0,1,1,-0.7704708857940239,-0.7704708857940239
2016-10-11,air_56cebcbd6906e04c,0,0,0,0,0,1,0,0.14941507069022872,0.06920265726537025,0.0,-0.6502966585216051,0.20781667159418918,1,4.0,1,1,-1.1582306809091558,-1.1582306809091558
