visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Tōkyō-to Shinjuku-ku Kabukichō,total_area_visitors,total_genre_visitors
2016-01-02,air_1e23210b584540e7,0,0,1,0,0,0,0,-0.9974585088559323,-0.7913065575201926,1.0,0.5508488179421009,-1.0668028253506086,1,3.0,1,1,-1.8466687146007328,-1.8466687146007328
2016-01-04,air_1e23210b584540e7,0,1,0,0,0,0,0,-0.75929369135556,-0.5673042045932281,0.0,0.8959633869219773,-0.8507833742491064,1,13.0,1,1,-1.5102116372304646,-1.5102116372304646
2016-01-06,air_1e23210b584540e7,0,0,0,0,0,0,1,-0.7968986625398291,-1.0526426359349847,0.0,-1.2979792301643789,-0.5267541975968536,1,18.0,1,1,-1.3145198215390252,-1.3145198215390252
2016-01-07,air_1e23210b584540e7,0,0,0,0,1,0,0,-0.8219686433293422,-0.8535294333332384,0.0,-0.11472927937623183,-0.8387822936323563,1,12.0,1,1,-1.2447758715602224,-1.2447758715602224
2016-01-08,air_1e23210b584540e7,1,0,0,0,0,0,0,-1.0601334608297144,-1.1024209365854214,0.0,0.8466613056391376,-1.0067974222668579,1,48.0,1,1,-0.9078078495014646,-0.9078078495014646
2016-01-09,air_1e23210b584540e7,0,0,1,0,0,0,0,-0.9974585088559323,-1.0153089104471575,0.0,0.8959633869219773,-1.0428006641171084,1,38.0,1,1,-0.6477370030603613,-0.6477370030603613
2016-01-10,air_1e23210b584540e7,0,0,0,1,0,0,0,-0.9222485664873936,-0.8535294333332384,0.0,0.9452654682048166,-1.0908049865841085,1,17.0,1,1,-0.9356543350241369,-0.9356543350241369
2016-01-11,air_1e23210b584540e7,0,1,0,0,0,0,0,-1.0225284896454452,-1.152199237235858,1.0,-0.4844948889975278,-0.9227898579496072,1,28.0,1,1,-1.300213370261322,-1.300213370261322
2016-01-12,air_1e23210b584540e7,0,0,0,0,0,1,0,-1.4863231342514334,-1.6997605443906607,0.0,-1.2979792301643789,-1.2708211958353601,1,4.0,1,1,-1.3543735072411982,-1.3543735072411982
2016-01-13,air_1e23210b584540e7,0,0,0,0,0,0,1,-1.3735082206986255,-1.2517558385367313,0.0,0.8466613056391376,-1.4868406469368622,1,53.0,1,1,-1.1489737424684603,-1.1489737424684603
2016-01-14,air_1e23210b584540e7,0,0,0,0,1,0,0,-1.160413383987766,-1.0401980607723758,0.0,0.9452654682048166,-1.3548287601526112,1,42.0,1,1,-1.0557263368191454,-1.0557263368191454
2016-01-15,air_1e23210b584540e7,1,0,0,0,0,0,0,-1.2105533455667918,-1.1024209365854214,0.0,0.6987550617906193,-1.138809309051109,1,35.0,1,1,-0.777772426280913,-0.777772426280913
