visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Torikai,total_area_visitors,total_genre_visitors
2016-07-01,air_303bac187b53083a,1,0,0,0,0,0,0,1.188274365005481,1.3000490412127,0.0,0.6046709104294953,1.0338232389114868,1,9.0,1,1,1.0850827560799872,1.0850827560799872
2016-07-02,air_303bac187b53083a,0,0,1,0,0,0,0,1.4754694519602367,1.3552673809233053,0.0,0.047992504925206424,1.568574462081367,1,6.0,1,1,1.2487827701920076,1.2487827701920076
2016-07-06,air_303bac187b53083a,0,0,0,0,0,0,1,1.4180304345692856,1.421529388576032,0.0,1.718027721438073,1.368042753392662,1,6.0,1,1,-0.4297298146982314,-0.4297298146982314
2016-07-07,air_303bac187b53083a,0,0,0,0,1,0,0,1.222737775440052,1.1785686938493682,0.0,0.6576879014299039,1.2566362485656035,1,3.0,1,1,-0.4986561364296085,-0.4986561364296085
2016-07-08,air_303bac187b53083a,1,0,0,0,0,0,0,0.8551280641379642,0.6705599685117976,0.0,-1.3834662520858225,0.9669793360152517,1,4.0,1,1,0.8728210152935872,0.8728210152935872
2016-07-09,air_303bac187b53083a,0,0,1,0,0,0,0,1.0044695093544374,0.9356079991227038,0.0,-0.08454997257581476,1.0449638893941928,1,4.0,1,1,1.1857308508809183,1.1857308508809183
2016-07-13,air_303bac187b53083a,0,0,0,0,0,0,1,1.1193475441363396,0.9245643311805826,0.0,-1.3569577565856183,1.1786516951866628,1,2.0,1,1,-0.8115659720169396,-0.8115659720169396
2016-07-14,air_303bac187b53083a,0,0,0,0,1,0,0,1.2112499719618615,1.1896123617914889,0.0,1.13484082043358,1.234354947600192,1,9.0,1,1,-0.5859889190778874,-0.5859889190778874
2016-07-15,air_303bac187b53083a,1,0,0,0,0,0,0,0.9929817058762472,0.9356079991227038,0.0,1.4264342709358264,1.1118077922904275,1,12.0,1,1,0.6511602306347269,0.6511602306347269
2016-07-16,air_303bac187b53083a,0,0,1,0,0,0,0,1.234225578918242,1.4104857206339108,0.0,0.18053498242622762,1.07838584084231,1,5.0,1,1,1.1242454388819059,1.1242454388819059
2016-07-20,air_303bac187b53083a,0,0,0,0,0,0,1,1.1308353476145299,1.1123066861966415,0.0,1.055315333932967,1.234354947600192,1,8.0,1,1,-0.7516470673300039,-0.7516470673300039
2016-07-21,air_303bac187b53083a,0,0,0,0,1,0,0,1.0619085267453885,1.0350010106017935,0.0,1.7710447124384818,1.1340890932558392,1,5.0,1,1,-0.5209788656267021,-0.5209788656267021
2016-07-22,air_303bac187b53083a,1,0,0,0,0,0,0,1.0044695093544374,1.0018700067754305,0.0,1.7710447124384818,1.0449638893941928,1,10.0,1,1,0.7177367913979888,0.7177367913979888
2016-07-23,air_303bac187b53083a,0,0,1,0,0,0,0,1.199762168483671,1.2337870335599739,0.0,1.930095685439707,1.022682588428781,1,7.0,1,1,1.0478782074181643,1.0478782074181643
2016-07-27,air_303bac187b53083a,0,0,0,0,0,0,1,1.3835670241347149,1.4546603924023958,0.0,0.922772856431946,1.290058200013721,1,9.0,1,1,-0.5139295827223568,-0.5139295827223568
2016-07-28,air_303bac187b53083a,0,0,0,0,1,0,0,1.4639816484820465,1.5209224000551218,0.0,1.1613493159337842,1.4014647048407796,1,8.0,1,1,-0.27856185908282494,-0.27856185908282494
2016-07-29,air_303bac187b53083a,1,0,0,0,0,0,0,1.5214206658729976,1.5761407397657274,0.0,1.1613493159337842,1.434886656288897,1,7.0,1,1,0.9754272442346145,0.9754272442346145
2016-07-30,air_303bac187b53083a,0,0,1,0,0,0,0,1.4869572554384267,1.531966067997243,0.0,0.7902303789309247,1.4905899087024264,1,12.0,1,1,1.099181321888678,1.099181321888678
2016-08-01,air_303bac187b53083a,0,1,0,0,0,0,0,1.5214206658729976,1.6203154115342124,0.0,1.6385022349374605,1.4794492582197203,1,2.0,1,1,-1.5478244086930126,-1.5478244086930126
2016-08-03,air_303bac187b53083a,0,0,0,0,0,0,1,1.4295182380474756,1.4436167244602747,0.0,0.3926029464278614,1.4794492582197203,1,11.0,1,1,-0.7038685943116629,-0.7038685943116629
2016-08-04,air_303bac187b53083a,0,0,0,0,1,0,0,1.4754694519602367,1.6092717435920911,0.0,1.3999257754356225,1.434886656288897,1,6.0,1,1,-0.5703238459571198,-0.5703238459571198
2016-08-05,air_303bac187b53083a,1,0,0,0,0,0,0,1.3835670241347149,1.531966067997243,0.0,0.8962643609317418,1.3903240543580735,1,13.0,1,1,0.5375884505091625,0.5375884505091625
2016-08-06,air_303bac187b53083a,0,0,1,0,0,0,0,1.291664596309193,1.6644900833026965,0.0,0.8432473699313335,1.1675110447039567,1,6.0,1,1,0.28224775864065205,0.28224775864065205
2016-08-10,air_303bac187b53083a,0,0,0,0,0,0,1,1.441006041525666,1.531966067997243,0.0,2.00962117194032,1.423746005806191,1,18.0,1,1,0.4075683436067921,0.4075683436067921
2016-08-11,air_303bac187b53083a,0,0,0,0,1,0,0,1.5099328623948076,1.5430097359393644,1.0,1.930095685439707,1.3791834038753679,1,12.0,1,1,0.08016831538275113,0.08016831538275113
2016-08-12,air_303bac187b53083a,1,0,0,0,0,0,0,1.5558840763075683,1.6313590794763329,0.0,1.930095685439707,1.4014647048407796,1,8.0,1,1,-0.37607693925960267,-0.37607693925960267
2016-08-15,air_303bac187b53083a,0,1,0,0,0,0,0,1.590347486742139,1.5871844077078485,1.0,1.002298342932559,1.5017305591851318,1,1.0,1,1,-1.848593812611749,-1.848593812611749
2016-08-17,air_303bac187b53083a,0,0,0,0,0,0,1,1.4295182380474756,1.421529388576032,0.0,1.2673832979346011,1.4683086077370142,1,9.0,1,1,-1.1945770098197053,-1.1945770098197053
2016-08-18,air_303bac187b53083a,0,0,0,0,1,0,0,1.4639816484820465,1.5430097359393644,0.0,1.5589767484368477,1.368042753392662,1,5.0,1,1,-0.9039899034294678,-0.9039899034294678
2016-08-19,air_303bac187b53083a,1,0,0,0,0,0,0,1.5214206658729976,1.4436167244602747,0.0,1.1878578114339884,1.5351525106332495,1,10.0,1,1,0.4988173945352629,0.4988173945352629
2016-08-20,air_303bac187b53083a,0,0,1,0,0,0,0,1.4180304345692856,1.377354716807548,0.0,1.5589767484368477,1.5017305591851318,1,9.0,1,1,0.37506331688119954,0.37506331688119954
2016-08-24,air_303bac187b53083a,0,0,0,0,0,0,1,1.4065426310910953,1.4767477282866377,0.0,1.3734172799354183,1.234354947600192,1,8.0,1,1,-0.7720116623870016,-0.7720116623870016
2016-08-25,air_303bac187b53083a,0,0,0,0,1,0,0,1.5099328623948076,1.7086647550711809,0.0,0.49863692842867824,1.4683086077370142,1,7.0,1,1,-0.6357255262363242,-0.6357255262363242
2016-08-26,air_303bac187b53083a,1,0,0,0,0,0,0,1.3031523997873833,1.388398384749669,0.0,-0.11105846807601913,1.290058200013721,1,7.0,1,1,0.8125104837786323,0.8125104837786323
2016-08-27,air_303bac187b53083a,0,0,1,0,0,0,0,1.0848841337017687,1.068132014428157,0.0,-0.7472623600809207,1.234354947600192,1,5.0,1,1,0.878695417713875,0.878695417713875
2016-08-31,air_303bac187b53083a,0,0,0,0,0,0,1,1.0619085267453885,0.9687390029490672,0.0,1.4264342709358264,1.0115419379460753,1,3.0,1,1,-0.5483927435880454,-0.5483927435880454
2016-09-01,air_303bac187b53083a,0,0,0,0,1,0,0,0.9470304919634861,0.6926473043960396,0.0,-1.3834662520858225,1.089526491325016,1,12.0,1,1,-0.9619506739763076,-0.9619506739763076
2016-09-02,air_303bac187b53083a,1,0,0,0,0,0,0,0.7517378328342523,0.38342460201664874,0.0,-1.3834662520858225,0.9892606369806636,1,7.0,1,1,0.3033956073536882,0.3033956073536882
2016-09-03,air_303bac187b53083a,0,0,1,0,0,0,0,0.9700060989198664,0.7809966479330086,0.0,-1.3834662520858225,0.9892606369806636,1,16.0,1,1,0.9151167127196596,0.9151167127196596
2016-09-07,air_303bac187b53083a,0,0,0,0,0,0,1,1.038932919789008,0.9797826708911881,0.0,-1.0653643060833715,0.8555728311881933,1,12.0,1,1,-0.8985071278371992,-0.8985071278371992
2016-09-08,air_303bac187b53083a,0,0,0,0,1,0,0,0.8321524571815838,0.8030839838172507,0.0,1.3204002889350095,0.7441663263611349,1,11.0,1,1,-0.74381453076962,-0.74381453076962
2016-09-09,air_303bac187b53083a,1,0,0,0,0,0,0,0.9585182954416764,0.9908263388333093,0.0,1.2938917934348053,0.8889947826363108,1,6.0,1,1,0.6362784111699978,0.6362784111699978
2016-09-10,air_303bac187b53083a,0,0,1,0,0,0,0,0.9929817058762472,0.9576953350069459,0.0,0.02148400942500205,0.9001354331190169,1,19.0,1,1,1.1696741509321316,1.1696741509321316
2016-09-15,air_303bac187b53083a,0,0,0,0,1,0,0,0.9240548850071058,0.8803896594120983,0.0,-0.03153298157540647,1.0115419379460753,1,10.0,1,1,-0.4179810098576558,-0.4179810098576558
2016-09-16,air_303bac187b53083a,1,0,0,0,0,0,0,1.0044695093544374,0.9687390029490672,0.0,0.047992504925206424,1.0449638893941928,1,10.0,1,1,0.5650023284705057,0.5650023284705057
2016-09-17,air_303bac187b53083a,0,0,1,0,0,0,0,1.188274365005481,1.266918037386337,0.0,0.047992504925206424,1.1897923456693684,1,9.0,1,1,1.049444714730241,1.049444714730241
2016-09-21,air_303bac187b53083a,0,0,0,0,0,0,1,0.6253719945741596,0.5822106249748287,0.0,-0.4291604140784699,0.6439004720167826,1,15.0,1,1,0.03278146919242939,0.03278146919242939
2016-09-22,air_303bac187b53083a,0,0,0,0,1,0,0,0.6023963876177792,0.41655560584301216,1.0,-1.3834662520858225,0.6550411224994885,1,10.0,1,1,-0.6650975383377633,-0.6650975383377633
2016-09-23,air_303bac187b53083a,1,0,0,0,0,0,0,0.7402500293560619,0.7257783082224031,0.0,0.6046709104294953,0.7887289282919585,1,9.0,1,1,-0.1606821838490494,-0.1606821838490494
