visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Suginami-ku Asagayaminami,total_area_visitors,total_genre_visitors
2016-01-05,air_9d3482b4680aee88,0,0,0,0,0,1,0,-0.4596309800420046,-0.3542466647608621,0.0,0.739603694150983,-0.6795586963342026,1,6.0,1,1,-1.4561578258624486,-1.4561578258624486
2016-01-06,air_9d3482b4680aee88,0,0,0,0,0,0,1,-0.6909164072368371,-0.9783222260501333,0.0,-1.3550780969759273,-0.4742708570996146,1,3.0,1,1,-1.393256687888991,-1.393256687888991
2016-01-07,air_9d3482b4680aee88,0,0,0,0,1,0,0,-0.7517809933407403,-0.6902873516089312,0.0,0.17067777557330385,-0.7936074959089737,1,14.0,1,1,-1.325383127941347,-1.325383127941347
2016-01-08,air_9d3482b4680aee88,1,0,0,0,0,0,0,-1.0195851721979148,-1.0263280384570004,0.0,0.9464858463610485,-0.9418709353561763,1,5.0,1,1,-0.9974518987437558,-0.9974518987437558
2016-01-09,air_9d3482b4680aee88,0,0,1,0,0,0,0,-0.9952393377563534,-0.9303164136432663,0.0,0.9464858463610485,-1.1129441347183329,1,12.0,1,1,-0.7443556202576695,-0.7443556202576695
2016-01-10,air_9d3482b4680aee88,0,0,0,1,0,0,0,-0.8613372483277661,-0.6422815392020643,0.0,0.9723461153873065,-1.0901343748033787,1,2.0,1,1,-1.0245515985030715,-1.0245515985030715
2016-01-11,air_9d3482b4680aee88,0,1,0,0,0,0,0,-0.8978559999901081,-1.0383294915587171,1.0,-0.39824814300437555,-0.8278221357814051,1,11.0,1,1,-1.3793339063612693,-1.3793339063612693
2016-01-13,air_9d3482b4680aee88,0,0,0,0,0,0,1,-1.2995622682758698,-1.1823469287793182,0.0,0.8689050392822738,-1.3296368539103982,1,8.0,1,1,-1.2321502159253526,-1.2321502159253526
2016-01-14,air_9d3482b4680aee88,0,0,0,0,1,0,0,-1.1047955927433792,-0.846306241931249,0.0,0.9464858463610485,-1.2612075741655355,1,12.0,1,1,-1.1414035148964514,-1.1414035148964514
2016-01-15,air_9d3482b4680aee88,1,0,0,0,0,0,0,-1.043931006639476,-1.0383294915587171,0.0,0.4034201968096273,-0.8962514155262679,1,5.0,1,1,-0.8709037595007127,-0.8709037595007127
2016-01-16,air_9d3482b4680aee88,0,0,1,0,0,0,0,-0.9222018344316695,-0.9423178667449832,0.0,0.8430447702560158,-0.9418709353561763,1,5.0,1,1,-0.7264549011505986,-0.7264549011505986
2016-01-17,air_9d3482b4680aee88,0,0,0,1,0,0,0,-1.0561039238602568,-1.2783585535930522,0.0,-0.32066733592560115,-0.9076562954837449,1,15.0,1,1,-1.3169300105852302,-1.3169300105852302
2016-01-19,air_9d3482b4680aee88,0,0,0,0,0,1,0,-1.2143518477304054,-1.290360006694769,0.0,1.024066653439823,-1.12434901467581,1,1.0,1,1,-1.362924913846454,-1.362924913846454
2016-01-20,air_9d3482b4680aee88,0,0,0,0,0,0,1,-1.3360810199382118,-1.290360006694769,0.0,1.024066653439823,-1.2954222140379668,1,6.0,1,1,-1.2406033332814694,-1.2406033332814694
2016-01-21,air_9d3482b4680aee88,0,0,0,0,1,0,0,-1.1656601788472825,-1.194348381881035,0.0,0.713743425124725,-1.3182319739529211,1,9.0,1,1,-1.1212652059009964,-1.1212652059009964
2016-01-22,air_9d3482b4680aee88,1,0,0,0,0,0,0,-1.080449758301818,-1.1343411163724513,0.0,0.8689050392822738,-0.8392270157388823,1,11.0,1,1,-0.8196878131665931,-0.8196878131665931
2016-01-23,air_9d3482b4680aee88,0,0,1,0,0,0,0,-1.2508705993927471,-1.4583803501188035,0.0,-1.1481959447658618,-0.8848465355687907,1,4.0,1,1,-0.7480849367383093,-0.7480849367383093
2016-01-24,air_9d3482b4680aee88,0,0,0,1,0,0,0,-1.3725997716005538,-1.2423541942879022,0.0,0.9723461153873065,-1.409471013612738,1,5.0,1,1,-1.4295553683005515,-1.4295553683005515
2016-01-27,air_9d3482b4680aee88,0,0,0,0,0,0,1,-1.0317580894186955,-0.6662844454054977,0.0,1.0499269224660812,-1.3866612536977838,1,4.0,1,1,-1.1366797140209743,-1.1366797140209743
2016-01-28,air_9d3482b4680aee88,0,0,0,0,1,0,0,-0.8856830827693275,-0.5822742736934805,0.0,1.0757871914923391,-1.226992934293104,1,8.0,1,1,-1.1421493781925793,-1.1421493781925793
2016-01-29,air_9d3482b4680aee88,1,0,0,0,0,0,0,-1.11696850996416,-1.3983730846102198,0.0,-1.3809383660021854,-0.8278221357814051,1,5.0,1,1,-1.0024243207179422,-1.0024243207179422
2016-01-30,air_9d3482b4680aee88,0,0,1,0,0,0,0,-1.2995622682758698,-1.6384021466445549,0.0,-1.3809383660021854,-0.9646806952711305,1,17.0,1,1,-0.7078083187473997,-0.7078083187473997
2016-01-31,air_9d3482b4680aee88,0,0,0,1,0,0,0,-0.9830664205355727,-0.9183149605415496,0.0,0.11895723752078749,-1.0217050950585163,1,11.0,1,1,-1.2500509350324236,-1.2500509350324236
2016-02-03,air_9d3482b4680aee88,0,0,0,0,0,0,1,-1.1291414271849407,-1.254355647389619,0.0,-0.11378518371553574,-0.9874904551860847,1,5.0,1,1,-1.280879951272379,-1.280879951272379
2016-02-04,air_9d3482b4680aee88,0,0,0,0,1,0,0,-1.1413143444057212,-1.0863353039655843,0.0,0.14481750654704578,-1.0331099750159933,1,6.0,1,1,-1.2440840286633998,-1.2440840286633998
2016-02-05,air_9d3482b4680aee88,1,0,0,0,0,0,0,-0.9100289172108889,-0.702288804710648,0.0,0.9723461153873065,-1.20418317437815,1,7.0,1,1,-0.8786110135607016,-0.8786110135607016
2016-02-06,air_9d3482b4680aee88,0,0,1,0,0,0,0,-0.9222018344316695,-1.1223396632707345,0.0,-1.1740562137921202,-0.8278221357814051,1,8.0,1,1,-0.6605703099926292,-0.6605703099926292
2016-02-07,air_9d3482b4680aee88,0,0,0,1,0,0,0,-1.1778330960680632,-1.254355647389619,0.0,1.0499269224660812,-1.0217050950585163,1,9.0,1,1,-1.2572609468949938,-1.2572609468949938
2016-02-09,air_9d3482b4680aee88,0,0,0,0,0,1,0,-0.9952393377563534,-0.47426119577802966,0.0,0.8947653083085323,-1.2498026942080585,1,4.0,1,1,-1.235630911307283,-1.235630911307283
2016-02-10,air_9d3482b4680aee88,0,0,0,0,0,0,1,-1.007412254977134,-1.0143265853552836,0.0,1.1533679985711138,-0.8848465355687907,1,7.0,1,1,-0.9191362526503205,-0.9191362526503205
2016-02-11,air_9d3482b4680aee88,0,0,0,0,1,0,0,-1.007412254977134,-1.002325132253567,1.0,1.1533679985711138,-0.8848465355687907,1,14.0,1,1,-0.9907391290786043,-0.9907391290786043
2016-02-12,air_9d3482b4680aee88,1,0,0,0,0,0,0,-0.8856830827693275,-0.750294617117515,0.0,-0.5016892191094081,-1.0559197349309475,1,8.0,1,1,-0.9357938662638449,-0.9357938662638449
2016-02-13,air_9d3482b4680aee88,0,0,1,0,0,0,0,-0.009233042873120465,0.3178347089352762,0.0,-0.2948070668993429,-0.23476837799259523,1,17.0,1,1,-0.7503225266266932,-0.7503225266266932
2016-02-14,air_9d3482b4680aee88,0,0,0,1,0,0,0,0.6237586526074735,0.7498870205970796,0.0,0.06723669946827114,0.5863829789457571,1,2.0,1,1,-1.2744158027059367,-1.2744158027059367
2016-02-17,air_9d3482b4680aee88,0,0,0,0,0,0,1,-1.080449758301818,-0.6662844454054977,0.0,0.42928046583588536,-1.1813734144631955,1,10.0,1,1,-1.1299669443558227,-1.1299669443558227
2016-02-18,air_9d3482b4680aee88,0,0,0,0,1,0,0,-1.080449758301818,-0.9063135074398329,0.0,0.9982063844135646,-1.20418317437815,1,12.0,1,1,-1.1394145461067768,-1.1394145461067768
2016-02-19,air_9d3482b4680aee88,1,0,0,0,0,0,0,-0.6422247383537144,-0.2702364930488447,0.0,1.0757871914923391,-1.0787294948459016,1,12.0,1,1,-0.8276436883252913,-0.8276436883252913
2016-02-20,air_9d3482b4680aee88,0,0,1,0,0,0,0,-0.7882997450030823,-0.9783222260501333,0.0,-1.329217827949669,-0.4628659771421375,1,7.0,1,1,-0.8609589155523399,-0.8609589155523399
2016-02-21,air_9d3482b4680aee88,0,0,0,1,0,0,0,-0.5448414005874691,-0.47426119577802966,0.0,-0.2948070668993429,-0.48567573705709166,1,11.0,1,1,-1.2212108875821426,-1.2212108875821426
2016-02-24,air_9d3482b4680aee88,0,0,0,0,0,0,1,-1.007412254977134,-1.338365819101636,0.0,-1.3809383660021854,-0.8848465355687907,1,7.0,1,1,-1.184912207170582,-1.184912207170582
2016-02-25,air_9d3482b4680aee88,0,0,0,0,1,0,0,-1.2873893510550891,-1.3743701784067863,0.0,-1.0447548686608294,-1.0901343748033787,1,10.0,1,1,-1.0829775566997615,-1.0829775566997615
2016-02-26,air_9d3482b4680aee88,1,0,0,0,0,0,0,-1.043931006639476,-0.8943120543381161,0.0,1.2568090746761462,-1.1471587745907643,1,5.0,1,1,-0.6822003455803399,-0.6822003455803399
2016-02-27,air_9d3482b4680aee88,0,0,1,0,0,0,0,-0.7882997450030823,-0.6422815392020643,0.0,1.230948805649888,-0.8050123758664509,1,12.0,1,1,-0.5178617993334803,-0.5178617993334803
2016-02-28,air_9d3482b4680aee88,0,0,0,1,0,0,0,-0.6909164072368371,-0.47426119577802966,0.0,0.9982063844135646,-0.9076562954837449,1,3.0,1,1,-1.088198599772657,-1.088198599772657
2016-03-02,air_9d3482b4680aee88,0,0,0,0,0,0,1,-1.0317580894186955,-0.846306241931249,0.0,0.6361626180459505,-1.2954222140379668,1,8.0,1,1,-1.1588069918061037,-1.1588069918061037
2016-03-03,air_9d3482b4680aee88,0,0,0,0,1,0,0,-0.6300518211329338,-0.18622632133682748,0.0,1.2826693437024046,-1.0559197349309475,1,6.0,1,1,-1.1752159843209187,-1.1752159843209187
2016-03-04,air_9d3482b4680aee88,1,0,0,0,0,0,0,-0.48397681448356583,-0.3302437585574285,0.0,0.687883156098467,-0.6681538163767256,1,11.0,1,1,-0.8104888325143483,-0.8104888325143483
2016-03-05,air_9d3482b4680aee88,0,0,1,0,0,0,0,-0.41093931115888194,-0.2942393992522781,0.0,-0.6827111022932152,-0.25757813790754935,1,1.0,1,1,-0.5921995078475666,-0.5921995078475666
2016-03-06,air_9d3482b4680aee88,0,0,0,1,0,0,0,-0.05792471175624291,-0.018205977912793055,0.0,-0.7861521783982479,-0.14352933833277823,1,8.0,1,1,-1.2127577702260257,-1.2127577702260257
2016-03-08,air_9d3482b4680aee88,0,0,0,0,0,1,0,0.20987946710093142,0.3058332558335597,0.0,-0.06206464566301962,0.1986170603915352,1,7.0,1,1,-1.1662656247673833,-1.1662656247673833
2016-03-09,air_9d3482b4680aee88,0,0,0,0,0,0,1,-0.6300518211329338,-0.40225247716772916,0.0,-1.3809383660021854,-0.6909635762916798,1,7.0,1,1,-1.2117632858311884,-1.2117632858311884
2016-03-10,air_9d3482b4680aee88,0,0,0,0,1,0,0,-0.9587205860940115,-1.2183512880844685,0.0,-1.3809383660021854,-0.7023684562491569,1,7.0,1,1,-1.093668263944262,-1.093668263944262
2016-03-11,air_9d3482b4680aee88,1,0,0,0,0,0,0,-1.1778330960680632,-1.5303890687291042,0.0,-1.3809383660021854,-0.816417255823928,1,4.0,1,1,-0.7617590971673218,-0.7617590971673218
2016-03-12,air_9d3482b4680aee88,0,0,1,0,0,0,0,-1.007412254977134,-1.290360006694769,0.0,-1.2516370208708947,-0.7707977359940196,1,1.0,1,1,-0.5755418942340422,-0.5755418942340422
2016-03-13,air_9d3482b4680aee88,0,0,0,1,0,0,0,-0.9100289172108889,-1.2063498349827517,0.0,-1.3809383660021854,-0.6453440564617713,1,14.0,1,1,-1.1635307926815808,-1.1635307926815808
2016-03-16,air_9d3482b4680aee88,0,0,0,0,0,0,1,-0.7030893244576177,-0.5582713674900469,0.0,-0.9671740615820549,-0.9076562954837449,1,9.0,1,1,-1.0310157470695138,-1.0310157470695138
2016-03-17,air_9d3482b4680aee88,0,0,0,0,1,0,0,-0.15530804952248825,0.26982889652840936,0.0,1.4895514959124696,-0.61112941658934,1,10.0,1,1,-0.9845236016108713,-0.9845236016108713
2016-03-18,air_9d3482b4680aee88,1,0,0,0,0,0,0,0.06380446045156364,0.35383906824042655,0.0,0.37755992778336905,-0.4286513372697061,1,9.0,1,1,-0.6165643755210798,-0.6165643755210798
2016-03-19,air_9d3482b4680aee88,0,0,1,0,0,0,0,0.14901488099702814,-0.07821324342137684,0.0,-0.7085713713194733,0.2328317002639664,1,1.0,1,1,-0.5994095197101368,-0.5994095197101368
2016-03-20,air_9d3482b4680aee88,0,0,0,1,0,0,0,-0.03357887731468169,-0.10221614962481027,1.0,0.14481750654704578,0.061758500901809704,1,2.0,1,1,-0.8075053793298365,-0.8075053793298365
2016-03-21,air_9d3482b4680aee88,0,1,0,0,0,0,0,-0.4961497317043467,-0.5822742736934805,1.0,-0.3723878739781174,-0.31460253769493496,1,4.0,1,1,-1.2440840286633998,-1.2440840286633998
2016-03-23,air_9d3482b4680aee88,0,0,0,0,0,0,1,-0.38659347671732075,-0.09021469652309333,0.0,-0.21722625982056845,-0.4742708570996146,1,5.0,1,1,-1.0153526178508268,-1.0153526178508268
2016-03-25,air_9d3482b4680aee88,1,0,0,0,0,0,0,-0.7761268277823016,-0.750294617117515,0.0,0.8689050392822738,-0.9076562954837449,1,10.0,1,1,-0.4810658767245012,-0.4810658767245012
2016-03-26,air_9d3482b4680aee88,0,0,1,0,0,0,0,-0.7030893244576177,-0.6662844454054977,0.0,0.22239831362582022,-0.5198903769295231,1,8.0,1,1,-0.4867841619948155,-0.4867841619948155
2016-03-27,air_9d3482b4680aee88,0,0,0,1,0,0,0,-0.4352851456004434,-0.3542466647608621,0.0,-0.3723878739781174,-0.41724645731222904,1,4.0,1,1,-1.0344964424514442,-1.0344964424514442
2016-03-29,air_9d3482b4680aee88,0,0,0,0,0,1,0,-0.17965388396404947,0.0177983813923573,0.0,1.024066653439823,-0.48567573705709166,1,5.0,1,1,-0.8798541190542482,-0.8798541190542482
