visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Western food,Hokkaidō Sapporo-shi Minami 3 Jōnishi,total_area_visitors,total_genre_visitors
2016-07-01,air_b45b8e456f53942a,1,0,0,0,0,0,0,1.1976651589117109,1.2253941433885223,0.0,1.9470914880681591,1.1234905159531323,1,24.0,1,1,1.3082696341829518,1.3082696341829518
2016-07-02,air_b45b8e456f53942a,0,0,1,0,0,0,0,1.0457065920236168,0.9643346632054414,0.0,-1.1774073512200955,1.1684757554256522,1,7.0,1,1,1.462818618645648,1.462818618645648
2016-07-03,air_b45b8e456f53942a,0,0,0,1,0,0,0,1.1172165058533081,1.158023954954179,0.0,0.23796391785919935,1.0065288933245806,1,2.0,1,1,-0.4668252806625139,-0.4668252806625139
2016-07-04,air_b45b8e456f53942a,0,1,0,0,0,0,0,0.6970957621038727,0.5685348061536735,0.0,0.7453611652649844,0.8355849833290045,1,10.0,1,1,-1.2166466693954037,-1.2166466693954037
2016-07-05,air_b45b8e456f53942a,0,0,0,0,0,1,0,0.8043606328484094,0.9222282954339768,0.0,1.4931044772314044,0.7186233607004527,1,11.0,1,1,-0.568502244124814,-0.568502244124814
2016-07-06,air_b45b8e456f53942a,0,0,0,0,0,0,1,0.723911979790007,0.7032751830223603,0.0,0.9055918749720744,0.8265879354345006,1,11.0,1,1,-0.1218630737158737,-0.1218630737158737
2016-07-08,air_b45b8e456f53942a,1,0,0,0,0,0,0,0.9652579389652145,0.9811772103140273,0.0,2.0539119612062193,0.8085938396454927,1,17.0,1,1,1.1078735825590729,1.1078735825590729
2016-07-09,air_b45b8e456f53942a,0,0,1,0,0,0,0,1.090400288167174,1.0317048516397849,0.0,0.5584253372733794,0.9795377496410685,1,11.0,1,1,1.4032913782186287,1.4032913782186287
2016-07-11,air_b45b8e456f53942a,0,1,0,0,0,0,0,0.8132993720771209,0.8211730127824616,0.0,0.8788867566875594,0.8985643185905327,1,10.0,1,1,-1.265821346269898,-1.265821346269898
2016-07-12,air_b45b8e456f53942a,0,0,0,0,0,1,0,0.974196678193926,0.9895984838683203,0.0,2.1874375526287944,0.9705407017465645,1,11.0,1,1,-0.5537128676212068,-0.5537128676212068
2016-07-13,air_b45b8e456f53942a,0,0,0,0,0,0,1,1.1708489412255765,1.3432919731486235,0.0,1.5198095955159194,1.1684757554256522,1,4.0,1,1,-0.4823541259913015,-0.4823541259913015
2016-07-14,air_b45b8e456f53942a,0,0,0,0,1,0,0,1.1172165058533081,1.1832877756170577,0.0,0.6652458104114395,1.1504816596366443,1,10.0,1,1,-0.2693871043393565,-0.2693871043393565
2016-07-15,air_b45b8e456f53942a,1,0,0,0,0,0,0,1.1529714627681538,1.2169728698342295,0.0,1.1459379395327092,1.1684757554256522,1,18.0,1,1,0.8986039050330297,0.8986039050330297
2016-07-16,air_b45b8e456f53942a,0,0,1,0,0,0,0,1.1797876804542877,1.2338154169428153,0.0,1.2527584126707694,1.2224580427926763,1,7.0,1,1,1.34524307544197,1.34524307544197
2016-07-17,air_b45b8e456f53942a,0,0,0,1,0,0,0,1.0188903743374829,0.8043304656738754,0.0,-1.0705868780820356,1.1594787075311483,1,13.0,1,1,0.4319990763442195,0.4319990763442195
2016-07-19,air_b45b8e456f53942a,0,0,0,0,0,1,0,1.00101289588006,0.7622240979024107,0.0,-1.1507022329355807,1.1504816596366443,1,2.0,1,1,-0.9005237466307978,-0.9005237466307978
2016-07-20,air_b45b8e456f53942a,0,0,0,0,0,0,1,1.0814615489384627,1.0653899458569567,0.0,0.8788867566875594,1.1234905159531323,1,6.0,1,1,-0.4257847608650036,-0.4257847608650036
2016-07-21,air_b45b8e456f53942a,0,0,0,0,1,0,0,1.1172165058533081,1.284343058268573,0.0,0.7720662835494994,1.0875023243751165,1,19.0,1,1,-0.20801119184938618,-0.20801119184938618
2016-07-22,air_b45b8e456f53942a,1,0,0,0,0,0,0,1.0725228097097512,1.1074963136284213,0.0,1.1459379395327092,1.0964993722696206,1,20.0,1,1,0.9614587551733607,0.9614587551733607
2016-07-23,air_b45b8e456f53942a,0,0,1,0,0,0,0,1.0725228097097512,1.2253941433885223,0.0,2.2675529074823397,1.0335200370080924,1,10.0,1,1,1.2731448649868844,1.2731448649868844
