visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Taitō-ku Higashiueno,total_area_visitors,total_genre_visitors
2016-07-01,air_b8a5ee69e5fdcc5b,1,0,0,0,0,0,0,1.0924193243244253,1.167346864712441,0.0,-0.19000508166885813,1.0383389008083859,1,34.0,1,1,1.412319033997169,1.412319033997169
2016-07-02,air_b8a5ee69e5fdcc5b,0,0,1,0,0,0,0,1.254806642012183,1.3069337501498013,0.0,0.47851042242139397,1.1932145345634868,1,65.0,1,1,1.5706473098388274,1.5706473098388274
2016-07-03,air_b8a5ee69e5fdcc5b,0,0,0,1,0,0,0,1.5099867126643738,1.7256944064618822,0.0,0.6656947635666643,1.3259650777821452,1,89.0,1,1,-0.4061834835047515,-0.4061834835047515
2016-07-05,air_b8a5ee69e5fdcc5b,0,0,0,0,0,1,0,0.6400546536228139,0.5857348420567724,0.0,-1.366592368867702,0.8392130859803987,1,35.0,1,1,-0.5103468228742637,-0.5103468228742637
2016-07-06,air_b8a5ee69e5fdcc5b,0,0,0,0,0,0,1,0.802441971310572,0.7369539679472459,0.0,-0.27022694215968857,0.8724007217850632,1,21.0,1,1,-0.052785681207460966,-0.052785681207460966
2016-07-07,air_b8a5ee69e5fdcc5b,0,0,0,0,1,0,0,1.3012030184943995,1.8769135323523567,0.0,2.056207012074389,1.0272763555401643,1,23.0,1,1,-0.11945021840394877,-0.11945021840394877
2016-07-08,air_b8a5ee69e5fdcc5b,1,0,0,0,0,0,0,1.0576220419627629,1.0742889410875338,0.0,-0.8050393454318902,1.0494014460766075,1,25.0,1,1,1.2070225614943484,1.2070225614943484
2016-07-09,air_b8a5ee69e5fdcc5b,0,0,1,0,0,0,0,0.7212483124666927,0.5043091588849785,0.0,-1.366592368867702,0.8502756312486203,1,48.0,1,1,1.509664409335222,1.509664409335222
2016-07-10,air_b8a5ee69e5fdcc5b,0,0,0,1,0,0,0,1.0924193243244253,1.2487725478842344,0.0,1.7620601902746778,0.8392130859803987,1,79.0,1,1,-0.24634010454499092,-0.24634010454499092
2016-07-11,air_b8a5ee69e5fdcc5b,0,1,0,0,0,0,0,1.3707975832177244,1.5046818378527285,0.0,1.9759851515835587,1.0715265366130504,1,8.0,1,1,-1.2247179430593547,-1.2247179430593547
2016-07-12,air_b8a5ee69e5fdcc5b,0,0,0,0,0,1,0,1.2664057361327372,1.3069337501498013,0.0,0.3180667014397333,1.3259650777821452,1,30.0,1,1,-0.49519579169324374,-0.49519579169324374
