visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Fukuoka-ken Fukuoka-shi Torikai,total_area_visitors,total_genre_visitors
2016-01-02,air_b3180b74332ba886,0,0,1,0,0,0,0,-0.6577261885998507,-0.740891400863261,1.0,-1.123429242639413,-0.6463667668756368,1,14.0,1,1,-1.9434233312898475,-1.9434233312898475
2016-01-03,air_b3180b74332ba886,0,0,0,1,0,0,0,-0.6577261885998507,-0.6817100180463018,1.0,-0.9250140137963395,-0.6221428147645164,1,3.0,1,1,-1.8050019877071486,-1.8050019877071486
2016-01-06,air_b3180b74332ba886,0,0,0,0,0,0,1,-0.918334678422433,-1.06047086807484,0.0,-1.2722406642717181,-0.7795985034867993,1,6.0,1,1,-1.4074908802066475,-1.4074908802066475
2016-01-07,air_b3180b74332ba886,0,0,0,0,1,0,0,-0.9679743907695916,-1.2498512930891092,0.0,-1.1730330498501813,-0.6342547908200766,1,6.0,1,1,-1.337251053444423,-1.337251053444423
2016-01-08,air_b3180b74332ba886,1,0,0,0,0,0,0,-1.1665332401582258,-1.4392317181033785,0.0,-1.2722406642717181,-0.8401583837646004,1,13.0,1,1,-0.9978872017983642,-0.9978872017983642
2016-01-09,air_b3180b74332ba886,0,0,1,0,0,0,0,-1.1168935278110672,-1.403722888413203,0.0,-1.2226368570609496,-0.7917104795423596,1,31.0,1,1,-0.7359672617106553,-0.7359672617106553
2016-01-10,air_b3180b74332ba886,0,0,0,1,0,0,0,-1.1168935278110672,-1.19066991027215,0.0,-0.3297683272671193,-0.9976140724868833,1,35.0,1,1,-1.0259316747547103,-1.0259316747547103
2016-01-11,air_b3180b74332ba886,0,1,0,0,0,0,0,-1.0672538154639086,-1.0486345915114483,1.0,-1.0242216282178762,-1.033950000653564,1,1.0,1,1,-1.3930827106143964,-1.3930827106143964
2016-01-12,air_b3180b74332ba886,0,0,0,0,0,1,0,-1.1665332401582258,-1.3918866118498112,0.0,-1.1730330498501813,-1.0460619767091242,1,4.0,1,1,-1.447627924070776,-1.447627924070776
2016-01-13,air_b3180b74332ba886,0,0,0,0,0,0,1,-1.3775020176336494,-1.6167758665542558,0.0,-1.0242216282178762,-1.2156296414869674,1,5.0,1,1,-1.240767774924884,-1.240767774924884
2016-01-14,air_b3180b74332ba886,0,0,0,0,1,0,0,-1.265812664852543,-1.4392317181033785,0.0,-0.850608302980187,-1.142957785153606,1,6.0,1,1,-1.1468573838325327,-1.1468573838325327
2016-01-15,air_b3180b74332ba886,1,0,0,0,0,0,0,-1.3775020176336494,-1.1788336337087584,0.0,0.959930660212858,-1.36097335415369,1,2.0,1,1,-0.8669272317545098,-0.8669272317545098
2016-01-16,air_b3180b74332ba886,0,0,1,0,0,0,0,-1.1665332401582258,-0.9539443790043136,0.0,0.6623078169482478,-1.3730853302092503,1,23.0,1,1,-0.7174424722349039,-0.7174424722349039
2016-01-17,air_b3180b74332ba886,0,0,0,1,0,0,0,-1.2161729525053844,-1.3918866118498112,0.0,-1.2722406642717181,-1.0945098809313651,1,9.0,1,1,-1.3285032361919848,-1.3285032361919848
2016-01-18,air_b3180b74332ba886,0,1,0,0,0,0,0,-1.265812664852543,-1.2971963993426765,0.0,-0.726598784953266,-1.457869162598172,1,2.0,1,1,-1.6156374730661331,-1.6156374730661331
2016-01-19,air_b3180b74332ba886,0,0,0,0,0,1,0,-1.811849500671287,-2.102063205653321,0.0,-1.247438760666334,-1.5305410189315332,1,2.0,1,1,-1.3761016535949575,-1.3761016535949575
2016-01-20,air_b3180b74332ba886,0,0,0,0,0,0,1,-1.7622097883241286,-1.817992568131917,0.0,-0.726598784953266,-1.5668769470982138,1,2.0,1,1,-1.2495155921773222,-1.2495155921773222
2016-01-22,air_b3180b74332ba886,1,0,0,0,0,0,0,-1.3775020176336494,-1.4865768243569457,0.0,-1.0242216282178762,-1.3125254499314492,1,13.0,1,1,-0.813925750754443,-0.813925750754443
2016-01-23,air_b3180b74332ba886,0,0,1,0,0,0,0,-1.6629303636298114,-1.817992568131917,0.0,-1.2722406642717181,-1.639548803431575,1,15.0,1,1,-0.7398265928514369,-0.7398265928514369
2016-01-27,air_b3180b74332ba886,0,0,0,0,0,0,1,-1.2782225929393325,-1.2971963993426765,0.0,-1.2226368570609496,-1.203517665431407,1,7.0,1,1,-1.141968897720876,-1.141968897720876
2016-01-28,air_b3180b74332ba886,0,0,0,0,1,0,0,-1.0672538154639086,-1.072307144638232,0.0,-1.2722406642717181,-0.8643823358757209,1,6.0,1,1,-1.1476292500606888,-1.1476292500606888
2016-01-29,air_b3180b74332ba886,1,0,0,0,0,0,0,-0.7321857571205884,-0.7645639539900445,0.0,-1.2722406642717181,-0.44046317393111306,1,4.0,1,1,-1.0030329766527395,-1.0030329766527395
2016-01-30,air_b3180b74332ba886,0,0,1,0,0,0,0,-0.7570056132941676,-0.729055124299869,0.0,0.5134963953159428,-0.6221428147645164,1,7.0,1,1,-0.698145816530996,-0.698145816530996
2016-01-31,air_b3180b74332ba886,0,0,0,1,0,0,0,-0.918334678422433,-0.9894532086944893,0.0,0.06706213041902767,-0.7432625753201186,1,17.0,1,1,-1.2592925644006354,-1.2592925644006354
2016-02-02,air_b3180b74332ba886,0,0,0,0,0,1,0,-1.3154523771997013,-1.3090326759060684,0.0,-0.6521930741371136,-1.0823979048758048,1,7.0,1,1,-1.3668392588570817,-1.3668392588570817
2016-02-05,air_b3180b74332ba886,1,0,0,0,0,0,0,-1.2906325210261222,-1.202506186835542,0.0,-0.4041740380832718,-1.1792937133202865,1,17.0,1,1,-0.8749031827787916,-0.8749031827787916
2016-02-06,air_b3180b74332ba886,0,0,1,0,0,0,0,-1.3402722333732808,-1.5931033134274721,0.0,-1.0986273390340286,-1.191405689375847,1,23.0,1,1,-0.6492609554144295,-0.6492609554144295
2016-02-07,air_b3180b74332ba886,0,0,0,1,0,0,0,-1.5264211546751254,-1.5220856540471213,0.0,-1.0738254354286447,-1.469981138653732,1,39.0,1,1,-1.2667539379394799,-1.2667539379394799
2016-02-09,air_b3180b74332ba886,0,0,0,0,0,1,0,-0.918334678422433,-0.9776169321310975,0.0,1.108742081845163,-0.9976140724868833,1,10.0,1,1,-1.2443698173229467,-1.2443698173229467
2016-02-10,air_b3180b74332ba886,0,0,0,0,0,0,1,-1.1541233120714363,-0.871090443060571,0.0,1.1583458890559315,-1.2761895217647685,1,7.0,1,1,-0.9168412478419513,-0.9168412478419513
2016-02-11,air_b3180b74332ba886,0,0,0,0,1,0,0,-0.8066453256413263,-0.5160021461588161,1.0,0.811119238580553,-1.1550697612091663,1,4.0,1,1,-0.9909404057449573,-0.9909404057449573
2016-02-12,air_b3180b74332ba886,1,0,0,0,0,0,0,-0.24819856173579255,-0.2556040617641961,0.0,-1.0986273390340286,-0.41623922181999273,1,6.0,1,1,-0.934079593604109,-0.934079593604109
2016-02-13,air_b3180b74332ba886,0,0,1,0,0,0,0,0.024819856173579628,-0.04255108362314318,0.0,-0.9250140137963395,0.044015868291295814,1,24.0,1,1,-0.7421421915359059,-0.7421421915359059
2016-02-14,air_b3180b74332ba886,0,0,0,1,0,0,0,-0.8066453256413263,-0.27927661489097966,0.0,-1.247438760666334,-0.9855020964313231,1,13.0,1,1,-1.2845068611870751,-1.2845068611870751
2016-02-16,air_b3180b74332ba886,0,0,0,0,0,1,0,-1.464371514241177,-1.5812670368640804,0.0,-1.1730330498501813,-1.3246374259870093,1,2.0,1,1,-1.305861826832733,-1.305861826832733
2016-02-17,air_b3180b74332ba886,0,0,0,0,0,0,1,-1.402321873807229,-1.533921930610513,0.0,-0.850608302980187,-1.4336452104870512,1,8.0,1,1,-1.135022101667469,-1.135022101667469
2016-02-19,air_b3180b74332ba886,1,0,0,0,0,0,0,-0.8190552537281158,-0.8237453368070037,0.0,-0.701796881347882,-1.0218380245980037,1,14.0,1,1,-0.8221589905214436,-0.8221589905214436
2016-02-20,air_b3180b74332ba886,0,0,1,0,0,0,0,-0.9803843188563812,-1.1196522508917992,0.0,-1.2722406642717181,-0.7674865274312391,1,20.0,1,1,-0.8566356820457589,-0.8566356820457589
2016-02-21,air_b3180b74332ba886,0,0,0,1,0,0,0,-1.265812664852543,-1.3563777821596357,0.0,1.0839401782397788,-1.251965569653648,1,4.0,1,1,-1.229447070245258,-1.229447070245258
2016-02-23,air_b3180b74332ba886,0,0,0,0,0,1,0,-1.0672538154639086,-0.871090443060571,0.0,0.017458323208259276,-0.9370541922090821,1,14.0,1,1,-1.2363938662986649,-1.2363938662986649
2016-02-24,air_b3180b74332ba886,0,0,0,0,0,0,1,-1.1789431682450153,-1.214342463398934,0.0,-0.5033816525048085,-1.3004134738758888,1,11.0,1,1,-1.1918829138083176,-1.1918829138083176
2016-02-25,air_b3180b74332ba886,0,0,0,0,1,0,0,-1.5140112265883356,-1.4984131009203374,0.0,-0.5033816525048085,-1.4457571865426115,1,2.0,1,1,-1.0863945292936215,-1.0863945292936215
2016-02-26,air_b3180b74332ba886,1,0,0,0,0,0,0,-1.3775020176336494,-1.1788336337087584,0.0,0.786317334975169,-1.5911008992093343,1,9.0,1,1,-0.6716450760309626,-0.6716450760309626
2016-02-27,air_b3180b74332ba886,0,0,1,0,0,0,0,-0.9927942469431708,-0.729055124299869,0.0,-0.726598784953266,-1.0097260485424437,1,12.0,1,1,-0.5015772170938549,-0.5015772170938549
2016-02-28,air_b3180b74332ba886,0,0,0,1,0,0,0,-0.4839871953847957,-0.3147854445811552,0.0,1.1831477926613156,-0.7553745513756788,1,18.0,1,1,-1.0917975928907155,-1.0917975928907155
2016-03-01,air_b3180b74332ba886,0,0,0,0,0,1,0,-1.600880723195863,-1.6286121431176477,0.0,-0.08174929121327752,-1.36097335415369,1,4.0,1,1,-1.2963421433521385,-1.2963421433521385
2016-03-02,air_b3180b74332ba886,0,0,0,0,0,0,1,-1.2037630244185948,-0.9302718258775301,0.0,1.108742081845163,-1.409421258375931,1,8.0,1,1,-1.1648675958228465,-1.1648675958228465
2016-03-04,air_b3180b74332ba886,1,0,0,0,0,0,0,-0.18614892130184435,0.016630299193815937,0.0,-0.2553626164509668,-0.27089550915326993,1,10.0,1,1,-0.8044060672738484,-0.8044060672738484
2016-03-05,air_b3180b74332ba886,0,0,1,0,0,0,0,0.111689352781107,0.3125372132786115,0.0,1.232751599872084,-0.2951194612643905,1,8.0,1,1,-0.5785065511667675,-0.5785065511667675
2016-03-06,air_b3180b74332ba886,0,0,0,1,0,0,0,0.037229784260369,0.09948423513755862,0.0,-0.8010044957694187,0.05612784434685599,1,15.0,1,1,-1.2206992529928198,-1.2206992529928198
2016-03-08,air_b3180b74332ba886,0,0,0,0,0,1,0,-0.3722978426036889,-0.2200952320740205,0.0,-0.4537778452940402,-0.24667155704214958,1,9.0,1,1,-1.1725862581044098,-1.1725862581044098
2016-03-09,air_b3180b74332ba886,0,0,0,0,0,0,1,-0.8190552537281158,-1.001289485257881,0.0,-1.2722406642717181,-0.5736949105422755,1,5.0,1,1,-1.2196700980219448,-1.2196700980219448
2016-03-10,air_b3180b74332ba886,0,0,0,0,1,0,0,-0.8935148222488538,-1.0486345915114483,0.0,-1.1978349534555655,-0.8159344316534799,1,9.0,1,1,-1.0974579452305286,-1.0974579452305286
2016-03-11,air_b3180b74332ba886,1,0,0,0,0,0,0,-1.265812664852543,-1.3918866118498112,0.0,-1.123429242639413,-1.0581739527646843,1,2.0,1,1,-0.7539774737009693,-0.7539774737009693
2016-03-12,air_b3180b74332ba886,0,0,1,0,0,0,0,-1.36509208954686,-1.3208689524694601,0.0,-1.0242216282178762,-1.3246374259870093,1,20.0,1,1,-0.5612682054046099,-0.5612682054046099
2016-03-13,air_b3180b74332ba886,0,0,0,1,0,0,0,-1.2161729525053844,-1.1788336337087584,0.0,-1.2722406642717181,-1.191405689375847,1,42.0,1,1,-1.1697560819345032,-1.1697560819345032
2016-03-15,air_b3180b74332ba886,0,0,0,0,0,1,0,-0.8686949660752744,-0.7764002305534363,0.0,0.8855249493967053,-0.7432625753201186,1,5.0,1,1,-1.1231868195024057,-1.1231868195024057
2016-03-16,air_b3180b74332ba886,0,0,0,0,0,0,1,-0.7073659009470092,-0.35029427427133075,0.0,0.43909068449979033,-0.8280464077090403,1,7.0,1,1,-1.0326211820653983,-1.0326211820653983
2016-03-17,air_b3180b74332ba886,0,0,0,0,1,0,0,-0.4095276268640579,-0.04255108362314318,0.0,1.2823554070828524,-0.8038224555979198,1,9.0,1,1,-0.9845081871769881,-0.9845081871769881
2016-03-18,air_b3180b74332ba886,1,0,0,0,0,0,0,-0.16132906512826517,-0.35029427427133075,0.0,-1.1730330498501813,-0.07710389226430642,1,9.0,1,1,-0.603720847953207,-0.603720847953207
2016-03-19,air_b3180b74332ba886,0,0,1,0,0,0,0,-0.32265813025653034,-0.42131193365168185,0.0,-0.3545702308725034,-0.3677913175977518,1,16.0,1,1,-0.5859679247056119,-0.5859679247056119
2016-03-20,air_b3180b74332ba886,0,0,0,1,0,0,0,-0.6577261885998507,-0.5633472524123836,1.0,1.4063649251097734,-0.5736949105422755,1,29.0,1,1,-0.8013186023612232,-0.8013186023612232
2016-03-21,air_b3180b74332ba886,0,1,0,0,0,0,0,-0.8190552537281158,-0.6935462946096936,1.0,0.9351287566074739,-0.8159344316534799,1,12.0,1,1,-1.253117634575385,-1.253117634575385
2016-03-22,air_b3180b74332ba886,0,0,0,0,0,1,0,-0.6825460447734298,-0.3147854445811552,0.0,1.5303744431366944,-1.1792937133202865,1,18.0,1,1,-1.1190701996189052,-1.1190701996189052
2016-03-23,air_b3180b74332ba886,0,0,0,0,0,0,1,-0.5460368358187438,-0.3976393805248979,0.0,-0.007343580397125033,-0.6100308387089562,1,2.0,1,1,-1.0164119912741156,-1.0164119912741156
2016-03-24,air_b3180b74332ba886,0,0,0,0,1,0,0,-0.7942353975545366,-0.8237453368070037,0.0,-0.08174929121327752,-0.6463667668756368,1,7.0,1,1,-1.0768748458130268,-1.0768748458130268
2016-03-25,air_b3180b74332ba886,1,0,0,0,0,0,0,-0.9431545345960122,-0.8474178899337872,0.0,1.2823554070828524,-0.9370541922090821,1,12.0,1,1,-0.4634984831714769,-0.4634984831714769
2016-03-26,air_b3180b74332ba886,0,0,1,0,0,0,0,-0.8438751099016952,-0.5396746992856001,0.0,0.984732563818242,-1.0945098809313651,1,18.0,1,1,-0.46941612425400864,-0.46941612425400864
2016-03-27,air_b3180b74332ba886,0,0,0,1,0,0,0,-0.8438751099016952,-0.8000727836802201,0.0,0.31508116647286943,-0.7917104795423596,1,35.0,1,1,-1.036223224463461,-1.036223224463461
2016-03-29,air_b3180b74332ba886,0,0,0,0,0,1,0,-0.3847077706904785,-0.3147854445811552,0.0,-0.4785797488994243,-0.6342547908200766,1,18.0,1,1,-0.8761896264923855,-0.8761896264923855
2016-03-30,air_b3180b74332ba886,0,0,0,0,0,0,1,-0.07445956852073757,-0.07805991331331873,0.0,-1.0986273390340286,-0.04076796409762566,1,6.0,1,1,-0.9628959327886113,-0.9628959327886113
2016-03-31,air_b3180b74332ba886,0,0,0,0,1,0,0,-0.23578863364900293,-0.29111289145437164,0.0,-1.0490235318232604,-0.07710389226430642,1,2.0,1,1,-0.9266182200652646,-0.9266182200652646
2016-04-01,air_b3180b74332ba886,1,0,0,0,0,0,0,-0.2854283459961615,-0.48049331646864096,0.0,-1.2226368570609496,-0.06499191620874624,1,7.0,1,1,-0.7164133172640288,-0.7164133172640288
2016-04-02,air_b3180b74332ba886,0,0,1,0,0,0,0,0.04963971234715882,0.09948423513755862,0.0,0.811119238580553,0.08035179645797656,1,24.0,1,1,-0.7339089517689051,-0.7339089517689051
2016-04-03,air_b3180b74332ba886,0,0,0,1,0,0,0,0.1613290651282654,0.3243734898420031,0.0,-1.0242216282178762,0.29836736545806064,1,18.0,1,1,-1.2670112266821987,-1.2670112266821987
2016-04-05,air_b3180b74332ba886,0,0,0,0,0,1,0,-0.22337870556221334,-0.12540501956688627,0.0,0.8359211421859372,-0.24667155704214958,1,14.0,1,1,-1.1736154130752847,-1.1736154130752847
2016-04-06,air_b3180b74332ba886,0,0,0,0,0,0,1,-0.12409928086789616,-0.04255108362314318,0.0,-0.05694738760789321,-0.3072314373199507,1,9.0,1,1,-1.1054338962548105,-1.1054338962548105
2016-04-07,air_b3180b74332ba886,0,0,0,0,1,0,0,0.19855884938863438,0.3717185960955706,0.0,-1.2722406642717181,0.05612784434685599,1,8.0,1,1,-1.2232721404200075,-1.2232721404200075
2016-04-08,air_b3180b74332ba886,1,0,0,0,0,0,0,-0.14891913704147558,-0.06622363674992716,0.0,0.06706213041902767,-0.07710389226430642,1,2.0,1,1,-0.6551785964969613,-0.6551785964969613
2016-04-09,air_b3180b74332ba886,0,0,1,0,0,0,0,0.037229784260369,0.27702838358843596,0.0,0.6375059133428638,-0.0892158683198666,1,12.0,1,1,-0.5612682054046099,-0.5612682054046099
2016-04-10,air_b3180b74332ba886,0,0,0,1,0,0,0,-0.012409928086789373,0.17050189451790929,0.0,-0.1313530984240459,0.044015868291295814,1,22.0,1,1,-1.150974003716033,-1.150974003716033
2016-04-12,air_b3180b74332ba886,0,0,0,0,0,1,0,-0.16132906512826517,0.13499306482773415,0.0,0.6127040097374794,-0.537358982375595,1,5.0,1,1,-1.2379375987549774,-1.2379375987549774
2016-04-13,air_b3180b74332ba886,0,0,0,0,0,0,1,0.012409928086789814,-0.054387360186535165,0.0,-0.8258063993748028,0.15302365279133787,1,5.0,1,1,-1.1484011162888452,-1.1484011162888452
2016-04-14,air_b3180b74332ba886,0,0,0,0,1,0,0,0.074459568520738,0.06397540544738306,0.0,0.5631002025267112,0.23780748518025932,1,6.0,1,1,-1.114696290992686,-1.114696290992686
2016-04-15,air_b3180b74332ba886,1,0,0,0,0,0,0,-0.012409928086789373,0.07581168201077505,0.0,1.5551763467420783,-0.0044320359309451204,1,24.0,1,1,-0.683480358196026,-0.683480358196026
2016-04-16,air_b3180b74332ba886,0,0,1,0,0,0,0,0.26060848982258256,0.549262744546448,0.0,0.09186403402441176,-0.0044320359309451204,1,10.0,1,1,-0.46401306065691444,-0.46401306065691444
2016-04-17,air_b3180b74332ba886,0,0,0,1,0,0,0,0.074459568520738,-0.018878530496359614,0.0,1.3567611178990047,-0.0044320359309451204,1,20.0,1,1,-1.1882808714102546,-1.1882808714102546
2016-04-19,air_b3180b74332ba886,0,0,0,0,0,1,0,-0.19855884938863394,0.07581168201077505,0.0,1.3567611178990047,-0.3677913175977518,1,3.0,1,1,-1.1725862581044098,-1.1725862581044098
2016-04-20,air_b3180b74332ba886,0,0,0,0,0,0,1,-0.03722978426036856,0.21784700077147684,0.0,1.0839401782397788,-0.47679910209779386,1,19.0,1,1,-1.0364805132061798,-1.0364805132061798
2016-04-21,air_b3180b74332ba886,0,0,0,0,1,0,0,0.111689352781107,0.0403028523205995,0.0,-1.2722406642717181,0.10457574856909692,1,8.0,1,1,-1.1447990738907823,-1.1447990738907823
2016-04-22,air_b3180b74332ba886,1,0,0,0,0,0,0,0.22337870556221356,0.20601072420808486,0.0,0.8359211421859372,0.334703293624741,1,2.0,1,1,-0.6366538070212098,-0.6366538070212098
2016-04-23,air_b3180b74332ba886,0,0,1,0,0,0,0,0.0,0.0403028523205995,0.0,-0.9994197246124922,0.2014715570135788,1,8.0,1,1,-0.5375976410744829,-0.5375976410744829
2016-04-24,air_b3180b74332ba886,0,0,0,1,0,0,0,-0.012409928086789373,-0.030714807059751607,0.0,-0.4537778452940402,0.05612784434685599,1,23.0,1,1,-1.166411328279159,-1.166411328279159
2016-04-26,air_b3180b74332ba886,0,0,0,0,0,1,0,0.4343474830376373,0.6321166804901907,0.0,0.43909068449979033,0.37103922179142174,1,19.0,1,1,-1.0740446696431203,-1.0740446696431203
2016-04-27,air_b3180b74332ba886,0,0,0,0,0,0,1,0.19855884938863438,0.004794022630423948,0.0,-1.247438760666334,0.43159910206922286,1,15.0,1,1,-1.054233436453775,-1.054233436453775
2016-04-28,air_b3180b74332ba886,0,0,0,0,1,0,0,-0.23578863364900293,-0.3858031039615063,0.0,-1.2722406642717181,-0.04076796409762566,1,7.0,1,1,-0.8077508209291925,-0.8077508209291925
2016-04-29,air_b3180b74332ba886,1,0,0,0,0,0,0,-0.22337870556221334,-0.19642267894723694,1.0,1.7039877683743834,-0.24667155704214958,1,24.0,1,1,-0.6315080321668344,-0.6315080321668344
2016-04-30,air_b3180b74332ba886,0,0,1,0,0,0,0,0.1613290651282654,0.41906370234913776,0.0,1.8031953827959202,-0.25878353309770974,1,15.0,1,1,-0.6765335621426193,-0.6765335621426193
2016-05-01,air_b3180b74332ba886,0,0,0,1,0,0,0,0.40952762686405814,0.6439529570535822,0.0,1.654383961163615,0.15302365279133787,1,6.0,1,1,-0.9623813553031738,-0.9623813553031738
2016-05-02,air_b3180b74332ba886,0,1,0,0,0,0,0,0.5708566919923235,0.7268068929973253,0.0,0.959930660212858,0.34681526968030135,1,3.0,1,1,-1.104662030026654,-1.104662030026654
2016-05-03,air_b3180b74332ba886,0,0,0,0,0,1,0,0.2109687774754242,0.09948423513755862,1.0,-1.0738254354286447,0.2499194612358195,1,3.0,1,1,-0.8134111732690054,-0.8134111732690054
2016-05-04,air_b3180b74332ba886,0,0,0,0,0,0,1,0.5584467639055337,0.7149706164339333,1.0,1.8527991900066882,0.2620314372913799,1,13.0,1,1,-0.8713011403807288,-0.8713011403807288
2016-05-05,air_b3180b74332ba886,0,0,0,0,1,0,0,0.5956765481659027,0.7268068929973253,1.0,0.8359211421859372,0.5163829344581443,1,9.0,1,1,-1.0673551623324324,-1.0673551623324324
2016-05-06,air_b3180b74332ba886,1,0,0,0,0,0,0,0.28542834599616174,0.08764795857416663,0.0,-1.2722406642717181,0.2499194612358195,1,7.0,1,1,-1.225073161619039,-1.225073161619039
2016-05-07,air_b3180b74332ba886,0,0,1,0,0,0,0,0.3598879145168998,0.2533558304616524,0.0,0.5631002025267112,0.37103922179142174,1,11.0,1,1,-0.7887114539680034,-0.7887114539680034
2016-05-08,air_b3180b74332ba886,0,0,0,1,0,0,0,0.4839871953847961,0.7268068929973253,0.0,-0.03214548400250913,0.2499194612358195,1,6.0,1,1,-1.1370804116092192,-1.1370804116092192
2016-05-10,air_b3180b74332ba886,0,0,0,0,0,1,0,0.31024820216974097,0.35988231953217864,0.0,-1.2722406642717181,0.23780748518025932,1,7.0,1,1,-1.4087773239202415,-1.4087773239202415
2016-05-11,air_b3180b74332ba886,0,0,0,0,0,0,1,-0.17373899321505476,-0.2200952320740205,0.0,-0.3545702308725034,-0.11343982043098716,1,6.0,1,1,-1.2142670344248505,-1.2142670344248505
2016-05-12,air_b3180b74332ba886,0,0,0,0,1,0,0,0.148919137041476,0.3835548726589622,0.0,2.026412515244378,-0.3435673654866312,1,6.0,1,1,-1.0910257266625594,-1.0910257266625594
2016-05-13,air_b3180b74332ba886,1,0,0,0,0,0,0,0.38470777069047896,0.4072274257857458,0.0,1.1831477926613156,0.39526317390254206,1,5.0,1,1,-0.7256757120019045,-0.7256757120019045
2016-05-14,air_b3180b74332ba886,0,0,1,0,0,0,0,0.34747798643010996,0.3835548726589622,0.0,1.6791858647689992,0.3104793415136206,1,4.0,1,1,-0.5612682054046099,-0.5612682054046099
2016-05-17,air_b3180b74332ba886,0,0,0,0,0,1,0,0.111689352781107,0.4545725320393133,0.0,2.026412515244378,-0.3920152697088721,1,1.0,1,1,-1.3362218984735479,-1.3362218984735479
2016-05-18,air_b3180b74332ba886,0,0,0,0,0,0,1,0.29783827408295155,0.49008136172948885,0.0,1.8776010936120724,-0.1497757485976677,1,4.0,1,1,-1.1285898830994998,-1.1285898830994998
2016-05-19,air_b3180b74332ba886,0,0,0,0,1,0,0,0.6329063324262717,0.7031343398705413,0.0,1.2575535034774679,0.2620314372913799,1,4.0,1,1,-1.1198420658470616,-1.1198420658470616
