visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Tōkyō-to Chūō-ku Ginza,total_area_visitors,total_genre_visitors
2016-01-05,air_ea7c16131980c837,0,0,0,0,0,1,0,-0.5333178083374994,-0.5254874378479557,0.0,0.7804045638360769,-0.7569686408033609,1,4.0,1,1,-1.3925208973900163,-1.392520897390016
2016-01-06,air_ea7c16131980c837,0,0,0,0,0,0,1,-0.7852507997282259,-1.0392625684638828,0.0,-1.2721663437875779,-0.5163681969343077,1,29.0,1,1,-1.3288674390219257,-1.3288674390219255
2016-01-07,air_ea7c16131980c837,0,0,0,0,1,0,0,-0.8104440988672986,-0.8387649565162039,0.0,-0.09926868228834661,-0.8291487739640768,1,22.0,1,1,-1.2601820867116937,-1.2601820867116935
2016-01-08,air_ea7c16131980c837,1,0,0,0,0,0,0,-1.0497804406884887,-1.0893869714508024,0.0,0.8537106676797787,-0.9975690846724141,1,13.0,1,1,-0.9283286812274594,-0.9283286812274592
2016-01-09,air_ea7c16131980c837,0,0,1,0,0,0,0,-0.986797192840807,-1.001669266223693,0.0,0.9025814035755801,-1.0336591512527722,1,5.0,1,1,-0.6722052795724551,-0.6722052795724549
2016-01-12,air_ea7c16131980c837,0,0,0,0,0,1,0,-1.4780665260527235,-1.690879807293839,0.0,-1.2721663437875779,-1.2622295729283726,1,26.0,1,1,-1.3681162117706298,-1.3681162117706296
2016-01-13,air_ea7c16131980c837,0,0,0,0,0,0,1,-1.3646966799268967,-1.2397601804115617,0.0,0.8537106676797787,-1.4787699724105206,1,13.0,1,1,-1.16583407529654,-1.1658340752965397
2016-01-14,air_ea7c16131980c837,0,0,0,0,1,0,0,-1.150553637244779,-1.0267314677171528,0.0,0.9514521394713813,-1.3464397282825413,1,31.0,1,1,-1.0740020108524568,-1.0740020108524566
2016-01-15,air_ea7c16131980c837,1,0,0,0,0,0,0,-1.2009402355229244,-1.0893869714508024,0.0,0.7070984599923749,-1.1298993288003933,1,11.0,1,1,-0.8002669803999573,-0.800266980399957
2016-01-16,air_ea7c16131980c837,0,0,1,0,0,0,0,-1.0875703893970976,-0.9766070647302331,0.0,0.9514521394713813,-1.1539593731872986,1,18.0,1,1,-0.6540904613807456,-0.6540904613807453
2016-01-17,air_ea7c16131980c837,0,0,0,1,0,0,0,-1.175746936383852,-1.3776022886255908,0.0,-0.5146699374026577,-1.0938092622200355,1,1.0,1,1,-1.2516278670100531,-1.251627867010053
2016-01-18,air_ea7c16131980c837,0,1,0,0,0,0,0,-1.5536464234699416,-1.678348706547109,0.0,-0.9300711925169687,-1.3464397282825413,1,3.0,1,1,-1.532407548981551,-1.5324075489815507
2016-01-19,air_ea7c16131980c837,0,0,0,0,0,1,0,-1.2639234833706061,-1.3776022886255908,0.0,0.9514521394713813,-1.2622295729283726,1,21.0,1,1,-1.2981728859748625,-1.2981728859748622
2016-01-20,air_ea7c16131980c837,0,0,0,0,0,0,1,-1.3898899790659693,-1.3149467848919412,0.0,0.9758875074192819,-1.454709928023615,1,25.0,1,1,-1.1743882949981805,-1.1743882949981803
2016-01-21,air_ea7c16131980c837,0,0,0,0,1,0,0,-1.226133534661997,-1.2648223819050215,0.0,0.5360508843570704,-1.25019955073492,1,25.0,1,1,-1.0536228403867838,-1.0536228403867836
2016-01-22,air_ea7c16131980c837,1,0,0,0,0,0,0,-1.175746936383852,-1.164573575931182,0.0,0.7070984599923749,-1.0095991068658667,1,12.0,1,1,-0.7484384727958995,-0.7484384727958991
2016-01-23,air_ea7c16131980c837,0,0,1,0,0,0,0,-1.4150832782050418,-1.6532865050536492,0.0,-1.2232956078917765,-1.0577191956396774,1,8.0,1,1,-0.6759792000290613,-0.675979200029061
2016-01-25,air_ea7c16131980c837,0,1,0,0,0,0,0,-1.541049773900405,-1.4026644901190506,0.0,1.0736289792108846,-1.6832803496992157,1,6.0,1,1,-1.3900049504189456,-1.3900049504189453
2016-01-26,air_ea7c16131980c837,0,0,0,0,0,1,0,-1.4276799277745784,-1.2522912811582916,0.0,0.8292752997318781,-1.5268900611843312,1,1.0,1,1,-1.2191721510832403,-1.21917215108324
2016-01-27,air_ea7c16131980c837,0,0,0,0,0,0,1,-1.1127636885361702,-0.7761094527825543,0.0,1.0247582433150835,-1.5028300167974258,1,40.0,1,1,-1.0692217116074225,-1.0692217116074223
2016-01-28,air_ea7c16131980c837,0,0,0,0,1,0,0,-0.9238139449931254,-0.7009228483021748,0.0,1.0247582433150835,-1.1178693066069407,1,20.0,1,1,-1.0747567949437782,-1.074756794943778
2016-01-29,air_ea7c16131980c837,1,0,0,0,0,0,0,-1.226133534661997,-1.47785109459943,0.0,-1.2721663437875779,-1.0577191956396774,1,5.0,1,1,-0.9333605751696009,-0.9333605751696007
2016-01-30,air_ea7c16131980c837,0,0,1,0,0,0,0,-1.49066317562226,-1.828721915507868,0.0,-1.2721663437875779,-1.1900494397676566,1,16.0,1,1,-0.6352208590977149,-0.6352208590977145
2016-02-01,air_ea7c16131980c837,0,1,0,0,0,0,0,-1.3143100816487512,-1.6156932028134594,0.0,-1.2721663437875779,-1.0577191956396774,1,16.0,1,1,-1.4355435905953264,-1.4355435905953262
2016-02-02,air_ea7c16131980c837,0,0,0,0,0,1,0,-1.150553637244779,-1.1144491729442625,0.0,0.8048399317839775,-1.0577191956396774,1,21.0,1,1,-1.2891154768790076,-1.2891154768790074
2016-02-03,air_ea7c16131980c837,0,0,0,0,0,0,1,-1.2765201329401423,-1.3024156841452112,0.0,0.4627447805133683,-1.1900494397676566,1,14.0,1,1,-1.215146635929527,-1.2151466359295269
2016-02-04,air_ea7c16131980c837,0,0,0,0,1,0,0,-1.2639234833706061,-1.2648223819050215,0.0,0.16952036513856067,-1.2381695285414673,1,21.0,1,1,-1.1779106207576797,-1.1779106207576795
2016-02-05,air_ea7c16131980c837,1,0,0,0,0,0,0,-0.9616038937017344,-0.7886405535292842,0.0,0.9270167715234807,-1.2983196395087306,1,11.0,1,1,-0.8080664160102766,-0.8080664160102764
2016-02-06,air_ea7c16131980c837,0,0,1,0,0,0,0,-1.0623770902580247,-1.2146979789181016,0.0,-1.0278126643085712,-0.8411787961575294,1,21.0,1,1,-0.5874178666473702,-0.58741786664737
2016-02-08,air_ea7c16131980c837,0,1,0,0,0,0,0,-1.3521000303573603,-1.289884583398481,0.0,0.07177889334695799,-1.2141094841545619,1,19.0,1,1,-1.3847214617796968,-1.3847214617796966
2016-02-09,air_ea7c16131980c837,0,0,0,0,0,1,0,-1.0749737398275614,-0.6132051430750654,0.0,0.8292752997318781,-1.2983196395087306,1,25.0,1,1,-1.169356401056039,-1.1693564010560389
2016-02-10,air_ea7c16131980c837,0,0,0,0,0,0,1,-1.150553637244779,-1.1019180721975324,0.0,1.1469350830545866,-1.178019417574204,1,18.0,1,1,-0.8490763516387302,-0.84907635163873
2016-02-12,air_ea7c16131980c837,1,0,0,0,0,0,0,-0.9993938424103433,-0.9640759639835031,0.0,-0.6857175130379622,-1.1900494397676566,1,9.0,1,1,-0.8659331963449043,-0.8659331963449041
2016-02-13,air_ea7c16131980c837,0,0,1,0,0,0,0,-0.14282167168187357,0.2765030099427595,0.0,-0.14813941818414794,-0.37200793061287557,1,11.0,1,1,-0.678243552303025,-0.6782435523030247
2016-02-15,air_ea7c16131980c837,0,1,0,0,0,0,0,-0.8860239962845164,-0.5129563371012259,0.0,-1.1744248719959751,-0.9855390624789613,1,9.0,1,1,-1.388243787539196,-1.3882437875391958
2016-02-16,air_ea7c16131980c837,0,0,0,0,0,1,0,-1.2009402355229244,-1.2021668781713717,0.0,1.0247582433150835,-1.2261395063480147,1,39.0,1,1,-1.2294875336646305,-1.2294875336646303
2016-02-17,air_ea7c16131980c837,0,0,0,0,0,0,1,-1.1253603381057065,-0.7761094527825543,0.0,0.8048399317839775,-1.2141094841545619,1,23.0,1,1,-1.0624286547855313,-1.062428654785531
2016-02-18,air_ea7c16131980c837,0,0,0,0,1,0,0,-1.1253603381057065,-1.1144491729442625,0.0,0.3894386766696664,-1.2381695285414673,1,3.0,1,1,-1.0719892532756004,-1.0719892532756001
2016-02-19,air_ea7c16131980c837,1,0,0,0,0,0,0,-0.6844776031719354,-0.3876453296339266,0.0,1.000322875367183,-1.0817792400265827,1,10.0,1,1,-0.7564895031033259,-0.7564895031033256
2016-02-20,air_ea7c16131980c837,0,0,1,0,0,0,0,-0.8986206458540528,-1.0517936692106127,0.0,-1.125554136100174,-0.5885483300950236,1,10.0,1,1,-0.7902031925156742,-0.790203192515674
2016-02-22,air_ea7c16131980c837,0,1,0,0,0,0,0,-1.0623770902580247,-1.2272290796648315,0.0,-1.1499895040480745,-0.7810286851902661,1,7.0,1,1,-1.375412457986735,-1.3754124579867348
2016-02-23,air_ea7c16131980c837,0,0,0,0,0,1,0,-1.0623770902580247,-1.2021668781713717,0.0,-1.2477309758396773,-0.7810286851902661,1,30.0,1,1,-1.1615569654457196,-1.1615569654457194
2016-02-24,air_ea7c16131980c837,0,0,0,0,0,0,1,-1.175746936383852,-1.4903821953461602,0.0,-1.2477309758396773,-1.06974921783313,1,8.0,1,1,-1.1180310828461955,-1.1180310828461952
2016-02-25,air_ea7c16131980c837,0,0,0,0,1,0,0,-1.4276799277745784,-1.4026644901190506,0.0,-0.7834589848295648,-1.3223796838956359,1,20.0,1,1,-1.014877257032294,-1.0148772570322937
2016-02-26,air_ea7c16131980c837,1,0,0,0,0,0,0,-1.175746936383852,-1.0267314677171528,0.0,1.2935472907419905,-1.358469750475994,1,5.0,1,1,-0.6093066052956859,-0.6093066052956857
2016-02-27,air_ea7c16131980c837,0,0,1,0,0,0,0,-0.9238139449931254,-0.8888893595031236,0.0,1.2935472907419905,-1.0456891734462246,1,15.0,1,1,-0.44300251050790806,-0.44300251050790784
2016-02-29,air_ea7c16131980c837,0,1,0,0,0,0,0,-0.8608306971454437,-0.6006740423283353,0.0,-0.7590236168816641,-0.7930587073837189,1,8.0,1,1,-1.3281126549306046,-1.3281126549306044
2016-03-01,air_ea7c16131980c837,0,0,0,0,0,1,0,-1.2513268338010697,-1.164573575931182,0.0,1.3912887625335932,-1.1178693066069407,1,11.0,1,1,-1.2201785298716685,-1.2201785298716683
2016-03-02,air_ea7c16131980c837,0,0,0,0,0,0,1,-1.1127636885361702,-0.9014204602498536,0.0,0.8537106676797787,-1.2381695285414673,1,9.0,1,1,-1.0916136396499523,-1.091613639649952
2016-03-03,air_ea7c16131980c837,0,0,0,0,1,0,0,-0.747460851019617,-0.40017643038065676,0.0,1.3668533945856927,-1.0938092622200355,1,12.0,1,1,-1.1082188896590193,-1.108218889659019
2016-03-04,air_ea7c16131980c837,1,0,0,0,0,0,0,-0.596301056185181,-0.4628319341143061,0.0,1.0980643471587852,-0.6968185298360976,1,13.0,1,1,-0.7391294690029376,-0.7391294690029373
2016-03-05,air_ea7c16131980c837,0,0,1,0,0,0,0,-0.5585111074765722,-0.4127075311273864,0.0,-0.6368467771421609,-0.4441880637735916,1,9.0,1,1,-0.5182293249429241,-0.5182293249429238
2016-03-07,air_ea7c16131980c837,0,1,0,0,0,0,0,-0.13022502211233727,-0.5129563371012259,0.0,-1.2721663437875779,0.1693430680924942,1,9.0,1,1,-1.4315180754416132,-1.431518075441613
2016-03-08,air_ea7c16131980c837,0,0,0,0,0,1,0,0.08391802056978029,0.15119200247546027,0.0,0.7070984599923749,0.15731304589904138,1,25.0,1,1,-1.0991614805631647,-1.0991614805631644
2016-03-09,air_ea7c16131980c837,0,0,0,0,0,0,1,-0.8104440988672986,-0.5881429415816054,0.0,-1.2721663437875779,-0.9133589293182455,1,2.0,1,1,-1.1452033101337598,-1.1452033101337595
2016-03-10,air_ea7c16131980c837,0,0,0,0,1,0,0,-1.137956987675243,-1.3901333893723207,0.0,-1.2721663437875779,-0.9374189737051508,1,30.0,1,1,-1.0256958290078981,-1.025695829007898
2016-03-11,air_ea7c16131980c837,1,0,0,0,0,0,0,-1.3269067312182876,-1.690879807293839,0.0,-1.2721663437875779,-1.0095991068658667,1,12.0,1,1,-0.6898169083699505,-0.6898169083699502
2016-03-12,air_ea7c16131980c837,0,0,1,0,0,0,0,-1.175746936383852,-1.4026644901190506,0.0,-0.9300711925169687,-1.0216291290593194,1,14.0,1,1,-0.50137248023675,-0.5013724802367496
2016-03-15,air_ea7c16131980c837,0,0,0,0,0,1,0,-0.8860239962845164,-0.6883917475554449,0.0,1.5134656022730963,-0.8892988849313401,1,30.0,1,1,-1.050855298718606,-1.0508552987186055
2016-03-16,air_ea7c16131980c837,0,0,0,0,0,0,1,-0.8104440988672986,-0.7134539490489047,0.0,-0.6857175130379622,-1.0216291290593194,1,7.0,1,1,-0.9622939653369148,-0.9622939653369146
2016-03-17,air_ea7c16131980c837,0,0,0,0,1,0,0,-0.2561915178077005,0.1010675994885403,0.0,1.5134656022730963,-0.6005783522884762,1,24.0,1,1,-0.9152457569778913,-0.9152457569778911
2016-03-18,air_ea7c16131980c837,1,0,0,0,0,0,0,-0.04204847512558291,0.22637860695583956,0.0,0.5849216202528715,-0.45621808596704433,1,14.0,1,1,-0.5428856052594176,-0.5428856052594173
2016-03-19,air_ea7c16131980c837,0,0,1,0,0,0,0,-0.029451825556046633,-0.36258312814046684,0.0,-0.8078943527774655,0.2655832456401154,1,12.0,1,1,-0.5255255711590293,-0.5255255711590291
2016-03-21,air_ea7c16131980c837,0,1,0,0,0,0,0,-0.7096709023110079,-0.7259850497956345,1.0,-0.17257478613204852,-0.5404282413212129,1,7.0,1,1,-1.1779106207576797,-1.1779106207576795
2016-03-22,air_ea7c16131980c837,0,0,0,0,0,1,0,-0.5207211587679632,-0.2623343221666274,0.0,0.8781460356276796,-0.7208785742230028,1,22.0,1,1,-1.0468297835648925,-1.0468297835648923
2016-03-23,air_ea7c16131980c837,0,0,0,0,0,0,1,-0.45773791092028154,-0.19967881843297774,0.0,0.16952036513856067,-0.46824810816049695,1,20.0,1,1,-0.9464434994191689,-0.9464434994191687
2016-03-24,air_ea7c16131980c837,0,0,0,0,1,0,0,-1.1127636885361702,-1.2648223819050215,0.0,-0.905635824569068,-0.8772688627378875,1,10.0,1,1,-1.005568253239332,-1.0055682532393317
2016-03-25,air_ea7c16131980c837,1,0,0,0,0,0,0,-0.8860239962845164,-0.650798445315255,0.0,0.9758875074192819,-1.06974921783313,1,13.0,1,1,-0.40576649533606074,-0.40576649533606046
2016-03-26,air_ea7c16131980c837,0,0,1,0,0,0,0,-0.8986206458540528,-0.8888893595031236,0.0,0.2428264689822626,-0.7569686408033609,1,13.0,1,1,-0.41155317336952346,-0.41155317336952324
