visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Tōkyō-to Edogawa-ku Chūō,total_area_visitors,total_genre_visitors
2016-07-01,air_258dc112912fc458,1,0,0,0,0,0,0,1.1480208577778255,1.2411037212484632,0.0,0.9360007679511212,1.1070001446306021,1,70.0,1,1,1.32087380584507,1.3208738058450702
2016-07-02,air_258dc112912fc458,0,0,1,0,0,0,0,1.0643375528367311,0.9138465978437155,0.0,0.3401008832263033,1.1293982372195435,1,89.0,1,1,1.4686340425687903,1.4686340425687905
2016-07-03,air_258dc112912fc458,0,0,0,1,0,0,0,1.1838851313240089,1.3623100632502216,0.0,0.8323660053902836,1.2077915612808385,1,80.0,1,1,-0.3762479561419672,-0.37624795614196715
2016-07-04,air_258dc112912fc458,0,1,0,0,0,0,0,1.4468898039960192,1.6653259182546174,0.0,0.9878181492315404,1.3533791631089582,1,56.0,1,1,-1.093132549624515,-1.0931325496245148
2016-07-05,air_258dc112912fc458,0,0,0,0,0,1,0,0.6817853016774429,0.6714339138401985,0.0,-1.4475987709481515,0.8382230335633043,1,61.0,1,1,-0.4734586381970464,-0.47345863819704637
2016-07-06,air_258dc112912fc458,0,0,0,0,0,0,1,0.8013328801647204,0.6956751822405501,0.0,-0.28170769213872454,0.8494220798577752,1,60.0,1,1,-0.04643862393328036,-0.04643862393328025
2016-07-08,air_258dc112912fc458,1,0,0,0,0,0,0,1.01651852144182,1.022932305645298,0.0,-0.8257901955831238,1.0174077742748362,1,52.0,1,1,1.129280388849241,1.1292803888492413
2016-07-09,air_258dc112912fc458,0,0,1,0,0,0,0,0.8013328801647204,0.5623482060386157,0.0,-1.4475987709481515,0.9166163576245998,1,65.0,1,1,1.4117216068929077,1.411721606892908
2016-07-10,air_258dc112912fc458,0,0,0,1,0,0,0,1.100201826382914,1.2411037212484632,0.0,1.4282658901151015,0.9054173113301288,1,94.0,1,1,-0.22707374586108206,-0.22707374586108198
2016-07-11,air_258dc112912fc458,0,1,0,0,0,0,0,1.2795231941138305,1.5319989420526838,0.0,1.920531012279082,1.062203959452719,1,57.0,1,1,-1.1401471704002442,-1.1401471704002442
2016-07-12,air_258dc112912fc458,0,0,0,0,0,1,0,1.267568436265103,1.3017068922493424,0.0,0.9878181492315404,1.3085829779310756,1,60.0,1,1,-0.45931890262539854,-0.4593189026253985
2016-07-13,air_258dc112912fc458,0,0,0,0,0,0,1,1.1360660999290975,0.8774846952431878,0.0,-1.4475987709481515,1.2749858390476632,1,73.0,1,1,-0.39109467849219753,-0.3910946784921974
2016-07-15,air_258dc112912fc458,1,0,0,0,0,0,0,0.7654686066185374,0.5502275718384401,0.0,-1.4475987709481515,0.9614125428024826,1,48.0,1,1,0.9292031305104236,0.9292031305104238
2016-07-16,air_258dc112912fc458,0,0,1,0,0,0,0,0.9686994900469091,0.9623291346444187,0.0,-0.9294249581439618,0.8718201724467166,1,71.0,1,1,1.3562231447741897,1.35622314477419
2016-07-17,air_258dc112912fc458,0,0,0,1,0,0,0,1.100201826382914,0.8411227926426602,0.0,-1.4475987709481515,1.2525877464587218,1,77.0,1,1,0.4830944732249329,0.48309447322493304
2016-07-18,air_258dc112912fc458,0,1,0,0,0,0,0,1.4468898039960192,1.5077576736523317,1.0,0.4955530270675601,1.398175348286841,1,88.0,1,1,-0.9563306079688216,-0.9563306079688216
2016-07-19,air_258dc112912fc458,0,0,0,0,0,1,0,1.4110255304498358,1.4713957710518046,0.0,1.1432702930727974,1.2749858390476632,1,58.0,1,1,-0.7908957017805414,-0.7908957017805414
2016-07-20,air_258dc112912fc458,0,0,0,0,0,0,1,1.1958398891727362,1.180500550247584,0.0,0.1846487393850462,1.07340300574719,1,46.0,1,1,-0.33701018993064435,-0.3370101899306443
2016-07-23,air_258dc112912fc458,0,0,1,0,0,0,0,0.7415590909210816,0.6350720112396708,0.0,-0.9294249581439618,0.7934268483854215,1,63.0,1,1,1.2872919338624063,1.2872919338624065
2016-07-24,air_258dc112912fc458,0,0,0,1,0,0,0,0.9089257008032704,0.9986910372449462,0.0,0.39191826450672207,0.7374316169130678,1,70.0,1,1,-0.39710406611014787,-0.39710406611014776
2016-07-25,air_258dc112912fc458,0,1,0,0,0,0,0,1.028473279290548,1.022932305645298,0.0,-0.4371598359799815,0.9278154039190702,1,59.0,1,1,-1.0040522155231333,-1.0040522155231333
2016-07-26,air_258dc112912fc458,0,0,0,0,0,1,0,0.9208804586519979,0.8047608900421326,0.0,-1.4475987709481515,1.0846020520416608,1,50.0,1,1,-0.31438661301600773,-0.3143866130160077
