visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,total_area_visitors,total_genre_visitors
2016-07-01,air_ad13e71e21235131,1,0,0,0,0,0,0,1.0934819446997737,1.2199380282215206,0.0,0.5995786480023776,0.9322086565281115,1,18.0,1,1,1.3988829928007274,1.3988829928007274
2016-07-02,air_ad13e71e21235131,0,0,1,0,0,0,0,1.3789502507155627,1.2751884037863994,0.0,0.04318553625868772,1.4619544331803649,1,16.0,1,1,1.5586551708263612,1.5586551708263612
2016-07-03,air_ad13e71e21235131,0,0,0,1,0,0,0,1.3446940539936678,1.2530882535604484,0.0,-0.14227883432254232,1.4619544331803649,1,24.0,1,1,-0.43620367394823845,-0.43620367394823845
2016-07-04,air_ad13e71e21235131,0,1,0,0,0,0,0,1.4246251796780887,1.4519896055940116,0.0,0.4671040975872133,1.395736211098833,1,16.0,1,1,-1.2113662984362414,-1.2113662984362414
2016-07-05,air_ad13e71e21235131,0,0,0,0,0,1,0,1.3903689829561938,1.4409395304810357,0.0,1.4209208605763959,1.2632997669357697,1,36.0,1,1,-0.5413169489651027,-0.5413169489651027
2016-07-06,air_ad13e71e21235131,0,0,0,0,0,0,1,1.3218565895124048,1.341488854464254,0.0,1.7123648714897572,1.2632997669357697,1,9.0,1,1,-0.07958299907284061,-0.07958299907284061
2016-07-07,air_ad13e71e21235131,0,0,0,0,1,0,0,1.1277381414216685,1.0983872019787881,0.0,0.6525684681684434,1.1529360634665504,1,10.0,1,1,-0.14685549508363377,-0.14685549508363377
2016-07-08,air_ad13e71e21235131,1,0,0,0,0,0,0,0.7623387097214585,0.5900837467819035,0.0,-1.3875396082250866,0.8659904344465796,1,15.0,1,1,1.191714283494762,1.191714283494762
2016-07-09,air_ad13e71e21235131,0,0,1,0,0,0,0,0.9107822288496688,0.8552855494933213,0.0,-0.08928901415647655,0.9432450268750335,1,38.0,1,1,1.4971161261801242,1.4971161261801242
2016-07-10,air_ad13e71e21235131,0,0,0,1,0,0,0,1.013550819015353,0.9105359250582,0.0,-0.6191872158171338,1.1308633227727065,1,25.0,1,1,-0.27490257555872305,-0.27490257555872305
2016-07-11,air_ad13e71e21235131,0,1,0,0,0,0,0,1.0249695512559842,0.8221353241543939,0.0,-1.308054877975988,1.1639724338134725,1,12.0,1,1,-1.2622029005353068,-1.2622029005353068
2016-07-12,air_ad13e71e21235131,0,0,0,0,0,1,0,1.1505756059029315,1.2309881033344965,0.0,-0.5926923057341009,1.1639724338134725,1,12.0,1,1,-0.5260277453262862,-0.5260277453262862
2016-07-13,air_ad13e71e21235131,0,0,0,0,0,0,1,1.0249695512559842,0.8442354743803453,0.0,-1.3610446981420539,1.0756814710380969,1,8.0,1,1,-0.4522573377689959,-0.4522573377689959
2016-07-15,air_ad13e71e21235131,1,0,0,0,0,0,0,0.8993634966090375,0.8552855494933213,0.0,1.4209208605763959,1.009463248956565,1,57.0,1,1,0.9753720520055068,0.9753720520055068
2016-07-16,air_ad13e71e21235131,0,0,1,0,0,0,0,1.1391568736622997,1.3304387793512782,0.0,0.175660086673852,0.9763541379157991,1,18.0,1,1,1.437106001897769,1.437106001897769
2016-07-17,air_ad13e71e21235131,0,0,0,1,0,0,0,1.0249695512559842,0.9436861503971273,0.0,0.2816397270059833,1.1198269524257844,1,17.0,1,1,0.49299767720084214,0.49299767720084214
2016-07-18,air_ad13e71e21235131,0,1,0,0,0,0,0,1.013550819015353,1.0099866010749816,1.0,0.7585481085005746,0.9763541379157991,1,17.0,1,1,-1.0634432532306906,-1.0634432532306906
2016-07-19,air_ad13e71e21235131,0,0,0,0,0,1,0,1.0478070157372472,1.0210366761879575,0.0,1.5269005009085275,1.053608730344253,1,9.0,1,1,-0.8845595706565361,-0.8845595706565361
2016-07-20,air_ad13e71e21235131,0,0,0,0,0,0,1,1.036388283496616,1.0320867513009333,0.0,1.0499921194139359,1.1308633227727065,1,14.0,1,1,-0.39377613385052235,-0.39377613385052235
2016-07-21,air_ad13e71e21235131,0,0,0,0,1,0,0,0.9678758900528265,0.9547362255101028,0.0,1.7653546916558234,1.0315359896504088,1,25.0,1,1,-0.16864261026894747,-0.16864261026894747
2016-07-22,air_ad13e71e21235131,1,0,0,0,0,0,0,0.9107822288496688,0.9215860001711759,0.0,1.7653546916558234,0.9432450268750335,1,10.0,1,1,1.0403511674704775,1.0403511674704775
2016-07-23,air_ad13e71e21235131,0,0,1,0,0,0,0,1.104900676940405,1.1536375775436667,0.0,1.9243241521540202,0.9211722861811894,1,16.0,1,1,1.3625711341585378,1.3625711341585378
2016-07-24,air_ad13e71e21235131,0,0,0,1,0,0,0,1.2761816605498784,1.2420381784474726,0.0,0.175660086673852,1.2853725076296136,1,17.0,1,1,-0.458755249315493,-0.458755249315493
2016-07-25,air_ad13e71e21235131,0,1,0,0,0,0,0,1.264762928309247,1.2309881033344965,0.0,0.4671040975872133,1.3184816186703796,1,9.0,1,1,-1.1150443155116967,-1.1150443155116967
2016-07-27,air_ad13e71e21235131,0,0,0,0,0,0,1,1.28760039279051,1.3746390798031818,0.0,0.9175175689987717,1.1860451745073162,1,33.0,1,1,-0.16176246863148,-0.16176246863148
2016-07-28,air_ad13e71e21235131,0,0,0,0,1,0,0,1.3675315184749308,1.4409395304810357,0.0,1.1559717597460675,1.2964088779765357,1,16.0,1,1,0.06795781604173985,0.06795781604173985
2016-07-29,air_ad13e71e21235131,1,0,0,0,0,0,0,1.4246251796780887,1.4961899060459143,0.0,1.1559717597460675,1.3295179890173017,1,11.0,1,1,1.291858567329011,1.291858567329011
2016-07-30,air_ad13e71e21235131,0,0,1,0,0,0,0,1.3903689829561938,1.4519896055940116,0.0,0.7850430185836074,1.3846998407519113,1,19.0,1,1,1.4126432760756624,1.4126432760756624
2016-07-31,air_ad13e71e21235131,0,0,0,1,0,0,0,1.4017877151968257,1.4630396807069874,0.0,1.632880141240659,1.3184816186703796,1,22.0,1,1,-0.41288763839904313,-0.41288763839904313
2016-08-01,air_ad13e71e21235131,0,1,0,0,0,0,0,1.4246251796780887,1.540390206497818,0.0,1.632880141240659,1.3736634704049893,1,84.0,1,1,-1.1708499087933775,-1.1708499087933775
2016-08-03,air_ad13e71e21235131,0,0,0,0,0,0,1,1.3332753217530362,1.363589004690206,0.0,0.3876193673381148,1.3736634704049893,1,7.0,1,1,-0.3471440627521316,-0.3471440627521316
2016-08-04,air_ad13e71e21235131,0,0,0,0,1,0,0,1.3789502507155627,1.529340131384842,0.0,1.3944259504933632,1.3295179890173017,1,18.0,1,1,-0.21680360173121985,-0.21680360173121985
2016-08-05,air_ad13e71e21235131,1,0,0,0,0,0,0,1.28760039279051,1.4519896055940116,0.0,0.8910226589157388,1.2853725076296136,1,9.0,1,1,0.8645253256240862,0.8645253256240862
2016-08-06,air_ad13e71e21235131,0,0,1,0,0,0,0,1.1962505348654575,1.5845905069497208,0.0,0.8380328387496734,1.0646451006911748,1,42.0,1,1,0.6153113063113752,0.6153113063113752
2016-08-07,air_ad13e71e21235131,0,0,0,1,0,0,0,1.3218565895124048,1.573540431836745,0.0,0.6260735580854103,1.1308633227727065,1,12.0,1,1,-0.6158518167043339,-0.6158518167043339
2016-08-08,air_ad13e71e21235131,0,1,0,0,0,0,0,1.3789502507155627,1.4188393802550845,0.0,1.8183445118218888,1.3405543593642233,1,6.0,1,1,-1.1517384042448566,-1.1517384042448566
2016-08-09,air_ad13e71e21235131,0,0,0,0,0,1,0,1.3561127862342994,1.363589004690206,0.0,1.8713343319879547,1.3626271000580672,1,11.0,1,1,-0.29554300047112547,-0.29554300047112547
2016-08-10,air_ad13e71e21235131,0,0,0,0,0,0,1,1.3446940539936678,1.4519896055940116,0.0,2.0038088824031193,1.3184816186703796,1,39.0,1,1,0.7376249354219082,0.7376249354219082
