visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Creative cuisine,Hyōgo-ken Himeji-shi Yasuda,total_area_visitors,total_genre_visitors
2016-07-01,air_f267dd70a6a6b5d3,1,0,0,0,0,0,0,0.8996545091588471,0.832837486648981,0.0,0.3220100917488006,0.9129045241551599,1,20.0,1,1,1.3276855238080267,1.3276855238080263
2016-07-02,air_f267dd70a6a6b5d3,0,0,1,0,0,0,0,1.1138335641926767,1.1165943931917464,0.0,1.0109956484185318,1.047882843274096,1,36.0,1,1,1.4757783492350036,1.4757783492350032
2016-07-03,air_f267dd70a6a6b5d3,0,0,0,1,0,0,0,1.2316320444612827,1.2039042105895201,0.0,0.570044892149904,1.3178394815119683,1,42.0,1,1,-0.3732562342659347,-0.373256234265935
2016-07-04,air_f267dd70a6a6b5d3,0,1,0,0,0,0,0,1.1352514696960596,1.1165943931917464,0.0,0.046415869080908105,1.2243929528911663,1,12.0,1,1,-1.0917544399260042,-1.0917544399260044
2016-07-06,air_f267dd70a6a6b5d3,0,0,0,0,0,0,1,1.2209230917095915,1.1056806660170246,0.0,1.0661144929521105,1.3697542196346362,1,20.0,1,1,-0.04270454497557723,-0.042704544975577574
2016-07-08,air_f267dd70a6a6b5d3,1,0,0,0,0,0,0,0.8354007926486982,0.549080580106216,0.0,-1.4969117778592897,1.0167340004004952,1,10.0,1,1,1.1356608554314205,1.13566085543142
2016-07-09,air_f267dd70a6a6b5d3,0,0,1,0,0,0,0,0.7711470761385492,0.6800453062028768,0.0,-1.303995821991765,0.9648192622778275,1,45.0,1,1,1.4187378112116944,1.418737811211694
2016-07-10,air_f267dd70a6a6b5d3,0,0,0,1,0,0,0,1.0709977531859105,0.9965433942698072,0.0,0.9283173816181644,1.0582657908986297,1,33.0,1,1,-0.2237462526147762,-0.22374625261477654
2016-07-11,air_f267dd70a6a6b5d3,0,1,0,0,0,0,0,1.1138335641926767,1.0947669388423031,0.0,-0.22917835358698438,1.1620952671439653,1,22.0,1,1,-1.1388748843800423,-1.1388748843800425
2016-07-14,air_f267dd70a6a6b5d3,0,0,0,0,1,0,0,0.9317813674139214,1.0511120301434158,0.0,0.21177240268164374,1.0582657908986297,1,18.0,1,1,-0.1840658783376915,-0.18406587833769184
