visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Other,Shizuoka-ken Hamamatsu-shi Motoshirochō,total_area_visitors,total_genre_visitors
2016-07-01,air_fea5dc9594450608,1,0,0,0,0,0,0,1.0074948328416082,1.1590531514816993,0.0,1.451790552401242,0.969051879519229,1,30.0,1,1,1.3785402247298613,1.3785402247298615
2016-07-02,air_fea5dc9594450608,0,0,1,0,0,0,0,1.0190483145757288,1.0090115530616681,0.0,0.5446403640491992,0.9800099845137925,1,6.0,1,1,1.5414208450342395,1.5414208450342397
2016-07-03,air_fea5dc9594450608,0,0,0,1,0,0,0,1.2270109857898963,1.147511490064774,0.0,0.7001518249095499,1.1443815594322437,1,14.0,1,1,-0.49224890943597516,-0.49224890943597494
2016-07-04,air_fea5dc9594450608,0,1,0,0,0,0,0,1.481187583940545,1.6784279152433474,0.0,1.451790552401242,1.210130189399624,1,4.0,1,1,-1.2824926845012359,-1.2824926845012354
2016-07-05,air_fea5dc9594450608,0,0,0,0,0,1,0,0.9959413511074882,0.8474282932247106,0.0,0.2595360191385574,0.9800099845137925,1,13.0,1,1,-0.5994072122678029,-0.5994072122678027
2016-07-06,air_fea5dc9594450608,0,0,0,0,0,0,1,0.8457460885639227,0.8820532774754872,0.0,0.5964775176693163,0.7827640946116511,1,13.0,1,1,-0.12869001291926502,-0.12869001291926477
2016-07-07,air_fea5dc9594450608,0,0,0,0,1,0,0,1.3309923213969799,1.6438029309925712,0.0,1.7628134741219428,1.1334234544376802,1,7.0,1,1,-0.19727132673163478,-0.19727132673163453
2016-07-08,air_fea5dc9594450608,1,0,0,0,0,0,0,0.9035134972345248,0.651220049136977,0.0,-1.4510900503252946,1.10054913945399,1,23.0,1,1,1.1673409515122226,1.1673409515122228
2016-07-09,air_fea5dc9594450608,0,0,1,0,0,0,0,0.603122972147394,0.3857618365476901,0.0,-1.5806829343755864,0.6403087296823267,1,18.0,1,1,1.4786845295581512,1.4786845295581514
2016-07-10,air_fea5dc9594450608,0,0,0,1,0,0,0,0.9612809059051268,1.078261521563221,0.0,0.4668846336190245,0.8156384095953414,1,11.0,1,1,-0.3278096229085886,-0.32780962290858834
2016-07-11,air_fea5dc9594450608,0,1,0,0,0,0,0,1.1807970588534145,1.4475946869048373,0.0,1.659139166881709,0.9471356695301022,1,4.0,1,1,-1.3343183364162652,-1.334318336416265
2016-07-12,air_fea5dc9594450608,0,0,0,0,0,1,0,1.0652622415122104,1.0090115530616681,0.0,-1.5288457807554696,1.078632929464863,1,11.0,1,1,-0.5838205500377189,-0.5838205500377186
2016-07-13,air_fea5dc9594450608,0,0,0,0,0,0,1,1.1230296501828123,1.0667198601462955,0.0,-1.114148551794536,1.210130189399624,1,12.0,1,1,-0.5086149047775634,-0.5086149047775631
2016-07-14,air_fea5dc9594450608,0,0,0,0,1,0,0,1.2847783944604982,1.4706780097386887,0.0,1.3999533987811255,1.1991720844050608,1,9.0,1,1,-0.28416696866435326,-0.28416696866435304
2016-07-15,air_fea5dc9594450608,1,0,0,0,0,0,0,1.1576900953851736,1.147511490064774,0.0,0.9852561698201917,1.0895910344594266,1,6.0,1,1,0.9467896809565335,0.9467896809565337
2016-07-16,air_fea5dc9594450608,0,0,1,0,0,0,0,0.8688530520321635,0.7089283562216045,0.0,-0.8290442068838939,0.9909680895083557,1,15.0,1,1,1.4175068803050714,1.4175068803050717
2016-07-17,air_fea5dc9594450608,0,0,0,1,0,0,0,1.1114761684486922,1.124428167230923,0.0,-1.191904282224711,1.1115072444485534,1,14.0,1,1,0.4550304875973822,0.4550304875973824
2016-07-19,air_fea5dc9594450608,0,0,0,0,0,1,0,1.088369204980451,1.05517819872937,0.0,0.3632103263787909,1.1443815594322437,1,12.0,1,1,-0.9493277793331896,-0.9493277793331892
2016-07-20,air_fea5dc9594450608,0,0,0,0,0,0,1,1.0652622415122104,1.0436365373124443,0.0,0.5705589408592581,1.10054913945399,1,22.0,1,1,-0.448995921747492,-0.4489959217474917
2016-07-21,air_fea5dc9594450608,0,0,0,0,1,0,0,1.030601796309849,1.0436365373124443,0.0,0.8815818625799582,1.0895910344594266,1,7.0,1,1,-0.21948232040950452,-0.21948232040950427
2016-07-22,air_fea5dc9594450608,1,0,0,0,0,0,0,0.8919600155004042,0.7550950018893064,0.0,-1.0104742445543022,1.0457586144811728,1,20.0,1,1,1.0130329954343906,1.0130329954343908
2016-07-23,air_fea5dc9594450608,0,0,1,0,0,0,0,0.7764251981592001,0.7089283562216045,0.0,-1.5029272039454113,0.969051879519229,1,20.0,1,1,1.3415219019334117,1.341521901933412
2016-07-24,air_fea5dc9594450608,0,0,0,1,0,0,0,0.822639125095682,0.8474282932247106,0.0,-0.8549627836939523,0.9361775645355387,1,8.0,1,1,-0.5152392362253492,-0.5152392362253488
2016-07-25,air_fea5dc9594450608,0,1,0,0,0,0,0,0.9266204607027655,0.9859282302278167,0.0,0.49280321042908276,1.0348005094866095,1,7.0,1,1,-1.1842967124517063,-1.184296712451706
2016-07-27,air_fea5dc9594450608,0,0,0,0,0,0,1,0.7879786798933207,0.7089283562216045,0.0,-1.347415743085061,0.8375546195844682,1,27.0,1,1,-0.21246832240596672,-0.21246832240596647
2016-07-28,air_fea5dc9594450608,0,0,0,0,1,0,0,0.9381739424368861,0.9397615845601148,0.0,-0.9586370909341857,1.078632929464863,1,11.0,1,1,0.02172127760104594,0.021721277601046186
2016-07-29,air_fea5dc9594450608,1,0,0,0,0,0,0,0.9959413511074882,0.9513032459770405,0.0,-0.36250982430284323,0.969051879519229,1,13.0,1,1,1.2694335891192732,1.2694335891192732
2016-07-30,air_fea5dc9594450608,0,0,1,0,0,0,0,1.076815723246331,1.0898031829801464,0.0,1.7109763205018256,0.9361775645355387,1,22.0,1,1,1.392568220736937,1.3925682207369372
2016-07-31,air_fea5dc9594450608,0,0,0,1,0,0,0,1.192350540587535,1.2283031199832526,0.0,1.4258719755911837,1.0457586144811728,1,15.0,1,1,-0.468479249535097,-0.46847924953509673
2016-08-01,air_fea5dc9594450608,0,1,0,0,0,0,0,1.1807970588534145,1.1821364743155507,0.0,0.15586171189832404,1.264920714372441,1,17.0,1,1,-1.2411880295915132,-1.2411880295915128
2016-08-02,air_fea5dc9594450608,0,0,0,0,0,1,0,1.076815723246331,1.0205532144785934,0.0,-0.20699836344249314,1.1334234544376802,1,6.0,1,1,-0.8710048016270173,-0.871004801627017
2016-08-03,air_fea5dc9594450608,0,0,0,0,0,0,1,1.088369204980451,1.05517819872937,0.0,-0.1292426330123181,1.0895910344594266,1,16.0,1,1,-0.4014566019457357,-0.4014566019457354
2016-08-04,air_fea5dc9594450608,0,0,0,0,1,0,0,1.1807970588534145,1.1359698286478483,0.0,1.2703605147308337,1.1443815594322437,1,12.0,1,1,-0.2685803064342692,-0.268580306434269
2016-08-05,air_fea5dc9594450608,1,0,0,0,0,0,0,1.2154575040557758,1.147511490064774,0.0,1.2703605147308337,1.1443815594322437,1,11.0,1,1,0.8337863797884243,0.8337863797884245
2016-08-06,air_fea5dc9594450608,0,0,1,0,0,0,0,1.2385644675240164,1.1821364743155507,0.0,1.4777091292113007,1.2320463993887512,1,22.0,1,1,0.5797237854380545,0.5797237854380547
2016-08-07,air_fea5dc9594450608,0,0,0,1,0,0,0,1.2616714309922572,1.2052197971494012,0.0,0.9075004393900165,1.2977950293561313,1,4.0,1,1,-0.6753921906394627,-0.6753921906394623
2016-08-09,air_fea5dc9594450608,0,0,0,0,0,1,0,1.7238107003570735,1.8977194821649321,0.0,1.5295462828314172,1.4402503942854556,1,14.0,1,1,-0.348851616919202,-0.3488516169192018
2016-08-10,air_fea5dc9594450608,0,0,0,0,0,0,1,1.3887597300675818,1.6207196081587198,0.0,1.2185233611107171,1.2430045043833142,1,18.0,1,1,0.7044170832787268,0.704417083278727
2016-08-11,air_fea5dc9594450608,0,0,0,0,1,0,0,1.1692435771192942,1.1590531514816993,1.0,0.9593375930101334,1.1662977694213705,1,12.0,1,1,0.3786558426699704,0.3786558426699706
2016-08-12,air_fea5dc9594450608,1,0,0,0,0,0,0,1.1692435771192942,1.1359698286478483,0.0,-0.36250982430284323,1.2977950293561313,1,26.0,1,1,-0.07530569478122719,-0.07530569478122694
2016-08-13,air_fea5dc9594450608,0,0,1,0,0,0,0,1.1345831319169328,1.124428167230923,1.0,-0.777207053263777,1.1334234544376802,1,43.0,1,1,0.09887525563996193,0.09887525563996216
2016-08-14,air_fea5dc9594450608,0,0,0,1,0,0,0,0.8457460885639227,0.6743033719708279,1.0,-1.554764357565528,0.9800099845137925,1,6.0,1,1,-0.9886841014641518,-0.9886841014641514
2016-08-15,air_fea5dc9594450608,0,1,0,0,0,0,0,1.0652622415122104,1.170594812898625,1.0,-0.44026555473301826,1.0348005094866095,1,11.0,1,1,-1.5404519444091267,-1.5404519444091263
2016-08-16,air_fea5dc9594450608,0,0,0,0,0,1,0,1.2963318761946185,1.4014280412371354,0.0,1.2703605147308337,1.10054913945399,1,14.0,1,1,-1.4169276462357108,-1.4169276462357103
2016-08-17,air_fea5dc9594450608,0,0,0,0,0,0,1,1.3887597300675818,1.3437197341525078,0.0,1.1407676306805419,1.4402503942854556,1,8.0,1,1,-0.8897087963031182,-0.8897087963031178
2016-08-18,air_fea5dc9594450608,0,0,0,0,1,0,0,1.2616714309922572,1.1821364743155507,0.0,-0.44026555473301826,1.3525855543289484,1,9.0,1,1,-0.6005762119350593,-0.600576211935059
2016-08-19,air_fea5dc9594450608,1,0,0,0,0,0,0,1.2270109857898963,1.2052197971494012,0.0,0.00035025103797372935,1.2430045043833142,1,28.0,1,1,0.7952093907689662,0.7952093907689665
2016-08-20,air_fea5dc9594450608,0,0,1,0,0,0,0,1.3887597300675818,1.528386316823316,0.0,0.7001518249095499,1.210130189399624,1,15.0,1,1,0.6720747591513024,0.6720747591513025
2016-08-21,air_fea5dc9594450608,0,0,0,1,0,0,0,1.3540992848652205,1.3437197341525078,0.0,1.1407676306805419,1.1553396644268068,1,5.0,1,1,-0.8768497999632988,-0.8768497999632985
2016-08-22,air_fea5dc9594450608,0,1,0,0,0,0,0,1.3887597300675818,1.3668030569863592,0.0,-1.4770086271353529,1.418334184296329,1,4.0,1,1,-2.1218344455912614,-2.121834445591261
2016-08-23,air_fea5dc9594450608,0,0,0,0,0,1,0,1.250117949258137,1.2860114270678802,0.0,0.2854545959486159,1.210130189399624,1,10.0,1,1,-0.6683781926359248,-0.6683781926359246
2016-08-24,air_fea5dc9594450608,0,0,0,0,0,0,1,1.2270109857898963,1.2398447814001783,0.0,0.026268827848032233,1.286836924361568,1,8.0,1,1,-0.46925858264660125,-0.469258582646601
2016-08-25,air_fea5dc9594450608,0,0,0,0,1,0,0,1.2154575040557758,1.216761458566327,0.0,1.2185233611107171,1.177255874415934,1,6.0,1,1,-0.3336546212448701,-0.33365462124486983
2016-08-26,air_fea5dc9594450608,1,0,0,0,0,0,0,1.2154575040557758,1.1936781357324764,0.0,1.5295462828314172,1.1553396644268068,1,12.0,1,1,1.1073323019263992,1.1073323019263992
2016-08-27,air_fea5dc9594450608,0,0,1,0,0,0,0,1.0652622415122104,1.2398447814001783,0.0,-0.5957770155933686,1.1115072444485534,1,34.0,1,1,1.1731859498485042,1.1731859498485044
2016-08-28,air_fea5dc9594450608,0,0,0,1,0,0,0,1.088369204980451,1.1128865058139974,0.0,-0.5439398619732518,1.078632929464863,1,8.0,1,1,-0.3009226305616936,-0.3009226305616934
2016-08-30,air_fea5dc9594450608,0,0,0,0,0,1,0,0.9266204607027655,0.9282199231431891,0.0,0.7519889785296664,0.8265965145899046,1,6.0,1,1,-0.696044518094324,-0.6960445180943237
2016-09-01,air_fea5dc9594450608,0,0,0,0,1,0,0,1.1230296501828123,1.147511490064774,0.0,1.1407676306805419,1.0567167194757363,1,16.0,1,1,-0.6582468621863702,-0.6582468621863699
2016-09-02,air_fea5dc9594450608,1,0,0,0,0,0,0,1.1461366136510531,1.2398447814001783,0.0,1.3999533987811255,0.969051879519229,1,12.0,1,1,0.6007657794486679,0.6007657794486682
2016-09-03,air_fea5dc9594450608,0,0,1,0,0,0,0,1.3425458031311004,1.4937613325725392,0.0,0.4150474799989077,1.264920714372441,1,19.0,1,1,1.2094249395334495,1.2094249395334498
