visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Tōkyō-to Toshima-ku Higashiikebukuro,total_area_visitors,total_genre_visitors
2016-07-01,air_5cfc537125d97f16,1,0,0,0,0,0,0,1.0820538428193605,1.1500477299026401,0.0,-0.20225493524125637,1.03436161379819,1,7.0,1,1,1.3847905179502402,1.3847905179502409
2016-07-02,air_5cfc537125d97f16,0,0,1,0,0,0,0,1.2424102134159245,1.2877936734745712,0.0,0.4723226720584291,1.1874085832156942,1,17.0,1,1,1.5468739071912696,1.5468739071912703
2016-07-03,air_5cfc537125d97f16,0,0,0,1,0,0,0,1.494398795781954,1.7010315041903643,0.0,0.6612044021023408,1.3185916998592697,1,6.0,1,1,-0.47684190249517167,-0.47684190249517133
2016-07-04,air_5cfc537125d97f16,0,1,0,0,0,0,0,1.33404242518539,1.5173702460944558,0.0,0.5262888806424038,1.2092724359896239,1,1.0,1,1,-1.2632177718272475,-1.263217771827247
2016-07-05,air_5cfc537125d97f16,0,0,0,0,0,1,0,0.6353468104432168,0.5761062983529271,0.0,-1.3895115240887028,0.8375869388328271,1,8.0,1,1,-0.5834757112063752,-0.5834757112063749
2016-07-06,air_5cfc537125d97f16,0,0,0,0,0,0,1,0.7957031810397813,0.7253310705558521,0.0,-0.28320424811721884,0.870382717993721,1,7.0,1,1,-0.11506247148588833,-0.11506247148588794
2016-07-07,air_5cfc537125d97f16,0,0,0,0,1,0,0,1.288226319300657,1.8502562763932902,0.0,2.0643258252856866,1.0234296874112252,1,9.0,1,1,-0.1833081090610586,-0.18330810906105824
2016-07-08,air_5cfc537125d97f16,1,0,0,0,0,0,0,1.0476917634058107,1.058217100854686,0.0,-0.8228663339569671,1.0452935401851549,1,12.0,1,1,1.1746249749630682,1.1746249749630688
2016-07-09,air_5cfc537125d97f16,0,0,1,0,0,0,0,0.7155249957414989,0.495754497935967,0.0,-1.3895115240887028,0.8485188652197918,1,15.0,1,1,1.4844446591821652,1.4844446591821656
2016-07-10,air_5cfc537125d97f16,0,0,0,1,0,0,0,1.0820538428193605,1.2303995303195998,0.0,1.767511678073825,0.8375869388328271,1,1.0,1,1,-0.31320747603652477,-0.3132074760365244
2016-07-12,air_5cfc537125d97f16,0,0,0,0,0,1,0,1.2538642398871078,1.2877936734745712,0.0,0.31042404630650444,1.3185916998592697,1,7.0,1,1,-0.5679653390302002,-0.5679653390301999
2016-07-13,air_5cfc537125d97f16,0,0,0,0,0,0,1,1.0247837104634445,0.8056828709728123,0.0,-1.3895115240887028,1.198340509602659,1,3.0,1,1,-0.4931277932801555,-0.49312779328015516
2016-07-14,air_5cfc537125d97f16,0,0,0,0,1,0,0,1.1164159222329095,1.4140607884155076,0.0,-0.33717045670119355,0.9578381290894379,1,7.0,1,1,-0.2697784339432346,-0.2697784339432342
2016-07-15,air_5cfc537125d97f16,1,0,0,0,0,0,0,0.6926169427991327,0.3924450402570188,0.0,-1.3895115240887028,0.925042349928544,1,11.0,1,1,0.955153208670191,0.9551532086701916
2016-07-16,air_5cfc537125d97f16,0,0,1,0,0,0,0,0.910243445751613,0.8171616996038064,0.0,-0.9577818554169041,0.8266550124458627,1,15.0,1,1,1.423566448390678,1.4235664483906785
2016-07-17,air_5cfc537125d97f16,0,0,0,1,0,0,0,1.1164159222329095,0.9434288145447434,0.0,-1.3625284197967156,1.2092724359896239,1,22.0,1,1,0.4658009665118678,0.46580096651186825
2016-07-18,air_5cfc537125d97f16,0,1,0,0,0,0,0,1.4371286634260383,1.4829337602014734,1.0,0.6342212978103535,1.362319405407128,1,7.0,1,1,-1.1131549210227536,-1.1131549210227534
2016-07-19,air_5cfc537125d97f16,0,0,0,0,0,1,0,1.276772292829474,1.345187816629542,0.0,0.2834409420145171,1.2202043623765881,1,5.0,1,1,-0.9316835665615054,-0.9316835665615051
