visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Western food,Tōkyō-to Chiyoda-ku Kudanminami,total_area_visitors,total_genre_visitors
2016-07-01,air_47beaffd3806c979,1,0,0,0,0,0,0,1.1825355611147785,1.2650573226507207,0.0,-0.15844966344290182,1.1231919896344575,1,19.0,1,1,1.946990811223673,1.946990811223673
2016-07-04,air_47beaffd3806c979,0,1,0,0,0,0,0,1.4422245017505486,1.6460379214857324,0.0,0.5504712703499662,1.3025788150966642,1,5.0,1,1,-1.0940692356605595,-1.0940692356605595
2016-07-05,air_47beaffd3806c979,0,0,0,0,0,1,0,0.7221778936240951,0.6697751369710142,0.0,-1.313728222216465,0.9213818109894754,1,20.0,1,1,-0.3134310364823402,-0.3134310364823402
2016-07-07,air_47beaffd3806c979,0,0,0,0,1,0,0,1.3950083307258627,1.9913015891799628,0.0,2.047082130579355,1.1119803130430697,1,19.0,1,1,0.1461346346824757,0.1461346346824757
2016-07-08,air_47beaffd3806c979,1,0,0,0,0,0,0,1.1471234328462645,1.1698121729419677,0.0,-0.7623452737109008,1.1344036662258457,1,20.0,1,1,1.7056297707475778,1.7056297707475778
2016-07-12,air_47beaffd3806c979,0,0,0,0,0,1,0,1.3595962024573491,1.4079250472138503,0.0,0.34042062330022754,1.4146955810105433,1,3.0,1,1,-0.2956184135689753,-0.2956184135689753
2016-07-14,air_47beaffd3806c979,0,0,0,0,1,0,0,1.2179476893832923,1.5388871280633853,0.0,-0.28973131784898865,1.0447102534947423,1,19.0,1,1,0.04682926194046605,0.04682926194046605
2016-07-15,air_47beaffd3806c979,1,0,0,0,0,0,0,0.7811981074049519,0.47928483755350804,0.0,-1.313728222216465,1.0110752237205787,1,19.0,1,1,1.4535811565234638,1.4535811565234638
2016-07-22,air_47beaffd3806c979,1,0,0,0,0,0,0,0.6867657653555809,0.32451146927678426,0.0,-1.313728222216465,0.943805164172251,1,19.0,1,1,1.5292848039052647,1.5292848039052647
2016-07-25,air_47beaffd3806c979,0,1,0,0,0,0,0,1.076299176309236,0.9436049423836789,0.0,-1.1036775751667263,1.0222869003119668,1,18.0,1,1,-0.9818497113063603,-0.9818497113063603
