visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Creative cuisine,Tōkyō-to Nakano-ku Nakano,total_area_visitors,total_genre_visitors
2016-07-11,air_64a5d5c1381837af,0,1,0,0,0,0,0,1.4722017265501808,1.7044984951525028,0.0,1.3424284385698764,1.2264249065256538,1,36.0,1,1,-1.2317364803203128,-1.2317364803203126
2016-07-12,air_64a5d5c1381837af,0,0,0,0,0,1,0,1.4162828213123373,1.491338343531564,0.0,0.6046837556296005,1.3942679077369942,1,3.0,1,1,-0.4939709697556182,-0.4939709697556179
2016-07-14,air_64a5d5c1381837af,0,0,0,0,1,0,0,1.2037909814085321,1.6147468523647392,0.0,-0.26968031304035633,1.132013218344275,1,46.0,1,1,-0.19940104367864514,-0.19940104367864483
2016-07-27,air_64a5d5c1381837af,0,0,0,0,0,0,1,1.036034265695002,0.8182010226233353,0.0,-1.4446070303156107,1.1110328431928576,1,32.0,1,1,-0.1289187726797335,-0.1289187726797332
2016-07-28,air_64a5d5c1381837af,0,0,0,0,1,0,0,1.3491801350269252,1.278178191910625,0.0,-0.10573705016473928,1.3418169698584503,1,41.0,1,1,0.10129777552866806,0.1012977755286684
2016-07-29,air_64a5d5c1381837af,1,0,0,0,0,0,0,1.4162828213123373,1.5249952095769759,0.0,1.1511612985483235,1.2893660319799065,1,45.0,1,1,1.327842513237989,1.3278425132379892
2016-07-30,air_64a5d5c1381837af,0,0,1,0,0,0,0,1.4386503834074746,1.6371847630616805,0.0,1.7522865957589187,1.1844641562228189,1,46.0,1,1,1.4488881525622068,1.448888152562207
2016-08-01,air_64a5d5c1381837af,0,1,0,0,0,0,0,1.3827314781696314,1.210864459819802,0.0,-1.0347488731265686,1.4572090331912466,1,38.0,1,1,-1.140186139185857,-1.1401861391858565
2016-08-02,air_64a5d5c1381837af,0,0,0,0,0,1,0,1.3827314781696314,1.4576814774861528,0.0,-0.5975668387915901,1.3732875325855767,1,22.0,1,1,-0.7762831095719109,-0.7762831095719107
2016-08-03,air_64a5d5c1381837af,0,0,0,0,0,0,1,1.3379963539793562,1.3567108793499183,0.0,-0.7068623473753346,1.2788758444041977,1,29.0,1,1,-0.3147008456931691,-0.31470084569316875
2016-08-04,air_64a5d5c1381837af,0,0,0,0,1,0,0,1.5057530696928865,1.5698710309708577,0.0,0.6320076327755366,1.4152482828884116,1,25.0,1,1,-0.1840788108527948,-0.18407881085279448
2016-08-05,air_64a5d5c1381837af,1,0,0,0,0,0,0,1.5728557559782987,1.726936405849444,0.0,0.9598941585267707,1.4047580953127028,1,43.0,1,1,0.8995861057554715,0.8995861057554718
2016-08-06,air_64a5d5c1381837af,0,0,1,0,0,0,0,1.6511422233112794,1.7493743165463853,0.0,0.4680643698999198,1.5621109089483343,1,54.0,1,1,0.6498337106941108,0.6498337106941111
