visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Taitō-ku Higashiueno,total_area_visitors,total_genre_visitors
2016-01-06,air_d5e0a20370c325c7,0,0,0,0,0,0,1,-0.7587464812963651,-1.01813552702704,0.0,-1.2777795250483397,-0.4869043114046321,1,33.0,1,1,-1.3186267151057367,-1.3186267151057367
2016-01-07,air_d5e0a20370c325c7,0,0,0,0,1,0,0,-0.7840495320596214,-0.8168642108900535,0.0,-0.10410439157395868,-0.8004467154763628,1,21.0,1,1,-1.2499919671733137,-1.2499919671733137
2016-01-08,air_d5e0a20370c325c7,1,0,0,0,0,0,0,-1.0244285143105538,-1.0684533560612866,0.0,0.8495066543739758,-0.9692772407457564,1,21.0,1,1,-0.9183830568331451,-0.9183830568331451
2016-01-09,air_d5e0a20370c325c7,0,0,1,0,0,0,0,-0.9611708874024139,-0.9803971552513551,0.0,0.8984097849354086,-1.0054552104463408,1,51.0,1,1,-0.6624483557518019,-0.6624483557518019
2016-01-12,air_d5e0a20370c325c7,0,0,0,0,0,1,0,-1.4545803772859072,-1.6722673044722463,0.0,-1.2777795250483397,-1.2345823518833747,1,15.0,1,1,-1.3578465710671215,-1.3578465710671215
2016-01-13,air_d5e0a20370c325c7,0,0,0,0,0,0,1,-1.3407166488512547,-1.2194068431640266,0.0,0.8495066543739758,-1.451650170086881,1,28.0,1,1,-1.155713467266139,-1.155713467266139
2016-01-14,air_d5e0a20370c325c7,0,0,0,0,1,0,0,-1.1256407173635783,-1.0055560697684782,0.0,0.9473129154968409,-1.3189976145180717,1,24.0,1,1,-1.0639490606898225,-1.0639490606898225
2016-01-15,air_d5e0a20370c325c7,1,0,0,0,0,0,0,-1.1762468188900905,-1.0684533560612866,0.0,0.7027972626896782,-1.1019297963145656,1,22.0,1,1,-0.7904157062924735,-0.7904157062924735
2016-01-16,air_d5e0a20370c325c7,0,0,1,0,0,0,0,-1.062383090455438,-0.9552382407342316,0.0,0.9473129154968409,-1.1260484427816218,1,43.0,1,1,-0.6443468837696245,-0.6443468837696245
2016-01-18,air_d5e0a20370c325c7,0,1,0,0,0,0,0,-1.5304895295756753,-1.6596878472136847,0.0,-0.9354576111183118,-1.3189976145180717,1,6.0,1,1,-1.522016865572148,-1.522016865572148
2016-01-19,air_d5e0a20370c325c7,0,0,0,0,0,1,0,-1.2395044457982307,-1.3577808730082048,0.0,0.9473129154968409,-1.2345823518833747,1,25.0,1,1,-1.2879547764692694,-1.2879547764692694
2016-01-20,air_d5e0a20370c325c7,0,0,0,0,0,0,1,-1.366019699614511,-1.2948835867153965,0.0,0.9717644807775572,-1.4275315236198245,1,28.0,1,1,-1.1642613845910563,-1.1642613845910563
2016-01-21,air_d5e0a20370c325c7,0,0,0,0,1,0,0,-1.2015498696533464,-1.24456575768115,0.0,0.5316363057246645,-1.2225230286498467,1,24.0,1,1,-1.0435849047098729,-1.0435849047098729
2016-01-22,air_d5e0a20370c325c7,1,0,0,0,0,0,0,-1.1509437681268342,-1.1439300996126565,0.0,0.7027972626896782,-0.9813365639792845,1,24.0,1,1,-0.738625383676799,-0.738625383676799
2016-01-23,air_d5e0a20370c325c7,0,0,1,0,0,0,0,-1.391322750377767,-1.6345289326965613,0.0,-1.228876394486907,-1.029573856913397,1,27.0,1,1,-0.6662194957480889,-0.6662194957480889
2016-01-25,air_d5e0a20370c325c7,0,1,0,0,0,0,0,-1.5178380041940474,-1.382939787525328,0.0,1.0695707419004223,-1.6566586650568587,1,22.0,1,1,-1.379719183045586,-1.379719183045586
2016-01-26,air_d5e0a20370c325c7,0,0,0,0,0,1,0,-1.403974275759395,-1.2319863004225882,0.0,0.8250550890932595,-1.4998874630209933,1,17.0,1,1,-1.2090122458803285,-1.2090122458803285
2016-01-27,air_d5e0a20370c325c7,0,0,0,0,0,0,1,-1.087686141218694,-0.7539669245972451,0.0,1.0206676113389899,-1.4757688165539369,1,29.0,1,1,-1.0591722833611925,-1.0591722833611925
2016-01-28,air_d5e0a20370c325c7,0,0,0,0,1,0,0,-0.8979132604942737,-0.6784901810458752,0.0,1.0206676113389899,-1.0898704730810376,1,27.0,1,1,-1.06470328868908,-1.06470328868908
2016-01-29,air_d5e0a20370c325c7,1,0,0,0,0,0,0,-1.2015498696533464,-1.4584165310766979,0.0,-1.2777795250483397,-1.029573856913397,1,18.0,1,1,-0.923411243494861,-0.923411243494861
2016-01-30,air_d5e0a20370c325c7,0,0,1,0,0,0,0,-1.4672319026675351,-1.8106413343164245,0.0,-1.2777795250483397,-1.1622264124822062,1,37.0,1,1,-0.6254911837881895,-0.6254911837881895
2016-02-01,air_d5e0a20370c325c7,0,1,0,0,0,0,0,-1.2901105473247427,-1.5967905609208763,0.0,-1.2777795250483397,-1.029573856913397,1,24.0,1,1,-1.4252242723341155,-1.4252242723341155
2016-02-02,air_d5e0a20370c325c7,0,0,0,0,0,1,0,-1.1256407173635783,-1.0936122705784102,0.0,0.8006035238125434,-1.029573856913397,1,20.0,1,1,-1.2789040404781806,-1.2789040404781806
2016-02-03,air_d5e0a20370c325c7,0,0,0,0,0,0,1,-1.2521559711798587,-1.282304129456835,0.0,0.45828160988251554,-1.1622264124822062,1,25.0,1,1,-1.2049896965509557,-1.2049896965509557
2016-02-04,air_d5e0a20370c325c7,0,0,0,0,1,0,0,-1.2395044457982307,-1.24456575768115,0.0,0.16486282651392042,-1.2104637054163185,1,19.0,1,1,-1.1677811152542574,-1.1677811152542574
2016-02-05,air_d5e0a20370c325c7,1,0,0,0,0,0,0,-0.9358678366391577,-0.7665463818558068,0.0,0.9228613502161247,-1.2707603215839591,1,17.0,1,1,-0.7982093956181333,-0.7982093956181333
2016-02-06,air_d5e0a20370c325c7,0,0,1,0,0,0,0,-1.037080039692182,-1.1942479286469032,0.0,-1.0332638722411769,-0.8125060387098909,1,54.0,1,1,-0.5777234105018877,-0.5777234105018877
2016-02-08,air_d5e0a20370c325c7,0,1,0,0,0,0,0,-1.3280651234696268,-1.2697246721982731,0.0,0.06705656539105527,-1.1863450589492623,1,22.0,1,1,-1.3744395870507842,-1.3744395870507842
2016-02-09,air_d5e0a20370c325c7,0,0,0,0,0,1,0,-1.0497315650738102,-0.5904339802359437,0.0,0.8250550890932595,-1.2707603215839591,1,24.0,1,1,-1.1592331979293404,-1.1592331979293404
2016-02-10,air_d5e0a20370c325c7,0,0,0,0,0,0,1,-1.1256407173635783,-1.0810328133198481,0.0,1.1429254377425713,-1.1501670892486782,1,18.0,1,1,-0.8391891169111185,-0.8391891169111185
2016-02-11,air_d5e0a20370c325c7,0,0,0,0,1,0,0,-1.1256407173635783,-0.9929766125099166,1.0,1.1429254377425713,-1.13810776601515,1,43.0,1,1,-0.9115950048398286,-0.9115950048398286
2016-02-12,air_d5e0a20370c325c7,1,0,0,0,0,0,0,-0.9738224127840418,-0.94265878347567,0.0,-0.6909419583111491,-1.1622264124822062,1,29.0,1,1,-0.856033542227867,-0.856033542227867
2016-02-13,air_d5e0a20370c325c7,0,0,1,0,0,0,0,-0.11351868683333534,0.30270748512193413,0.0,-0.15300752213539126,-0.34219243260229465,1,45.0,1,1,-0.6684821797458611,-0.6684821797458611
2016-02-15,air_d5e0a20370c325c7,0,1,0,0,0,0,0,-0.8599586843493895,-0.4897983221674504,0.0,-1.1799732639254745,-0.9572179175122283,1,15.0,1,1,-1.3779593177139853,-1.3779593177139853
2016-02-16,air_d5e0a20370c325c7,0,0,0,0,0,1,0,-1.1762468188900905,-1.1816684713883416,0.0,1.0206676113389899,-1.1984043821827906,1,29.0,1,1,-1.2193200285368462,-1.2193200285368462
2016-02-17,air_d5e0a20370c325c7,0,0,0,0,0,0,1,-1.1003376666003222,-0.7539669245972451,0.0,0.8006035238125434,-1.1863450589492623,1,28.0,1,1,-1.052384231367876,-1.052384231367876
2016-02-18,air_d5e0a20370c325c7,0,0,0,0,1,0,0,-1.1003376666003222,-1.0936122705784102,0.0,0.3849269140403667,-1.2104637054163185,1,21.0,1,1,-1.0619377860251362,-1.0619377860251362
2016-02-19,air_d5e0a20370c325c7,1,0,0,0,0,0,0,-0.657534278243341,-0.3640037495818338,0.0,0.9962160460582737,-1.0536925033804532,1,27.0,1,1,-0.7466704823355446,-0.7466704823355446
2016-02-20,air_d5e0a20370c325c7,0,0,1,0,0,0,0,-0.8726102097310175,-1.0307149842856018,0.0,-1.131070133364042,-0.5592602508058007,1,27.0,1,1,-0.7803593329690416,-0.7803593329690416
2016-02-23,air_d5e0a20370c325c7,0,0,0,0,0,1,0,-1.037080039692182,-1.1816684713883416,0.0,-1.2533279597676235,-0.7522094225422504,1,23.0,1,1,-1.1514395086036806,-1.1514395086036806
2016-02-24,air_d5e0a20370c325c7,0,0,0,0,0,0,1,-1.1509437681268342,-1.4709959883352597,0.0,-1.2533279597676235,-1.041633180146925,1,22.0,1,1,-1.1079456939798373,-1.1079456939798373
2016-02-25,air_d5e0a20370c325c7,0,0,0,0,1,0,0,-1.403974275759395,-1.382939787525328,0.0,-0.7887482194340142,-1.2948789680510153,1,26.0,1,1,-1.0048678674146598,-1.0048678674146598
2016-02-26,air_d5e0a20370c325c7,1,0,0,0,0,0,0,-1.1509437681268342,-1.0055560697684782,0.0,1.289634829426869,-1.3310569377515997,1,33.0,1,1,-0.5995960224803523,-0.5995960224803523
2016-02-27,air_d5e0a20370c325c7,0,0,1,0,0,0,0,-0.8979132604942737,-0.8671820399243001,0.0,1.289634829426869,-1.0175145336798688,1,49.0,1,1,-0.4334144533106392,-0.4334144533106392
