visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Creative cuisine,Ōsaka-fu Ōsaka-shi Shinmachi,total_area_visitors,total_genre_visitors
2016-07-01,air_9aa92007e3628dbc,1,0,0,0,0,0,0,1.006301383127442,1.0113901686028934,0.0,0.9074761962005559,0.9781479786074009,1,35.0,1,1,1.3335964790692703,1.3335964790692703
2016-07-02,air_9aa92007e3628dbc,0,0,1,0,0,0,0,1.2206235849908762,1.2435363753181097,0.0,1.7118391923918466,1.1278791656716032,1,42.0,1,1,1.4876416053115273,1.4876416053115273
2016-07-03,air_9aa92007e3628dbc,0,0,0,1,0,0,0,1.2527719152703916,1.17288318197,0.0,1.363281894042287,1.3096956071067059,1,57.0,1,1,-0.43571129865579405,-0.43571129865579405
2016-07-04,air_9aa92007e3628dbc,0,1,0,0,0,0,0,1.2849202455499062,1.253629688653554,0.0,1.1487850950579432,1.2883054375261056,1,24.0,1,1,-1.1830881312378458,-1.1830881312378458
2016-07-05,air_9aa92007e3628dbc,0,0,0,0,0,1,0,1.2849202455499062,1.4252160153561049,0.0,1.6045907928996743,1.2241349287843044,1,25.0,1,1,-0.5370567764467528,-0.5370567764467528
2016-07-07,air_9aa92007e3628dbc,0,0,0,0,1,0,0,1.2527719152703916,1.2637230019889985,0.0,1.524154493280545,1.2455250983649047,1,26.0,1,1,-0.15673483797304597,-0.15673483797304597
2016-07-08,air_9aa92007e3628dbc,1,0,0,0,0,0,0,0.974153052847927,0.8196172152294535,0.0,-1.4788006925002735,0.9246725546559001,1,25.0,1,1,1.1338537555685444,1.1338537555685444
2016-07-09,air_9aa92007e3628dbc,0,0,1,0,0,0,0,0.6848180803322911,0.49663118849523924,0.0,-1.1838675938968004,0.7749413675916982,1,49.0,1,1,1.428308434677548,1.428308434677548
2016-07-10,air_9aa92007e3628dbc,0,0,0,1,0,0,0,1.0920302638728159,1.0416701086092257,0.0,0.5052946981049105,1.0744037417201024,1,38.0,1,1,-0.2801920563729411,-0.2801920563729411
2016-07-11,air_9aa92007e3628dbc,0,1,0,0,0,0,0,1.1670430345250178,1.1627898686345564,0.0,0.049489000263178984,1.2134398439940042,1,47.0,1,1,-1.232102489587655,-1.232102489587655
2016-07-12,air_9aa92007e3628dbc,0,0,0,0,0,1,0,1.1134624840591592,0.9306436619193394,0.0,-1.2374917936428862,1.2241349287843044,1,30.0,1,1,-0.5223156160407951,-0.5223156160407951
2016-07-14,air_9aa92007e3628dbc,0,0,0,0,1,0,0,1.0277336033137856,1.0618567352801145,0.0,0.18354949962839412,1.117184080881303,1,27.0,1,1,-0.23891680723625974,-0.23891680723625974
2016-07-15,air_9aa92007e3628dbc,1,0,0,0,0,0,0,0.8134114014503514,0.5874710085142368,0.0,-1.4251764927541875,0.9781479786074009,1,32.0,1,1,0.9252663358242439,0.9252663358242439
2016-07-16,air_9aa92007e3628dbc,0,0,1,0,0,0,0,0.9634369427547551,0.9407369752547837,0.0,-0.24544409834029443,0.9139774698656002,1,32.0,1,1,1.3704493800841644,1.3704493800841644
2016-07-17,air_9aa92007e3628dbc,0,0,0,1,0,0,0,1.1027463739659873,0.9003637219130072,0.0,-1.2643038935159294,1.1385742504619032,1,60.0,1,1,0.46018272501628077,0.46018272501628077
2016-07-18,air_9aa92007e3628dbc,0,1,0,0,0,0,0,1.1134624840591592,1.05176342194467,1.0,1.3096576942962013,1.0850988265104025,1,46.0,1,1,-1.0404674043102058,-1.0404674043102058
2016-07-19,air_9aa92007e3628dbc,0,0,0,0,0,1,0,1.1241785941523308,1.1627898686345564,0.0,1.7654633921379324,1.053013572139502,1,31.0,1,1,-0.8679958275605015,-0.8679958275605015
2016-07-21,air_9aa92007e3628dbc,0,0,0,0,1,0,0,1.0384497134069575,1.0618567352801145,0.0,0.9074761962005559,0.9460627242365004,1,30.0,1,1,-0.17774099155153558,-0.17774099155153558
2016-07-22,air_9aa92007e3628dbc,1,0,0,0,0,0,0,1.0705980436864722,1.2334430619826653,0.0,1.175597194930986,0.9460627242365004,1,31.0,1,1,0.9879162675495639,0.9879162675495639
2016-07-23,air_9aa92007e3628dbc,0,0,1,0,0,0,0,1.0170174932206137,1.071950048615558,0.0,1.229221394677072,0.9888430633977012,1,55.0,1,1,1.2985862231051208,1.2985862231051208
2016-07-24,air_9aa92007e3628dbc,0,0,0,1,0,0,0,0.9634369427547551,0.9306436619193394,0.0,-0.19181989859420834,0.9781479786074009,1,43.0,1,1,-0.45745451025458156,-0.45745451025458156
2016-07-25,air_9aa92007e3628dbc,0,1,0,0,0,0,0,0.9848691629410988,0.8498971552357861,0.0,-1.1570554940237572,1.1599644200425034,1,21.0,1,1,-1.0902188206803127,-1.0902188206803127
2016-07-26,air_9aa92007e3628dbc,0,0,0,0,0,1,0,0.8884241721025533,0.6984974552041232,0.0,-1.4788006925002735,1.0316234025589017,1,33.0,1,1,-0.37121872187972943,-0.37121872187972943
2016-07-28,air_9aa92007e3628dbc,0,0,0,0,1,0,0,1.1670430345250178,1.1325099286282234,0.0,-0.24544409834029443,1.1599644200425034,1,37.0,1,1,0.05037846573065871,0.05037846573065871
2016-07-29,air_9aa92007e3628dbc,1,0,0,0,0,0,0,1.156326924431846,1.1426032419636678,0.0,0.7197914970892544,1.117184080881303,1,26.0,1,1,1.2304083562275667,1.2304083562275667
2016-07-30,air_9aa92007e3628dbc,0,0,1,0,0,0,0,1.2420558051772197,1.374749448678884,0.0,1.7386512922648896,1.2776103527358051,1,32.0,1,1,1.346863523434632,1.346863523434632
2016-07-31,air_9aa92007e3628dbc,0,0,0,1,0,0,0,1.263488025363563,1.324282882001663,0.0,1.363281894042287,1.2776103527358051,1,49.0,1,1,-0.4132310290367087,-0.4132310290367087
2016-08-01,air_9aa92007e3628dbc,0,1,0,0,0,0,0,1.3170685758294214,1.2839096286598863,0.0,1.3096576942962013,1.256220183155205,1,31.0,1,1,-1.144024056162058,-1.144024056162058
