visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Hyōgo-ken Kōbe-shi Motomachidōri,total_area_visitors,total_genre_visitors
2016-07-01,air_d1418d6fd6d634f2,1,0,0,0,0,0,0,0.9399769989985316,0.9437053119344858,0.0,0.9787357604439615,0.897162589364302,1,29.0,1,1,1.3358868710320273,1.3358868710320275
2016-07-02,air_d1418d6fd6d634f2,0,0,1,0,0,0,0,1.113116482691755,1.0074782832740603,0.0,1.6088904670954265,1.1949175962286787,1,8.0,1,1,1.4894001445873457,1.489400144587346
2016-07-03,air_d1418d6fd6d634f2,0,0,0,1,0,0,0,1.1672225713458872,1.1137665688400176,0.0,1.0049922065544392,1.2055517036166918,1,3.0,1,1,-0.4273122350423376,-0.42731223504233734
2016-07-04,air_d1418d6fd6d634f2,0,1,0,0,0,0,0,1.2429710954616724,1.3050854828587408,0.0,0.8737099760020506,1.184283488840665,1,7.0,1,1,-1.1721086914303427,-1.1721086914303422
2016-07-05,air_d1418d6fd6d634f2,0,0,0,0,0,1,0,1.2970771841158049,1.3369719685285277,0.0,1.6088904670954265,1.279990455332786,1,39.0,1,1,-0.5283078097497841,-0.5283078097497838
2016-07-06,air_d1418d6fd6d634f2,0,0,0,0,0,0,1,1.1888650068075401,1.0712512546136346,0.0,1.293813113769694,1.3012586701088131,1,33.0,1,1,-0.08466179430761937,-0.08466179430761911
2016-07-07,air_d1418d6fd6d634f2,0,0,0,0,1,0,0,1.210507442269193,1.2094260258493794,0.0,2.002737158752592,1.2268199183927186,1,16.0,1,1,-0.1492989621203851,-0.14929896212038482
2016-07-08,air_d1418d6fd6d634f2,1,0,0,0,0,0,0,1.0049043053834905,0.9118188262646986,0.0,-1.4631137278304664,0.9928695558564229,1,22.0,1,1,1.1368337746995327,1.136833774699533
2016-07-09,air_d1418d6fd6d634f2,0,0,1,0,0,0,0,0.7235526443820024,0.5291809982272526,0.0,-0.9379848056209121,0.8333579450362212,1,16.0,1,1,1.4302718263040772,1.4302718263040775
2016-07-11,air_d1418d6fd6d634f2,0,1,0,0,0,0,0,1.1455801358842341,1.2413125115191663,0.0,0.2172988232401076,1.1523811666766246,1,13.0,1,1,-1.2209538239252167,-1.2209538239252165
2016-07-12,air_d1418d6fd6d634f2,0,0,0,0,0,1,0,1.134758918153408,0.9649629690476772,0.0,-1.2530621589466449,1.2161858110047055,1,45.0,1,1,-0.5136175443377918,-0.5136175443377916
2016-07-13,air_d1418d6fd6d634f2,0,0,0,0,0,0,1,1.0373679585759696,0.7630152264723585,0.0,-1.4631137278304664,1.2055517036166918,1,35.0,1,1,-0.44273701372492946,-0.4427370137249292
2016-07-14,air_d1418d6fd6d634f2,0,0,0,0,1,0,0,1.0265467408451434,1.135024225953209,0.0,0.2960681615715407,1.0247718780204633,1,50.0,1,1,-0.23119719179224166,-0.23119719179224138
2016-07-15,air_d1418d6fd6d634f2,1,0,0,0,0,0,0,0.8858709103443994,0.8905611691515072,0.0,-1.1480363745047337,0.9822354484684097,1,55.0,1,1,0.9289665191198431,0.9289665191198433
2016-07-16,air_d1418d6fd6d634f2,0,0,1,0,0,0,0,1.0157255231143167,0.9330764833778904,0.0,-0.7016767906266127,0.9609672336923825,1,19.0,1,1,1.3726125345620077,1.372612534562008
2016-07-17,air_d1418d6fd6d634f2,0,0,0,1,0,0,0,1.1996862245383664,1.1243953973966132,0.0,-1.2005492667256892,1.184283488840665,1,24.0,1,1,0.4654886453714888,0.4654886453714891
2016-07-19,air_d1418d6fd6d634f2,0,0,0,0,0,1,0,1.210507442269193,1.1775395401795918,0.0,1.9764807126421147,1.0885765223485442,1,44.0,1,1,-0.8581042682490092,-0.8581042682490089
2016-07-20,air_d1418d6fd6d634f2,0,0,0,0,0,0,1,1.1888650068075401,1.2200548544059746,0.0,2.107762943194503,1.0992106297365574,1,32.0,1,1,-0.38654674852405924,-0.386546748524059
