visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,total_area_visitors,total_genre_visitors
2016-01-05,air_2a3743e37aab04b4,0,0,0,0,0,1,0,-0.7408241715701791,-0.9484219666730052,0.0,-0.9298137617912652,-0.7185218949516591,1,8.0,1,1,-1.4810384596571153,-1.4810384596571156
2016-01-07,air_2a3743e37aab04b4,0,0,0,0,1,0,0,-0.8674226759070844,-0.9484219666730052,0.0,-0.9298137617912652,-0.6842035084027631,1,3.0,1,1,-1.3487782345751735,-1.3487782345751738
2016-01-08,air_2a3743e37aab04b4,1,0,0,0,0,0,0,-0.9364764055453964,-1.1003545901569427,0.0,-0.9556182440544948,-0.8901138276961389,1,13.0,1,1,-1.0171218906909887,-1.0171218906909887
2016-01-09,air_2a3743e37aab04b4,0,0,1,0,0,0,0,-1.0400570000028644,-1.0895022599080901,0.0,0.9797179256877211,-1.1074636091724797,1,5.0,1,1,-0.7611505805514129,-0.7611505805514132
2016-01-12,air_2a3743e37aab04b4,0,0,0,0,0,1,0,-1.0630749098823018,-1.1329115809035006,0.0,0.17977897552760533,-1.0731452226235838,1,3.0,1,1,-1.4566482660583542,-1.4566482660583544
2016-01-13,air_2a3743e37aab04b4,0,0,0,0,0,0,1,-1.293254008676675,-1.219730222894322,0.0,-0.5943554923692812,-1.187539844453237,1,5.0,1,1,-1.2544862490129527,-1.2544862490129527
2016-01-14,air_2a3743e37aab04b4,0,0,0,0,1,0,0,-1.1666555043397697,-1.1654685716500588,0.0,0.05075656421145759,-1.2104187688191677,1,4.0,1,1,-1.1627087163990577,-1.1627087163990577
2016-01-15,air_2a3743e37aab04b4,1,0,0,0,0,0,0,-1.1781644592794884,-1.1763209018989114,0.0,0.7474775853186552,-1.1761003822702718,1,3.0,1,1,-0.8891362356212008,-0.8891362356212009
2016-01-18,air_2a3743e37aab04b4,0,1,0,0,0,0,0,-0.913458495665959,-1.0243882784149738,0.0,-1.4200989247926266,-0.8901138276961389,1,4.0,1,1,-1.6208420435840347,-1.620842043584035
2016-01-19,air_2a3743e37aab04b4,0,0,0,0,0,1,0,-1.5464510173504857,-1.6538234328484291,0.0,-0.36211515200021527,-1.3820107015636474,1,6.0,1,1,-1.3867464740948945,-1.3867464740948947
2016-01-20,air_2a3743e37aab04b4,0,0,0,0,0,0,1,-1.4428704228930176,-1.4801861488667865,0.0,-1.0588361731074127,-1.3820107015636474,1,1.0,1,1,-1.2630353890372605,-1.2630353890372608
2016-01-21,air_2a3743e37aab04b4,0,0,0,0,1,0,0,-1.327780873495831,-1.3716628463782596,0.0,-0.43952859878990386,-1.2904950040999248,1,6.0,1,1,-1.1423416475176178,-1.142341647517618
2016-01-23,air_2a3743e37aab04b4,0,0,1,0,0,0,0,-1.396834603134143,-1.5127431396133444,0.0,-1.342685478002938,-1.256176617551029,1,24.0,1,1,-0.7649222599739018,-0.764922259973902
2016-01-25,air_2a3743e37aab04b4,0,1,0,0,0,0,0,-1.673049521687391,-1.5670047908576077,0.0,0.8764999966348028,-1.8739075754311556,1,6.0,1,1,-1.4785240067087895,-1.4785240067087897
2016-01-26,air_2a3743e37aab04b4,0,0,0,0,0,1,0,-1.327780873495831,-1.3391058556317015,0.0,0.3862148336334416,-1.3934501637466128,1,7.0,1,1,-1.3077926515174614,-1.3077926515174616
2016-01-27,air_2a3743e37aab04b4,0,0,0,0,0,0,1,-0.9594943154248338,-1.056945269161532,0.0,0.41201931589667107,-0.7985981302324162,1,7.0,1,1,-1.1579312557972383,-1.1579312557972385
2016-01-28,air_2a3743e37aab04b4,0,0,0,0,1,0,0,-0.9710032703645525,-0.9267173061752999,0.0,-0.5943554923692812,-1.187539844453237,1,2.0,1,1,-1.1634630522835554,-1.1634630522835556
2016-01-30,air_2a3743e37aab04b4,0,0,1,0,0,0,0,-0.9710032703645525,-1.1112069204057953,0.0,-1.1104451376338722,-0.7299613571346244,1,7.0,1,1,-0.7241881222110224,-0.7241881222110226
2016-02-01,air_2a3743e37aab04b4,0,1,0,0,0,0,0,-1.0630749098823018,-1.219730222894322,0.0,-1.1362496198971017,-0.8672349033302083,1,4.0,1,1,-1.524035605073488,-1.5240356050734882
2016-02-02,air_2a3743e37aab04b4,0,0,0,0,0,1,0,-1.1896734142192071,-1.154616241401206,0.0,0.1023655287379165,-1.0502662982576532,1,1.0,1,1,-1.3776944434809213,-1.3776944434809215
2016-02-03,air_2a3743e37aab04b4,0,0,0,0,0,0,1,-1.3392898284355497,-1.219730222894322,0.0,-0.4137241165266744,-1.2904950040999248,1,6.0,1,1,-1.3037695268001401,-1.3037695268001404
2016-02-04,air_2a3743e37aab04b4,0,0,0,0,1,0,0,-1.2357092339780817,-1.1437639111523534,0.0,0.6958686207921962,-1.4277685502955086,1,2.0,1,1,-1.2665556231649169,-1.266555623164917
2016-02-05,air_2a3743e37aab04b4,1,0,0,0,0,0,0,-1.1091107296411764,-1.0677975994103845,0.0,0.8764999966348028,-1.1303425335384105,1,22.0,1,1,-0.8969310397610111,-0.8969310397610112
2016-02-08,air_2a3743e37aab04b4,0,1,0,0,0,0,0,-1.2702360987972376,-1.0352406086638266,0.0,1.1861537837935576,-1.5307237099421964,1,4.0,1,1,-1.473243655517305,-1.4732436555173052
2016-02-09,air_2a3743e37aab04b4,0,0,0,0,0,1,0,-0.9594943154248338,-1.0026836179172685,0.0,-0.07826584710469014,-0.9473111386109654,1,5.0,1,1,-1.2580064831406088,-1.258006483140609
2016-02-10,air_2a3743e37aab04b4,0,0,0,0,0,0,1,-1.1896734142192071,-1.219730222894322,0.0,0.41201931589667107,-1.0273873738917225,1,17.0,1,1,-0.937916622818723,-0.9379166228187232
2016-02-12,air_2a3743e37aab04b4,1,0,0,0,0,0,0,-0.6602614869921485,-0.4166577844792241,0.0,0.3346058691069825,-0.8443559789642775,1,6.0,1,1,-0.9547634575725065,-0.9547634575725067
