visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Tōkyō-to Chūō-ku Tsukiji,total_area_visitors,total_genre_visitors
2016-07-01,air_56cd12f31a0afc04,1,0,0,0,0,0,0,1.068930315454549,1.1440334916779782,0.0,-0.17562467042194546,1.0150621248751381,1,40.0,1,1,1.429662020830306,1.429662020830306
2016-07-02,air_56cd12f31a0afc04,0,0,1,0,0,0,0,1.2309130247093494,1.2830050221204223,0.0,0.48995927162300856,1.169683456139834,1,42.0,1,1,1.5918518709206009,1.591851870920601
2016-07-03,air_56cd12f31a0afc04,0,0,0,1,0,0,0,1.4854572821097505,1.6999196134477546,0.0,0.6763227753955955,1.302216025795288,1,26.0,1,1,-0.4331931712355001,-0.4331931712355002
2016-07-04,air_56cd12f31a0afc04,0,1,0,0,0,0,0,1.32347457285495,1.5146242395244955,0.0,0.5432059869866047,1.1917722177490766,1,24.0,1,1,-1.2200855539702333,-1.2200855539702335
2016-07-05,air_56cd12f31a0afc04,0,0,0,0,0,1,0,0.6176927682447471,0.5649854481677941,0.0,-1.3470524084210647,0.8162632703919575,1,26.0,1,1,-0.5398970199791153,-0.5398970199791154
2016-07-06,air_56cd12f31a0afc04,0,0,0,0,0,0,1,0.7796754774995479,0.7155379394804416,0.0,-0.25549474346734014,0.849396412805821,1,35.0,1,1,-0.07117611349807107,-0.07117611349807113
2016-07-07,air_56cd12f31a0afc04,0,0,0,0,1,0,0,1.2771937987821496,1.850472104760403,0.0,2.0607373748491002,1.0040177440705167,1,27.0,1,1,-0.1394665766939848,-0.13946657669398488
2016-07-08,air_56cd12f31a0afc04,1,0,0,0,0,0,0,1.034219734899949,1.0513858047163487,0.0,-0.7879618971033032,1.0261065056797594,1,32.0,1,1,1.219358435306526,1.219358435306526
2016-07-09,air_56cd12f31a0afc04,0,0,1,0,0,0,0,0.6986841228721472,0.483918722076368,0.0,-1.3470524084210647,0.8273076511965788,1,42.0,1,1,1.5293816176561572,1.5293816176561572
2016-07-10,air_56cd12f31a0afc04,0,0,0,1,0,0,0,1.068930315454549,1.225100217769404,0.0,1.76788044034932,0.8162632703919575,1,17.0,1,1,-0.2694512651634797,-0.2694512651634798
2016-07-11,air_56cd12f31a0afc04,0,1,0,0,0,0,0,1.34661495989135,1.479881356913885,0.0,1.9808673018037055,1.0481952672890016,1,24.0,1,1,-1.2716914153626,-1.2716914153626002
2016-07-12,air_56cd12f31a0afc04,0,0,0,0,0,1,0,1.2424832182275496,1.2830050221204223,0.0,0.33021912553221944,1.302216025795288,1,27.0,1,1,-0.5243764601618622,-0.5243764601618623
2016-07-13,air_56cd12f31a0afc04,0,0,0,0,0,0,1,1.0110793478635487,0.7966046655718677,0.0,-1.3470524084210647,1.1807278369444552,1,31.0,1,1,-0.44948975904361593,-0.449489759043616
2016-07-14,air_56cd12f31a0afc04,0,0,0,0,1,0,0,1.1036408960091488,1.4103955916926625,0.0,-0.3087414588309364,0.9377514592427902,1,38.0,1,1,-0.22599369767517097,-0.22599369767517102
2016-07-15,air_56cd12f31a0afc04,1,0,0,0,0,0,0,0.6755437358357472,0.379690074244535,0.0,-1.3470524084210647,0.9046183168289267,1,46.0,1,1,0.9997425138923943,0.9997425138923944
