visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Yakiniku/Korean food,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,total_area_visitors,total_genre_visitors
2016-07-01,air_3f91d592acd6cc0b,1,0,0,0,0,0,0,1.0206313488908163,1.029993484957399,0.0,0.9083173748854053,0.9889083020148626,1,35.0,1,1,1.439350278942379,1.4393502789423798
2016-07-02,air_3f91d592acd6cc0b,0,0,1,0,0,0,0,1.236550104555269,1.2640745403109916,0.0,1.7053189888994649,1.1395276919151278,1,12.0,1,1,1.6034263567280889,1.6034263567280895
2016-07-03,air_3f91d592acd6cc0b,0,0,0,1,0,0,0,1.2689379179049367,1.1928324799859849,0.0,1.3599516228267057,1.3224226653654496,1,43.0,1,1,-0.4451694565820061,-0.4451694565820055
2016-07-04,air_3f91d592acd6cc0b,0,1,0,0,0,0,0,1.3013257312546045,1.2742519775002785,0.0,1.1474178590896233,1.300905609665412,1,26.0,1,1,-1.2412132023940146,-1.2412132023940141
2016-07-05,air_3f91d592acd6cc0b,0,0,0,0,0,1,0,1.3013257312546045,1.4472684097181512,0.0,1.5990521070309236,1.2363544425652981,1,31.0,1,1,-0.5531142445989204,-0.5531142445989199
2016-07-06,air_3f91d592acd6cc0b,0,0,0,0,0,0,1,1.204162291205601,1.1419452940395516,0.0,1.2005513000238937,1.2040788590152414,1,42.0,1,1,-0.07894223032825658,-0.078942230328256
2016-07-07,air_3f91d592acd6cc0b,0,0,0,0,1,0,0,1.2689379179049367,1.2844294146895654,0.0,1.5193519456295175,1.257871498265336,1,34.0,1,1,-0.14802689465908178,-0.1480268946590812
2016-07-08,air_3f91d592acd6cc0b,1,0,0,0,0,0,0,0.9882435355411483,0.8366221783609525,0.0,-1.4561207466896386,0.935115662764768,1,32.0,1,1,1.226600914923588,1.2266009149235884
2016-07-09,air_3f91d592acd6cc0b,0,0,1,0,0,0,0,0.6967532153941374,0.5109441883037797,0.0,-1.1638868215511498,0.7844962728645031,1,4.0,1,1,1.540229589925459,1.5402295899254597
2016-07-10,air_3f91d592acd6cc0b,0,0,0,1,0,0,0,1.1069988511565974,1.0605257965252588,0.0,0.5098165678783755,1.0857350526650333,1,32.0,1,1,-0.2795232727887775,-0.27952327278877687
2016-07-11,air_3f91d592acd6cc0b,0,1,0,0,0,0,0,1.1825704156391557,1.1826550427966989,0.0,0.05818231993707491,1.225595914715279,1,27.0,1,1,-1.2934192271440133,-1.2934192271440126
2016-07-12,air_3f91d592acd6cc0b,0,0,0,0,0,1,0,1.1285907267230426,0.9485739874431054,0.0,-1.2170202624854205,1.2363544425652981,1,13.0,1,1,-0.5374131845237329,-0.5374131845237323
2016-07-13,air_3f91d592acd6cc0b,0,0,0,0,0,0,1,1.0962029133733746,0.8060898667930925,0.0,-1.4295540262225033,1.2363544425652981,1,30.0,1,1,-0.461655569660953,-0.46165556966095245
2016-07-14,air_3f91d592acd6cc0b,0,0,0,0,1,0,0,1.0422232244572613,1.0808806709038323,0.0,0.19101592227275152,1.1287691640651087,1,23.0,1,1,-0.23556030457825233,-0.23556030457825178
2016-07-15,air_3f91d592acd6cc0b,1,0,0,0,0,0,0,0.8263044687928088,0.6025411230073595,0.0,-1.402987305755368,0.9889083020148626,1,38.0,1,1,1.004430914859684,1.0044309148596846
2016-07-16,air_3f91d592acd6cc0b,0,0,1,0,0,0,0,0.9774475977579256,0.9587514246323923,0.0,-0.23405160520141377,0.9243571349147492,1,3.0,1,1,1.478602929130348,1.4786029291303486
2016-07-17,air_3f91d592acd6cc0b,0,0,0,1,0,0,0,1.1177947889398199,0.9180416758752458,0.0,-1.243586982952556,1.1502862197651467,1,37.0,1,1,0.509062469487517,0.5090624694875175
2016-07-18,air_3f91d592acd6cc0b,0,1,0,0,0,0,0,1.1285907267230426,1.0707032337145455,1.0,1.3068181818924351,1.096493580515052,1,24.0,1,1,-1.0893054461665752,-1.0893054461665745
2016-07-19,air_3f91d592acd6cc0b,0,0,0,0,0,1,0,1.139386664506265,1.1826550427966989,0.0,1.7584524298337354,1.064217996964995,1,17.0,1,1,-0.9056030432868808,-0.9056030432868802
2016-07-20,air_3f91d592acd6cc0b,0,0,0,0,0,0,1,1.0854069755901519,1.2437196659324181,0.0,2.1303865163736297,0.9458741906147871,1,16.0,1,1,-0.40159901487336064,-0.4015990148733601
2016-07-21,air_3f91d592acd6cc0b,0,0,0,0,1,0,0,1.0530191622404843,1.0808806709038323,0.0,0.9083173748854053,0.9566327184648058,1,34.0,1,1,-0.17040090526622403,-0.17040090526622345
2016-07-22,air_3f91d592acd6cc0b,1,0,0,0,0,0,0,1.0854069755901519,1.253897103121705,0.0,1.1739845795567585,0.9566327184648058,1,48.0,1,1,1.071160420179231,1.0711604201792317
2016-07-24,air_3f91d592acd6cc0b,0,0,0,1,0,0,0,0.9774475977579256,0.9485739874431054,0.0,-0.18091816426714308,0.9889083020148626,1,51.0,1,1,-0.4683285201929077,-0.4683285201929071
2016-07-25,air_3f91d592acd6cc0b,0,1,0,0,0,0,0,0.999039473324371,0.8671544899288125,0.0,-1.1373201010840146,1.1718032754651844,1,24.0,1,1,-1.142296523920333,-1.1422965239203324
2016-07-26,air_3f91d592acd6cc0b,0,0,0,0,0,1,0,0.9018760332753671,0.7144929320895128,0.0,-1.4561207466896386,1.0427009412649573,1,32.0,1,1,-0.37647731875306056,-0.37647731875306
