visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Taitō-ku Higashiueno,total_area_visitors,total_genre_visitors
2016-01-03,air_0241aa3964b7f861,0,0,0,1,0,0,0,-0.7228149428515853,-0.41688009445256025,1.0,0.7543530854503617,-0.9954637340126132,1,10.0,1,1,-1.6603798561863674,-1.6603798561863674
2016-01-04,air_0241aa3964b7f861,0,1,0,0,0,0,0,-0.735373780718844,-0.5411417475426609,0.0,0.9052093352785455,-0.8265541039599155,1,9.0,1,1,-1.4643110129863215,-1.4643110129863215
2016-01-05,air_0241aa3964b7f861,0,0,0,0,0,1,0,-0.5218735369754496,-0.5162894169246406,0.0,0.779495793755059,-0.7420992889335667,1,17.0,1,1,-1.3351925064887304,-1.3351925064887304
2016-01-06,air_0241aa3964b7f861,0,0,0,0,0,0,1,-0.7730502943206193,-1.025762194594053,0.0,-1.3324917038395154,-0.5007998174297128,1,10.0,1,1,-1.2715141787228619,-1.2715141787228619
2016-01-08,air_0241aa3964b7f861,1,0,0,0,0,0,0,-1.0367858895330475,-1.0754668558300933,0.0,0.8549239186691506,-0.9833987604374206,1,5.0,1,1,-0.8708189304886218,-0.8708189304886218
2016-01-09,air_0241aa3964b7f861,0,0,1,0,0,0,0,-0.9739917001967552,-0.9884836986670229,0.0,0.9052093352785455,-1.0195936811629986,1,8.0,1,1,-0.6145954614544156,-0.6145954614544156
2016-01-10,air_0241aa3964b7f861,0,0,0,1,0,0,0,-0.8986386729932041,-0.826943549649892,0.0,0.95549475188794,-1.0678535754637695,1,16.0,1,1,-0.8982534669569209,-0.8982534669569209
2016-01-11,air_0241aa3964b7f861,0,1,0,0,0,0,0,-0.9991093759312721,-1.1251715170661336,1.0,-0.5027823297845041,-0.8989439454110717,1,16.0,1,1,-1.2574193709960293,-1.2574193709960293
2016-01-12,air_0241aa3964b7f861,0,0,0,0,0,1,0,-1.463786377019836,-1.6719227906625762,0.0,-1.3324917038395154,-1.2488281790916598,1,8.0,1,1,-1.3107782859618955,-1.3107782859618955
2016-01-13,air_0241aa3964b7f861,0,0,0,0,0,0,1,-1.3507568362145095,-1.224580839538214,0.0,0.8549239186691506,-1.4659977034451284,1,9.0,1,1,-1.1084171178837994,-1.1084171178837994
2016-01-14,air_0241aa3964b7f861,0,0,0,0,1,0,0,-1.1372565924711153,-1.0133360292850428,0.0,0.95549475188794,-1.3332829941180089,1,4.0,1,1,-1.0165491746642656,-1.0165491746642656
2016-01-15,air_0241aa3964b7f861,1,0,0,0,0,0,0,-1.1874919439401495,-1.0754668558300933,0.0,0.7040676688409668,-1.1161134697645403,1,4.0,1,1,-0.7427071959715187,-0.7427071959715187
2016-01-16,air_0241aa3964b7f861,0,0,1,0,0,0,0,-1.0744624031348229,-0.9636313680490026,0.0,0.95549475188794,-1.1402434169149256,1,29.0,1,1,-0.5964735658056308,-0.5964735658056308
2016-01-17,air_0241aa3964b7f861,0,0,0,1,0,0,0,-1.1623742682056324,-1.3612686579373248,0.0,-0.5530677463938987,-1.079918549038962,1,10.0,1,1,-1.1942444292204046,-1.1942444292204046
2016-01-18,air_0241aa3964b7f861,0,1,0,0,0,0,0,-1.5391394042233868,-1.6594966253535661,0.0,-0.980493787573753,-1.3332829941180089,1,6.0,1,1,-1.475133811776568,-1.475133811776568
2016-01-19,air_0241aa3964b7f861,0,0,0,0,0,1,0,-1.250286133276442,-1.3612686579373248,0.0,0.95549475188794,-1.2488281790916598,1,7.0,1,1,-1.2408076333179765,-1.2408076333179765
2016-01-20,air_0241aa3964b7f861,0,0,0,0,0,0,1,-1.3758745119490265,-1.2991378313922743,0.0,0.9806374601926372,-1.4418677562947428,1,10.0,1,1,-1.1169746797179476,-1.1169746797179476
2016-01-21,air_0241aa3964b7f861,0,0,0,0,1,0,0,-1.2126096196746663,-1.249433170156234,0.0,0.5280687107080859,-1.2367632055164672,1,14.0,1,1,-0.9961620420593827,-0.9961620420593827
2016-01-22,air_0241aa3964b7f861,1,0,0,0,0,0,0,-1.1623742682056324,-1.1500238476841536,0.0,0.7040676688409668,-0.9954637340126132,1,10.0,1,1,-0.6908584389763845,-0.6908584389763845
2016-01-23,air_0241aa3964b7f861,0,0,1,0,0,0,0,-1.4009921876835436,-1.634644294735546,0.0,-1.2822062872301208,-1.0437236283133842,1,3.0,1,1,-0.6183708563812457,-0.6183708563812457
2016-01-24,air_0241aa3964b7f861,0,0,0,1,0,0,0,-1.4763452148870944,-1.2867116660832643,0.0,0.9303520435832427,-1.5021926241707064,1,6.0,1,1,-1.3082613560106753,-1.3082613560106753
2016-01-25,air_0241aa3964b7f861,0,1,0,0,0,0,0,-1.5265805663561283,-1.3861209885553447,0.0,1.0812082934114267,-1.6711022542234042,1,7.0,1,1,-1.3326755765375102,-1.3326755765375102
2016-01-26,air_0241aa3964b7f861,0,0,0,0,0,1,0,-1.413551025550802,-1.2370070048472241,0.0,0.8297812103644534,-1.5142575977458992,1,9.0,1,1,-1.1617760328496654,-1.1617760328496654
2016-01-27,air_0241aa3964b7f861,0,0,0,0,0,0,1,-1.09958007886934,-0.7648127231048417,0.0,1.0309228768020322,-1.4901276505955137,1,6.0,1,1,-1.0117670077569474,-1.0117670077569474
