visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Hokkaidō Asahikawa-shi 6 Jōdōri,total_area_visitors,total_genre_visitors
2016-07-01,air_1408dd53f31a8a65,1,0,0,0,0,0,0,1.3232878747246408,1.4061191819399783,0.0,2.862330594057058,1.099021205789572,1,45.0,1,1,1.4019332184050726,1.4019332184050726
2016-07-02,air_1408dd53f31a8a65,0,0,1,0,0,0,0,1.159594658700365,1.132587258355123,0.0,-0.6052985361617874,1.1641087069032026,1,47.0,1,1,1.5552867670504424,1.5552867670504424
2016-07-03,air_1408dd53f31a8a65,0,0,0,1,0,0,0,1.028640085880944,0.7754761358971181,0.0,-0.9875568654772506,1.0583415175935529,1,8.0,1,1,-0.3594313439069365,-0.3594313439069365
2016-07-04,air_1408dd53f31a8a65,0,1,0,0,0,0,0,0.6030377242178265,0.5855234111854132,0.0,0.6506931173033061,0.643408697994157,1,4.0,1,1,-1.1034528669997827,-1.1034528669997827
2016-07-05,air_1408dd53f31a8a65,0,0,0,0,0,1,0,0.8076542442481716,1.0414099504935048,0.0,1.1421681121374736,0.5945930721589341,1,16.0,1,1,-0.460321836436785,-0.460321836436785
2016-07-06,air_1408dd53f31a8a65,0,0,0,0,0,0,1,0.9467934778688061,1.0186156235281003,0.0,1.6336431069716404,0.9200305777270876,1,21.0,1,1,-0.017137418342032397,-0.017137418342032397
2016-07-07,air_1408dd53f31a8a65,0,0,0,0,1,0,0,1.0122707642785165,1.2541570021706143,0.0,2.8896347604367345,0.6922243238293802,1,11.0,1,1,-0.08170733356113542,-0.08170733356113542
2016-07-08,air_1408dd53f31a8a65,1,0,0,0,0,0,0,1.102302033091868,1.2921475471129553,0.0,2.452768098361919,0.8712149518918645,1,48.0,1,1,1.2030872294916986,1.2030872294916986
2016-07-09,air_1408dd53f31a8a65,0,0,1,0,0,0,0,1.1350406762967233,1.1173910403781868,0.0,0.45956395264557465,1.0664774552327565,1,32.0,1,1,1.4962199696056946,1.4962199696056946
2016-07-10,air_1408dd53f31a8a65,0,0,0,1,0,0,0,1.0122707642785165,0.889447770724141,0.0,-0.9329485327178989,1.1641087069032026,1,24.0,1,1,-0.20461029718840537,-0.20461029718840537
2016-07-11,air_1408dd53f31a8a65,0,1,0,0,0,0,0,0.987716781874875,0.9578307516203549,0.0,-0.03191104218859248,1.0257977670367373,1,32.0,1,1,-1.1522471779324004,-1.1522471779324004
2016-07-12,air_1408dd53f31a8a65,0,0,0,0,0,1,0,1.151409997899151,1.322539983066828,0.0,1.5790347742122885,1.090885268150368,1,24.0,1,1,-0.44564685570517065,-0.44564685570517065
2016-07-13,air_1408dd53f31a8a65,0,0,0,0,0,0,1,1.2578105883149304,1.360530528009169,0.0,0.7326056164423341,1.0583415175935529,1,27.0,1,1,-0.3748400736751315,-0.3748400736751315
2016-07-14,air_1408dd53f31a8a65,0,0,0,0,1,0,0,1.2414412667125028,1.2997456561014236,0.0,1.3059931104155291,1.2861477714912601,1,13.0,1,1,-0.16352035113988528,-0.16352035113988528
2016-07-15,air_1408dd53f31a8a65,1,0,0,0,0,0,0,1.159594658700365,1.238960784193678,0.0,1.1694722785171494,1.1722446445424064,1,30.0,1,1,0.9954362521393559,0.9954362521393559
2016-07-16,air_1408dd53f31a8a65,0,0,1,0,0,0,0,1.2414412667125028,1.2313626752052098,0.0,-0.16843187408697222,1.2129243327384256,1,47.0,1,1,1.4386206702341084,1.4386206702341084
2016-07-17,air_1408dd53f31a8a65,0,0,0,1,0,0,0,1.151409997899151,1.132587258355123,0.0,-0.03191104218859248,1.2373321456560373,1,39.0,1,1,0.532440610056924,0.532440610056924
