visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Tōkyō-to Minato-ku Akasaka,total_area_visitors,total_genre_visitors
2016-07-01,air_15e6e15c7ea2c162,1,0,0,0,0,0,0,1.0293126195385234,1.1062438781419999,0.0,-0.1556823749891387,0.9742163629790105,1,34.0,1,1,1.4145224173457478,1.4145224173457478
2016-07-02,air_15e6e15c7ea2c162,0,0,1,0,0,0,0,1.193434997357943,1.2470460390368876,0.0,0.508531350638175,1.130490478795333,1,50.0,1,1,1.5741522689085627,1.574152268908563
2016-07-03,air_15e6e15c7ea2c162,0,0,0,1,0,0,0,1.451341591074174,1.669452521721551,0.0,0.6945111938138226,1.2644397209236096,1,26.0,1,1,-0.41892953804438354,-0.4189295380443838
2016-07-04,air_15e6e15c7ea2c162,0,1,0,0,0,0,0,1.2872192132547544,1.4817163071950337,0.0,0.56166844868836,1.1528153524833793,1,31.0,1,1,-1.1934016408419645,-1.193401640841965
2016-07-05,air_15e6e15c7ea2c162,0,0,0,0,0,1,0,0.5721145670415679,0.5195682077466335,0.0,-1.324698532093211,0.7732924997865958,1,25.0,1,1,-0.5239491772304461,-0.5239491772304463
2016-07-06,air_15e6e15c7ea2c162,0,0,0,0,0,0,1,0.736236944860988,0.6721038820494284,0.0,-0.23538802206441653,0.806779810318665,1,48.0,1,1,-0.06262654400585148,-0.06262654400585166
2016-07-07,air_15e6e15c7ea2c162,0,0,0,0,1,0,0,1.2403271053063485,1.821988196024347,0.0,2.0760757431186354,0.9630539261349873,1,32.0,1,1,-0.12983911308493148,-0.12983911308493168
2016-07-08,air_15e6e15c7ea2c162,1,0,0,0,0,0,0,0.994143538577219,1.012375770878741,0.0,-0.7667590025662674,0.9853787998230337,1,25.0,1,1,1.2075382557499446,1.2075382557499446
2016-07-09,air_15e6e15c7ea2c162,0,0,1,0,0,0,0,0.6541757559512777,0.4374336138912818,0.0,-1.324698532093211,0.784454936630619,1,21.0,1,1,1.5126680437850861,1.5126680437850863
2016-07-10,air_15e6e15c7ea2c162,0,0,0,1,0,0,0,1.0293126195385234,1.188378471997351,0.0,1.7838217038426172,0.7732924997865958,1,40.0,1,1,-0.2577721280934076,-0.2577721280934079
2016-07-11,air_15e6e15c7ea2c162,0,1,0,0,0,0,0,1.3106652672289572,1.446515766971312,0.0,1.9963700960433577,1.0077036735110798,1,13.0,1,1,-1.2441929572483148,-1.2441929572483152
2016-07-12,air_15e6e15c7ea2c162,0,0,0,0,0,1,0,1.2051580243450446,1.2470460390368876,0.0,0.3491200564876196,1.2644397209236096,1,24.0,1,1,-0.508673593348837,-0.5086735933488372
2016-07-13,air_15e6e15c7ea2c162,0,0,0,0,0,0,1,0.9706974846030163,0.75423847590478,0.0,-1.324698532093211,1.141652915639356,1,26.0,1,1,-0.4349689011200731,-0.43496890112007336
2016-07-14,air_15e6e15c7ea2c162,0,0,0,0,1,0,0,1.0644817004998273,1.376114686523868,0.0,-0.2885251201146016,0.8960793050708493,1,38.0,1,1,-0.21500049322490217,-0.2150004932249024
2016-07-15,air_15e6e15c7ea2c162,1,0,0,0,0,0,0,0.630729701977075,0.3318319932201161,0.0,-1.324698532093211,0.8625919945387802,1,46.0,1,1,0.9913887438251758,0.9913887438251759
