visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Hiroshima-ken Hiroshima-shi Kokutaijimachi,total_area_visitors,total_genre_visitors
2016-07-05,air_646b93e336f0dded,0,0,0,0,0,1,0,1.2758929089381519,1.2769466310638522,0.0,1.261312486979096,1.2446851740898568,1,30.0,1,1,-0.5233215657975255,-0.5233215657975255
2016-07-06,air_646b93e336f0dded,0,0,0,0,0,0,1,1.2864896413669293,1.2554754835943176,0.0,0.8871250632134123,1.3791525474679853,1,4.0,1,1,-0.09636245929182817,-0.09636245929182817
2016-07-07,air_646b93e336f0dded,0,0,0,0,1,0,0,1.2335059792230423,1.1695908937161767,0.0,0.7267590244566906,1.2860597505138962,1,4.0,1,1,-0.1585684218290821,-0.1585684218290821
2016-07-08,air_646b93e336f0dded,1,0,0,0,0,0,0,0.7460562874992804,0.6757545019168704,0.0,-1.3579994793806895,0.92403220680355,1,5.0,1,1,1.0791888554746865,1.0791888554746865
2016-07-09,air_646b93e336f0dded,0,0,1,0,0,0,0,0.8732170766446095,0.793845812999313,0.0,0.08529486942980459,0.8619703421674909,1,7.0,1,1,1.3615897876750607,1.3615897876750607
2016-07-11,air_646b93e336f0dded,0,1,0,0,0,0,0,1.0321680630762708,0.7294323705907081,0.0,-1.3579994793806895,1.223997885877837,1,12.0,1,1,-1.1899150052592353,-1.1899150052592353
2016-07-12,air_646b93e336f0dded,0,0,0,0,0,1,0,1.1169419225064905,1.0407640088989665,0.0,-0.6363523049754424,1.213654241771827,1,4.0,1,1,-0.5091838470390588,-0.5091838470390588
2016-07-13,air_646b93e336f0dded,0,0,0,0,0,0,1,0.9367974712172742,0.6757545019168704,0.0,-1.3579994793806895,1.1412487330297578,1,4.0,1,1,-0.4409693540294565,-0.4409693540294565
2016-07-14,air_646b93e336f0dded,0,0,0,0,1,0,0,1.1487321197928229,1.1588553199814091,0.0,0.2991162544387666,1.1722796653477876,1,11.0,1,1,-0.2373862039075345,-0.2373862039075345
2016-07-16,air_646b93e336f0dded,0,0,1,0,0,0,0,0.8626203442158323,0.6972256493864054,0.0,-0.3690755737142398,0.8102521216374414,1,4.0,1,1,1.3060992415480785,1.3060992415480785
2016-07-19,air_646b93e336f0dded,0,0,0,0,0,1,0,1.1911190495079322,1.1481197462466421,0.0,1.7424106032492603,1.0791868683936983,1,10.0,1,1,-0.8407133519251053,-0.8407133519251053
2016-07-20,air_646b93e336f0dded,0,0,0,0,0,0,1,1.1593288522216003,1.2017976149204799,0.0,0.8603973900872922,1.1722796653477876,1,14.0,1,1,-0.3868925797783209,-0.3868925797783209
2016-07-21,air_646b93e336f0dded,0,0,0,0,1,0,0,1.127538654935268,1.1803264674509446,0.0,1.9027766420059817,1.0791868683936983,1,6.0,1,1,-0.17871467105989727,-0.17871467105989727
