visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Tōkyō-to Minato-ku Shibakōen,total_area_visitors,total_genre_visitors
2016-01-05,air_6b9fa44a9cf504a1,0,0,0,0,0,1,0,-0.5096927659407056,-0.5010104250053141,0.0,0.77436913169136,-0.7342264188960745,1,2.0,1,1,-1.3999618182226268,-1.3999618182226268
2016-01-06,air_6b9fa44a9cf504a1,0,0,0,0,0,0,1,-0.7643370502726996,-1.0199413448019006,0.0,-1.2707259101844146,-0.4913858876568227,1,2.0,1,1,-1.3370944184483273,-1.3370944184483273
2016-01-07,air_6b9fa44a9cf504a1,0,0,0,0,1,0,0,-0.7898014787058991,-0.8174317175642083,0.0,-0.10210017196968636,-0.8070785782678501,1,6.0,1,1,-1.2692572637511583,-1.2692572637511583
2016-01-08,air_6b9fa44a9cf504a1,1,0,0,0,0,0,0,-1.0317135488212934,-1.0705687516113236,0.0,0.8474082403297803,-0.9770669501353265,1,12.0,1,1,-0.9415019265879131,-0.9415019265879131
2016-01-09,air_6b9fa44a9cf504a1,0,0,1,0,0,0,0,-0.9680524777382948,-0.9819707896948333,0.0,0.8961009794220609,-1.0134930298212141,1,2.0,1,1,-0.6885414010138543,-0.6885414010138543
2016-01-12,air_6b9fa44a9cf504a1,0,0,0,0,0,1,0,-1.4646088321856832,-1.6780976333244004,0.0,-1.2707259101844146,-1.2441915344985035,1,4.0,1,1,-1.3758585068467097,-1.3758585068467097
2016-01-13,air_6b9fa44a9cf504a1,0,0,0,0,0,0,1,-1.350018904236286,-1.2224509720395929,0.0,0.8474082403297803,-1.4627480126138304,1,2.0,1,1,-1.1760743589473548,-1.1760743589473548
2016-01-14,air_6b9fa44a9cf504a1,0,0,0,0,1,0,0,-1.133571262554091,-1.0072844930995448,0.0,0.9447937185143411,-1.3291857204322417,1,6.0,1,1,-1.0853763316049858,-1.0853763316049858
2016-01-15,air_6b9fa44a9cf504a1,1,0,0,0,0,0,0,-1.1845001194204898,-1.0705687516113236,0.0,0.7013300230529393,-1.110629242316915,1,3.0,1,1,-0.8150216638008837,-0.8150216638008837
2016-01-16,air_6b9fa44a9cf504a1,0,0,1,0,0,0,0,-1.0699101914710925,-0.9566570862901217,0.0,0.9447937185143411,-1.13491329544084,1,5.0,1,1,-0.670650283291524,-0.670650283291524
2016-01-19,air_6b9fa44a9cf504a1,0,0,0,0,0,1,0,-1.2481611905034884,-1.3616763407655064,0.0,0.9447937185143411,-1.2441915344985035,1,3.0,1,1,-1.3067789134188232,-1.3067789134188232
2016-01-20,air_6b9fa44a9cf504a1,0,0,0,0,0,0,1,-1.3754833326694853,-1.2983920822537274,0.0,0.9691400880604811,-1.438463959489905,1,9.0,1,1,-1.184522942316233,-1.184522942316233
2016-01-21,air_6b9fa44a9cf504a1,0,0,0,0,1,0,0,-1.2099645478536891,-1.2477646754443044,0.0,0.5309054362299583,-1.232049507936541,1,10.0,1,1,-1.0652488241673643,-1.0652488241673643
2016-01-22,air_6b9fa44a9cf504a1,1,0,0,0,0,0,0,-1.1590356909872905,-1.146509861825458,0.0,0.7013300230529393,-0.989208976697289,1,6.0,1,1,-0.7638331880953276,-0.7638331880953276
2016-01-23,air_6b9fa44a9cf504a1,0,0,1,0,0,0,0,-1.4009477611026846,-1.6401270782173332,0.0,-1.2220331710921344,-1.0377770829451394,1,12.0,1,1,-0.6922687172060065,-0.6922687172060065
2016-01-25,air_6b9fa44a9cf504a1,0,1,0,0,0,0,0,-1.5282699032686817,-1.3869900441702177,0.0,1.066525566245042,-1.6691624641671943,1,4.0,1,1,-1.397476940761192,-1.397476940761192
2016-01-26,air_6b9fa44a9cf504a1,0,0,0,0,0,1,0,-1.4136799753192846,-1.2351078237419486,0.0,0.8230618707836402,-1.5113161188616808,1,10.0,1,1,-1.2287537611297716,-1.2287537611297716
