visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Musashino-shi Kichijōji Honchō,total_area_visitors,total_genre_visitors
2016-07-01,air_d8abb9e490abf94f,1,0,0,0,0,0,0,1.0852390354155537,1.2140006610638259,0.0,-0.617276712588851,1.005376730124217,1,11.0,1,1,1.442804362332725,1.442804362332725
2016-07-02,air_d8abb9e490abf94f,0,0,1,0,0,0,0,1.206763805198997,1.3356386841774506,0.0,-0.10186839870277728,1.1507292351591687,1,7.0,1,1,1.604184229102272,1.604184229102272
2016-07-03,air_d8abb9e490abf94f,0,0,0,1,0,0,0,1.5713381145493275,1.8000747724294706,0.0,0.3864131618208713,1.2545524530412775,1,16.0,1,1,-0.4107476480993226,-0.41074764809932246
2016-07-04,air_d8abb9e490abf94f,0,1,0,0,0,0,0,1.3503839876703394,1.5567987262022223,0.0,0.3050329017335966,1.2649347748294884,1,13.0,1,1,-1.1937102552970298,-1.1937102552970296
2016-07-05,air_d8abb9e490abf94f,0,0,0,0,0,1,0,0.6212353689696787,0.5284045307870334,0.0,-1.3768258067367487,0.8081126161482102,1,16.0,1,1,-0.5169186130792879,-0.5169186130792877
2016-07-06,air_d8abb9e490abf94f,0,0,0,0,0,0,1,0.8421894958486669,0.8380285896217139,0.0,-0.8885442462131001,0.8496419033010538,1,10.0,1,1,-0.0505385196400224,-0.05053851964002225
2016-07-07,air_d8abb9e490abf94f,0,0,0,0,1,0,0,1.2951454559505924,1.8885387892393797,0.0,1.4172297895930186,1.005376730124217,1,10.0,1,1,-0.11848793722720015,-0.1184879372272
2016-07-08,air_d8abb9e490abf94f,1,0,0,0,0,0,0,1.0520959163837054,1.1144786421526784,0.0,-0.8071639861258253,1.0261413737006384,1,11.0,1,1,1.2335510422631206,1.2335510422631208
2016-07-09,air_d8abb9e490abf94f,0,0,1,0,0,0,0,0.7206647260652231,0.439940513977125,0.0,-1.3768258067367487,0.8704065468774755,1,13.0,1,1,1.542025955059456,1.5420259550594562
2016-07-10,air_d8abb9e490abf94f,0,0,0,1,0,0,0,1.1294298607913513,1.3356386841774506,0.0,1.6613705698548424,0.8392595815128429,1,16.0,1,1,-0.24782347638461233,-0.24782347638461216
2016-07-11,air_d8abb9e490abf94f,0,1,0,0,0,0,0,1.3393362813263903,1.5678567283034601,0.0,1.3901030362305933,1.0988176262181144,1,9.0,1,1,-1.245058394723704,-1.2450583947237037
2016-07-12,air_d8abb9e490abf94f,0,0,0,0,0,1,0,1.2840977496066432,1.3577546883799272,0.0,0.6576806954451205,1.2649347748294884,1,12.0,1,1,-0.5014755636276566,-0.5014755636276563
2016-07-13,air_d8abb9e490abf94f,0,0,0,0,0,0,1,1.0520959163837054,0.7606225749130439,0.0,-1.3768258067367487,1.2234054876766447,1,12.0,1,1,-0.4269628500235355,-0.4269628500235353
2016-07-14,air_d8abb9e490abf94f,0,0,0,0,1,0,0,1.074191329071604,1.479392711493552,0.0,-0.21037541215247707,1.005376730124217,1,11.0,1,1,-0.20458293792004467,-0.2045829379200445
2016-07-15,air_d8abb9e490abf94f,1,0,0,0,0,0,0,0.7096170197212737,0.34041849506597754,0.0,-1.3768258067367487,0.9949944083360058,1,10.0,1,1,1.0150318925225377,1.0150318925225377
2016-07-16,air_d8abb9e490abf94f,0,0,1,0,0,0,0,0.9195234402563126,0.7716805770142826,0.0,-1.1326850264749244,0.9119358340303189,1,9.0,1,1,1.4814119859618031,1.4814119859618031
2016-07-17,air_d8abb9e490abf94f,0,0,0,1,0,0,0,1.1625729798231996,0.9817826169378155,0.0,-1.2411920399246241,1.2026408441002232,1,9.0,1,1,0.52780368232357,0.5278036823235701
2016-07-18,air_d8abb9e490abf94f,0,1,0,0,0,0,0,1.4056225193900864,1.4462187051898363,1.0,0.35928640845844645,1.3064640619823318,1,13.0,1,1,-1.0442987518524969,-1.0442987518524967
2016-07-19,air_d8abb9e490abf94f,0,0,0,0,0,1,0,1.3282885749824407,1.313522679974973,0.0,0.08801887483419724,1.3064640619823318,1,13.0,1,1,-0.8636150732684107,-0.8636150732684105
2016-07-20,air_d8abb9e490abf94f,0,0,0,0,0,0,1,1.1625729798231996,1.0481306295452473,0.0,-0.7257837260385506,1.213023165888434,1,19.0,1,1,-0.36789318587104575,-0.3678931858710456
