visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,total_area_visitors,total_genre_visitors
2016-07-01,air_d1f20424f76cc78e,1,0,0,0,0,0,0,1.0650165169209245,1.0647802391350365,0.0,0.8883144853673701,1.0413979483334668,1,18.0,1,1,1.3200337682025967,1.3200337682025969
2016-07-02,air_d1f20424f76cc78e,0,0,1,0,0,0,0,1.2768939018345538,1.2939065088987383,0.0,1.718977481020339,1.1896210834579888,1,35.0,1,1,1.4885860193746812,1.4885860193746816
2016-07-03,air_d1f20424f76cc78e,0,0,0,1,0,0,0,1.3086755095715983,1.2241724267967418,0.0,1.3590235162373856,1.3696063189663366,1,16.0,1,1,-0.6158977099724703,-0.6158977099724706
2016-07-05,air_d1f20424f76cc78e,0,0,0,0,0,1,0,1.3404571173086424,1.473222720018157,0.0,1.6082224149332764,1.284907384609467,1,14.0,1,1,-0.7267873489014733,-0.7267873489014737
2016-07-06,air_d1f20424f76cc78e,0,0,0,0,0,0,1,1.2451122940975092,1.1743623681524586,0.0,1.1928909171067918,1.2531452842256408,1,18.0,1,1,-0.23967940771516197,-0.23967940771516216
2016-07-07,air_d1f20424f76cc78e,0,0,0,0,1,0,0,1.3086755095715983,1.3138305323564519,0.0,1.5251561153679793,1.3060821181986844,1,24.0,1,1,-0.3106487766297239,-0.3106487766297241
2016-07-08,air_d1f20424f76cc78e,1,0,0,0,0,0,0,1.03323490918388,0.8755020162867607,0.0,-1.575985735069771,0.9884611143604234,1,16.0,1,1,1.101480370749798,1.1014803707497982
2016-07-09,air_d1f20424f76cc78e,0,0,1,0,0,0,0,0.7472004395504803,0.5567176409633493,0.0,-1.2714093033303493,0.8402379792359018,1,24.0,1,1,1.423665176219883,1.4236651762198833
2016-07-10,air_d1f20424f76cc78e,0,0,0,1,0,0,0,1.149767470886376,1.094666274321606,0.0,0.4729829875408857,1.1366842494849454,1,11.0,1,1,-0.44573251859778207,-0.44573251859778235
2016-07-12,air_d1f20424f76cc78e,0,0,0,0,0,1,0,1.1709552093777391,0.9850841453041832,0.0,-1.3267868363738802,1.284907384609467,1,19.0,1,1,-0.7106579468754365,-0.7106579468754369
2016-07-13,air_d1f20424f76cc78e,0,0,0,0,0,0,1,1.1391736016406946,0.8456159811001909,0.0,-1.5482969685480055,1.284907384609467,1,12.0,1,1,-0.632833582099809,-0.6328335820998093
2016-07-14,air_d1f20424f76cc78e,0,0,0,0,1,0,0,1.0862042554122873,1.1145902977793196,0.0,0.14071778927969808,1.17903371666338,1,22.0,1,1,-0.40057019292487905,-0.40057019292487933
2016-07-15,air_d1f20424f76cc78e,1,0,0,0,0,0,0,0.8743268704986579,0.6463757465230586,0.0,-1.5206082020262397,1.0413979483334668,1,16.0,1,1,0.8732493320813772,0.8732493320813774
2016-07-16,air_d1f20424f76cc78e,0,0,1,0,0,0,0,1.0226410399381982,0.99504615703304,0.0,-0.3023024750685522,0.9778737475658149,1,12.0,1,1,1.3603572732676887,1.360357273267689
2016-07-19,air_d1f20424f76cc78e,0,0,0,0,0,1,0,1.1815490786234204,1.2142104150678856,0.0,1.7743550140638702,1.1155095158957276,1,17.0,1,1,-1.0888924243859994,-1.0888924243859999
