visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Shinmachi,total_area_visitors,total_genre_visitors
2016-07-01,air_add9a575623726c8,1,0,0,0,0,0,0,1.0518633717198342,1.0500099499143787,0.0,0.8743010199905971,1.0314971968733668,1,21.0,1,1,1.1828778063335958,1.182877806333596
2016-07-02,air_add9a575623726c8,0,0,1,0,0,0,0,1.2634139984170014,1.2794781935710973,0.0,1.6834700621554266,1.1794285799765611,1,23.0,1,1,1.3297096612401702,1.3297096612401704
2016-07-03,air_add9a575623726c8,0,0,0,1,0,0,0,1.2951465924215764,1.2096400324581824,0.0,1.3328301438840002,1.3590595451732965,1,29.0,1,1,-0.5035808908110532,-0.5035808908110532
2016-07-04,air_add9a575623726c8,0,1,0,0,0,0,0,1.326879186426151,1.2894550737300852,0.0,1.117051732640046,1.337926490444269,1,26.0,1,1,-1.2159612777740503,-1.2159612777740503
2016-07-07,air_add9a575623726c8,0,0,0,0,1,0,0,1.2951465924215764,1.299431953889073,0.0,1.494663952316966,1.2956603809862133,1,27.0,1,1,-0.2376676990304868,-0.23766769903048673
2016-07-08,air_add9a575623726c8,1,0,0,0,0,0,0,1.0201307777152593,0.8604492268936106,0.0,-1.5262338050983975,0.9786645600507976,1,22.0,1,1,0.9924881762872723,0.9924881762872724
2016-07-09,air_add9a575623726c8,0,0,1,0,0,0,0,0.7345374316740839,0.5411890618060018,0.0,-1.2295384896379598,0.8307331769476037,1,36.0,1,1,1.273154808034528,1.273154808034528
2016-07-10,air_add9a575623726c8,0,0,0,1,0,0,0,1.1364836223987012,1.0799405903913417,0.0,0.46971649890818223,1.1265959431539918,1,30.0,1,1,-0.3553439463838418,-0.35534394638384176
2016-07-11,air_add9a575623726c8,0,1,0,0,0,0,0,1.2105263417427097,1.1996631522991952,0.0,0.01118737501477878,1.2639607988926715,1,38.0,1,1,-1.262680504335233,-1.262680504335233
2016-07-13,air_add9a575623726c8,0,0,0,0,0,0,1,1.1259060910638428,0.8305185864166472,0.0,-1.4992615036929033,1.2745273262571857,1,1.0,1,1,-0.5183343307777425,-0.5183343307777425
2016-07-14,air_add9a575623726c8,0,0,0,0,1,0,0,1.073018434389551,1.0998943507093175,0.0,0.1460488820422504,1.168862052612047,1,22.0,1,1,-0.3160014398060037,-0.31600143980600365
2016-07-15,air_add9a575623726c8,1,0,0,0,0,0,0,0.861467807692384,0.6309809832368917,0.0,-1.4722892022874088,1.0314971968733668,1,23.0,1,1,0.7936680091171262,0.7936680091171263
2016-07-16,air_add9a575623726c8,0,0,1,0,0,0,0,1.0095532463804007,0.9801717888014638,0.0,-0.28550794044565886,0.9680980326862839,1,30.0,1,1,1.2180050443495227,1.218005044349523
2016-07-17,air_add9a575623726c8,0,0,0,1,0,0,0,1.1470611537335593,0.9402642681655129,0.0,-1.310455393854443,1.1899951073410746,1,32.0,1,1,0.350362265356129,0.35036226535612913
2016-07-18,air_add9a575623726c8,0,1,0,0,0,0,0,1.157638685068418,1.0899174705503296,1.0,1.2788855410730118,1.1371624705185055,1,40.0,1,1,-1.080018866652413,-1.080018866652413
2016-07-21,air_add9a575623726c8,0,0,0,0,1,0,0,1.0835959657244094,1.0998943507093175,0.0,0.8743010199905971,0.9997976147798252,1,23.0,1,1,-0.2576902246995651,-0.25769022469956504
2016-07-22,air_add9a575623726c8,1,0,0,0,0,0,0,1.1153285597289841,1.2695013134121091,0.0,1.1440240340455403,0.9997976147798252,1,18.0,1,1,0.8533843137442019,0.853384313744202
2016-07-23,air_add9a575623726c8,0,0,1,0,0,0,0,1.0624409030546924,1.1098712308683047,0.0,1.1979686368565288,1.0420637242378807,1,27.0,1,1,1.1495069302184653,1.1495069302184655
2016-07-24,air_add9a575623726c8,0,0,0,1,0,0,0,1.0095532463804007,0.9701949086424759,0.0,-0.23156333763467019,1.0314971968733668,1,14.0,1,1,-0.52430596124045,-0.52430596124045
2016-07-25,air_add9a575623726c8,0,1,0,0,0,0,0,1.0307083090501177,0.8903798673705741,0.0,-1.2025661882324656,1.2111281620701022,1,29.0,1,1,-1.1274406379739144,-1.1274406379739144
2016-07-28,air_add9a575623726c8,0,0,0,0,1,0,0,1.2105263417427097,1.1697325118222315,0.0,-0.28550794044565886,1.2111281620701022,1,12.0,1,1,-0.04025262138097777,-0.04025262138097771
2016-07-29,air_add9a575623726c8,1,0,0,0,0,0,0,1.199948810407851,1.1797093919812194,0.0,0.6854949101521365,1.168862052612047,1,30.0,1,1,1.0845215398890007,1.0845215398890007
2016-07-30,air_add9a575623726c8,0,0,1,0,0,0,0,1.284569061086718,1.409177635637938,0.0,1.710442363560921,1.3273599630797548,1,21.0,1,1,1.1955236120193296,1.1955236120193298
2016-07-31,air_add9a575623726c8,0,0,0,1,0,0,0,1.3057241237564345,1.3592932348429991,0.0,1.3328301438840002,1.3273599630797548,1,16.0,1,1,-0.4821532756213378,-0.4821532756213378
2016-08-01,air_add9a575623726c8,0,1,0,0,0,0,0,1.3586117804307263,1.3193857142070482,0.0,1.2788855410730118,1.3062269083507272,1,26.0,1,1,-1.1787264054771678,-1.1787264054771678
2016-08-03,air_add9a575623726c8,0,0,0,0,0,0,1,1.2951465924215764,1.329362594366036,0.0,0.6854949101521365,1.253394271528158,1,1.0,1,1,-0.4217344262339436,-0.4217344262339436
2016-08-04,air_add9a575623726c8,0,0,0,0,1,0,0,1.3797668431004428,1.4690389165918647,0.0,1.117051732640046,1.2850938536216996,1,15.0,1,1,-0.30195054459963294,-0.30195054459963294
2016-08-05,air_add9a575623726c8,1,0,0,0,0,0,0,1.3797668431004428,1.4590620364328768,0.0,0.9821902256125744,1.4224587093603795,1,19.0,1,1,0.6917990188709382,0.6917990188709383
2016-08-06,air_add9a575623726c8,0,0,1,0,0,0,0,1.348034249095868,1.5189233173868038,0.0,0.3887995946916991,1.454158291453921,1,26.0,1,1,0.46276942700709506,0.4627694270070951
2016-08-07,air_add9a575623726c8,0,0,0,1,0,0,0,1.4009219057701598,1.5089464372278156,0.0,1.467691650911472,1.3484930178087826,1,32.0,1,1,-0.6686789094859095,-0.6686789094859095
2016-08-08,air_add9a575623726c8,0,1,0,0,0,0,0,1.4538095624444516,1.4590620364328768,0.0,1.7643869663719094,1.4118921819958659,1,25.0,1,1,-1.1611627864692042,-1.1611627864692042
2016-08-10,air_add9a575623726c8,0,0,0,0,0,0,1,1.2739915297518594,1.349316354684012,0.0,1.710442363560921,1.242827744163644,1,1.0,1,1,0.575176588658061,0.5751765886580611
2016-08-11,air_add9a575623726c8,0,0,0,0,1,0,0,1.2528364670821428,1.4490851562738896,1.0,1.8453038705883924,1.0843298336959362,1,33.0,1,1,0.2815128788449124,0.28151287884491244
2016-08-12,air_add9a575623726c8,1,0,0,0,0,0,0,1.2951465924215764,1.369270115001987,0.0,1.9262207748048756,1.1794285799765611,1,46.0,1,1,-0.12771944404063568,-0.12771944404063562
2016-08-13,air_add9a575623726c8,0,0,1,0,0,0,0,1.348034249095868,1.379246995160975,1.0,1.6834700621554266,1.2956603809862133,1,36.0,1,1,0.029299309890557436,0.0292993098905575
2016-08-14,air_add9a575623726c8,0,0,0,1,0,0,0,1.3163016550912932,1.379246995160975,1.0,0.9821902256125744,1.3167934357152409,1,38.0,1,1,-0.9511019031339616,-0.9511019031339616
