visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Niigata-ken Nagaoka-shi Ōtedōri,total_area_visitors,total_genre_visitors
2016-07-01,air_9b6af3db40da4ae2,1,0,0,0,0,0,0,1.1659061560662123,1.1230426241159546,0.0,0.9154485539184556,1.1129246495445189,1,42.0,1,1,1.4019332184050726,1.4019332184050726
2016-07-02,air_9b6af3db40da4ae2,0,0,1,0,0,0,0,1.3975950273996902,1.5344298975518798,0.0,-0.40100308889243746,1.3230817695191222,1,72.0,1,1,1.5552867670504422,1.5552867670504424
2016-07-03,air_9b6af3db40da4ae2,0,0,0,1,0,0,0,1.0450250058052675,0.870600433598455,0.0,-0.5853063188859625,1.3125739135203922,1,20.0,1,1,-0.35943134390693626,-0.3594313439069365
2016-07-04,air_9b6af3db40da4ae2,0,1,0,0,0,0,0,0.8536298512254382,0.5527102677616035,0.0,-0.9275837460167947,1.060385369550868,1,29.0,1,1,-1.1034528669997823,-1.1034528669997827
2016-07-05,air_9b6af3db40da4ae2,0,0,0,0,0,1,0,0.843556422037026,0.6742565076403997,0.0,-0.9275837460167947,0.9973382335584874,1,16.0,1,1,-0.4603218364367847,-0.460321836436785
2016-07-06,air_9b6af3db40da4ae2,0,0,0,0,0,0,1,1.1659061560662123,1.2071900209551207,0.0,-0.42733212174865537,1.060385369550868,1,49.0,1,1,-0.017137418342032227,-0.017137418342032397
2016-07-07,air_9b6af3db40da4ae2,0,0,0,0,1,0,0,0.8032627052833778,0.7023056399201218,0.0,-0.9275837460167947,1.0288618015546775,1,41.0,1,1,-0.08170733356113524,-0.08170733356113542
2016-07-08,air_9b6af3db40da4ae2,1,0,0,0,0,0,0,1.0651718641820915,0.9921466734772508,0.0,-0.47999018746109107,1.049877513552138,1,67.0,1,1,1.2030872294916986,1.2030872294916986
2016-07-09,air_9b6af3db40da4ae2,0,0,1,0,0,0,0,0.954364143109559,0.7303547721998441,0.0,-0.8749256803043589,1.18647964153563,1,66.0,1,1,1.4962199696056946,1.4962199696056946
2016-07-10,air_9b6af3db40da4ae2,0,0,0,1,0,0,0,1.095392151747328,1.06694435955651,0.0,1.3103840467617236,1.1969874975343602,1,35.0,1,1,-0.20461029718840518,-0.20461029718840537
2016-07-11,air_9b6af3db40da4ae2,0,1,0,0,0,0,0,1.0248781474284434,0.9547478304376213,0.0,1.5473453424676844,1.0708932255495984,1,25.0,1,1,-1.1522471779324,-1.1522471779324004
2016-07-12,air_9b6af3db40da4ae2,0,0,0,0,0,1,0,1.10546558093574,1.1978403101952138,0.0,2.205571163873131,0.9553068095635665,1,14.0,1,1,-0.4456468557051704,-0.44564685570517065
2016-07-13,air_9b6af3db40da4ae2,0,0,0,0,0,0,1,1.075245293370504,0.8332015905588253,0.0,-0.9012547131605768,1.1969874975343602,1,26.0,1,1,-0.3748400736751313,-0.3748400736751315
2016-07-14,air_9b6af3db40da4ae2,0,0,0,0,1,0,0,1.1356858685009765,0.9640975411975289,0.0,-0.7696095488794875,1.3020660575216618,1,24.0,1,1,-0.16352035113988508,-0.16352035113988528
2016-07-15,air_9b6af3db40da4ae2,1,0,0,0,0,0,0,1.0047312890516193,0.9547478304376213,0.0,0.2045646668005733,1.039369657553408,1,50.0,1,1,0.9954362521393559,0.9954362521393559
2016-07-16,air_9b6af3db40da4ae2,0,0,1,0,0,0,0,1.10546558093574,0.9734472519574361,0.0,0.30988079822544484,1.1654639295381697,1,66.0,1,1,1.4386206702341084,1.4386206702341084
2016-07-17,air_9b6af3db40da4ae2,0,0,0,1,0,0,0,1.10546558093574,0.9640975411975289,0.0,-0.8485966474481411,1.3230817695191222,1,76.0,1,1,0.5324406100569241,0.532440610056924
2016-07-18,air_9b6af3db40da4ae2,0,1,0,0,0,0,0,1.0450250058052675,0.870600433598455,1.0,-0.45366115460487316,1.2390189215292808,1,33.0,1,1,-0.9614724284214138,-0.9614724284214141
2016-07-19,air_9b6af3db40da4ae2,0,0,0,0,0,1,0,1.095392151747328,1.0388952272767877,0.0,1.2313969481930698,1.1549560735394397,1,17.0,1,1,-0.7897751538615262,-0.7897751538615265
2016-07-20,air_9b6af3db40da4ae2,0,0,0,0,0,0,1,1.0248781474284434,0.9640975411975289,0.0,1.257725981049288,1.0919089375470588,1,13.0,1,1,-0.3187082723767065,-0.31870827237670674
