visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Fukuoka-ken Fukuoka-shi Imaizumi,total_area_visitors,total_genre_visitors
2016-07-01,air_c027e2b560442808,1,0,0,0,0,0,0,1.0837118687272922,1.2061184320022538,0.0,0.5876284663321871,0.9249615453850409,1,19.0,1,1,1.3791041576372824,1.3791041576372827
2016-07-02,air_c027e2b560442808,0,0,1,0,0,0,0,1.368661359299844,1.2610497919124724,0.0,0.03380780618874388,1.4555702112013729,1,30.0,1,1,1.5374646114783372,1.5374646114783375
2016-07-03,air_c027e2b560442808,0,0,0,1,0,0,0,1.3344674204311378,1.2390772479483854,0.0,-0.1507990805257373,1.4555702112013729,1,32.0,1,1,-0.4397679449725371,-0.439767944972537
2016-07-04,air_c027e2b560442808,0,1,0,0,0,0,0,1.414253277791452,1.436830143625172,0.0,0.45576640439327204,1.3892441279743313,1,15.0,1,1,-1.208081343033923,-1.208081343033923
2016-07-05,air_c027e2b560442808,0,0,0,0,0,1,0,1.3800593389227458,1.4258438716431283,0.0,1.4051732503534606,1.2565919615202483,1,6.0,1,1,-0.5439524540784942,-0.5439524540784942
2016-07-06,air_c027e2b560442808,0,0,0,0,0,0,1,1.3116714611853335,1.3269674238047349,0.0,1.6952697866190736,1.2565919615202483,1,20.0,1,1,-0.0862983195330533,-0.08629831953305322
2016-07-07,air_c027e2b560442808,0,0,0,0,1,0,0,1.1179058075959984,1.0852694401997733,0.0,0.6403732911077532,1.1460484894751792,1,2.0,1,1,-0.15297640536086587,-0.15297640536086582
2016-07-08,air_c027e2b560442808,1,0,0,0,0,0,0,0.753170459663132,0.5799009290257618,0.0,-1.3903024627515392,0.8586354621579994,1,9.0,1,1,1.1737659615084506,1.1737659615084506
2016-07-09,air_c027e2b560442808,0,0,1,0,0,0,0,0.901344194760859,0.8435714565948111,0.0,-0.09805425575017121,0.9360158925895481,1,12.0,1,1,1.4764693170563041,1.4764693170563044
2016-07-11,air_c027e2b560442808,0,1,0,0,0,0,0,1.0153239909898797,0.8106126406486799,0.0,-1.3111852255881902,1.1571028366796863,1,9.0,1,1,-1.2584687601651678,-1.2584687601651678
2016-07-12,air_c027e2b560442808,0,0,0,0,0,1,0,1.1407017668418027,1.2171047039842975,0.0,-0.5991300911180486,1.1571028366796863,1,28.0,1,1,-0.5287983436630823,-0.5287983436630822
2016-07-13,air_c027e2b560442808,0,0,0,0,0,0,1,1.0153239909898797,0.8325851846127672,0.0,-1.3639300503637561,1.0686680590436308,1,16.0,1,1,-0.4556797609087196,-0.4556797609087196
2016-07-14,air_c027e2b560442808,0,0,0,0,1,0,0,1.1065078279730962,1.0962557121818164,0.0,1.1150767140878475,1.1239397950661654,1,30.0,1,1,-0.23746057092678752,-0.23746057092678746
2016-07-15,air_c027e2b560442808,1,0,0,0,0,0,0,0.8899462151379572,0.8435714565948111,0.0,1.4051732503534606,1.0023419758165892,1,41.0,1,1,0.9593352991303714,0.9593352991303715
2016-07-16,air_c027e2b560442808,0,0,1,0,0,0,0,1.1293037872189005,1.315981151822691,0.0,0.16566986812765896,0.9691789342030684,1,17.0,1,1,1.4169894336758124,1.4169894336758124
2016-07-17,air_c027e2b560442808,0,0,0,1,0,0,0,1.0153239909898797,0.931461632451161,0.0,0.2711595176787909,1.1128854478616583,1,35.0,1,1,0.4812231155241243,0.48122311552412445
2016-07-18,air_c027e2b560442808,0,1,0,0,0,0,0,1.003926011366978,0.997379264343423,1.0,0.7458629406588851,0.9691789342030684,1,15.0,1,1,-1.0614653247648125,-1.0614653247648125
2016-07-19,air_c027e2b560442808,0,0,0,0,0,1,0,1.0381199502356837,1.0083655363254669,0.0,1.5106628999045928,1.0465593646346172,1,6.0,1,1,-0.8841622329044926,-0.8841622329044926
2016-07-20,air_c027e2b560442808,0,0,0,0,0,0,1,1.026721970612782,1.0193518083075108,0.0,1.0359594769244982,1.1239397950661654,1,23.0,1,1,-0.3977152885697689,-0.39771528856976884
2016-07-21,air_c027e2b560442808,0,0,0,0,1,0,0,0.9583340928753693,0.9424479044332045,0.0,1.74801461139464,1.024450670225603,1,15.0,1,1,-0.1745710127028279,-0.17457101270282785
2016-07-22,air_c027e2b560442808,1,0,0,0,0,0,0,0.901344194760859,0.9094890884870735,0.0,1.74801461139464,0.9360158925895481,1,28.0,1,1,1.023740268395872,1.0237402683958723
2016-07-23,air_c027e2b560442808,0,0,1,0,0,0,0,1.095109848350194,1.140200800109992,0.0,1.906249085721338,0.9139071981805339,1,8.0,1,1,1.343113145400679,1.3431131454006793
2016-07-25,air_c027e2b560442808,0,1,0,0,0,0,0,1.2546815630708232,1.2171047039842975,0.0,0.45576640439327204,1.3118636975427829,1,36.0,1,1,-1.1126104474168277,-1.1126104474168277
2016-07-26,air_c027e2b560442808,0,0,0,0,0,1,0,1.1862936853334107,1.2390772479483854,0.0,0.4293939920054891,1.1571028366796863,1,16.0,1,1,-0.3734687119051098,-0.3734687119051097
2016-07-27,air_c027e2b560442808,0,0,0,0,0,0,1,1.2774775223166273,1.3599262397508665,0.0,0.9040974149855832,1.1792115310887,1,32.0,1,1,-0.16775166301589253,-0.16775166301589248
2016-07-28,air_c027e2b560442808,0,0,0,0,1,0,0,1.3572633796769418,1.4258438716431283,0.0,1.1414491264756303,1.2897550031337692,1,17.0,1,1,0.05993884597567205,0.059938845975672124
2016-07-29,air_c027e2b560442808,1,0,0,0,0,0,0,1.414253277791452,1.480775231553347,0.0,1.1414491264756303,1.32291804474729,1,42.0,1,1,1.2730253847293989,1.273025384729399
2016-07-30,air_c027e2b560442808,0,0,1,0,0,0,0,1.3800593389227458,1.436830143625172,0.0,0.7722353530466681,1.3781897807698245,1,19.0,1,1,1.3927428570111533,1.3927428570111533
2016-07-31,air_c027e2b560442808,0,0,0,1,0,0,0,1.391457318545648,1.447816415607216,0.0,1.616152549455725,1.3118636975427829,1,7.0,1,1,-0.41665792658903383,-0.4166579265890338
2016-08-01,air_c027e2b560442808,0,1,0,0,0,0,0,1.414253277791452,1.5247203194815224,0.0,1.616152549455725,1.3671354335653174,1,11.0,1,1,-1.1679229504330813,-1.1679229504330815
2016-08-02,air_c027e2b560442808,0,0,0,0,0,1,0,1.3800593389227458,1.436830143625172,0.0,1.2205663636389796,1.3892441279743313,1,18.0,1,1,-0.8080128280670474,-0.8080128280670474
2016-08-03,air_c027e2b560442808,0,0,0,0,0,0,1,1.3230694408082355,1.3489399677688225,0.0,0.37664916722992303,1.3671354335653174,1,13.0,1,1,-0.3514952518027624,-0.3514952518027624
2016-08-04,air_c027e2b560442808,0,0,0,0,1,0,0,1.368661359299844,1.5137340474994785,0.0,1.3788008379656778,1.32291804474729,1,30.0,1,1,-0.22230646051137556,-0.2223064605113755
2016-08-05,air_c027e2b560442808,1,0,0,0,0,0,0,1.2774775223166273,1.436830143625172,0.0,0.8777250025978003,1.278700655929262,1,15.0,1,1,0.8494679986186348,0.8494679986186349
2016-08-06,air_c027e2b560442808,0,0,1,0,0,0,0,1.1862936853334107,1.568665407409697,0.0,0.8249801778222344,1.0576137118391238,1,48.0,1,1,0.60245599884742,0.6024559988474201
2016-08-07,air_c027e2b560442808,0,0,0,1,0,0,0,1.3116714611853335,1.5576791354276531,0.0,0.6140008787199701,1.1239397950661654,1,9.0,1,1,-0.6178287423536275,-0.6178287423536275
2016-08-08,air_c027e2b560442808,0,1,0,0,0,0,0,1.368661359299844,1.4038713276790413,0.0,1.8007594361702057,1.3339723919517967,1,21.0,1,1,-1.1489803124138165,-1.1489803124138165
2016-08-09,air_c027e2b560442808,0,0,0,0,0,1,0,1.3458654000540398,1.3489399677688225,0.0,1.8535042609457721,1.3560810863608104,1,15.0,1,1,-0.3003501291507471,-0.30035012915074705
2016-08-10,air_c027e2b560442808,0,0,0,0,0,0,1,1.3344674204311378,1.436830143625172,0.0,1.9853663228846872,1.3118636975427829,1,25.0,1,1,0.7236888821707156,0.7236888821707157
2016-08-11,air_c027e2b560442808,0,0,0,0,1,0,0,1.4028552981685503,1.447816415607216,1.0,1.906249085721338,1.2676463087247554,1,30.0,1,1,0.4069679744886057,0.40696797448860583
2016-08-12,air_c027e2b560442808,1,0,0,0,0,0,0,1.4484472166601583,1.5357065914635655,0.0,1.906249085721338,1.2897550031337692,1,19.0,1,1,-0.03439549136026735,-0.03439549136026728
2016-08-13,air_c027e2b560442808,0,0,1,0,0,0,0,1.4826411555288646,1.568665407409697,1.0,1.8271318485579888,1.3781897807698245,1,22.0,1,1,0.1349516925319612,0.1349516925319613
2016-08-14,air_c027e2b560442808,0,0,0,1,0,0,0,1.4940391351517663,1.5137340474994785,1.0,1.8007594361702057,1.4445158639968658,1,19.0,1,1,-0.9224263617034077,-0.9224263617034077
2016-08-15,air_c027e2b560442808,0,1,0,0,0,0,0,1.4826411555288646,1.4917615035353908,1.0,0.9832146521489324,1.3892441279743313,1,8.0,1,1,-1.4588818704089908,-1.458881870408991
2016-08-18,air_c027e2b560442808,0,0,0,0,1,0,0,1.3572633796769418,1.447816415607216,0.0,1.5370353122923757,1.2565919615202483,1,21.0,1,1,-0.5450890123596501,-0.5450890123596501
2016-08-19,air_c027e2b560442808,1,0,0,0,0,0,0,1.414253277791452,1.3489399677688225,0.0,1.1678215388634134,1.422407169587852,1,16.0,1,1,0.8119615753404902,0.8119615753404903
2016-08-20,air_c027e2b560442808,0,0,1,0,0,0,0,1.3116714611853335,1.28302233587656,0.0,1.5370353122923757,1.3892441279743313,1,35.0,1,1,0.6922441030587357,0.6922441030587358
2016-08-21,air_c027e2b560442808,0,0,0,1,0,0,0,1.3230694408082355,1.3489399677688225,0.0,1.5370353122923757,1.278700655929262,1,4.0,1,1,-0.813695619472827,-0.813695619472827
2016-08-22,air_c027e2b560442808,0,1,0,0,0,0,0,1.3230694408082355,1.315981151822691,0.0,1.6952697866190736,1.3671354335653174,1,25.0,1,1,-2.0241301889038565,-2.0241301889038565
2016-08-23,air_c027e2b560442808,0,0,0,0,0,1,0,1.2774775223166273,1.3928850556969974,0.0,1.879876673333555,1.2565919615202483,1,27.0,1,1,-0.6110093926666921,-0.6110093926666921
