visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Fukuoka-ken Itoshima-shi Maebarunishi,total_area_visitors,total_genre_visitors
2016-07-01,air_0f60e1576a7d397d,1,0,0,0,0,0,0,1.1495531497039926,1.2864539542102018,0.0,0.551019598215586,0.8966419705583798,1,5.0,1,1,1.2124084945244713,1.2124084945244713
2016-07-02,air_0f60e1576a7d397d,0,0,1,0,0,0,0,1.3894896997726605,1.2642449951388133,0.0,-0.02572407877485775,1.539924454480392,1,11.0,1,1,1.3821432981311719,1.382143298131172
2016-07-05,air_0f60e1576a7d397d,0,0,0,0,0,1,0,1.4923196498020894,1.5529614630668693,0.0,1.4161351137012514,1.400546582963956,1,3.0,1,1,-0.8487729961635974,-0.8487729961635972
2016-07-06,air_0f60e1576a7d397d,0,0,0,0,0,0,1,1.320936399753041,1.308662913281591,0.0,1.8093694389220085,1.1968404630553189,1,6.0,1,1,-0.3582475350227016,-0.35824753502270146
2016-07-07,air_0f60e1576a7d397d,0,0,0,0,1,0,0,1.1267020496974527,1.1198867611747854,0.0,0.7607445716666564,1.1110694651990505,1,5.0,1,1,-0.42971482075183876,-0.4297148207518386
2016-07-08,air_0f60e1576a7d397d,1,0,0,0,0,0,0,0.8182121996091657,0.6312896616042294,0.0,-1.3627207845254317,0.9931343431466815,1,7.0,1,1,0.9923217396086057,0.9923217396086059
2016-07-09,air_0f60e1576a7d397d,0,0,1,0,0,0,0,0.8753399496255152,0.7201254978897851,0.0,-1.1267801893929774,1.036019842074816,1,4.0,1,1,1.3167669742539498,1.31676697425395
2016-07-12,air_0f60e1576a7d397d,0,0,0,0,0,1,0,1.2295319997268817,1.208722597460341,0.0,-0.5500365124025337,1.2826114609115873,1,3.0,1,1,-0.8325304312251571,-0.8325304312251569
2016-07-13,air_0f60e1576a7d397d,0,0,0,0,0,0,1,1.0695742996811033,0.8422747727824241,0.0,-1.336505162844048,1.1646763388592183,1,3.0,1,1,-0.7541600553971829,-0.7541600553971827
2016-07-14,air_0f60e1576a7d397d,0,0,0,0,1,0,0,1.0809998496843733,0.9311106090679798,0.0,1.0491164101618782,1.2075618377873523,1,12.0,1,1,-0.5202671202836432,-0.520267120283643
2016-07-15,air_0f60e1576a7d397d,1,0,0,0,0,0,0,0.8867654996287848,0.7423344569611738,0.0,1.1539788968874134,1.014577092610749,1,7.0,1,1,0.7624894457296761,0.7624894457296763
2016-07-16,air_0f60e1576a7d397d,0,0,1,0,0,0,0,1.206680899720342,1.4863345858527024,0.0,0.1840008946762129,0.9931343431466815,1,16.0,1,1,1.2530149068705718,1.253014906870572
2016-07-19,air_0f60e1576a7d397d,0,0,0,0,0,1,0,1.0352976496712936,1.0643643634963131,0.0,1.3899194920198679,1.025298467342782,1,5.0,1,1,-1.2134185790315812,-1.213418579031581
2016-07-20,air_0f60e1576a7d397d,0,0,0,0,0,0,1,1.0010209996614838,0.9977374862821463,0.0,0.4985883548528183,1.1003480904670169,1,2.0,1,1,-0.6920322445076489,-0.6920322445076488
2016-07-21,air_0f60e1576a7d397d,0,0,0,0,1,0,0,0.9438932496451343,0.8977971704608965,0.0,0.9180383017549592,0.9824129684146482,1,8.0,1,1,-0.45286047578911615,-0.4528604757891159
2016-07-22,air_0f60e1576a7d397d,1,0,0,0,0,0,0,0.8753399496255152,0.864483731853813,0.0,1.2064101402501815,0.8859205958263461,1,7.0,1,1,0.8315203467180472,0.8315203467180474
2016-07-23,air_0f60e1576a7d397d,0,0,1,0,0,0,0,1.0352976496712936,1.1309912407104796,0.0,1.494781978745403,0.8001495979700781,1,3.0,1,1,1.1738324027956757,1.1738324027956757
2016-07-26,air_0f60e1576a7d397d,0,0,0,0,0,1,0,1.2866597497432313,1.3197673928172857,0.0,0.970469545117727,1.2075618377873523,1,5.0,1,1,-0.6660441406061445,-0.6660441406061444
2016-07-27,air_0f60e1576a7d397d,0,0,0,0,0,0,1,1.2980852997465013,1.408603229102841,0.0,1.5472132221081705,1.0789053410029499,1,7.0,1,1,-0.44555132156681804,-0.4455513215668178
2016-07-28,air_0f60e1576a7d397d,0,0,0,0,1,0,0,1.3666385997661208,1.4308121881742302,0.0,1.1539788968874134,1.1968404630553189,1,13.0,1,1,-0.20150678336675315,-0.20150678336675296
2016-07-29,air_0f60e1576a7d397d,1,0,0,0,0,0,0,1.3780641497693904,1.341976351888674,0.0,1.5472132221081705,1.2504473367154867,1,9.0,1,1,1.0987105399553894,1.0987105399553896
2016-07-30,air_0f60e1576a7d397d,0,0,1,0,0,0,0,1.3894896997726605,1.375289790495758,0.0,0.970469545117727,1.4112679576959897,1,7.0,1,1,1.2270268029690674,1.2270268029690676
2016-07-31,air_0f60e1576a7d397d,0,0,0,1,0,0,0,1.3666385997661208,1.3974987495671463,0.0,1.8093694389220085,1.3147755851076877,1,13.0,1,1,-0.7123354506806993,-0.712335450680699
2016-08-02,air_0f60e1576a7d397d,0,0,0,0,0,1,0,1.3437874997595807,1.341976351888674,0.0,0.9966851667991107,1.357661084035822,1,13.0,1,1,-1.1317996902159189,-1.1317996902159186
2016-08-03,air_0f60e1576a7d397d,0,0,0,0,0,0,1,1.2752341997399614,1.275349474674508,0.0,0.44615711149005094,1.2182832125193859,1,6.0,1,1,-0.6424924214454061,-0.642492421445406
2016-08-04,air_0f60e1576a7d397d,0,0,0,0,1,0,0,1.2752341997399614,1.2309315565317296,0.0,0.8656070583921917,1.2182832125193859,1,10.0,1,1,-0.504024555345203,-0.5040245553452027
2016-08-05,air_0f60e1576a7d397d,1,0,0,0,0,0,0,1.2752341997399614,1.242036036067424,0.0,1.1277632752060298,1.1968404630553189,1,5.0,1,1,0.6447308499259843,0.6447308499259844
2016-08-06,air_0f60e1576a7d397d,0,0,1,0,0,0,0,1.2866597497432313,1.3863942700314524,0.0,1.101547653524646,1.2182832125193859,1,6.0,1,1,0.3799770414294081,0.37997704142940825
2016-08-09,air_0f60e1576a7d397d,0,0,0,0,0,1,0,1.320936399753041,1.4197077086385355,0.0,1.4161351137012514,1.2826114609115873,1,8.0,1,1,-0.5876737647781702,-0.5876737647781701
