visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Tōkyō-to Shinjuku-ku Kabukichō,total_area_visitors,total_genre_visitors
2016-07-01,air_87059630ab6fe47f,1,0,0,0,0,0,0,1.1146366942706547,1.1952635232467121,0.0,-0.15447253662018975,1.0565244745571203,1,10.0,1,1,1.398886327820006,1.398886327820006
2016-07-05,air_87059630ab6fe47f,0,0,0,0,0,1,0,0.6632184254894409,0.6131024508941616,0.0,-1.3396548888776012,0.8584147342344096,1,7.0,1,1,-0.5046159300500872,-0.5046159300500872
2016-07-06,air_87059630ab6fe47f,0,0,0,0,0,0,1,0.8252660091544922,0.7644643297058245,0.0,-0.23528042427410434,0.8914330242881948,1,1.0,1,1,-0.05161539271614855,-0.05161539271614855
2016-07-07,air_87059630ab6fe47f,0,0,0,0,1,0,0,1.3229835875542915,1.905500031516824,0.0,2.108148317689414,1.0455183778725252,1,16.0,1,1,-0.11761547100321247,-0.11761547100321247
2016-07-08,air_87059630ab6fe47f,1,0,0,0,0,0,0,1.079912212056715,1.102117751670304,0.0,-0.7739996753002003,1.0675305712417156,1,5.0,1,1,1.1956360867314342,1.1956360867314342
2016-07-09,air_87059630ab6fe47f,0,0,1,0,0,0,0,0.7442422173219664,0.5315999007648041,0.0,-1.3396548888776012,0.8694208309190048,1,6.0,1,1,1.495261442136912,1.495261442136912
2016-07-12,air_87059630ab6fe47f,0,0,0,0,0,1,0,1.2882591053403523,1.3349821806113242,0.0,0.35731075185460137,1.3426829883565916,1,13.0,1,1,-0.4896159122575727,-0.4896159122575727
2016-07-13,air_87059630ab6fe47f,0,0,0,0,0,0,1,1.0567625572474222,0.8459668798351818,0.0,-1.3396548888776012,1.2216159248260459,1,6.0,1,1,-0.41724082640869015,-0.41724082640869015
2016-07-14,air_87059630ab6fe47f,0,0,0,0,1,0,0,1.149361176484594,1.463057616528885,0.0,-0.28915234937671386,0.9794817977649553,1,2.0,1,1,-0.20124057019648095,-0.20124057019648095
2016-07-15,air_87059630ab6fe47f,1,0,0,0,0,0,0,0.7210925625126734,0.4268109077413452,0.0,-1.3396548888776012,0.94646350771117,1,4.0,1,1,0.9833858349673538,0.9833858349673538
2016-07-16,air_87059630ab6fe47f,0,0,1,0,0,0,0,0.9410142832009571,0.8576101012822326,0.0,-0.9086794880567243,0.8474086375498149,1,2.0,1,1,1.4363863723012924,1.4363863723012924
2016-07-19,air_87059630ab6fe47f,0,0,0,0,0,1,0,1.3114087601496451,1.393198287846579,0.0,0.33037478930329667,1.243628118195236,1,5.0,1,1,-0.8413663294920384,-0.8413663294920384
2016-07-20,air_87059630ab6fe47f,0,0,0,0,0,0,1,1.19566048610318,1.1137609731173548,0.0,-0.10060061151758033,1.199603731456856,1,10.0,1,1,-0.35986575835232204,-0.35986575835232204
2016-07-21,air_87059630ab6fe47f,0,0,0,0,1,0,0,0.6747932528940875,0.4617405720824983,0.0,-1.3396548888776012,0.9354574110265749,1,6.0,1,1,-0.13899049635754568,-0.13899049635754568
2016-07-22,air_87059630ab6fe47f,1,0,0,0,0,0,0,0.6284939432755013,0.275449028929682,0.0,-1.3396548888776012,0.8804269276035996,1,1.0,1,1,1.0471359105855405,1.0471359105855405
2016-07-23,air_87059630ab6fe47f,0,0,1,0,0,0,0,0.7442422173219664,0.7877507725999268,0.0,-0.9625514131593339,0.8143903474960297,1,7.0,1,1,1.3632612855627841,1.3632612855627841
2016-07-25,air_87059630ab6fe47f,0,1,0,0,0,0,0,1.010463247628836,0.8808965441763346,0.0,-1.1241671884671627,0.9574696043957652,1,3.0,1,1,-1.0674915977141948,-1.0674915977141948
2016-07-26,air_87059630ab6fe47f,0,0,0,0,0,1,0,0.9062898009870176,0.8226804369410795,0.0,-1.3127189263262964,0.99048789444955,1,9.0,1,1,-0.3358657298842988,-0.3358657298842988
2016-07-27,air_87059630ab6fe47f,0,0,0,0,0,0,1,0.987313592819543,0.8110372154940287,0.0,-1.2588470012236868,1.1005488612955003,1,6.0,1,1,-0.13224048835091412,-0.13224048835091412
2016-07-28,air_87059630ab6fe47f,0,0,0,0,1,0,0,1.218810140912473,1.2534796304819673,0.0,0.06101516379024862,1.199603731456856,1,7.0,1,1,0.09313477898161662,0.09313477898161662
2016-07-29,air_87059630ab6fe47f,1,0,0,0,0,0,0,1.2998339327449986,1.4048415092936302,0.0,1.7579808045224512,1.1555793447184757,1,8.0,1,1,1.2938862032724043,1.2938862032724043
2016-07-30,air_87059630ab6fe47f,0,0,1,0,0,0,0,1.2998339327449986,1.463057616528885,0.0,1.5694290666633177,1.0675305712417156,1,1.0,1,1,1.412386343833269,1.412386343833269
2016-08-01,air_87059630ab6fe47f,0,1,0,0,0,0,0,1.3229835875542915,1.300052516270171,0.0,-0.8278716004028099,1.3426829883565916,1,11.0,1,1,-1.1222416626568728,-1.1222416626568728
2016-08-02,air_87059630ab6fe47f,0,0,0,0,0,1,0,1.149361176484594,1.0555448658820996,0.0,-0.8817435255054195,1.1115549579800956,1,8.0,1,1,-0.7659912400846528,-0.7659912400846528
2016-08-03,air_87059630ab6fe47f,0,0,0,0,0,0,1,1.2535346231264126,1.3582686235054262,0.0,-0.23528042427410434,1.2106098281414508,1,8.0,1,1,-0.31411570408515277,-0.31411570408515277
2016-08-04,air_87059630ab6fe47f,0,0,0,0,1,0,0,1.4040073793868173,1.4747008379759363,0.0,0.9499019279833071,1.320670794987401,1,3.0,1,1,-0.18624055240396642,-0.18624055240396642
2016-08-05,air_87059630ab6fe47f,1,0,0,0,0,0,0,1.473456343814696,1.5212737237641403,0.0,1.5694290666633177,1.3426829883565916,1,6.0,1,1,0.8746357059716234,0.8746357059716234
2016-08-08,air_87059630ab6fe47f,0,1,0,0,0,0,0,1.450306689005403,1.4979872808700387,0.0,-0.10060061151758033,1.4197256651487566,1,8.0,1,1,-1.1034916404162296,-1.1034916404162296
2016-08-09,air_87059630ab6fe47f,0,0,0,0,0,1,0,1.843850820763384,2.021932245987334,0.0,0.8421580777780877,1.4637500518871367,1,2.0,1,1,-0.2634906440354162,-0.2634906440354162
2016-08-10,air_87059630ab6fe47f,0,0,0,0,0,0,1,1.5197556534332823,1.5911330524464464,0.0,-0.019792723863665738,1.496768341940922,1,13.0,1,1,0.7501355582937529,0.7501355582937529
2016-08-13,air_87059630ab6fe47f,0,0,1,0,0,0,0,1.218810140912473,1.3349821806113242,1.0,0.5997344148163447,1.199603731456856,1,1.0,1,1,0.1673848670545635,0.1673848670545635
2016-08-16,air_87059630ab6fe47f,0,0,0,0,0,1,0,1.265109450531059,1.4863440594229875,0.0,-0.7739996753002003,1.243628118195236,1,8.0,1,1,-1.2913668632674742,-1.2913668632674742
2016-08-17,air_87059630ab6fe47f,0,0,0,0,0,0,1,1.473456343814696,1.6260627167875992,0.0,1.353941366252879,1.1665854414030707,1,4.0,1,1,-0.7839912614356703,-0.7839912614356703
2016-08-18,air_87059630ab6fe47f,0,0,0,0,1,0,0,1.265109450531059,1.3116957377172223,0.0,-1.0433593008132482,1.4087195684641616,1,9.0,1,1,-0.5057409313845258,-0.5057409313845258
2016-08-19,air_87059630ab6fe47f,1,0,0,0,0,0,0,1.3461332423635848,1.393198287846579,0.0,0.5189265271624303,1.3867073750949714,1,6.0,1,1,0.83751066193515,0.83751066193515
2016-08-22,air_87059630ab6fe47f,0,1,0,0,0,0,0,1.126211521675301,0.9274694299645388,0.0,-1.3396548888776012,1.1885976347722607,1,3.0,1,1,-1.9697426679339436,-1.9697426679339436
2016-08-23,air_87059630ab6fe47f,0,0,0,0,0,1,0,1.2535346231264126,1.17197708035261,0.0,-0.8817435255054195,1.2986586016182111,1,6.0,1,1,-0.570991008781964,-0.570991008781964
2016-08-24,air_87059630ab6fe47f,0,0,0,0,0,0,1,1.218810140912473,1.265122851929018,0.0,-0.8278716004028099,1.2216159248260459,1,3.0,1,1,-0.3793657814825909,-0.3793657814825909
2016-08-25,air_87059630ab6fe47f,0,0,0,0,1,0,0,1.3924325519821705,1.4397711736347836,0.0,1.8657246547276705,1.2216159248260459,1,7.0,1,1,-0.24886562668771456,-0.24886562668771456
2016-08-26,air_87059630ab6fe47f,1,0,0,0,0,0,0,1.4271570341961102,1.451414395081834,0.0,1.4078132913554884,1.2766464082490212,1,11.0,1,1,1.1378860182302533,1.1378860182302533
2016-08-27,air_87059630ab6fe47f,0,0,1,0,0,0,0,0.9641639380102501,0.7761075511528756,0.0,-1.3396548888776012,1.0125000878187405,1,2.0,1,1,1.2012610934036272,1.2012610934036272
2016-08-29,air_87059630ab6fe47f,0,1,0,0,0,0,0,1.1146366942706547,1.1370474160114572,0.0,-0.6393198625436762,1.0675305712417156,1,4.0,1,1,-1.3952419864806371,-1.3952419864806371
2016-08-30,air_87059630ab6fe47f,0,0,0,0,0,1,0,1.0567625572474222,0.9041829870704369,0.0,-1.1780391135697723,1.1115549579800956,1,5.0,1,1,-0.5976160403636773,-0.5976160403636773
2016-08-31,air_87059630ab6fe47f,0,0,0,0,0,0,1,1.2535346231264126,1.2534796304819673,0.0,1.7041088794198418,1.1115549579800956,1,3.0,1,1,-0.1652405274944461,-0.1652405274944461
2016-09-01,air_87059630ab6fe47f,0,0,0,0,1,0,0,1.2766842779357055,1.4164847307406812,0.0,1.3808773288041838,1.0565244745571203,1,6.0,1,1,-0.5612409972168295,-0.5612409972168295
2016-09-02,air_87059630ab6fe47f,1,0,0,0,0,0,0,1.241959795721766,1.102117751670304,0.0,-0.019792723863665738,1.1665854414030707,1,13.0,1,1,0.6503854399735313,0.6503854399735313
2016-09-03,air_87059630ab6fe47f,0,0,1,0,0,0,0,1.2998339327449986,1.4164847307406812,0.0,0.6536063399189543,1.3426829883565916,1,1.0,1,1,1.2361361347712234,1.2361361347712234
2016-09-05,air_87059630ab6fe47f,0,1,0,0,0,0,0,1.4387318616007565,1.4747008379759363,0.0,1.2461975160476597,1.3646951817257815,1,6.0,1,1,-1.3037418779462986,-1.3037418779462986
2016-09-06,air_87059630ab6fe47f,0,0,0,0,0,1,0,1.4850311712193427,1.4048415092936302,0.0,1.2461975160476597,1.4857622452563266,1,8.0,1,1,-0.5976160403636773,-0.5976160403636773
2016-09-07,air_87059630ab6fe47f,0,0,0,0,0,0,1,1.2882591053403523,1.1603338589055592,0.0,-0.7201277501975908,1.4307317618333515,1,1.0,1,1,-0.5004909251571458,-0.5004909251571458
2016-09-08,air_87059630ab6fe47f,0,0,0,0,1,0,0,1.2072353135078264,1.17197708035261,0.0,-0.9894873757106387,1.3536890850411862,1,3.0,1,1,-0.3523657494560648,-0.3523657494560648
2016-09-09,air_87059630ab6fe47f,1,0,0,0,0,0,0,1.2766842779357055,1.4164847307406812,0.0,0.08795112634155333,1.1225610546646907,1,3.0,1,1,0.9691358180644649,0.9691358180644649
2016-09-10,air_87059630ab6fe47f,0,0,1,0,0,0,0,1.2303849683171197,1.265122851929018,0.0,-0.23528042427410434,1.199603731456856,1,6.0,1,1,1.4798864238995846,1.4798864238995846
2016-09-12,air_87059630ab6fe47f,0,1,0,0,0,0,0,1.010463247628836,0.8576101012822326,0.0,-1.2588470012236868,1.1115549579800956,1,3.0,1,1,-1.2823668525919654,-1.2823668525919654
2016-09-13,air_87059630ab6fe47f,0,0,0,0,0,1,0,0.7673918721312597,0.415167686294294,0.0,-1.3396548888776012,0.99048789444955,1,5.0,1,1,-0.7626162360813371,-0.7626162360813371
2016-09-14,air_87059630ab6fe47f,0,0,0,0,0,0,1,0.8252660091544922,0.7295346653646717,0.0,-1.2588470012236868,0.90243912097279,1,7.0,1,1,-0.36624076591414073,-0.36624076591414073
2016-09-15,air_87059630ab6fe47f,0,0,0,0,1,0,0,0.9410142832009571,0.7062482224705693,0.0,-1.3127189263262964,1.0785366679263104,1,9.0,1,1,-0.040365379371762655,-0.040365379371762655
2016-09-17,air_87059630ab6fe47f,0,0,1,0,0,0,0,1.079912212056715,1.0555448658820996,0.0,0.08795112634155333,1.0125000878187405,1,7.0,1,1,1.3647612873420356,1.3647612873420356
2016-09-20,air_87059630ab6fe47f,0,0,0,0,0,1,0,0.3622729129686321,-0.027274728693644116,0.0,-1.3396548888776012,0.5722562204349388,1,6.0,1,1,-1.770992432183126,-1.770992432183126
2016-09-21,air_87059630ab6fe47f,0,0,0,0,0,0,1,0.4780211870150971,0.33366513616493704,0.0,-1.3127189263262964,0.5722562204349388,1,2.0,1,1,0.3912601326078428,0.3912601326078428
