visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Tōkyō-to Shibuya-ku Shibuya,total_area_visitors,total_genre_visitors
2016-01-05,air_fcd4492c83f1c6b9,0,0,0,0,0,1,0,-0.5459867366532868,-0.5443334658574766,0.0,0.7557582254843497,-0.7615259318978881,1,12.0,1,1,-1.400147870625121,-1.400147870625121
2016-01-06,air_fcd4492c83f1c6b9,0,0,0,0,0,0,1,-0.79527488988529,-1.0522483149644053,0.0,-1.3341047475716492,-0.5233347372815012,1,14.0,1,1,-1.3362061298523051,-1.3362061298523051
2016-01-07,air_fcd4492c83f1c6b9,0,0,0,0,1,0,0,-0.8202037052084905,-0.8540376421421892,0.0,-0.13989733439679283,-0.832983290282804,1,11.0,1,1,-1.2672097060144445,-1.2672097060144445
2016-01-08,air_fcd4492c83f1c6b9,1,0,0,0,0,0,0,-1.0570274507788937,-1.1018009831699596,0.0,0.8303961888077779,-0.9997171265142749,1,7.0,1,1,-0.9338533578747445,-0.9338533578747445
2016-01-09,air_fcd4492c83f1c6b9,0,0,1,0,0,0,0,-0.9947054124708928,-1.01508381381024,0.0,0.8801548310233972,-1.035445805706733,1,34.0,1,1,-0.6765699898639679,-0.6765699898639679
2016-01-10,air_fcd4492c83f1c6b9,0,0,0,1,0,0,0,-0.9199189665012917,-0.8540376421421892,0.0,0.9299134732390161,-1.0830840446300103,1,48.0,1,1,-0.9614013805792384,-0.9614013805792384
2016-01-11,air_fcd4492c83f1c6b9,0,1,0,0,0,0,0,-1.019634227794093,-1.1513536513755136,1.0,-0.5130871510139355,-0.9163502083985395,1,41.0,1,1,-1.3220530172701799,-1.3220530172701799
2016-01-12,air_fcd4492c83f1c6b9,0,0,0,0,0,1,0,-1.4808173112732992,-1.696433001636608,0.0,-1.3341047475716492,-1.2617274405923005,1,22.0,1,1,-1.3756326577596538,-1.3756326577596538
2016-01-13,air_fcd4492c83f1c6b9,0,0,0,0,0,0,1,-1.368637642318898,-1.2504589877866217,0.0,0.8303961888077779,-1.4760995157470487,1,18.0,1,1,-1.1724343985448558,-1.1724343985448558
2016-01-14,air_fcd4492c83f1c6b9,0,0,0,0,1,0,0,-1.1567427120716949,-1.039860147913017,0.0,0.9299134732390161,-1.345094358708036,1,22.0,1,1,-1.0801864326077895,-1.0801864326077895
2016-01-15,air_fcd4492c83f1c6b9,1,0,0,0,0,0,0,-1.2066003427180956,-1.1018009831699596,0.0,0.6811202621609209,-1.1307222835532877,1,33.0,1,1,-0.8052116738693562,-0.8052116738693562
2016-01-16,air_fcd4492c83f1c6b9,0,0,1,0,0,0,0,-1.0944206737636941,-0.9903074797074628,0.0,0.9299134732390161,-1.1545414030149264,1,27.0,1,1,-0.6583731308298069,-0.6583731308298069
2016-01-17,air_fcd4492c83f1c6b9,0,0,0,1,0,0,0,-1.1816715273948954,-1.3867288253518952,0.0,-0.5628457932295544,-1.0949936043608297,1,66.0,1,1,-1.2586167448038685,-1.2586167448038685
2016-01-19,air_fcd4492c83f1c6b9,0,0,0,0,0,1,0,-1.2689223810260966,-1.3867288253518952,0.0,0.9299134732390161,-1.2617274405923005,1,25.0,1,1,-1.3053725631555322,-1.3053725631555322
2016-01-20,air_fcd4492c83f1c6b9,0,0,0,0,0,0,1,-1.393566457642098,-1.3247879900949528,0.0,0.9547927943468255,-1.4522803962854098,1,23.0,1,1,-1.181027359755432,-1.181027359755432
2016-01-21,air_fcd4492c83f1c6b9,0,0,0,0,1,0,0,-1.231529158041296,-1.2752353218893986,0.0,0.5069650144062545,-1.249817880861481,1,13.0,1,1,-1.0597149661943583,-1.0597149661943583
2016-01-22,air_fcd4492c83f1c6b9,1,0,0,0,0,0,0,-1.1816715273948954,-1.1761299854782905,0.0,0.6811202621609209,-1.0116266862450942,1,26.0,1,1,-0.7531484382993955,-0.7531484382993955
2016-01-23,air_fcd4492c83f1c6b9,0,0,1,0,0,0,0,-1.4184952729652984,-1.6592685004824426,0.0,-1.28434610535603,-1.0592649251683717,1,33.0,1,1,-0.6803610021627514,-0.6803610021627514
2016-01-24,air_fcd4492c83f1c6b9,0,0,0,1,0,0,0,-1.4932817189348995,-1.3123998230435643,0.0,0.9050341521312066,-1.5118281949395067,1,49.0,1,1,-1.3731053162271316,-1.3731053162271316
2016-01-25,air_fcd4492c83f1c6b9,0,1,0,0,0,0,0,-1.5431393495813,-1.4115051594546724,0.0,1.0543100787780637,-1.6785620311709775,1,16.0,1,1,-1.3976205290925985,-1.3976205290925985
2016-01-26,air_fcd4492c83f1c6b9,0,0,0,0,0,1,0,-1.4309596806268987,-1.2628471548380102,0.0,0.8055168676999686,-1.5237377546703261,1,3.0,1,1,-1.22601403903433,-1.22601403903433
2016-01-27,air_fcd4492c83f1c6b9,0,0,0,0,0,0,1,-1.1193494890868945,-0.7920968068852468,0.0,1.0045514365624448,-1.4999186352086873,1,26.0,1,1,-1.075384483695997,-1.075384483695997
2016-01-28,air_fcd4492c83f1c6b9,0,0,0,0,1,0,0,-0.932383374162892,-0.7177678045769157,0.0,1.0045514365624448,-1.1188127238224683,1,19.0,1,1,-1.0809446350675462,-1.0809446350675462
2016-01-30,air_fcd4492c83f1c6b9,0,0,1,0,0,0,0,-1.4932817189348995,-1.8327028392018816,0.0,-1.3341047475716492,-1.1902700822073844,1,41.0,1,1,-0.6394180693358892,-0.6394180693358892
2016-01-31,air_fcd4492c83f1c6b9,0,0,0,1,0,0,0,-1.1442783044100948,-1.064636482015794,0.0,-0.06525937107336435,-1.214089201669023,1,43.0,1,1,-1.1906312575790168,-1.1906312575790168
2016-02-01,air_fcd4492c83f1c6b9,0,1,0,0,0,0,0,-1.318780011672497,-1.622103999328277,0.0,-1.3341047475716492,-1.0592649251683717,1,56.0,1,1,-1.4433654108312532,-1.4433654108312532
2016-02-02,air_fcd4492c83f1c6b9,0,0,0,0,0,1,0,-1.1567427120716949,-1.1265773172727367,0.0,0.7806375465921591,-1.0592649251683717,1,15.0,1,1,-1.2962741336384516,-1.2962741336384516
2016-02-03,air_fcd4492c83f1c6b9,0,0,0,0,0,0,1,-1.2813867886876966,-1.3123998230435643,0.0,0.4323270510828259,-1.1902700822073844,1,8.0,1,1,-1.2219702925822942,-1.2219702925822942
2016-02-04,air_fcd4492c83f1c6b9,0,0,0,0,1,0,0,-1.2689223810260966,-1.2752353218893986,0.0,0.1337751977891119,-1.2379083211306618,1,8.0,1,1,-1.1845656379009633,-1.1845656379009633
2016-02-05,air_fcd4492c83f1c6b9,1,0,0,0,0,0,0,-0.9697765971476925,-0.8044849739366352,0.0,0.9050341521312066,-1.2974561197847585,1,10.0,1,1,-0.8130464326201756,-0.8130464326201756
2016-02-06,air_fcd4492c83f1c6b9,0,0,1,0,0,0,0,-1.0694918584404935,-1.2256826536838445,0.0,-1.0853115364935542,-0.8448928500136234,1,52.0,1,1,-0.5913985802179642,-0.5913985802179642
2016-02-07,air_fcd4492c83f1c6b9,0,0,0,1,0,0,0,-1.2813867886876966,-1.2876234889407872,0.0,0.8801548310233972,-1.1902700822073844,1,57.0,1,1,-1.1979605480233317,-1.1979605480233317
2016-02-09,air_fcd4492c83f1c6b9,0,0,0,0,0,1,0,-1.081956266102094,-0.6310506352171962,0.0,0.8055168676999686,-1.2974561197847585,1,10.0,1,1,-1.175972676690387,-1.175972676690387
2016-02-10,air_fcd4492c83f1c6b9,0,0,0,0,0,0,1,-1.1567427120716949,-1.114189150221348,0.0,1.1289480421014924,-1.1783605224765652,1,8.0,1,1,-0.8542420996002901,-0.8542420996002901
2016-02-11,air_fcd4492c83f1c6b9,0,0,0,0,1,0,0,-1.1567427120716949,-1.0274719808616284,1.0,1.1289480421014924,-1.1664509627457458,1,46.0,1,1,-0.9270295357369343,-0.9270295357369343
2016-02-12,air_fcd4492c83f1c6b9,1,0,0,0,0,0,0,-1.0071698201324928,-0.9779193126560743,0.0,-0.737001040984221,-1.1902700822073844,1,11.0,1,1,-0.87117528786819,-0.87117528786819
2016-02-13,air_fcd4492c83f1c6b9,0,0,1,0,0,0,0,-0.15959009914368164,0.24850922543138823,0.0,-0.1896559766124119,-0.3804200205116689,1,60.0,1,1,-0.6826356095420215,-0.6826356095420215
2016-02-14,air_fcd4492c83f1c6b9,0,0,0,1,0,0,0,0.40130824562832584,0.39716723004805027,0.0,-0.23941461882803075,0.4294300411840464,1,31.0,1,1,-1.215399204597736,-1.215399204597736
2016-02-15,air_fcd4492c83f1c6b9,0,1,0,0,0,0,0,-0.8949901511780914,-0.531945298806088,0.0,-1.2345874631404112,-0.9878075667834554,1,17.0,1,1,-1.3958513900198328,-1.3958513900198328
2016-02-16,air_fcd4492c83f1c6b9,0,0,0,0,0,1,0,-1.2066003427180956,-1.2132944866324562,0.0,1.0045514365624448,-1.2259987613998424,1,12.0,1,1,-1.2363761393176715,-1.2363761393176715
2016-02-17,air_fcd4492c83f1c6b9,0,0,0,0,0,0,1,-1.1318138967484945,-0.7920968068852468,0.0,0.7806375465921591,-1.214089201669023,1,10.0,1,1,-1.0685606615581866,-1.0685606615581866
2016-02-18,air_fcd4492c83f1c6b9,0,0,0,0,1,0,0,-1.1318138967484945,-1.1265773172727367,0.0,0.3576890877593974,-1.2379083211306618,1,15.0,1,1,-1.0781645593817717,-1.0781645593817717
2016-02-19,air_fcd4492c83f1c6b9,1,0,0,0,0,0,0,-0.6955596285924889,-0.40806362829220294,0.0,0.9796721154546354,-1.0830840446300103,1,15.0,1,1,-0.7612359312034671,-0.7612359312034671
2016-02-20,air_fcd4492c83f1c6b9,0,0,1,0,0,0,0,-0.9074545588396916,-1.064636482015794,0.0,-1.1848288209247924,-0.5947920956664172,1,41.0,1,1,-0.7951023077392668,-0.7951023077392668
2016-02-21,air_fcd4492c83f1c6b9,0,0,0,1,0,0,0,-0.7204884439156891,-0.5071689647033111,0.0,-0.38869054547488796,-0.6305207748588751,1,33.0,1,1,-1.1613140958017574,-1.1613140958017574
2016-02-22,air_fcd4492c83f1c6b9,0,1,0,0,0,0,0,-1.0694918584404935,-1.2380708207352331,0.0,-1.2097081420326017,-0.7853450513595267,1,12.0,1,1,-1.3829619482039688,-1.3829619482039688
2016-02-23,air_fcd4492c83f1c6b9,0,0,0,0,0,1,0,-1.0694918584404935,-1.2132944866324562,0.0,-1.3092254264638399,-0.7853450513595267,1,9.0,1,1,-1.168137917939568,-1.168137917939568
2016-02-24,air_fcd4492c83f1c6b9,0,0,0,0,0,0,1,-1.1816715273948954,-1.4982223288143919,0.0,-1.3092254264638399,-1.0711744848991909,1,11.0,1,1,-1.124414909426931,-1.124414909426931
2016-02-25,air_fcd4492c83f1c6b9,0,0,0,0,1,0,0,-1.4309596806268987,-1.4115051594546724,0.0,-0.8365183254154591,-1.3212752392463971,1,15.0,1,1,-1.0207939065935139,-1.0207939065935139
2016-02-26,air_fcd4492c83f1c6b9,1,0,0,0,0,0,0,-1.1816715273948954,-1.039860147913017,0.0,1.2782239687483492,-1.3570039184388552,1,22.0,1,1,-0.6133864515509088,-0.6133864515509088
2016-02-27,air_fcd4492c83f1c6b9,0,0,1,0,0,0,0,-0.932383374162892,-0.9035903103477434,0.0,1.2782239687483492,-1.047355365437552,1,43.0,1,1,-0.44632917625118046,-0.44632917625118046
