visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Minato-ku Shibakōen,total_area_visitors,total_genre_visitors
2016-07-01,air_c66dbd2c37832d00,1,0,0,0,0,0,0,1.0692641293078606,1.1471026366787207,0.0,-0.16045495612796745,1.0184813438405937,1,15.0,1,1,1.8232165504090458,1.8232165504090458
2016-07-02,air_c66dbd2c37832d00,0,0,1,0,0,0,0,1.231071537663679,1.286635614961368,0.0,0.4985564708261855,1.1727489971580252,1,4.0,1,1,2.0030032182422044,2.0030032182422044
2016-07-04,air_c66dbd2c37832d00,0,1,0,0,0,0,0,1.323532913867004,1.5191905787657798,0.0,0.5512773849825175,1.1947872333462302,1,16.0,1,1,-1.1140158769417683,-1.1140158769417685
2016-07-05,air_c66dbd2c37832d00,0,0,0,0,0,1,0,0.6185149203166515,0.56571522716769,0.0,-1.3203150675672768,0.8201372181467532,1,7.0,1,1,-0.36003016232089013,-0.36003016232089036
2016-07-06,air_c66dbd2c37832d00,0,0,0,0,0,0,1,0.7803223286724702,0.7168759536405576,0.0,-0.239536327362466,0.85319457242906,1,11.0,1,1,0.15954470548402763,0.15954470548402747
2016-07-07,air_c66dbd2c37832d00,0,0,0,0,1,0,0,1.2773022257653412,1.8563952762821783,0.0,2.0538234384379868,1.0074622257464914,1,16.0,1,1,0.08384505587006612,0.08384505587006592
2016-07-08,air_c66dbd2c37832d00,1,0,0,0,0,0,0,1.0345911132316137,1.0540806511569556,0.0,-0.7667454689257882,1.0295004619346964,1,22.0,1,1,1.590096038529687,1.590096038529687
2016-07-11,air_c66dbd2c37832d00,0,1,0,0,0,0,0,1.3466482579178352,1.4843073341951183,0.0,1.974742067203488,1.0515386981229007,1,3.0,1,1,-1.1712207257977734,-1.1712207257977736
2016-07-12,air_c66dbd2c37832d00,0,0,0,0,0,1,0,1.2426292096890947,1.286635614961368,0.0,0.3403937283571887,1.3049784142872525,1,17.0,1,1,-0.34282569649953526,-0.3428256964995355
2016-07-13,air_c66dbd2c37832d00,0,0,0,0,0,0,1,1.0114757691807825,0.7982701909721023,0.0,-1.3203150675672768,1.1837681152521276,1,19.0,1,1,-0.2598141489114979,-0.2598141489114981
2016-07-14,air_c66dbd2c37832d00,0,0,0,0,1,0,0,1.1039371453841071,1.4145408450537944,0.0,-0.29225724151879817,0.9413475171818781,1,13.0,1,1,-0.012069841083987416,-0.01206984108398762
2016-07-15,air_c66dbd2c37832d00,1,0,0,0,0,0,0,0.6763032804437294,0.37967125612416,0.0,-1.3203150675672768,0.9082901628995713,1,23.0,1,1,1.3466528471575152,1.3466528471575152
2016-07-19,air_c66dbd2c37832d00,0,0,0,0,0,1,0,1.265744553739926,1.3447743559124705,0.0,0.31403327127902264,1.205806351440332,1,21.0,1,1,-0.7462704200103075,-0.7462704200103077
