visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Tōkyō-to Shibuya-ku Shibuya,total_area_visitors,total_genre_visitors
2016-01-04,air_aa0049fe3cc6f4d6,0,1,0,0,0,0,0,-0.7299426955553808,-0.5404605326393207,0.0,0.8889079832411223,-0.8201411910178821,1,6.0,1,1,-1.5055903246509454,-1.5055903246509454
2016-01-05,air_aa0049fe3cc6f4d6,0,0,0,0,0,1,0,-0.5169328304739771,-0.5155637188630591,0.0,0.7640050795528537,-0.7362528753908059,1,10.0,1,1,-1.374685192859281,-1.374685192859281
2016-01-06,air_aa0049fe3cc6f4d6,0,0,0,0,0,0,1,-0.7675326717462166,-1.0259484012764193,0.0,-1.33436370241006,-0.49657197359915933,1,10.0,1,1,-1.3101257418976997,-1.3101257418976997
2016-01-07,air_aa0049fe3cc6f4d6,0,0,0,0,1,0,0,-0.7925926558734407,-0.8267738910663275,0.0,-0.13529582700268086,-0.8081571459282998,1,5.0,1,1,-1.2404627770261123,-1.2404627770261123
2016-01-08,air_aa0049fe3cc6f4d6,1,0,0,0,0,0,0,-1.0306625050820681,-1.0757420288289423,0.0,0.8389468217658146,-0.9759337771824523,1,15.0,1,1,-0.903886034661189,-0.903886034661189
2016-01-09,air_aa0049fe3cc6f4d6,0,0,1,0,0,0,0,-0.9680125447640084,-0.9886031806120272,0.0,0.8889079832411223,-1.0118859124511994,1,14.0,1,1,-0.6441171766418624,-0.6441171766418624
2016-01-10,air_aa0049fe3cc6f4d6,0,0,0,1,0,0,0,-0.8928325923823365,-0.8267738910663275,0.0,0.9388691447164297,-1.0598220928095285,1,11.0,1,1,-0.931700185470724,-0.931700185470724
2016-01-11,air_aa0049fe3cc6f4d6,0,1,0,0,0,0,0,-0.9930725288912324,-1.1255356563814654,1.0,-0.5100045380674868,-0.8920454615553761,1,9.0,1,1,-1.2958359029496818,-1.2958359029496818
2016-01-12,air_aa0049fe3cc6f4d6,0,0,0,0,0,1,0,-1.4566822352448756,-1.6732655594592178,0.0,-1.33436370241006,-1.2395827691532635,1,6.0,1,1,-1.34993315039575,-1.34993315039575
2016-01-13,air_aa0049fe3cc6f4d6,0,0,0,0,0,0,1,-1.3439123066723677,-1.2251229114865114,0.0,0.8389468217658146,-1.4552955807657455,1,9.0,1,1,-1.1447718912134919,-1.1447718912134919
2016-01-15,air_aa0049fe3cc6f4d6,1,0,0,0,0,0,0,-1.181022409845412,-1.0757420288289423,0.0,0.6890633373398923,-1.107758273167858,1,11.0,1,1,-0.7740016056515258,-0.7740016056515258
2016-01-16,air_aa0049fe3cc6f4d6,0,0,1,0,0,0,0,-1.0682524812729042,-0.9637063668357656,0.0,0.9388691447164297,-1.1317263633470225,1,12.0,1,1,-0.6257445265658393,-0.6257445265658393
2016-01-17,air_aa0049fe3cc6f4d6,0,0,0,1,0,0,0,-1.155962425718188,-1.3620553872559493,0.0,-0.5599656995427943,-1.071806137899111,1,6.0,1,1,-1.2317868033791013,-1.2317868033791013
2016-01-18,air_aa0049fe3cc6f4d6,0,1,0,0,0,0,0,-1.5318621876265475,-1.6608171525710873,0.0,-0.9846355720829078,-1.32347108478034,1,8.0,1,1,-1.5165628795574593,-1.5165628795574593
2016-01-19,air_aa0049fe3cc6f4d6,0,0,0,0,0,1,0,-1.243672370163472,-1.3620553872559493,0.0,0.9388691447164297,-1.2395827691532635,1,1.0,1,1,-1.2789943070466607,-1.2789943070466607
2016-01-20,air_aa0049fe3cc6f4d6,0,0,0,0,0,0,1,-1.3689722907995918,-1.2998133528152958,0.0,0.9638497254540833,-1.4313274905865807,1,6.0,1,1,-1.1534478648605029,-1.1534478648605029
2016-01-21,air_aa0049fe3cc6f4d6,0,0,0,0,1,0,0,-1.206082393972636,-1.2500197252627727,0.0,0.5141992721763163,-1.2275987240636812,1,9.0,1,1,-1.0309635310203489,-1.0309635310203489
2016-01-22,air_aa0049fe3cc6f4d6,1,0,0,0,0,0,0,-1.155962425718188,-1.1504324701577266,0.0,0.6890633373398923,-0.9879178222720346,1,20.0,1,1,-0.7214354123784597,-0.7214354123784597
2016-01-23,air_aa0049fe3cc6f4d6,0,0,1,0,0,0,0,-1.3940322749268157,-1.6359203387948256,0.0,-1.2844025409347526,-1.035854002630364,1,9.0,1,1,-0.6479448120743673,-0.6479448120743673
2016-01-24,air_aa0049fe3cc6f4d6,0,0,0,1,0,0,0,-1.4692122273084876,-1.287364945927165,0.0,0.9138885639787759,-1.4912477160344924,1,8.0,1,1,-1.3473813934407466,-1.3473813934407466
2016-01-25,air_aa0049fe3cc6f4d6,0,1,0,0,0,0,0,-1.5193321955629355,-1.3869522010322108,0.0,1.0637720484046982,-1.659024347288645,1,6.0,1,1,-1.3721334359042778,-1.3721334359042778
2016-01-26,air_aa0049fe3cc6f4d6,0,0,0,0,0,1,0,-1.4065622669904276,-1.237571318374642,0.0,0.813966241028161,-1.5032317611240749,1,6.0,1,1,-1.1988691386595598,-1.1988691386595598
2016-01-27,air_aa0049fe3cc6f4d6,0,0,0,0,0,0,1,-1.093312465400128,-0.7645318566256738,0.0,1.013810886929391,-1.47926367094491,1,8.0,1,1,-1.0467844241413686,-1.0467844241413686
2016-01-28,air_aa0049fe3cc6f4d6,0,0,0,0,1,0,0,-0.9053625844459485,-0.6898414152968895,0.0,1.013810886929391,-1.0957742280782756,1,5.0,1,1,-1.0523982894423758,-1.0523982894423758
2016-01-29,air_aa0049fe3cc6f4d6,1,0,0,0,0,0,0,-1.206082393972636,-1.4616426423609952,0.0,-1.33436370241006,-1.035854002630364,1,15.0,1,1,-0.9089895485711954,-0.9089895485711954
2016-01-30,air_aa0049fe3cc6f4d6,0,0,1,0,0,0,0,-1.4692122273084876,-1.810198035228656,0.0,-1.33436370241006,-1.1676784986157696,1,15.0,1,1,-0.6066063494033153,-0.6066063494033153
2016-01-31,air_aa0049fe3cc6f4d6,0,0,0,1,0,0,0,-1.1183724495273522,-1.0383968081645503,0.0,-0.0603540847897197,-1.1916465887949341,1,4.0,1,1,-1.163144541289515,-1.163144541289515
2016-02-01,air_aa0049fe3cc6f4d6,0,1,0,0,0,0,0,-1.29379233841792,-1.5985751181304335,0.0,-1.33436370241006,-1.035854002630364,1,8.0,1,1,-1.4183202367898358,-1.4183202367898358
2016-02-02,air_aa0049fe3cc6f4d6,0,0,0,0,0,1,0,-1.130902441590964,-1.1006388426052038,0.0,0.7889856602905073,-1.035854002630364,1,4.0,1,1,-1.269807982008649,-1.269807982008649
2016-02-03,air_aa0049fe3cc6f4d6,0,0,0,0,0,0,1,-1.256202362227084,-1.287364945927165,0.0,0.439257529963355,-1.1676784986157696,1,7.0,1,1,-1.1947863275315547,-1.1947863275315547
