visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Western food,Tōkyō-to Shibuya-ku Shibuya,total_area_visitors,total_genre_visitors
2016-07-01,air_d07e57b21109304a,1,0,0,0,0,0,0,1.0904181029665894,1.1677892398807015,0.0,-0.17619307215431557,1.0348518581854327,1,16.0,1,1,1.3973828262301164,1.3973828262301164
2016-07-02,air_d07e57b21109304a,0,0,1,0,0,0,0,1.2529297601247353,1.3076712207178143,0.0,0.4898480837022146,1.1895734947049454,1,27.0,1,1,1.553445891562677,1.553445891562677
2016-07-03,air_d07e57b21109304a,0,0,0,1,0,0,0,1.5083052213732508,1.7273171632291526,0.0,0.6763396073420429,1.3221920402930996,1,23.0,1,1,-0.39510228540056025,-0.39510228540056025
2016-07-04,air_d07e57b21109304a,0,1,0,0,0,0,0,1.3457935642151049,1.5408078554463354,0.0,0.5431313761707368,1.2116765856363048,1,16.0,1,1,-1.1522695018944182,-1.1522695018944182
2016-07-05,air_d07e57b21109304a,0,0,0,0,0,1,0,0.6377070580260389,0.5849476530593977,0.0,-1.3484255064618087,0.835924039803202,1,12.0,1,1,-0.49777535469829737,-0.49777535469829737
2016-07-06,air_d07e57b21109304a,0,0,0,0,0,0,1,0.8002187151841854,0.7364864656329363,0.0,-0.2561180108570994,0.8690786762002405,1,14.0,1,1,-0.04676056301951016,-0.04676056301951016
2016-07-07,air_d07e57b21109304a,0,0,0,0,1,0,0,1.29936166216992,1.8788559758026921,0.0,2.061705211523626,1.023800312719753,1,10.0,1,1,-0.11247132737006195,-0.11247132737006195
2016-07-08,air_d07e57b21109304a,1,0,0,0,0,0,0,1.0555941764327008,1.0745345859892927,0.0,-0.7889509355423234,1.0459034036511123,1,11.0,1,1,1.1950235405596672,1.1950235405596672
2016-07-09,air_d07e57b21109304a,0,0,1,0,0,0,0,0.718962886605112,0.5033498309044148,0.0,-1.3484255064618087,0.8469755852688816,1,22.0,1,1,1.4933354764465472,1.4933354764465472
2016-07-10,air_d07e57b21109304a,0,0,0,1,0,0,0,1.0904181029665894,1.249387062035684,0.0,1.7686471029467523,0.835924039803202,1,22.0,1,1,-0.23754579360548722,-0.23754579360548722
2016-07-11,air_d07e57b21109304a,0,1,0,0,0,0,0,1.369009515237697,1.5058373602370574,0.0,1.9817802728208422,1.0680064945824712,1,15.0,1,1,-1.2019259317729603,-1.2019259317729603
2016-07-13,air_d07e57b21109304a,0,0,0,0,0,0,1,1.0323782254101086,0.8180842877879192,0.0,-1.3484255064618087,1.200625040170625,1,9.0,1,1,-0.4107832632569419,-0.4107832632569419
2016-07-14,air_d07e57b21109304a,0,0,0,0,1,0,0,1.1252420295004775,1.4358963698185008,0.0,-0.3094013033256217,0.9574910399256764,1,6.0,1,1,-0.19572985265513607,-0.19572985265513607
2016-07-15,air_d07e57b21109304a,1,0,0,0,0,0,0,0.6957469355825197,0.3984383452765803,0.0,-1.3484255064618087,0.9243364035286379,1,13.0,1,1,0.9837036961141428,0.9837036961141428
2016-07-16,air_d07e57b21109304a,0,0,1,0,0,0,0,0.916298470297147,0.8297411195243449,0.0,-0.9221591667136294,0.8248724943375227,1,24.0,1,1,1.43471848779293,1.43471848779293
2016-07-17,air_d07e57b21109304a,0,0,0,1,0,0,0,1.1252420295004775,0.957966268625032,0.0,-1.3217838602275476,1.2116765856363048,1,29.0,1,1,0.5125276471914363,0.5125276471914363
2016-07-18,air_d07e57b21109304a,0,1,0,0,0,0,0,1.45026534381677,1.5058373602370574,1.0,0.6496979611077818,1.3663982221558173,1,14.0,1,1,-1.00778049164633,-1.00778049164633
2016-07-19,air_d07e57b21109304a,0,0,0,0,0,1,0,1.287753686658624,1.3659553793999442,0.0,0.30335656006238615,1.222728131101984,1,8.0,1,1,-0.8330495955323627,-0.8330495955323627
2016-07-20,air_d07e57b21109304a,0,0,0,0,0,0,1,1.1716739315456624,1.0861914177257186,0.0,-0.12290977968579334,1.1785219492392662,1,8.0,1,1,-0.3536597010658372,-0.3536597010658372
2016-07-21,air_d07e57b21109304a,0,0,0,0,1,0,0,0.6493150335373352,0.4334088404858586,0.0,-1.3484255064618087,0.9132848580629583,1,13.0,1,1,-0.13375265446086565,-0.13375265446086565
2016-07-22,air_d07e57b21109304a,1,0,0,0,0,0,0,0.6028831314921503,0.2468995327030412,0.0,-1.3484255064618087,0.8580271307345608,1,10.0,1,1,1.0471743207709256,1.0471743207709256
2016-07-23,air_d07e57b21109304a,0,0,1,0,0,0,0,0.718962886605112,0.7598001291057888,0.0,-0.9754424591821519,0.7917178579404842,1,25.0,1,1,1.3619139477454436,1.3619139477454436
2016-07-24,air_d07e57b21109304a,0,0,0,1,0,0,0,0.8930825192745543,0.981279932097884,0.0,0.5964146686392593,0.7033054942150483,1,17.0,1,1,-0.4171303257226202,-0.4171303257226202
2016-07-25,air_d07e57b21109304a,0,1,0,0,0,0,0,0.9859463233649237,0.8530547829971971,0.0,-1.1352923365877192,0.9353879489943175,1,11.0,1,1,-1.0581836347561282,-1.0581836347561282
2016-07-26,air_d07e57b21109304a,0,0,0,0,0,1,0,0.8814745437632584,0.7947706243150666,0.0,-1.3217838602275476,0.9685425853913557,1,8.0,1,1,-0.32976487766563656,-0.32976487766563656
2016-07-27,air_d07e57b21109304a,0,0,0,0,0,0,1,0.9627303723423315,0.7831137925786409,0.0,-1.2685005677590253,1.0790580400481506,1,7.0,1,1,-0.1270322353795592,-0.1270322353795592
2016-07-28,air_d07e57b21109304a,0,0,0,0,1,0,0,1.1948898825682546,1.2260733985628318,0.0,0.03694009771977405,1.1785219492392662,1,10.0,1,1,0.09735509061295,0.09735509061295
2016-07-29,air_d07e57b21109304a,1,0,0,0,0,0,0,1.2761457111473278,1.3776122111363704,0.0,1.71536381047823,1.134315767376548,1,11.0,1,1,1.2928429738542386,1.2928429738542386
2016-07-30,air_d07e57b21109304a,0,0,1,0,0,0,0,1.2761457111473278,1.4358963698185008,0.0,1.5288722868384017,1.0459034036511123,1,20.0,1,1,1.4108236643927294,1.4108236643927294
2016-07-31,air_d07e57b21109304a,0,0,0,1,0,0,0,1.3109696376812163,1.1911029033535534,0.0,0.4898480837022146,1.3000889493617402,1,15.0,1,1,-0.372327531847244,-0.372327531847244
2016-08-01,air_d07e57b21109304a,0,1,0,0,0,0,0,1.29936166216992,1.2727007255085359,0.0,-0.8422342280108459,1.3221920402930996,1,11.0,1,1,-1.112693700637836,-1.112693700637836
2016-08-02,air_d07e57b21109304a,0,0,0,0,0,1,0,1.1252420295004775,1.0279072590435883,0.0,-0.8955175204793682,1.0901095855138303,1,10.0,1,1,-0.7580049157911075,-0.7580049157911075
2016-08-03,air_d07e57b21109304a,0,0,0,0,0,0,1,1.2297138091021431,1.3309848841906662,0.0,-0.2561180108570994,1.1895734947049454,1,7.0,1,1,-0.30811019395920475,-0.30811019395920475
2016-08-04,air_d07e57b21109304a,0,0,0,0,1,0,0,1.3806174907489934,1.447553201554927,0.0,0.9161144234503938,1.3000889493617402,1,12.0,1,1,-0.18079558803001067,-0.18079558803001067
2016-08-05,air_d07e57b21109304a,1,0,0,0,0,0,0,1.45026534381677,1.494180528500631,0.0,1.5288722868384017,1.3221920402930996,1,9.0,1,1,0.8754302775819836,0.8754302775819836
2016-08-06,air_d07e57b21109304a,0,0,1,0,0,0,0,1.496697245861955,1.5874351823920403,0.0,0.9960393621531777,1.4548105858812532,1,17.0,1,1,0.6320017641924395,0.6320017641924395
2016-08-07,air_d07e57b21109304a,0,0,0,1,0,0,0,1.4386573683054742,1.5174941919734837,0.0,1.6354388717754462,1.31114049482742,1,16.0,1,1,-0.5705798947457837,-0.5705798947457837
2016-08-08,air_d07e57b21109304a,0,1,0,0,0,0,0,1.4270493927941779,1.4708668650277794,0.0,-0.12290977968579334,1.3995528585528558,1,10.0,1,1,-1.0940258698564291,-1.0940258698564291
2016-08-09,air_d07e57b21109304a,0,0,0,0,0,1,0,1.8217205601782471,1.9954242931669528,0.0,0.8095478385133489,1.4437590404155736,1,6.0,1,1,-0.2577070508494065,-0.2577070508494065
2016-08-10,air_d07e57b21109304a,0,0,0,0,0,0,1,1.496697245861955,1.5641215189191877,0.0,-0.042984840983009524,1.476913676812612,1,10.0,1,1,0.7514758811934428,0.7514758811934428
2016-08-11,air_d07e57b21109304a,0,0,0,0,1,0,0,1.287753686658624,1.3426417159270925,1.0,-0.042984840983009524,1.3885013130871762,1,12.0,1,1,0.43934975052832176,0.43934975052832176
2016-08-12,air_d07e57b21109304a,1,0,0,0,0,0,0,1.2181058335908468,1.3193280524542401,0.0,0.11686503642255762,1.2779858584303814,1,14.0,1,1,0.004389293321544351,0.004389293321544351
2016-08-13,air_d07e57b21109304a,0,0,1,0,0,0,0,1.1948898825682546,1.3076712207178143,1.0,0.5697730224049982,1.1785219492392662,1,14.0,1,1,0.17127970050732075,0.17127970050732075
2016-08-14,air_d07e57b21109304a,0,0,0,1,0,0,0,1.1368500050117738,1.144475576407849,1.0,-0.33604294955988295,1.200625040170625,1,10.0,1,1,-0.8707586137108044,-0.8707586137108044
2016-08-15,air_d07e57b21109304a,0,1,0,0,0,0,0,1.206497858079551,1.1911029033535534,1.0,-1.1619339828219803,1.3000889493617402,1,7.0,1,1,-1.3994315814402436,-1.3994315814402436
2016-08-16,air_d07e57b21109304a,0,0,0,0,0,1,0,1.241321784613439,1.4592100332913533,0.0,-0.7889509355423234,1.222728131101984,1,7.0,1,1,-1.281077534286125,-1.281077534286125
2016-08-17,air_d07e57b21109304a,0,0,0,0,0,0,1,1.45026534381677,1.5990920141284657,0.0,1.315739116964312,1.1453673128422277,1,6.0,1,1,-0.7759260333412581,-0.7759260333412581
2016-08-18,air_d07e57b21109304a,0,0,0,0,1,0,0,1.241321784613439,1.2843575572449621,0.0,-1.0553673978849354,1.3885013130871762,1,10.0,1,1,-0.4988954245451818,-0.4988954245451818
2016-08-19,air_d07e57b21109304a,1,0,0,0,0,0,0,1.3225776131925127,1.3659553793999442,0.0,0.4898480837022146,1.3663982221558173,1,12.0,1,1,0.8384679726347982,0.8384679726347982
2016-08-20,air_d07e57b21109304a,0,0,1,0,0,0,0,1.1020260784778853,1.0978482494621449,0.0,-0.9221591667136294,1.2669343129647022,1,13.0,1,1,0.7204872820963075,0.7204872820963075
2016-08-21,air_d07e57b21109304a,0,0,0,1,0,0,0,1.3574015397264008,1.5058373602370574,0.0,0.7562645460448267,1.200625040170625,1,14.0,1,1,-0.7636052650255296,-0.7636052650255296
2016-08-22,air_d07e57b21109304a,0,1,0,0,0,0,0,1.1020260784778853,0.8996821099429015,0.0,-1.3484255064618087,1.1674704037735866,1,5.0,1,1,-1.9564796519574212,-1.9564796519574212
2016-08-23,air_d07e57b21109304a,0,0,0,0,0,1,0,1.2297138091021431,1.144475576407849,0.0,-0.8955175204793682,1.2779858584303814,1,10.0,1,1,-0.5638594756644772,-0.5638594756644772
2016-08-24,air_d07e57b21109304a,0,0,0,0,0,0,1,1.1948898825682546,1.2377302302992577,0.0,-0.8422342280108459,1.200625040170625,1,6.0,1,1,-0.37307424507850023,-0.37307424507850023
2016-08-25,air_d07e57b21109304a,0,0,0,0,1,0,0,1.369009515237697,1.412582706345649,0.0,1.821930395415275,1.200625040170625,1,8.0,1,1,-0.24314614283990924,-0.24314614283990924
2016-08-26,air_d07e57b21109304a,1,0,0,0,0,0,0,1.4038334417715856,1.4242395380820745,0.0,1.3690224094328343,1.2558827674990225,1,7.0,1,1,1.1375266217529345,1.1375266217529345
2016-08-27,air_d07e57b21109304a,0,0,1,0,0,0,0,0.9395144213197392,0.7481432973693626,0.0,-1.3484255064618087,0.9906456763227149,1,24.0,1,1,1.2006238897940893,1.2006238897940893
2016-08-28,air_d07e57b21109304a,0,0,0,1,0,0,0,0.7421788376277045,0.4683793356951369,0.0,-1.3484255064618087,0.9574910399256764,1,22.0,1,1,-0.2117841871271459,-0.2117841871271459
2016-08-29,air_d07e57b21109304a,0,1,0,0,0,0,0,1.0904181029665894,1.109505081198571,0.0,-0.6557427043710173,1.0459034036511123,1,6.0,1,1,-1.3844973168151182,-1.3844973168151182
2016-08-30,air_d07e57b21109304a,0,0,0,0,0,1,0,1.0323782254101086,0.8763684464700495,0.0,-1.1885756290562417,1.0901095855138303,1,7.0,1,1,-0.5903677953740749,-0.5903677953740749
2016-08-31,air_d07e57b21109304a,0,0,0,0,0,0,1,1.2297138091021431,1.2260733985628318,0.0,1.6620805180097078,1.0901095855138303,1,12.0,1,1,-0.1598876175548351,-0.1598876175548351
2016-09-02,air_d07e57b21109304a,1,0,0,0,0,0,0,1.2181058335908468,1.0745345859892927,0.0,-0.042984840983009524,1.1453673128422277,1,10.0,1,1,0.6521630214363587,0.6521630214363587
2016-09-03,air_d07e57b21109304a,0,0,1,0,0,0,0,1.2761457111473278,1.3892690428727967,0.0,0.6230563148735206,1.3221920402930996,1,17.0,1,1,1.235346055047506,1.235346055047506
2016-09-04,air_d07e57b21109304a,0,0,0,1,0,0,0,1.2181058335908468,1.3193280524542401,0.0,-0.14955142592005446,1.2558827674990225,1,20.0,1,1,-0.6964010742124652,-0.6964010742124652
2016-09-05,air_d07e57b21109304a,0,1,0,0,0,0,0,1.4154414172828815,1.447553201554927,0.0,1.209172532027267,1.3442951312244584,1,8.0,1,1,-1.2933983026018534,-1.2933983026018534
2016-09-06,air_d07e57b21109304a,0,0,0,0,0,1,0,1.4618733193280664,1.3776122111363704,0.0,1.209172532027267,1.4658621313469324,1,10.0,1,1,-0.5903677953740749,-0.5903677953740749
2016-09-07,air_d07e57b21109304a,0,0,0,0,0,0,1,1.2645377356360317,1.132818744671423,0.0,-0.7356676430738011,1.410604404018535,1,6.0,1,1,-0.49366843192638793,-0.49366843192638793
2016-09-08,air_d07e57b21109304a,0,0,0,0,1,0,0,1.1832819070569582,1.144475576407849,0.0,-1.0020841054164131,1.3332435857587788,1,10.0,1,1,-0.34619256875327453,-0.34619256875327453
2016-09-09,air_d07e57b21109304a,1,0,0,0,0,0,0,1.2529297601247353,1.3892690428727967,0.0,0.06358174395403517,1.1011611309795097,1,11.0,1,1,0.9695161447202736,0.9695161447202736
2016-09-10,air_d07e57b21109304a,0,0,1,0,0,0,0,1.206497858079551,1.2377302302992577,0.0,-0.2561180108570994,1.1785219492392662,1,22.0,1,1,1.4780278552057937,1.4780278552057937
2016-09-11,air_d07e57b21109304a,0,0,0,1,0,0,0,0.8118266906954813,0.5266634943772672,0.0,-1.2951422139932862,0.902233312597279,1,16.0,1,1,-0.2573336942337784,-0.2573336942337784
2016-09-12,air_d07e57b21109304a,0,1,0,0,0,0,0,0.9859463233649237,0.8297411195243449,0.0,-1.2685005677590253,1.0901095855138303,1,11.0,1,1,-1.2721169755110497,-1.2721169755110497
2016-09-13,air_d07e57b21109304a,0,0,0,0,0,1,0,0.7421788376277045,0.38678151354015405,0.0,-1.3484255064618087,0.9685425853913557,1,10.0,1,1,-0.7546447062504543,-0.7546447062504543
2016-09-14,air_d07e57b21109304a,0,0,0,0,0,0,1,0.8002187151841854,0.7015159704236584,0.0,-1.2685005677590253,0.8801302216659201,1,7.0,1,1,-0.3600067635315155,-0.3600067635315155
2016-09-15,air_d07e57b21109304a,0,0,0,0,1,0,0,0.916298470297147,0.6782023069508059,0.0,-1.3217838602275476,1.0569549491167916,1,7.0,1,1,-0.035559864550666107,-0.035559864550666107
2016-09-16,air_d07e57b21109304a,1,0,0,0,0,0,0,0.7770027641615928,0.4450656722222844,0.0,-1.3484255064618087,1.023800312719753,1,14.0,1,1,0.901565240675953,0.901565240675953
2016-09-17,air_d07e57b21109304a,0,0,1,0,0,0,0,1.0555941764327008,1.0279072590435883,0.0,0.06358174395403517,0.9906456763227149,1,18.0,1,1,1.3634073742079562,1.3634073742079562
2016-09-18,air_d07e57b21109304a,0,0,0,1,0,0,0,0.9743383478536278,0.7364864656329363,0.0,-1.3484255064618087,1.0569549491167916,1,14.0,1,1,0.1865873217480743,0.1865873217480743
2016-09-19,air_d07e57b21109304a,0,1,0,0,0,0,0,0.5912751559808544,0.2702131961758933,1.0,-1.3484255064618087,0.7254085851464072,1,10.0,1,1,-1.2751038284360747,-1.2751038284360747
2016-09-20,air_d07e57b21109304a,0,0,0,0,0,1,0,0.335899694732339,-0.056178092444036494,0.0,-1.3484255064618087,0.5485838576955356,1,4.0,1,1,-1.7586006456745098,-1.7586006456745098
2016-09-21,air_d07e57b21109304a,0,0,0,0,0,0,1,0.4519794498453006,0.3051836913851716,0.0,-1.3217838602275476,0.5485838576955356,1,9.0,1,1,0.39417360003731744,0.39417360003731744
2016-09-22,air_d07e57b21109304a,0,0,0,0,1,0,0,0.37072362126622715,0.03707656144737178,1.0,-1.3484255064618087,0.603841585023933,1,14.0,1,1,-0.27114788901201936,-0.27114788901201936
2016-09-23,air_d07e57b21109304a,1,0,0,0,0,0,0,0.5332352784243737,0.17695854228448502,0.0,-1.3484255064618087,0.747511676077766,1,15.0,1,1,0.20973543191701866,0.20973543191701866
2016-09-24,air_d07e57b21109304a,0,0,1,0,0,0,0,0.6493150335373352,0.38678151354015405,0.0,-1.3484255064618087,0.902233312597279,1,17.0,1,1,1.1371532651373064,1.1371532651373064
2016-09-25,air_d07e57b21109304a,0,0,0,1,0,0,0,0.8582585927406662,0.9113389416793274,0.0,-0.44260953449692775,0.8469755852688816,1,19.0,1,1,-0.3544064142970935,-0.3544064142970935
2016-09-26,air_d07e57b21109304a,0,1,0,0,0,0,0,1.0672021519439967,1.109505081198571,0.0,-0.5225344731997114,1.023800312719753,1,9.0,1,1,-1.043996083362259,-1.043996083362259
2016-09-27,air_d07e57b21109304a,0,0,0,0,0,1,0,1.0904181029665894,1.0745345859892927,0.0,-0.7356676430738011,1.1232642219108688,1,6.0,1,1,-0.42086389187890155,-0.42086389187890155
