visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Tōkyō-to Shinjuku-ku Kabukichō,total_area_visitors,total_genre_visitors
2016-07-01,air_a21ffca0bea1661a,1,0,0,0,0,0,0,0.9541038777735775,1.0180110948728798,0.0,-0.1053169251493562,0.9010716902229526,1,1.0,1,1,1.5371007625003463,1.5371007625003463
2016-07-02,air_a21ffca0bea1661a,0,0,1,0,0,0,0,1.1152298128172118,1.1540245797532422,0.0,0.5611860571692804,1.0573735809523117,1,1.0,1,1,1.6961944003108211,1.6961944003108211
2016-07-03,air_a21ffca0bea1661a,0,0,0,1,0,0,0,1.3684277107429228,1.5620650343943299,0.0,0.7478068922184984,1.1913466301489057,1,1.0,1,1,-0.2901924315859903,-0.2901924315859903
2016-07-04,air_a21ffca0bea1661a,0,1,0,0,0,0,0,1.2073017756992885,1.380713721220513,0.0,0.6145062957547711,1.0797024224850778,1,1.0,1,1,-1.0620629997191064,-1.0620629997191064
2016-07-05,air_a21ffca0bea1661a,0,0,0,0,0,1,0,0.5052530587234529,0.4512882412047021,0.0,-1.2783621740301565,0.7001121164280621,1,1.0,1,1,-0.3948592985665657,-0.3948592985665657
2016-07-06,air_a21ffca0bea1661a,0,0,0,0,0,0,1,0.6663789937670875,0.5986361831584279,0.0,-0.18529728302759277,0.7336053787272105,1,1.0,1,1,0.06491370256992558,0.06491370256992558
2016-07-07,air_a21ffca0bea1661a,0,0,0,0,1,0,0,1.1612657942582498,1.7094129763480566,0.0,2.1341330954412627,0.8899072694565697,1,1.0,1,1,-0.002073092297642692,-0.002073092297642692
2016-07-08,air_a21ffca0bea1661a,1,0,0,0,0,0,0,0.9195768916927987,0.9273354382859712,0.0,-0.7184996688825019,0.9122361109893357,1,1.0,1,1,1.3308118828513578,1.3308118828513578
2016-07-09,air_a21ffca0bea1661a,0,0,1,0,0,0,0,0.5858160262452701,0.37194704169115694,0.0,-1.2783621740301565,0.7112765371944451,1,1.0,1,1,1.6349167072785569,1.6349167072785569
2016-07-10,air_a21ffca0bea1661a,0,0,0,1,0,0,0,0.9541038777735775,1.0973522943864245,0.0,1.8408717832210622,0.7001121164280621,1,1.0,1,1,-0.12957636661943456,-0.12957636661943456
2016-07-11,air_a21ffca0bea1661a,0,1,0,0,0,0,0,1.2303197664198076,1.3467103500004225,0.0,2.054152737563026,0.9345649525221011,1,2.0,1,1,-1.112683702658803,-1.112683702658803
2016-07-12,air_a21ffca0bea1661a,0,0,0,0,0,1,0,1.1267388081774714,1.1540245797532422,0.0,0.4012253414128074,1.1913466301489057,1,2.0,1,1,-0.37963502700575474,-0.37963502700575474
2016-07-14,air_a21ffca0bea1661a,0,0,0,0,1,0,0,0.988630863854356,1.2787036075602412,0.0,-0.23861752161308364,0.8229207448582732,1,2.0,1,1,-0.08694840624916385,-0.08694840624916385
2016-07-15,air_a21ffca0bea1661a,1,0,0,0,0,0,0,0.5627980355247509,0.2699369280308851,0.0,-1.2783621740301565,0.7894274825591246,1,2.0,1,1,1.1153884402658825,1.1153884402658825
2016-07-16,air_a21ffca0bea1661a,0,0,1,0,0,0,0,0.7814689473696835,0.6893118397453365,0.0,-0.8518002653462292,0.6889476956616796,1,1.0,1,1,1.5751614414023738,1.5751614414023738
2016-07-17,air_a21ffca0bea1661a,0,0,0,1,0,0,0,0.988630863854356,0.8139908675523357,0.0,-1.2517020547374111,1.0797024224850778,1,2.0,1,1,0.6350626725222964,0.6350626725222964
2016-07-18,air_a21ffca0bea1661a,0,1,0,0,0,0,0,1.3108827339416247,1.3467103500004225,1.0,0.721146772925753,1.2360043132144367,1,1.0,1,1,-0.9147681723682604,-0.9147681723682604
2016-07-21,air_a21ffca0bea1661a,0,0,0,0,1,0,0,0.5167620540837128,0.3039402992509759,0.0,-1.2783621740301565,0.7782630617927416,1,1.0,1,1,-0.023767679271798327,-0.023767679271798327
2016-07-23,air_a21ffca0bea1661a,0,0,1,0,0,0,0,0.5858160262452701,0.6213050973051554,0.0,-0.9051205039317202,0.6554544333625311,1,2.0,1,1,1.5009431175434205,1.5009431175434205
2016-07-24,air_a21ffca0bea1661a,0,0,0,1,0,0,0,0.7584509566491641,0.8366597816990627,0.0,0.6678265343402621,0.5661390672314686,1,1.0,1,1,-0.3126482321381865,-0.3126482321381865
2016-07-25,air_a21ffca0bea1661a,0,1,0,0,0,0,0,0.8505229195312409,0.7119807538920635,0.0,-1.065081219688193,0.8005919033255076,1,1.0,1,1,-0.9661500888859974,-0.9661500888859974
