visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Yakiniku/Korean food,Hokkaidō Sapporo-shi Minami 3 Jōnishi,total_area_visitors,total_genre_visitors
2016-07-01,air_dc71c6cc06cd1aa2,1,0,0,0,0,0,0,1.1915188375751606,1.2152752609047344,0.0,1.9317160552506332,1.1213980801937393,1,15.0,1,1,1.3871112826692957,1.387111282669296
2016-07-02,air_dc71c6cc06cd1aa2,0,0,1,0,0,0,0,1.037454993011928,0.9516684190085081,0.0,-1.1727556322447192,1.1671213959226585,1,30.0,1,1,1.5405678136367735,1.5405678136367738
2016-07-03,air_dc71c6cc06cd1aa2,0,0,0,1,0,0,0,1.109955625747567,1.1472476888024825,0.0,0.23354350824462855,1.0025174592985493,1,6.0,1,1,-0.3754360981318077,-0.3754360981318076
2016-07-04,air_dc71c6cc06cd1aa2,0,1,0,0,0,0,0,0.684014408425689,0.5520064329077778,0.0,0.7376884831370364,0.8287688595286559,1,3.0,1,1,-1.1199572579453128,-1.1199572579453128
2016-07-05,air_dc71c6cc06cd1aa2,0,0,0,0,0,1,0,0.7927653575291471,0.9091511864446006,0.0,1.4806389724521634,0.7098882386334658,1,11.0,1,1,-0.47639434218935894,-0.47639434218935883
2016-07-06,air_dc71c6cc06cd1aa2,0,0,0,0,0,0,1,0.7112021457015536,0.6880615771122816,0.0,0.8968921594188493,0.8196241963828721,1,13.0,1,1,-0.03291231011109756,-0.03291231011109741
2016-07-07,air_dc71c6cc06cd1aa2,0,0,0,0,1,0,0,0.8743285693567409,1.0281994376235415,0.0,2.3031912999081965,0.7921902069455207,1,7.0,1,1,-0.09752558630793035,-0.0975255863079302
2016-07-08,air_dc71c6cc06cd1aa2,1,0,0,0,0,0,0,0.9558917811843344,0.968675312034071,0.0,2.037851839438509,0.8013348700913044,1,9.0,1,1,1.1881317616540492,1.1881317616540494
2016-07-09,air_dc71c6cc06cd1aa2,0,0,1,0,0,0,0,1.0827678884717022,1.0196959911107601,0.0,0.5519508608082545,0.9750834698611978,1,12.0,1,1,1.4814613507521708,1.481461350752171
2016-07-10,air_dc71c6cc06cd1aa2,0,0,0,1,0,0,0,0.8562034111728309,0.6965650236250632,0.0,-1.1727556322447192,0.9842281330069814,1,10.0,1,1,-0.22051108361440183,-0.2205110836144017
2016-07-11,air_dc71c6cc06cd1aa2,0,1,0,0,0,0,0,0.8018279366211021,0.8071098282912227,0.0,0.8703582133718805,0.892781501549143,1,8.0,1,1,-1.1687843359804193,-1.1687843359804193
